   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_34.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.77, 7.68352, 5.07656, 5.07651, 3.11184, 2.60696, 0, 5.07655, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07651, 5.07652, 5.07651
10.7779, 9.66939, 5.06026, 5.06021, 3.41605, 4.60913, 0, 5.06025, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06021, 5.06022, 5.06021
10.7858, 2.6399, 5.05195, 5.0519, 2.15404, -2.41205, 0, 5.05194, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.0519, 5.05191, 5.0519
10.7937, 7.32714, 5.04008, 5.04003, 3.05404, 2.28706, 0, 5.04007, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003, 5.04003
10.8016, 9.86752, 5.02494, 5.02489, 3.44493, 4.84259, 0, 5.02493, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489, 5.02489
10.8094, 3.79803, 5.00818, 5.00813, 2.40791, -1.21015, 0, 5.00817, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00813, 5.00814, 5.00813
10.8173, 8.99777, 4.99146, 4.99141, 3.31629, 4.00631, 0, 4.99145, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141, 4.99141
10.8252, 4.87596, 4.98333, 4.98329, 2.62221, -0.107374, 0, 4.98333, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329, 4.98329
10.8331, 7.74696, 4.97159, 4.97154, 3.12201, 2.77537, 0, 4.97158, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97154, 4.97155, 4.97154
10.841, 3.24362, 4.95652, 4.95647, 2.28989, -1.7129, 0, 4.95651, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95647, 4.95648, 4.95647
10.8489, 1.25254, 4.93981, 4.93976, 1.80348, -3.68727, 0, 4.9398, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976, 4.93976
10.8568, 4.7373, 4.92313, 4.92308, 2.59563, -0.185827, 0, 4.92312, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308, 4.92308
10.8647, 3.86196, 4.91459, 4.91454, 2.42115, -1.05263, 0, 4.91458, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454, 4.91454
10.8726, 8.72045, 4.90245, 4.9024, 3.27421, 3.818, 0, 4.90244, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.9024, 4.90241, 4.9024
10.8805, 4.26468, 4.88701, 4.88696, 2.50294, -0.622321, 0, 4.887, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696, 4.88696
10.8883, 5.27485, 4.86993, 4.86988, 2.69719, 0.40492, 0, 4.86992, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988, 4.86988
10.8962, 8.42454, 4.85287, 4.85282, 3.2287, 3.57166, 0, 4.85287, 4.85282, 4.85282, 4.85282, 4.85282, 4.85282, 4.85282, 4.85282, 4.85282, 4.85282, 4.85282, 4.85282, 4.85282, 4.85283, 4.85282, 4.85282, 4.85283, 4.85282
10.9041, 5.27906, 4.84449, 4.84444, 2.69797, 0.434568, 0, 4.84448, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444, 4.84444
10.912, 6.99299, 4.83247, 4.83242, 2.99883, 2.16052, 0, 4.83246, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242, 4.83242
10.9199, 7.84195, 4.81711, 4.81706, 3.13719, 3.02484, 0, 4.81711, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81706, 4.81707, 4.81706
10.9278, 5.99058, 4.8001, 4.80005, 2.82676, 1.19048, 0, 4.8001, 4.80005, 4.80005, 4.80005, 4.80005, 4.80005, 4.80005, 4.80005, 4.80005, 4.80005, 4.80005, 4.80005, 4.80005, 4.80006, 4.80005, 4.80005, 4.80006, 4.80005
10.9357, 4.99058, 4.78313, 4.78308, 2.64397, 0.207453, 0, 4.78312, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308, 4.78308
10.9436, 7.83234, 4.77438, 4.77433, 3.13566, 3.05797, 0, 4.77437, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433, 4.77433
10.9515, 4.78872, 4.76202, 4.76197, 2.60552, 0.0267015, 0, 4.76202, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197, 4.76197
10.9594, 5.18711, 4.74636, 4.74631, 2.68088, 0.44075, 0, 4.74636, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74631, 4.74632, 4.74631
10.9672, 2.64783, 4.72907, 4.72902, 2.15588, -2.08124, 0, 4.72906, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902, 4.72902
10.9751, 3.66283, 4.71181, 4.71176, 2.37967, -1.04898, 0, 4.7118, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176, 4.71176
10.983, 3.33247, 4.70318, 4.70313, 2.30921, -1.37071, 0, 4.70317, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313, 4.70313
10.9909, 10.1363, 4.69093, 4.69088, 3.48372, 5.44537, 0, 4.69093, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69088, 4.69089, 4.69088
10.9988, 2.85886, 4.67538, 4.67532, 2.20428, -1.81652, 0, 4.67537, 4.67532, 4.67532, 4.67532, 4.67532, 4.67532, 4.67532, 4.67532, 4.67532, 4.67532, 4.67532, 4.67532, 4.67532, 4.67533, 4.67532, 4.67532, 4.67533, 4.67532
11.0067, 9.82069, 4.65818, 4.65813, 3.43812, 5.16251, 0, 4.65818, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813, 4.65813
11.0146, 4.17437, 4.64102, 4.64097, 2.48483, -0.46665, 0, 4.64102, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097, 4.64097
11.0225, 6.4519, 4.63213, 4.63207, 2.90721, 1.81977, 0, 4.63212, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63207, 4.63208, 4.63207
11.0304, 3.35911, 4.61963, 4.61958, 2.31497, -1.26052, 0, 4.61963, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958, 4.61958
11.0383, 7.24808, 4.60385, 4.60379, 3.04107, 2.64423, 0, 4.60384, 4.60379, 4.60379, 4.60379, 4.60379, 4.60379, 4.60379, 4.60379, 4.60379, 4.60379, 4.60379, 4.60379, 4.60379, 4.6038, 4.60379, 4.60379, 4.6038, 4.60379
11.0461, 7.79765, 4.58644, 4.58638, 3.13012, 3.21121, 0, 4.58643, 4.58638, 4.58638, 4.58638, 4.58638, 4.58638, 4.58638, 4.58638, 4.58638, 4.58638, 4.58638, 4.58638, 4.58638, 4.58639, 4.58638, 4.58638, 4.58639, 4.58638
11.054, 4.74845, 4.56906, 4.56901, 2.59778, 0.179389, 0, 4.56905, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901, 4.56901
11.0619, 7.99227, 4.56029, 4.56024, 3.16105, 3.43197, 0, 4.56029, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024, 4.56024
11.0698, 3.3858, 4.54791, 4.54786, 2.32073, -1.16211, 0, 4.54791, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786, 4.54786
11.0777, 5.20248, 4.53224, 4.53218, 2.68374, 0.67024, 0, 4.53223, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53218, 4.53219, 4.53218
11.0856, 4.98761, 4.51494, 4.51488, 2.64341, 0.472673, 0, 4.51493, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488, 4.51488
11.0935, 4.80273, 4.49767, 4.49761, 2.6082, 0.305059, 0, 4.49766, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49761, 4.49762, 4.49761
11.1014, 0.997522, 4.48855, 4.48849, 1.73134, -3.49103, 0, 4.48854, 4.48849, 4.48849, 4.48849, 4.48849, 4.48849, 4.48849, 4.48849, 4.48849, 4.48849, 4.48849, 4.48849, 4.48849, 4.4885, 4.48849, 4.48849, 4.4885, 4.48849
11.1093, 3.7891, 4.47598, 4.47592, 2.40605, -0.686882, 0, 4.47597, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47592, 4.47593, 4.47592
11.1172, 8.36357, 4.4602, 4.46014, 3.21925, 3.90337, 0, 4.46019, 4.46014, 4.46014, 4.46014, 4.46014, 4.46014, 4.46014, 4.46014, 4.46014, 4.46014, 4.46014, 4.46014, 4.46014, 4.46015, 4.46014, 4.46014, 4.46015, 4.46014
11.1251, 4.62682, 4.44285, 4.44279, 2.57426, 0.183964, 0, 4.44284, 4.44279, 4.44279, 4.44279, 4.44279, 4.44279, 4.44279, 4.44279, 4.44279, 4.44279, 4.44279, 4.44279, 4.44279, 4.4428, 4.44279, 4.44279, 4.4428, 4.44279
11.1329, 6.77925, 4.42554, 4.42548, 2.96298, 2.35372, 0, 4.42553, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42548, 4.42549, 4.42548
11.1408, 6.99331, 4.41631, 4.41624, 2.99888, 2.577, 0, 4.41629, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41624, 4.41625, 4.41624
11.1487, 8.11078, 4.40378, 4.40372, 3.17975, 3.707, 0, 4.40377, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40372, 4.40373, 4.40372
11.1566, 6.65192, 4.38819, 4.38812, 2.94141, 2.26374, 0, 4.38817, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38812, 4.38813, 4.38812
11.1645, 4.66605, 4.37107, 4.37101, 2.58187, 0.294974, 0, 4.37106, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37101, 4.37102, 4.37101
11.1724, 8.63105, 4.35399, 4.35392, 3.26053, 4.27706, 0, 4.35398, 4.35392, 4.35392, 4.35392, 4.35392, 4.35392, 4.35392, 4.35392, 4.35392, 4.35392, 4.35392, 4.35392, 4.35392, 4.35393, 4.35392, 4.35392, 4.35394, 4.35392
11.1803, 6.90377, 4.34441, 4.34434, 2.98392, 2.55936, 0, 4.34439, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34434, 4.34435, 4.34434
11.1882, 5.2254, 4.33174, 4.33166, 2.68801, 0.893665, 0, 4.33172, 4.33166, 4.33166, 4.33166, 4.33166, 4.33166, 4.33166, 4.33166, 4.33166, 4.33166, 4.33166, 4.33166, 4.33166, 4.33167, 4.33166, 4.33166, 4.33168, 4.33166
11.1961, 4.7601, 4.31616, 4.31608, 2.60002, 0.44394, 0, 4.31614, 4.31608, 4.31608, 4.31608, 4.31608, 4.31608, 4.31608, 4.31608, 4.31608, 4.31608, 4.31608, 4.31608, 4.31608, 4.31609, 4.31608, 4.31608, 4.3161, 4.31608
11.204, 5.75564, 4.29915, 4.29907, 2.78489, 1.45649, 0, 4.29913, 4.29907, 4.29907, 4.29907, 4.29907, 4.29907, 4.29907, 4.29907, 4.29907, 4.29907, 4.29907, 4.29907, 4.29907, 4.29908, 4.29907, 4.29907, 4.29909, 4.29907
11.2118, 5.23024, 4.28217, 4.28209, 2.68891, 0.948061, 0, 4.28215, 4.28209, 4.28209, 4.28209, 4.28209, 4.28209, 4.28209, 4.28209, 4.28209, 4.28209, 4.28209, 4.28209, 4.28209, 4.2821, 4.28209, 4.28209, 4.28212, 4.28209
11.2197, 10.7504, 4.27246, 4.27238, 3.57078, 6.47797, 0, 4.27244, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.27238, 4.2724, 4.27238
11.2276, 5.47955, 4.25983, 4.25975, 2.73488, 1.21972, 0, 4.25981, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25975, 4.25977, 4.25975
11.2355, 4.9951, 4.24444, 4.24435, 2.64483, 0.750665, 0, 4.24441, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24435, 4.24438, 4.24435
11.2434, 5.49387, 4.22768, 4.22759, 2.73749, 1.26618, 0, 4.22765, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22759, 4.22762, 4.22759
11.2513, 6.24461, 4.21096, 4.21086, 2.87134, 2.03365, 0, 4.21093, 4.21086, 4.21086, 4.21086, 4.21086, 4.21086, 4.21086, 4.21086, 4.21086, 4.21086, 4.21086, 4.21086, 4.21086, 4.21087, 4.21086, 4.21086, 4.21089, 4.21086
11.2592, 3.99294, 4.20101, 4.20091, 2.44805, -0.208072, 0, 4.20098, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20091, 4.20094, 4.20091
11.2671, 6.24919, 4.18834, 4.18823, 2.87214, 2.06086, 0, 4.1883, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18823, 4.18826, 4.18823
11.275, 6.73668, 4.17305, 4.17293, 2.95579, 2.56363, 0, 4.17301, 4.17293, 4.17293, 4.17293, 4.17293, 4.17293, 4.17293, 4.17293, 4.17293, 4.17293, 4.17293, 4.17293, 4.17293, 4.17294, 4.17293, 4.17293, 4.17296, 4.17293
11.2829, 10.208, 4.15647, 4.15635, 3.49399, 6.05153, 0, 4.15644, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15635, 4.15638, 4.15635
11.2907, 2.30464, 4.13993, 4.1398, 2.07476, -1.83529, 0, 4.1399, 4.1398, 4.1398, 4.1398, 4.1398, 4.1398, 4.1398, 4.1398, 4.1398, 4.1398, 4.1398, 4.1398, 4.1398, 4.13981, 4.1398, 4.1398, 4.13984, 4.1398
11.2986, 7.66691, 4.12988, 4.12974, 3.10917, 3.53704, 0, 4.12984, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12974, 4.12977, 4.12974
11.3065, 6.32838, 4.11726, 4.11711, 2.88589, 2.21112, 0, 4.11723, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11711, 4.11714, 4.11711
11.3144, 4.18414, 4.10216, 4.10199, 2.48679, 0.0819759, 0, 4.10213, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10199, 4.10203, 4.10199
11.3223, 4.26444, 4.08584, 4.08565, 2.50289, 0.178591, 0, 4.08581, 4.08565, 4.08565, 4.08565, 4.08565, 4.08565, 4.08565, 4.08565, 4.08565, 4.08565, 4.08565, 4.08565, 4.08565, 4.08566, 4.08565, 4.08565, 4.08569, 4.08565
11.3302, 8.44089, 4.06957, 4.06935, 3.23124, 4.37133, 0, 4.06953, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06935, 4.06939, 4.06935
11.3381, 7.82255, 4.05949, 4.05924, 3.1341, 3.76306, 0, 4.05945, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05924, 4.05928, 4.05924
11.346, 6.71473, 4.04698, 4.04669, 2.95207, 2.66775, 0, 4.04694, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04669, 4.04673, 4.04669
11.3539, 6.99246, 4.03207, 4.03174, 2.99874, 2.96039, 0, 4.03203, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03174, 4.03177, 4.03174
11.3618, 4.99257, 4.016, 4.0156, 2.64435, 0.976568, 0, 4.01596, 4.0156, 4.0156, 4.0156, 4.0156, 4.0156, 4.0156, 4.0156, 4.0156, 4.0156, 4.0156, 4.0156, 4.0156, 4.01561, 4.0156, 4.0156, 4.01564, 4.0156
11.3696, 2.28116, 3.99997, 3.9995, 2.0691, -1.71881, 0, 3.99993, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.9995, 3.99954, 3.9995
11.3775, 3.28538, 3.98971, 3.98915, 2.299, -0.704334, 0, 3.98967, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98915, 3.98919, 3.98915
11.3854, 6.4119, 3.97727, 3.9766, 2.90033, 2.43462, 0, 3.97724, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.9766, 3.97663, 3.9766
11.3933, 3.87844, 3.96268, 3.96186, 2.42455, -0.0842373, 0, 3.96264, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96186, 3.96189, 3.96186
11.4012, 1.70235, 3.94704, 3.94604, 1.92415, -2.24468, 0, 3.947, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94604, 3.94608, 3.94604
11.4091, 4.39765, 3.93147, 3.93026, 2.52936, 0.466178, 0, 3.93143, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93026, 3.93029, 3.93026
11.417, 4.29529, 3.93619, 3.93471, 2.50904, 0.359102, 0, 3.93615, 3.93471, 3.93471, 3.93471, 3.93471, 3.93471, 3.93471, 3.93471, 3.93471, 3.93471, 3.93471, 3.93471, 3.93471, 3.93472, 3.93471, 3.93471, 3.93475, 3.93471
11.4249, 3.69021, 3.93799, 3.93619, 2.38542, -0.247777, 0, 3.93795, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93619, 3.93622, 3.93619
11.4328, 2.60731, 3.93697, 3.93478, 2.14646, -1.32966, 0, 3.93693, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93478, 3.93481, 3.93478
11.4407, 5.99765, 3.9346, 3.93193, 2.82801, 2.06305, 0, 3.93456, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93193, 3.93196, 3.93193
11.4485, 4.6855, 3.93232, 3.92908, 2.58563, 0.75318, 0, 3.93229, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92908, 3.92911, 3.92908
11.4564, 5.30958, 3.93578, 3.93184, 2.70362, 1.3738, 0, 3.93574, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93184, 3.93187, 3.93184
11.4643, 5.04705, 3.93747, 3.93269, 2.65463, 1.10958, 0, 3.93743, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93269, 3.93272, 3.93269
11.4722, 5.62875, 3.93748, 3.9317, 2.76202, 1.69127, 0, 3.93745, 3.9317, 3.9317, 3.9317, 3.9317, 3.9317, 3.9317, 3.9317, 3.9317, 3.9317, 3.9317, 3.9317, 3.9317, 3.93171, 3.9317, 3.9317, 3.93174, 3.9317
11.4801, 2.31698, 3.93677, 3.9298, 2.07773, -1.61979, 0, 3.93674, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.9298, 3.92983, 3.9298
11.488, 4.32169, 3.93628, 3.92789, 2.5143, 0.385406, 0, 3.93625, 3.92789, 3.92789, 3.92789, 3.92789, 3.92789, 3.92789, 3.92789, 3.92789, 3.92789, 3.92789, 3.92789, 3.92789, 3.9279, 3.92789, 3.92789, 3.92792, 3.92789
11.4959, 5, 3.93961, 3.92955, 2.64575, 1.06039, 0, 3.93958, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92955, 3.92958, 3.92955
11.5038, 5, 3.94194, 3.92991, 2.64575, 1.05806, 0, 3.94191, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92991, 3.92994, 3.92991
