   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_152.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00457978, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0032923, 0, 6.94313e-23, 0, 1.41421, -6.94313e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36994e-25, 0, 0, 3.30002e-28, 6.53929e-26, 0, 6.92286e-23, 0, 0
0.0111644, 0, 1.70211e-22, 0, 1.41421, -1.70211e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35831e-25, 0, 0, 8.15414e-28, 1.65317e-25, 0, 1.69709e-22, 0, 0
0.0190364, 0, 4.09043e-22, 0, 1.41421, -4.09043e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07031e-25, 0, 0, 1.97535e-27, 4.08759e-25, 0, 4.07825e-22, 0, 0
0.0269085, 0, 9.6509e-22, 0, 1.41421, -9.6509e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90405e-24, 0, 0, 4.69885e-27, 9.90449e-25, 0, 9.6219e-22, 0, 0
0.0347806, 0, 2.23844e-21, 0, 1.41421, -2.23844e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41615e-24, 0, 0, 1.09897e-26, 2.35572e-24, 0, 2.23166e-21, 0, 0
0.0426527, 0, 5.10951e-21, 0, 1.41421, -5.10951e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00801e-23, 0, 0, 2.52993e-26, 5.50722e-24, 0, 5.0939e-21, 0, 0
0.0505247, 0, 1.14889e-20, 0, 1.41421, -1.14889e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2665e-23, 0, 0, 5.73819e-26, 1.26694e-23, 0, 1.14535e-20, 0, 0
0.0583968, 0, 2.54682e-20, 0, 1.41421, -2.54682e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02417e-23, 0, 0, 1.28335e-25, 2.87096e-23, 0, 2.53891e-20, 0, 0
0.0662689, 0, 5.56994e-20, 0, 1.41421, -5.56994e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09877e-22, 0, 0, 2.83228e-25, 6.4138e-23, 0, 5.55251e-20, 0, 0
0.074141, 0, 1.20256e-19, 0, 1.41421, -1.20256e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3722e-22, 0, 0, 6.17196e-25, 1.41367e-22, 0, 1.19877e-19, 0, 0
0.0820131, 0, 2.56452e-19, 0, 1.41421, -2.56452e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05871e-22, 0, 0, 1.32877e-24, 3.07618e-22, 0, 2.55637e-19, 0, 0
0.0898851, 0, 5.40457e-19, 0, 1.41421, -5.40457e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06607e-21, 0, 0, 2.8277e-24, 6.61239e-22, 0, 5.38727e-19, 0, 0
0.0977572, 0, 1.12607e-18, 0, 1.41421, -1.12607e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22115e-21, 0, 0, 5.95074e-24, 1.40481e-21, 0, 1.12244e-18, 0, 0
0.105629, 0, 2.32051e-18, 0, 1.41421, -2.32051e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57705e-21, 0, 0, 1.23889e-23, 2.95112e-21, 0, 2.31296e-18, 0, 0
0.113501, 0, 4.73118e-18, 0, 1.41421, -4.73118e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.33171e-21, 0, 0, 2.55259e-23, 6.1327e-21, 0, 4.71569e-18, 0, 0
0.121373, 0, 9.54683e-18, 0, 1.41421, -9.54683e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88296e-20, 0, 0, 5.20659e-23, 1.26117e-20, 0, 9.51533e-18, 0, 0
0.129246, 0, 1.90711e-17, 0, 1.41421, -1.90711e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76137e-20, 0, 0, 1.05166e-22, 2.56745e-20, 0, 1.90077e-17, 0, 0
0.137118, 0, 3.7725e-17, 0, 1.41421, -3.7725e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.44026e-20, 0, 0, 2.10412e-22, 5.17573e-20, 0, 3.75986e-17, 0, 0
0.14499, 0, 7.39127e-17, 0, 1.41421, -7.39127e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45769e-19, 0, 0, 4.17096e-22, 1.03349e-19, 0, 7.36631e-17, 0, 0
0.152862, 0, 1.43462e-16, 0, 1.41421, -1.43462e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82925e-19, 0, 0, 8.19353e-22, 2.04463e-19, 0, 1.42973e-16, 0, 0
0.160734, 0, 2.75906e-16, 0, 1.41421, -2.75906e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44108e-19, 0, 0, 1.59538e-21, 4.00871e-19, 0, 2.7496e-16, 0, 0
0.168606, 0, 5.25861e-16, 0, 1.41421, -5.25861e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03701e-18, 0, 0, 3.0796e-21, 7.79061e-19, 0, 5.24042e-16, 0, 0
0.176478, 0, 9.93418e-16, 0, 1.41421, -9.93418e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95898e-18, 0, 0, 5.89437e-21, 1.50108e-18, 0, 9.89952e-16, 0, 0
