   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_16.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00365441, 0, 7.2973e-17, 0, 1.41421, -7.2973e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85734e-18, 0, 0, 6.99735e-21, 0, 1.3761e-19, 0, 6.99711e-17, 0, 0, 0
0.0114896, 0, 1.28504e-16, 0, 1.41421, -1.28504e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03149e-18, 0, 0, 1.25372e-20, 0, 2.47418e-19, 0, 1.23212e-16, 0, 0, 0
0.0193249, 0, 2.24785e-16, 0, 1.41421, -2.24785e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.80095e-18, 0, 0, 2.23158e-20, 0, 4.42057e-19, 0, 2.15519e-16, 0, 0, 0
0.0271601, 0, 3.9063e-16, 0, 1.41421, -3.9063e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52935e-17, 0, 0, 3.94658e-20, 0, 7.84966e-19, 0, 3.74512e-16, 0, 0, 0
0.0349953, 0, 6.74461e-16, 0, 1.41421, -6.74461e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64046e-17, 0, 0, 6.93552e-20, 0, 1.3855e-18, 0, 6.46602e-16, 0, 0, 0
0.0428305, 0, 1.15714e-15, 0, 1.41421, -1.15714e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.52988e-17, 0, 0, 1.21125e-19, 0, 2.43107e-18, 0, 1.10929e-15, 0, 0, 0
0.0506657, 0, 1.97284e-15, 0, 1.41421, -1.97284e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.72272e-17, 0, 0, 2.10245e-19, 0, 4.24109e-18, 0, 1.89116e-15, 0, 0, 0
0.058501, 0, 3.34281e-15, 0, 1.41421, -3.34281e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30848e-16, 0, 0, 3.62743e-19, 0, 7.35684e-18, 0, 3.20424e-15, 0, 0, 0
0.0663362, 0, 5.62961e-15, 0, 1.41421, -5.62961e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20348e-16, 0, 0, 6.22144e-19, 0, 1.26906e-17, 0, 5.39595e-15, 0, 0, 0
0.0741714, 0, 9.42377e-15, 0, 1.41421, -9.42377e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68834e-16, 0, 0, 1.06081e-18, 0, 2.17718e-17, 0, 9.0321e-15, 0, 0, 0
0.0820067, 0, 1.56812e-14, 0, 1.41421, -1.56812e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13703e-16, 0, 0, 1.79833e-18, 0, 3.71503e-17, 0, 1.50285e-14, 0, 0, 0
0.0898419, 0, 2.594e-14, 0, 1.41421, -2.594e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01513e-15, 0, 0, 3.03125e-18, 0, 6.30558e-17, 0, 2.48588e-14, 0, 0, 0
0.0976771, 0, 4.26601e-14, 0, 1.41421, -4.26601e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66934e-15, 0, 0, 5.08084e-18, 0, 1.06468e-16, 0, 4.08792e-14, 0, 0, 0
0.105512, 0, 6.97523e-14, 0, 1.41421, -6.97523e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7293e-15, 0, 0, 8.46923e-18, 0, 1.78843e-16, 0, 6.68357e-14, 0, 0, 0
0.113348, 0, 1.13397e-13, 0, 1.41421, -1.13397e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43672e-15, 0, 0, 1.40403e-17, 0, 2.98893e-16, 0, 1.08647e-13, 0, 0, 0
0.121183, 0, 1.83302e-13, 0, 1.41421, -1.83302e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.17132e-15, 0, 0, 2.31506e-17, 0, 4.97028e-16, 0, 1.75611e-13, 0, 0, 0
0.129018, 0, 2.94632e-13, 0, 1.41421, -2.94632e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1526e-14, 0, 0, 3.79694e-17, 0, 8.22422e-16, 0, 2.82246e-13, 0, 0, 0
0.136853, 0, 4.70928e-13, 0, 1.41421, -4.70928e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84214e-14, 0, 0, 6.19476e-17, 0, 1.3542e-15, 0, 4.51091e-13, 0, 0, 0
0.144688, 0, 7.48524e-13, 0, 1.41421, -7.48524e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92781e-14, 0, 0, 1.00546e-16, 0, 2.21916e-15, 0, 7.16926e-13, 0, 0, 0
0.152524, 0, 1.18317e-12, 0, 1.41421, -1.18317e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.62759e-14, 0, 0, 1.62364e-16, 0, 3.61944e-15, 0, 1.13312e-12, 0, 0, 0
0.160359, 0, 1.85994e-12, 0, 1.41421, -1.85994e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.27404e-14, 0, 0, 2.60879e-16, 0, 5.87572e-15, 0, 1.78106e-12, 0, 0, 0
0.168194, 0, 2.90782e-12, 0, 1.41421, -2.90782e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13715e-13, 0, 0, 4.17111e-16, 0, 9.49455e-15, 0, 2.78419e-12, 0, 0, 0
0.176029, 0, 4.52133e-12, 0, 1.41421, -4.52133e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76804e-13, 0, 0, 6.63695e-16, 0, 1.52725e-14, 0, 4.32859e-12, 0, 0, 0
0.183865, 0, 6.99213e-12, 0, 1.41421, -6.99213e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7341e-13, 0, 0, 1.05115e-15, 0, 2.44571e-14, 0, 6.69321e-12, 0, 0, 0
0.1917, 0, 1.07549e-11, 0, 1.41421, -1.07549e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20527e-13, 0, 0, 1.6572e-15, 0, 3.89927e-14, 0, 1.02937e-11, 0, 0, 0
0.199535, 0, 1.64537e-11, 0, 1.41421, -1.64537e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.43345e-13, 0, 0, 2.60115e-15, 0, 6.18988e-14, 0, 1.57458e-11, 0, 0, 0
0.20737, 0, 2.50377e-11, 0, 1.41421, -2.50377e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.78985e-13, 0, 0, 4.0654e-15, 0, 9.78453e-14, 0, 2.39568e-11, 0, 0, 0
0.215205, 0, 3.78972e-11, 0, 1.41421, -3.78972e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48184e-12, 0, 0, 6.32794e-15, 0, 1.54026e-13, 0, 3.62551e-11, 0, 0, 0
0.223041, 0, 5.70574e-11, 0, 1.41421, -5.70574e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23116e-12, 0, 0, 9.81129e-15, 0, 2.41485e-13, 0, 5.4575e-11, 0, 0, 0
0.230876, 0, 8.5451e-11, 0, 1.41421, -8.5451e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34177e-12, 0, 0, 1.51561e-14, 0, 3.77111e-13, 0, 8.1717e-11, 0, 0, 0
0.238711, 0, 1.27301e-10, 0, 1.41421, -1.27301e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.9791e-12, 0, 0, 2.33317e-14, 0, 5.86656e-13, 0, 1.21711e-10, 0, 0, 0
0.246546, 0, 1.88651e-10, 0, 1.41421, -1.88651e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38014e-12, 0, 0, 3.58027e-14, 0, 9.09251e-13, 0, 1.80326e-10, 0, 0, 0
0.254382, 0, 2.7811e-10, 0, 1.41421, -2.7811e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08826e-11, 0, 0, 5.47789e-14, 0, 1.4042e-12, 0, 2.65769e-10, 0, 0, 0
0.262217, 0, 4.07858e-10, 2.99878e-43, 1.41421, -4.07858e-10, 0, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 1.59651e-11, 2.99878e-43, 2.99878e-43, 8.35928e-14, 2.99878e-43, 2.1611e-12, 2.99878e-43, 3.89648e-10, 2.99878e-43, 2.99878e-43, 2.99878e-43
0.270052, 0, 5.95038e-10, 5.00684e-42, 1.41421, -5.95038e-10, 0, 5.00684e-42, 5.00684e-42, 5.00684e-42, 5.00684e-42, 5.00684e-42, 5.00684e-42, 5.00684e-42, 5.00684e-42, 5.00684e-42, 5.00684e-42, 5.00684e-42, 2.33018e-11, 5.00684e-42, 5.00684e-42, 1.27268e-13, 5.00684e-42, 3.31502e-12, 5.00684e-42, 5.68294e-10, 5.00684e-42, 5.00684e-42, 5.00684e-42
0.277887, 0, 8.6364e-10, 7.15055e-41, 1.41421, -8.6364e-10, 0, 7.15055e-41, 7.15055e-41, 7.15055e-41, 7.15055e-41, 7.15055e-41, 7.15055e-41, 7.15055e-41, 7.15055e-41, 7.15055e-41, 7.15055e-41, 7.15055e-41, 3.38381e-11, 7.15055e-41, 7.15055e-41, 1.93374e-13, 7.15055e-41, 5.06905e-12, 7.15055e-41, 8.2454e-10, 7.15055e-41, 7.15055e-41, 7.15055e-41
