   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_142.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0027225, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00514372, 0, 8.02448e-18, 0, 1.41421, -8.02448e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4871e-20, 0, 1.10904e-22, 1.94059e-19, 0, 7.79544e-18, 0, 0
0.0130099, 0, 1.4719e-17, 0, 1.41421, -1.4719e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3931e-20, 0, 2.06535e-22, 3.63047e-19, 0, 1.42918e-17, 0, 0
0.0208762, 0, 2.67934e-17, 0, 1.41421, -2.67934e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16316e-19, 0, 3.81763e-22, 6.74248e-19, 0, 2.60024e-17, 0, 0
0.0287424, 0, 4.84096e-17, 0, 1.41421, -4.84096e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10044e-19, 0, 7.0052e-22, 1.24332e-18, 0, 4.69555e-17, 0, 0
0.0366086, 0, 8.68266e-17, 0, 1.41421, -8.68266e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76523e-19, 0, 1.27627e-21, 2.27686e-18, 0, 8.4172e-17, 0, 0
0.0444748, 0, 1.54615e-16, 0, 1.41421, -1.54615e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70101e-19, 0, 2.30896e-21, 4.14141e-18, 0, 1.49802e-16, 0, 0
0.052341, 0, 2.73389e-16, 0, 1.41421, -2.73389e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18415e-18, 0, 4.1486e-21, 7.48315e-18, 0, 2.64718e-16, 0, 0
0.0602072, 0, 4.80052e-16, 0, 1.41421, -4.80052e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07797e-18, 0, 7.40367e-21, 1.34341e-17, 0, 4.64533e-16, 0, 0
0.0680735, 0, 8.37187e-16, 0, 1.41421, -8.37187e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62149e-18, 0, 1.31252e-20, 2.39653e-17, 0, 8.09587e-16, 0, 0
0.0759397, 0, 1.45018e-15, 0, 1.41421, -1.45018e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26882e-18, 0, 2.31162e-20, 4.2487e-17, 0, 1.4014e-15, 0, 0
0.0838059, 0, 2.49534e-15, 0, 1.41421, -2.49534e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0779e-17, 0, 4.04509e-20, 7.48661e-17, 0, 2.40965e-15, 0, 0
0.0916721, 0, 4.26559e-15, 0, 1.41421, -4.26559e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84118e-17, 0, 7.03354e-20, 1.31134e-16, 0, 4.11597e-15, 0, 0
0.0995383, 0, 7.24443e-15, 0, 1.41421, -7.24443e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12444e-17, 0, 1.21533e-19, 2.28346e-16, 0, 6.98472e-15, 0, 0
0.107405, 0, 1.22247e-14, 0, 1.41421, -1.22247e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26791e-17, 0, 2.08698e-19, 3.95331e-16, 0, 1.17765e-14, 0, 0
0.115271, 0, 2.04979e-14, 0, 1.41421, -2.04979e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.82517e-17, 0, 3.56201e-19, 6.80551e-16, 0, 1.97288e-14, 0, 0
0.123137, 0, 3.41544e-14, 0, 1.41421, -3.41544e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4691e-16, 0, 6.04305e-19, 1.16501e-15, 0, 3.28418e-14, 0, 0
0.131003, 0, 5.65554e-14, 0, 1.41421, -5.65554e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43024e-16, 0, 1.01915e-18, 1.98338e-15, 0, 5.43279e-14, 0, 0
0.138869, 0, 9.30712e-14, 0, 1.41421, -9.30712e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99518e-16, 0, 1.70871e-18, 3.35832e-15, 0, 8.93117e-14, 0, 0
0.146736, 0, 1.52521e-13, 0, 1.41421, -1.52521e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53928e-16, 0, 2.85778e-18, 5.68108e-15, 0, 1.46183e-13, 0, 0
0.154602, 0, 2.47893e-13, 0, 1.41421, -2.47893e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0616e-15, 0, 4.73518e-18, 9.51381e-15, 0, 2.37313e-13, 0, 0
0.162468, 0, 4.0049e-13, 0, 1.41421, -4.0049e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71298e-15, 0, 7.80217e-18, 1.5851e-14, 0, 3.82918e-13, 0, 0
0.170334, 0, 6.43173e-13, 0, 1.41421, -6.43173e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7474e-15, 0, 1.2785e-17, 2.62753e-14, 0, 6.14137e-13, 0, 0
0.178201, 0, 1.02681e-12, 0, 1.41421, -1.02681e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38008e-15, 0, 2.0837e-17, 4.33372e-14, 0, 9.79068e-13, 0, 0
0.186067, 0, 1.62964e-12, 0, 1.41421, -1.62964e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94145e-15, 0, 3.37801e-17, 7.11258e-14, 0, 1.55154e-12, 0, 0
0.193933, 0, 2.57132e-12, 0, 1.41421, -2.57132e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09355e-14, 0, 5.44797e-17, 1.16167e-13, 0, 2.44417e-12, 0, 0
0.201799, 0, 4.03362e-12, 0, 1.41421, -4.03362e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71262e-14, 0, 8.74187e-17, 1.88824e-13, 0, 3.82758e-12, 0, 0
0.209665, 0, 6.29109e-12, 0, 1.41421, -6.29109e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66643e-14, 0, 1.39582e-16, 3.05489e-13, 0, 5.9588e-12, 0, 0
0.217532, 0, 9.75581e-12, 0, 1.41421, -9.75581e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12721e-14, 0, 2.21808e-16, 4.91963e-13, 0, 9.22235e-12, 0, 0
0.225398, 0, 1.50427e-11, 0, 1.41421, -1.50427e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.35121e-14, 0, 3.50847e-16, 7.887e-13, 0, 1.41901e-11, 0, 0
0.233264, 0, 2.30637e-11, 0, 1.41421, -2.30637e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.71718e-14, 0, 5.52507e-16, 1.25887e-12, 0, 2.17071e-11, 0, 0
0.24113, 0, 3.51634e-11, 0, 1.41421, -3.51634e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47816e-13, 0, 8.66417e-16, 2.00072e-12, 0, 3.3014e-11, 0, 0
0.248996, 0, 5.33127e-11, 0, 1.41421, -5.33127e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23568e-13, 0, 1.35329e-15, 3.16655e-12, 0, 4.99212e-11, 0, 0
