   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_45.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0102205, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0180247, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.025829, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0336332, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0414375, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0492418, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.057046, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0648503, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0726545, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0804588, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0882631, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0960673, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.103872, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.111676, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.11948, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.127284, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.135089, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.142893, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.150697, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.158501, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.166306, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.17411, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.181914, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.189718, 0, 2.99314e-30, 0, 1.41421, -2.99314e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48366e-32, 0, 0, 6.2771e-35, 1.24263e-35, 0, 2.95823e-30, 0, 0, 0
0.197523, 0, 3.81595e-29, 0, 1.41421, -3.81595e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4412e-31, 0, 0, 8.00245e-34, 1.11426e-33, 0, 3.77134e-29, 0, 0, 0
0.205327, 0, 3.05552e-28, 0, 1.41421, -3.05552e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55611e-30, 0, 0, 6.40764e-33, 1.45409e-32, 0, 3.01975e-28, 0, 0, 0
0.213131, 0, 1.95262e-27, 0, 1.41421, -1.95262e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27249e-29, 0, 0, 4.09473e-32, 1.19649e-31, 0, 1.92974e-27, 0, 0, 0
0.220936, 0, 1.08383e-26, 0, 1.41421, -1.08383e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26137e-28, 0, 0, 2.27334e-31, 7.80854e-31, 0, 1.07112e-26, 0, 0, 0
0.22874, 0, 5.44167e-26, 0, 1.41421, -5.44167e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33298e-28, 0, 0, 1.14199e-30, 4.40595e-30, 0, 5.37779e-26, 0, 0, 0
0.236544, 0, 2.52846e-25, 0, 1.41421, -2.52846e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94259e-27, 0, 0, 5.31044e-30, 2.24189e-29, 0, 2.49876e-25, 0, 0, 0
0.244348, 0, 1.10292e-24, 0, 1.41421, -1.10292e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28355e-26, 0, 0, 2.31873e-29, 1.05353e-28, 0, 1.08995e-24, 0, 0, 0
0.252153, 0, 4.56021e-24, 0, 1.41421, -4.56021e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30704e-26, 0, 0, 9.59846e-29, 4.64125e-28, 0, 4.50658e-24, 0, 0, 0
0.259957, 0, 1.79966e-23, 0, 1.41421, -1.79966e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09437e-25, 0, 0, 3.79303e-28, 1.93618e-27, 0, 1.77848e-23, 0, 0, 0
0.267761, 0, 6.81389e-23, 0, 1.41421, -6.81389e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92971e-25, 0, 0, 1.43827e-27, 7.70359e-27, 0, 6.73368e-23, 0, 0, 0
0.275565, 0, 2.48507e-22, 0, 1.41421, -2.48507e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.892e-24, 0, 0, 5.25416e-27, 2.93897e-26, 0, 2.4558e-22, 0, 0, 0
0.28337, 0, 8.75788e-22, 0, 1.41421, -8.75788e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01919e-23, 0, 0, 1.85504e-26, 1.07956e-25, 0, 8.65469e-22, 0, 0, 0
0.291174, 0, 2.99016e-21, 0, 1.41421, -2.99016e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47977e-23, 0, 0, 6.34618e-26, 3.83061e-25, 0, 2.95492e-21, 0, 0, 0
0.298978, 0, 9.91157e-21, 0, 1.41421, -9.91157e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15344e-22, 0, 0, 2.10814e-25, 1.31646e-24, 0, 9.7947e-21, 0, 0, 0
0.306782, 0, 3.19527e-20, 0, 1.41421, -3.19527e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71843e-22, 0, 0, 6.81219e-25, 4.39151e-24, 0, 3.15758e-20, 0, 0, 0
0.314587, 0, 1.00331e-19, 0, 1.41421, -1.00331e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16757e-21, 0, 0, 2.14447e-24, 1.42453e-23, 0, 9.91469e-20, 0, 0, 0
0.322391, 0, 3.07232e-19, 0, 1.41421, -3.07232e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5753e-21, 0, 0, 6.58491e-24, 4.50031e-23, 0, 3.03605e-19, 0, 0, 0
0.330195, 0, 9.18474e-19, 0, 1.41421, -9.18474e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06884e-20, 0, 0, 1.97446e-23, 1.3864e-22, 0, 9.07628e-19, 0, 0, 0
