   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_115.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.133924, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.141732, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.149541, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.157349, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.165158, 0, 1.49474e-29, 0, 1.41421, -1.49474e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04522e-32, 0, 0, 3.81122e-34, 0, 3.32783e-35, 0, 1.48665e-29, 0, 0
0.172967, 0, 1.73463e-28, 0, 1.41421, -1.73463e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.33601e-31, 0, 0, 4.4227e-33, 0, 7.72216e-33, 0, 1.72517e-28, 0, 0
0.180775, 0, 1.26468e-27, 0, 1.41421, -1.26468e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8065e-30, 0, 0, 3.22441e-32, 0, 8.61957e-32, 0, 1.25775e-27, 0, 0
0.188584, 0, 7.36815e-27, 0, 1.41421, -7.36815e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96548e-29, 0, 0, 1.88083e-31, 0, 6.17083e-31, 0, 7.32769e-27, 0, 0
0.196392, 0, 3.73535e-26, 0, 1.41421, -3.73535e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01031e-28, 0, 0, 9.56104e-31, 0, 3.55475e-30, 0, 3.71479e-26, 0, 0
0.204201, 0, 1.71645e-25, 0, 1.41421, -1.71645e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.23762e-28, 0, 0, 4.41014e-30, 0, 1.78757e-29, 0, 1.70699e-25, 0, 0
0.21201, 0, 7.31522e-25, 0, 1.41421, -7.31522e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93688e-27, 0, 0, 1.88793e-29, 0, 8.1622e-29, 0, 7.27484e-25, 0, 0
0.219818, 0, 3.49471e-24, 0, 1.41421, -3.49471e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88075e-26, 0, 0, 9.09982e-29, 0, 4.25929e-28, 0, 3.47539e-24, 0, 0
0.227627, 0, 1.29479e-23, 0, 1.41421, -1.29479e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.96815e-26, 0, 0, 3.38909e-28, 0, 1.6437e-27, 0, 1.28762e-23, 0, 0
0.235435, 0, 4.61143e-23, 0, 1.41421, -4.61143e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48172e-25, 0, 0, 1.21365e-27, 0, 6.06931e-27, 0, 4.58589e-23, 0, 0
0.243244, 0, 1.58498e-22, 0, 1.41421, -1.58498e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52981e-25, 0, 0, 4.19534e-27, 0, 2.15505e-26, 0, 1.5762e-22, 0, 0
0.251053, 0, 5.27372e-22, 0, 1.41421, -5.27372e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83811e-24, 0, 0, 1.40429e-26, 0, 7.38677e-26, 0, 5.24446e-22, 0, 0
0.258861, 0, 1.70299e-21, 0, 1.41421, -1.70299e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16479e-24, 0, 0, 4.56319e-26, 0, 2.45174e-25, 0, 1.69353e-21, 0, 0
0.26667, 0, 5.34826e-21, 0, 1.41421, -5.34826e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8782e-23, 0, 0, 1.44247e-25, 0, 7.89948e-25, 0, 5.31854e-21, 0, 0
0.274478, 0, 1.63632e-20, 0, 1.41421, -1.63632e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.80594e-23, 0, 0, 4.4435e-25, 0, 2.47582e-24, 0, 1.62722e-20, 0, 0
0.282287, 0, 4.88444e-20, 0, 1.41421, -4.88444e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62857e-22, 0, 0, 1.33588e-24, 0, 7.56105e-24, 0, 4.85726e-20, 0, 0
0.290096, 0, 1.42427e-19, 0, 1.41421, -1.42427e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66473e-22, 0, 0, 3.92445e-24, 0, 2.25331e-23, 0, 1.41634e-19, 0, 0
0.297904, 0, 4.06131e-19, 0, 1.41421, -4.06131e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18559e-21, 0, 0, 1.1278e-23, 0, 6.56108e-23, 0, 4.03869e-19, 0, 0
0.305713, 0, 1.13353e-18, 0, 1.41421, -1.13353e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.10002e-21, 0, 0, 3.17344e-23, 0, 1.86853e-22, 0, 1.12721e-18, 0, 0
0.313521, 0, 3.0991e-18, 0, 1.41421, -3.0991e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66775e-20, 0, 0, 8.75044e-23, 0, 5.20952e-22, 0, 3.08181e-18, 0, 0
0.32133, 0, 8.30575e-18, 0, 1.41421, -8.30575e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46962e-20, 0, 0, 2.36616e-22, 0, 1.42303e-21, 0, 8.25939e-18, 0, 0
0.329139, 0, 2.18337e-17, 0, 1.41421, -2.18337e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17493e-19, 0, 0, 6.27834e-22, 0, 3.81113e-21, 0, 2.17118e-17, 0, 0
0.336947, 0, 5.6326e-17, 0, 1.41421, -5.6326e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.03101e-19, 0, 0, 1.63559e-21, 0, 1.00134e-20, 0, 5.60113e-17, 0, 0
0.344756, 0, 1.42669e-16, 0, 1.41421, -1.42669e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67709e-19, 0, 0, 4.18552e-21, 0, 2.58245e-20, 0, 1.41871e-16, 0, 0
0.352564, 0, 3.54951e-16, 0, 1.41421, -3.54951e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90995e-18, 0, 0, 1.0526e-20, 0, 6.54057e-20, 0, 3.52965e-16, 0, 0
0.360373, 0, 8.67726e-16, 0, 1.41421, -8.67726e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66896e-18, 0, 0, 2.60248e-20, 0, 1.62747e-19, 0, 8.62868e-16, 0, 0
0.368182, 0, 2.08504e-15, 0, 1.41421, -2.08504e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12184e-17, 0, 0, 6.32813e-20, 0, 3.98012e-19, 0, 2.07336e-15, 0, 0
0.37599, 0, 4.92594e-15, 0, 1.41421, -4.92594e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65022e-17, 0, 0, 1.51382e-19, 0, 9.56996e-19, 0, 4.89833e-15, 0, 0
0.383799, 0, 1.1445e-14, 0, 1.41421, -1.1445e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15715e-17, 0, 0, 3.56411e-19, 0, 2.26304e-18, 0, 1.13808e-14, 0, 0
0.391607, 0, 2.6157e-14, 0, 1.41421, -2.6157e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40709e-16, 0, 0, 8.26114e-19, 0, 5.26456e-18, 0, 2.60102e-14, 0, 0
0.399416, 0, 5.88167e-14, 0, 1.41421, -5.88167e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1637e-16, 0, 0, 1.88577e-18, 0, 1.20514e-17, 0, 5.84864e-14, 0, 0
0.407225, 0, 1.30144e-13, 8.68805e-44, 1.41421, -1.30144e-13, 8.68805e-44, 0, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 8.68805e-44, 6.99968e-16, 8.68805e-44, 8.68805e-44, 4.24083e-18, 8.68805e-44, 2.71529e-17, 8.68805e-44, 1.29413e-13, 8.68805e-44, 8.68805e-44
0.415033, 0, 2.83419e-13, 1.53863e-42, 1.41421, -2.83419e-13, 1.53863e-42, 0, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.53863e-42, 1.52419e-15, 1.53863e-42, 1.53863e-42, 9.39952e-18, 1.53863e-42, 6.02287e-17, 1.53863e-42, 2.81825e-13, 1.53863e-42, 1.53863e-42
0.422842, 0, 6.07544e-13, 2.17804e-41, 1.41421, -6.07544e-13, 2.17804e-41, 0, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 2.17804e-41, 3.26695e-15, 2.17804e-41, 2.17804e-41, 2.05427e-17, 2.17804e-41, 1.31551e-16, 2.17804e-41, 6.04125e-13, 2.17804e-41, 2.17804e-41
0.43065, 0, 1.28212e-12, 2.70693e-40, 1.41421, -1.28212e-12, 2.70693e-40, 0, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 2.70693e-40, 6.89364e-15, 2.70693e-40, 2.70693e-40, 4.42947e-17, 2.70693e-40, 2.83012e-16, 2.70693e-40, 1.2749e-12, 2.70693e-40, 2.70693e-40
0.438459, 0, 2.66395e-12, 3.0226e-39, 1.41421, -2.66395e-12, 3.0226e-39, 0, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 3.0226e-39, 1.43221e-14, 3.0226e-39, 3.0226e-39, 9.42926e-17, 3.0226e-39, 5.99837e-16, 3.0226e-39, 2.64893e-12, 3.0226e-39, 3.0226e-39
0.446268, 0, 5.45031e-12, 3.05746e-38, 1.41421, -5.45031e-12, 3.05746e-38, 0, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 3.05746e-38, 2.93001e-14, 3.05746e-38, 3.05746e-38, 1.98331e-16, 3.05746e-38, 1.25286e-15, 3.05746e-38, 5.41956e-12, 3.05746e-38, 3.05746e-38
0.454076, 0, 1.09814e-11, 2.81891e-37, 1.41421, -1.09814e-11, 2.81891e-37, 0, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 2.81891e-37, 5.90323e-14, 2.81891e-37, 2.81891e-37, 4.12581e-16, 2.81891e-37, 2.57962e-15, 2.81891e-37, 1.09194e-11, 2.81891e-37, 2.81891e-37
0.461885, 0, 2.17909e-11, 2.38167e-36, 1.41421, -2.17909e-11, 2.38167e-36, 0, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 2.38167e-36, 1.17142e-13, 2.38167e-36, 2.38167e-36, 8.49828e-16, 2.38167e-36, 5.23796e-15, 2.38167e-36, 2.16676e-11, 2.38167e-36, 2.38167e-36
0.469693, 0, 4.25905e-11, 1.85309e-35, 1.41421, -4.25905e-11, 1.85309e-35, 0, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 1.85309e-35, 2.28978e-13, 1.85309e-35, 1.85309e-35, 1.73551e-15, 1.85309e-35, 1.04938e-14, 1.85309e-35, 4.23493e-11, 1.85309e-35, 1.85309e-35
0.477502, 0, 8.19997e-11, 1.33408e-34, 1.41421, -8.19997e-11, 1.33408e-34, 0, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 1.33408e-34, 4.40945e-13, 1.33408e-34, 1.33408e-34, 3.51916e-15, 1.33408e-34, 2.07557e-14, 1.33408e-34, 8.15345e-11, 1.33408e-34, 1.33408e-34
0.485311, 0, 1.55528e-10, 9.19902e-34, 1.41421, -1.55528e-10, 9.19902e-34, 0, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 9.19902e-34, 8.3664e-13, 9.19902e-34, 9.19902e-34, 7.0965e-15, 9.19902e-34, 4.05615e-14, 9.19902e-34, 1.54644e-10, 9.19902e-34, 9.19902e-34
0.493119, 0, 2.90632e-10, 6.15027e-33, 1.41421, -2.90632e-10, 6.15027e-33, 0, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 6.15027e-33, 1.5643e-12, 6.15027e-33, 6.15027e-33, 1.42539e-14, 6.15027e-33, 7.83967e-14, 6.15027e-33, 2.88975e-10, 6.15027e-33, 6.15027e-33
0.500928, 0, 5.35128e-10, 3.90148e-32, 1.41421, -5.35128e-10, 3.90148e-32, 0, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 3.90148e-32, 2.88271e-12, 3.90148e-32, 3.90148e-32, 2.85597e-14, 3.90148e-32, 1.5005e-13, 3.90148e-32, 5.32067e-10, 3.90148e-32, 3.90148e-32
0.508736, 0, 9.70934e-10, 2.33062e-31, 1.41421, -9.70934e-10, 2.33062e-31, 0, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 2.33062e-31, 5.23662e-12, 2.33062e-31, 2.33062e-31, 5.71518e-14, 2.33062e-31, 2.84838e-13, 2.33062e-31, 9.65355e-10, 2.33062e-31, 2.33062e-31
0.516545, 0, 1.73617e-09, 1.30977e-30, 1.41421, -1.73617e-09, 1.30977e-30, 0, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 1.30977e-30, 9.37917e-12, 1.30977e-30, 1.30977e-30, 1.14322e-13, 1.30977e-30, 5.37283e-13, 1.30977e-30, 1.72614e-09, 1.30977e-30, 1.30977e-30
0.524354, 0, 3.05991e-09, 6.9353e-30, 1.41421, -3.05991e-09, 6.9353e-30, 0, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 6.9353e-30, 1.65665e-11, 6.9353e-30, 6.9353e-30, 2.28652e-13, 6.9353e-30, 1.00922e-12, 6.9353e-30, 3.04211e-09, 6.9353e-30, 6.9353e-30
0.532162, 0, 5.3161e-09, 3.46887e-29, 1.41421, -5.3161e-09, 3.46887e-29, 0, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 3.46887e-29, 2.88645e-11, 3.46887e-29, 3.46887e-29, 4.57133e-13, 3.46887e-29, 1.8923e-12, 3.46887e-29, 5.28488e-09, 3.46887e-29, 3.46887e-29
0.539971, 0, 9.10549e-09, 1.64368e-28, 1.41421, -9.10549e-09, 1.64368e-28, 0, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 1.64368e-28, 4.96228e-11, 1.64368e-28, 1.64368e-28, 9.12771e-13, 1.64368e-28, 3.55039e-12, 1.64368e-28, 9.05141e-09, 1.64368e-28, 1.64368e-28
0.54778, 0, 1.53781e-08, 7.39985e-28, 1.41421, -1.53781e-08, 7.39985e-28, 0, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 7.39985e-28, 8.42011e-11, 7.39985e-28, 7.39985e-28, 1.81783e-12, 7.39985e-28, 6.68076e-12, 7.39985e-28, 1.52854e-08, 7.39985e-28, 7.39985e-28
0.555588, 0, 2.5613e-08, 3.17431e-27, 1.41421, -2.5613e-08, 3.17431e-27, 0, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 3.17431e-27, 1.41064e-10, 3.17431e-27, 3.17431e-27, 3.60497e-12, 3.17431e-27, 1.26302e-11, 3.17431e-27, 2.54557e-08, 3.17431e-27, 3.17431e-27
0.563397, 0, 4.20775e-08, 1.30101e-26, 1.41421, -4.20775e-08, 1.30101e-26, 0, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 1.30101e-26, 2.33416e-10, 1.30101e-26, 1.30101e-26, 7.10583e-12, 1.30101e-26, 2.40141e-11, 1.30101e-26, 4.18129e-08, 1.30101e-26, 1.30101e-26
0.571205, 0, 6.81947e-08, 5.10768e-26, 1.41421, -6.81947e-08, 5.10768e-26, 0, 5.10768e-26, 5.10768e-26, 5.10768e-26, 5.10768e-26, 5.10768e-26, 5.10768e-26, 5.10768e-26, 5.10768e-26, 4.0195e-13, 5.10768e-26, 5.10768e-26, 5.10768e-26, 3.81607e-10, 5.10768e-26, 5.10768e-26, 1.38961e-11, 5.10768e-26, 4.59186e-11, 5.10768e-26, 6.77529e-08, 5.10768e-26, 5.10768e-26
0.579014, 0, 1.09056e-07, 1.92546e-25, 1.41421, -1.09056e-07, 1.92546e-25, 0, 1.92546e-25, 1.92546e-25, 1.92546e-25, 1.92546e-25, 1.92546e-25, 1.92546e-25, 1.92546e-25, 1.92546e-25, 1.76347e-12, 1.92546e-25, 1.92546e-25, 1.92546e-25, 6.16643e-10, 1.92546e-25, 1.92546e-25, 2.69148e-11, 1.92546e-25, 8.8214e-11, 1.92546e-25, 1.08322e-07, 1.92546e-25, 1.92546e-25
0.586823, 0, 1.72121e-07, 7.0132e-25, 1.41421, -1.72121e-07, 7.0132e-25, 0, 7.0132e-25, 7.0132e-25, 7.0132e-25, 7.0132e-25, 7.0132e-25, 7.0132e-25, 7.0132e-25, 7.0132e-25, 6.14042e-12, 7.0132e-25, 7.0132e-25, 7.0132e-25, 9.85233e-10, 7.0132e-25, 7.0132e-25, 5.1552e-11, 7.0132e-25, 1.69929e-10, 7.0132e-25, 1.70908e-07, 7.0132e-25, 7.0132e-25
0.594631, 0, 2.71318e-07, 8.51444e-10, 1.41421, -2.71318e-07, 8.5458e-10, 8.51444e-10, 8.51459e-10, 8.51574e-10, 8.51535e-10, 8.51733e-10, 8.51689e-10, 8.52284e-10, 8.51915e-10, 8.51615e-10, 8.8975e-10, 8.63906e-10, 8.5954e-10, 3.03999e-09, 2.40845e-09, 8.53046e-10, 8.51492e-10, 9.48966e-10, 8.51476e-10, 1.17883e-09, 8.51446e-10, 2.67059e-07, 8.51444e-10, 8.74213e-10
0.60244, 0, 4.26294e-07, 3.71244e-09, 1.41421, -4.26294e-07, 3.72612e-09, 3.71244e-09, 3.7125e-09, 3.713e-09, 3.71284e-09, 3.7137e-09, 3.71351e-09, 3.7161e-09, 3.71449e-09, 3.71318e-09, 3.85305e-09, 3.76681e-09, 3.74776e-09, 1.32608e-08, 6.14697e-09, 3.71943e-09, 3.71264e-09, 3.89451e-09, 3.71327e-09, 4.34147e-09, 3.71245e-09, 4.13139e-07, 3.71244e-09, 3.81177e-09
0.610248, 0, 6.74555e-07, 1.2862e-08, 1.41421, -6.74555e-07, 1.29094e-08, 1.2862e-08, 1.28622e-08, 1.28639e-08, 1.28633e-08, 1.28663e-08, 1.28657e-08, 1.28747e-08, 1.28691e-08, 1.28645e-08, 1.33139e-08, 1.30503e-08, 1.29843e-08, 4.59445e-08, 1.66292e-08, 1.28862e-08, 1.28627e-08, 1.31971e-08, 1.28655e-08, 1.40637e-08, 1.2862e-08, 6.34952e-07, 1.2862e-08, 1.32061e-08
0.618057, 0, 1.09233e-06, 4.07712e-08, 1.41421, -1.09233e-06, 4.09214e-08, 4.07712e-08, 4.07719e-08, 4.07774e-08, 4.07756e-08, 4.0785e-08, 4.07829e-08, 4.08114e-08, 4.07937e-08, 4.07794e-08, 4.2131e-08, 4.13683e-08, 4.11591e-08, 1.45641e-07, 4.65417e-08, 4.08479e-08, 4.07735e-08, 4.13792e-08, 4.07834e-08, 4.30476e-08, 4.07713e-08, 9.7502e-07, 4.07712e-08, 4.18622e-08
0.625866, 0, 1.84936e-06, 1.22066e-07, 1.41421, -1.84936e-06, 1.22516e-07, 1.22066e-07, 1.22068e-07, 1.22085e-07, 1.22079e-07, 1.22108e-07, 1.22101e-07, 1.22187e-07, 1.22134e-07, 1.22091e-07, 1.25964e-07, 1.23854e-07, 1.23228e-07, 4.36046e-07, 1.30817e-07, 1.22296e-07, 1.22073e-07, 1.23153e-07, 1.22105e-07, 1.26332e-07, 1.22067e-07, 1.51011e-06, 1.22066e-07, 1.25333e-07
0.633674, 0, 3.342e-06, 3.48287e-07, 1.41421, -3.342e-06, 3.4957e-07, 3.48287e-07, 3.48293e-07, 3.4834e-07, 3.48324e-07, 3.48405e-07, 3.48387e-07, 3.48631e-07, 3.48479e-07, 3.48357e-07, 3.59178e-07, 3.53388e-07, 3.51601e-07, 1.24418e-06, 3.61428e-07, 3.48943e-07, 3.48306e-07, 3.50202e-07, 3.48403e-07, 3.56194e-07, 3.48288e-07, 2.39151e-06, 3.48287e-07, 3.57607e-07
