   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_495.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
10.5113, 4.96084, 1.18298, 1.1494, 2.63834, 3.77786, 1.1494, 0, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.1494, 1.18298
10.5191, 5.06691, 1.18021, 1.14775, 2.65837, 3.88671, 1.14775, 0, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.14775, 1.1802
10.527, 5.91822, 1.18075, 1.14924, 2.81393, 4.73746, 1.14924, 0, 1.14925, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14924, 1.14925, 1.14924, 1.14924, 1.18074
10.5349, 4.03519, 1.17992, 1.1491, 2.45666, 2.85527, 1.1491, 0, 1.14911, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.1491, 1.17991
10.5427, 2.03941, 1.17806, 1.14756, 2.00983, 0.861341, 1.14756, 0, 1.14757, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.14756, 1.17806
10.5506, 1.9974, 1.17601, 1.14532, 1.99935, 0.821392, 1.14532, 0, 1.14533, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.14532, 1.17601
10.5585, 3.99776, 1.1746, 1.14309, 2.44903, 2.82316, 1.14309, 0, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.17459
10.5663, 1.99752, 1.1773, 1.14417, 1.99938, 0.820223, 1.14417, 0, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.14417, 1.17729
10.5742, 1.05167, 1.17959, 1.14388, 1.7469, -0.127921, 1.14388, 0, 1.14389, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.14388, 1.17959
10.582, 2.94362, 1.18188, 1.14245, 2.22342, 1.76173, 1.14245, 0, 1.14246, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.14245, 1.18188
10.5899, 2.8798, 1.18495, 1.14044, 2.20903, 1.69485, 1.14044, 0, 1.14045, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.14044, 1.18494
10.5978, 3.11513, 1.18958, 1.13844, 2.26166, 1.92555, 1.13844, 0, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.13844, 1.18957
10.6056, 4.93407, 1.19734, 1.13777, 2.63326, 3.73673, 1.13777, 0, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.13777, 1.19733
10.6135, 4.99504, 1.20649, 1.13645, 2.64481, 3.78855, 1.13645, 0, 1.13646, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.13645, 1.20649
10.6214, 3.06369, 1.21748, 1.1347, 2.25026, 1.84621, 1.1347, 0, 1.13471, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.1347, 1.21747
10.6292, 1.06865, 1.23078, 1.13274, 1.75176, -0.16213, 1.13274, 0, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.13274, 1.23077
10.6371, 1, 1.24684, 1.13077, 1.73205, -0.246841, 1.13077, 0, 1.13078, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.13077, 1.24683
10.645, 5.84858, 1.26588, 1.12879, 2.80153, 4.58269, 1.12879, 0, 1.1288, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.12879, 1.26588
10.6528, 2.99529, 1.28783, 1.12653, 2.23501, 1.70747, 1.12653, 0, 1.12654, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.12653, 1.28782
10.6607, 2.07547, 1.31314, 1.12427, 2.01878, 0.762338, 1.12427, 0, 1.12428, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.12427, 1.31313
10.6686, 0.997636, 1.34212, 1.12221, 1.73137, -0.344488, 1.12221, 0, 1.12222, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.12221, 1.34212
10.6764, 1.08302, 1.37434, 1.11983, 1.75585, -0.291315, 1.11983, 0, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.11983, 1.37433
10.6843, 1.82429, 1.40986, 1.11719, 1.95558, 0.414425, 1.11719, 0, 1.1172, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.11719, 1.40986
10.6922, 5.0855, 1.44875, 1.11444, 2.66186, 3.63675, 1.11444, 0, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.11444, 1.44875
10.7, 4.62739, 1.4909, 1.11161, 2.57437, 3.13649, 1.11161, 0, 1.11162, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.11161, 1.49089
10.7079, 6.17736, 1.53543, 1.10807, 2.85961, 4.64193, 1.10807, 0, 1.10808, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.10807, 1.53542
10.7157, 1.18794, 1.58234, 1.10418, 1.78548, -0.3944, 1.10418, 0, 1.10419, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.10418, 1.58234
10.7236, 0.0975217, 1.63159, 1.1003, 1.44828, -1.53407, 1.1003, 0, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.63158
10.7315, 1.89765, 1.68507, 1.09884, 1.97425, 0.212579, 1.09884, 0, 1.09885, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.09884, 1.68506
10.7393, 1.10235, 1.73847, 1.09611, 1.76135, -0.636115, 1.09611, 0, 1.09612, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.09611, 1.73846
10.7472, 0.892937, 1.79112, 1.09213, 1.70086, -0.89818, 1.09213, 0, 1.09214, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.09213, 1.79111
10.7551, 0.997522, 1.84293, 1.08753, 1.73134, -0.845407, 1.08753, 0, 1.08754, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.08753, 1.84292
10.7629, 2.77423, 1.89372, 1.08294, 2.185, 0.880501, 1.08294, 0, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.08294, 1.89372
10.7708, 3.99224, 1.94588, 1.08154, 2.4479, 2.04635, 1.08154, 0, 1.08155, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.08154, 1.94588
10.7787, 4.10938, 1.99381, 1.07858, 2.47171, 2.11556, 1.07858, 0, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.07858, 1.99381
10.7865, 4.75737, 2.03679, 1.07412, 2.59949, 2.72058, 1.07412, 0, 1.07413, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 1.07412, 2.03678
10.7944, 3.99009, 2.0748, 1.06893, 2.44747, 1.91529, 1.06893, 0, 1.06894, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 1.06893, 2.07479
10.8023, 1.36221, 2.10787, 1.06375, 1.83363, -0.745664, 1.06375, 0, 1.06376, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 1.06375, 2.10786
10.8101, 3.8715, 2.13971, 1.06291, 2.42312, 1.73179, 1.06291, 0, 1.06292, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 1.06291, 2.1397
10.818, 3.12368, 2.16349, 1.06014, 2.26356, 0.960191, 1.06014, 0, 1.06015, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 1.06014, 2.16349
10.8258, 1.99751, 2.17894, 1.05559, 1.99938, -0.181438, 1.05559, 0, 1.0556, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 1.05559, 2.17894
10.8337, 2.73061, 2.18666, 1.05015, 2.175, 0.54395, 1.05015, 0, 1.05016, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05015, 1.05016, 1.05015, 1.05015, 2.18665
10.8416, 1.40074, 2.18735, 1.04473, 1.84411, -0.786606, 1.04473, 0, 1.04474, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 1.04473, 2.18734
10.8494, 2, 2.18575, 1.04411, 2, -0.185752, 1.04411, 0, 1.04412, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 1.04411, 2.18575
10.8573, 0, 2.17491, 1.04124, 1.41421, -2.17491, 1.04124, 0, 1.04125, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 1.04124, 2.1749
10.8652, 1.85675, 2.15524, 1.03635, 1.96386, -0.298487, 1.03635, 0, 1.03636, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 1.03635, 2.15523
10.873, 5.14325, 2.1281, 1.03046, 2.67269, 3.01515, 1.03046, 0, 1.03047, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 1.03046, 2.12809
10.8809, 2.70388, 2.09492, 1.02459, 2.16884, 0.608961, 1.02459, 0, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 1.02459, 2.09491
10.8888, 1.29612, 2.06199, 1.0245, 1.81552, -0.765864, 1.0245, 0, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 1.0245, 2.06198
10.8966, 2, 2.02154, 1.02182, 2, -0.0215373, 1.02182, 0, 1.02183, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 1.02182, 2.02153
10.9045, 2.68947, 1.9745, 1.01685, 2.16552, 0.714971, 1.01685, 0, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.01685, 1.97449
10.9124, 2.15279, 1.92272, 1.01073, 2.03784, 0.230066, 1.01073, 0, 1.01074, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.01073, 1.92271
10.9202, 0.997542, 1.86808, 1.00464, 1.73134, -0.870535, 1.00464, 0, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.00464, 1.86807
10.9281, 1.1602, 1.81755, 1.00481, 1.7777, -0.657349, 1.00481, 0, 1.00482, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.00481, 1.81754
10.9359, 2.66989, 1.76273, 1.00215, 2.16099, 0.907163, 1.00215, 0, 1.00216, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.00215, 1.76272
10.9438, 2.33011, 1.70464, 0.996998, 2.08089, 0.625468, 0.996998, 0, 0.997005, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 0.996998, 1.70464
10.9517, 4.83024, 1.64522, 0.990612, 2.61347, 3.18502, 0.990612, 0, 0.990619, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990612, 0.990613, 0.990612, 0.990612, 1.64521
10.9595, 2.16976, 1.58628, 0.984246, 2.042, 0.583485, 0.984246, 0, 0.984253, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984246, 0.984247, 0.984246, 0.984246, 1.58627
10.9674, 1.8254, 1.53527, 0.984779, 1.95586, 0.290132, 0.984779, 0, 0.984786, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.984779, 0.98478, 0.984779, 0.984779, 1.53526
10.9753, 0.174597, 1.48273, 0.98227, 1.47465, -1.30813, 0.98227, 0, 0.982277, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 0.98227, 1.48272
10.9831, 4.64094, 1.42943, 0.977077, 2.577, 3.21151, 0.977077, 0, 0.977084, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977077, 0.977078, 0.977077, 0.977077, 1.42942
10.991, 1.35906, 1.37707, 0.97056, 1.83277, -0.0180062, 0.97056, 0, 0.970567, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 0.97056, 1.37706
10.9989, 1, 1.3273, 0.964065, 1.73205, -0.327296, 0.964065, 0, 0.964072, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 0.964065, 1.32729
11.0067, 0, 1.28774, 0.965026, 1.41421, -1.28774, 0.965026, 0, 0.965034, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965026, 0.965027, 0.965026, 0.965026, 1.28773
11.0146, 0.811028, 1.24781, 0.9627, 1.67661, -0.436782, 0.9627, 0, 0.962707, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 0.9627, 1.2478
11.0225, 2.18897, 1.20797, 0.957451, 2.0467, 0.981003, 0.957451, 0, 0.957458, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957451, 0.957452, 0.957451, 0.957451, 1.20796
11.0303, 2.61194, 1.16974, 0.95076, 2.14754, 1.4422, 0.95076, 0, 0.950767, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 0.95076, 1.16974
11.0382, 1.38806, 1.13458, 0.944092, 1.84067, 0.253474, 0.944092, 0, 0.944099, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 0.944092, 1.13457
11.0461, 1.60248, 1.11098, 0.945975, 1.89802, 0.4915, 0.945975, 0, 0.945983, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945975, 0.945976, 0.945975, 0.945975, 1.11097
11.0539, 1.39752, 1.08644, 0.943997, 1.84324, 0.31108, 0.943997, 0, 0.944004, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943997, 0.943998, 0.943997, 0.943997, 1.08643
11.0618, 0, 1.06129, 0.938567, 1.41421, -1.06129, 0.938567, 0, 0.938575, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938567, 0.938568, 0.938567, 0.938567, 1.06128
11.0696, 0, 1.03714, 0.931434, 1.41421, -1.03714, 0.931434, 0, 0.931442, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931434, 0.931435, 0.931434, 0.931434, 1.03713
11.0775, 2.79157, 1.01562, 0.924328, 2.18897, 1.77596, 0.924328, 0, 0.924336, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924328, 0.924329, 0.924328, 0.924328, 1.01561
11.0854, 1.20843, 1.01, 0.930666, 1.79121, 0.19843, 0.930666, 0, 0.930673, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 0.930666, 1.00999
11.0932, 0, 1.00272, 0.933008, 1.41421, -1.00272, 0.933008, 0, 0.933015, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 0.933008, 1.00271
11.1011, 0, 0.99401, 0.931697, 1.41421, -0.99401, 0.931697, 0, 0.931704, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.931697, 0.994002
11.109, 0, 0.985582, 0.928563, 1.41421, -0.985582, 0.928563, 0, 0.92857, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.928563, 0.985574
11.1168, 1.77955, 0.979166, 0.925434, 1.94411, 0.800388, 0.925434, 0, 0.925441, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.925434, 0.979158
11.1247, 3.77485, 0.98298, 0.930615, 2.40309, 2.79186, 0.930615, 0, 0.930622, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.930615, 0.982972
11.1326, 3.22045, 0.985358, 0.932513, 2.28483, 2.23509, 0.932513, 0, 0.93252, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.932513, 0.98535
11.1404, 1.99743, 0.986604, 0.931492, 1.99936, 1.01082, 0.931492, 0, 0.9315, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931492, 0.931493, 0.931492, 0.931492, 0.986596
11.1483, 3.53739, 0.988124, 0.929015, 2.35317, 2.54927, 0.929015, 0, 0.929022, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.988116
11.1562, 0.690335, 0.991335, 0.92654, 1.64022, -0.301, 0.92654, 0, 0.926548, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.92654, 0.926541, 0.92654, 0.92654, 0.991327
11.164, 1.76506, 1.00356, 0.931435, 1.94038, 0.761497, 0.931435, 0, 0.931443, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931435, 0.931436, 0.931435, 0.931435, 1.00355
11.1719, 0.234944, 1.01425, 0.933198, 1.49497, -0.779307, 0.933198, 0, 0.933206, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 0.933198, 1.01424
11.1797, 0.760347, 1.02372, 0.932187, 1.66143, -0.26337, 0.932187, 0, 0.932194, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 0.932187, 1.02371
11.1876, 0.997522, 1.03329, 0.92979, 1.73134, -0.0357676, 0.92979, 0, 0.929798, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.92979, 0.929791, 0.92979, 0.92979, 1.03328
