   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_495.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
7.90028, 5.32032, 9.51473, 9.49753, 2.70561, -4.19441, 9.49753, 0, 9.49753, 9.49757, 9.51469, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753, 9.49753
7.90815, 13.2894, 9.48383, 9.46411, 3.91017, 3.80557, 9.46411, 0, 9.46411, 9.46415, 9.48379, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411, 9.46411
7.91601, 9.27491, 9.45329, 9.42948, 3.35781, -0.178384, 9.42948, 0, 9.42948, 9.42951, 9.45325, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948, 9.42948
7.92387, 6.95242, 9.42401, 9.39398, 2.99206, -2.47159, 9.39398, 0, 9.39398, 9.39401, 9.42397, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398, 9.39398
7.93174, 11.7746, 9.39727, 9.35808, 3.71141, 2.37731, 9.35808, 0, 9.35809, 9.35812, 9.39724, 9.35808, 9.35808, 9.35808, 9.35808, 9.35808, 9.35808, 9.35808, 9.35808, 9.35808, 9.35808, 9.35808, 9.35808, 9.35809, 9.35808, 9.35808, 9.35808
7.9396, 12.2156, 9.37468, 9.32226, 3.77036, 2.84095, 9.32226, 0, 9.32226, 9.32229, 9.37464, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226, 9.32226
7.94747, 8.99529, 9.37591, 9.30464, 3.31591, -0.380619, 9.30464, 0, 9.30464, 9.30467, 9.37588, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464, 9.30464
7.95533, 11.487, 9.38475, 9.2869, 3.67246, 2.10224, 9.2869, 0, 9.2869, 9.28693, 9.38472, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869, 9.2869
7.9632, 5.99566, 9.40364, 9.2687, 2.82766, -3.40798, 9.2687, 0, 9.26871, 9.26873, 9.40361, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687, 9.2687
7.97106, 8.73445, 9.43574, 9.2496, 3.27635, -0.701296, 9.2496, 0, 9.2496, 9.24962, 9.43572, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496, 9.2496
7.97893, 8.5052, 9.48556, 9.22939, 3.24117, -0.980351, 9.22939, 0, 9.22939, 9.22942, 9.48553, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939, 9.22939
7.98679, 9.4704, 9.5591, 9.20817, 3.3868, -0.0886974, 9.20817, 0, 9.20817, 9.20819, 9.55908, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817, 9.20817
7.99465, 13.198, 9.66384, 9.1859, 3.89846, 3.53416, 9.1859, 0, 9.1859, 9.18592, 9.66381, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859, 9.1859
8.00252, 11.9812, 9.80914, 9.16272, 3.73914, 2.17203, 9.16272, 0, 9.16272, 9.16274, 9.80912, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272
8.01038, 21.4433, 10.0057, 9.13799, 4.84183, 11.4376, 9.13799, 0, 9.13799, 9.13801, 10.0056, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799, 9.13799
8.01825, 13.2469, 10.2668, 9.11151, 3.90473, 2.98012, 9.11151, 0, 9.11151, 9.11153, 10.2668, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151, 9.11151
8.02611, 14.9788, 10.6088, 9.08346, 4.12053, 4.36997, 9.08346, 0, 9.08346, 9.08348, 10.6088, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346, 9.08346
8.03398, 11.0799, 11.0509, 9.05417, 3.61661, 0.028964, 9.05417, 0, 9.05418, 9.05419, 11.0509, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417, 9.05417
8.04184, 8.54342, 11.6142, 9.0233, 3.24706, -3.0708, 9.0233, 0, 9.02331, 9.02332, 11.6142, 9.0233, 9.0233, 9.0233, 9.0233, 9.0233, 9.0233, 9.0233, 9.0233, 9.0233, 9.0233, 9.0233, 9.0233, 9.02331, 9.0233, 9.0233, 9.0233
8.04971, 12.7126, 12.3229, 8.9908, 3.83571, 0.389724, 8.9908, 0, 8.99081, 8.99082, 12.3229, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908, 8.9908
8.05757, 11.425, 13.2034, 8.95628, 3.66402, -1.77839, 8.95628, 0, 8.95628, 8.9563, 13.2034, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628, 8.95628
8.06543, 19.7043, 14.2847, 8.91977, 4.65879, 5.4196, 8.91977, 0, 8.91977, 8.91979, 14.2847, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977, 8.91977
8.0733, 16.4042, 15.5974, 8.88148, 4.29001, 0.806813, 8.88148, 0, 8.88148, 8.8815, 15.5974, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148, 8.88148
8.08116, 21.1093, 17.1731, 8.84177, 4.80721, 3.93615, 8.84177, 0, 8.84178, 8.84179, 17.1731, 8.84177, 8.84177, 8.84177, 8.84177, 8.84177, 8.84177, 8.84177, 8.84177, 8.84177, 8.84177, 8.84177, 8.84177, 8.84178, 8.84177, 8.84177, 8.84177
8.08903, 14.1395, 19.0421, 8.80014, 4.0174, -4.90259, 8.80014, 0, 8.80014, 8.80016, 19.0421, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014, 8.80014
8.09689, 21.3284, 21.2335, 8.75647, 4.82995, 0.0948563, 8.75647, 0, 8.75647, 8.75648, 21.2335, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647, 8.75647
8.10476, 28.0684, 23.7733, 8.71049, 5.48347, 4.29507, 8.71049, 0, 8.71049, 8.7105, 23.7733, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049, 8.71049
8.11262, 28.3513, 26.6826, 8.66234, 5.5092, 1.66872, 8.66234, 0, 8.66234, 8.66236, 26.6826, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234, 8.66234
8.12049, 37.2492, 29.9761, 8.61219, 6.26492, 7.27311, 8.61219, 0, 8.61219, 8.6122, 29.9761, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219, 8.61219
8.12835, 35.2545, 33.6605, 8.56037, 6.10365, 1.59401, 8.56037, 0, 8.56037, 8.56038, 33.6605, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037, 8.56037
8.13621, 28.0989, 37.7307, 8.50656, 5.48625, -9.63175, 8.50656, 0, 8.50656, 8.50658, 37.7307, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656, 8.50656
8.14408, 53.9302, 42.1711, 8.45081, 7.47865, 11.7591, 8.45081, 0, 8.45081, 8.45083, 42.1711, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081, 8.45081
8.15194, 51.3337, 46.9514, 8.39283, 7.303, 4.3823, 8.39283, 0, 8.39283, 8.39285, 46.9514, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283, 8.39283
8.15981, 52.3038, 52.0289, 8.33277, 7.36911, 0.274918, 8.33277, 0, 8.33278, 8.33279, 52.0289, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277, 8.33277
8.16767, 63.0838, 57.3461, 8.27075, 8.06745, 5.73771, 8.27075, 0, 8.27075, 8.27076, 57.3461, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075, 8.27075
8.17554, 67.8188, 62.8314, 8.20709, 8.35576, 4.98742, 8.20709, 0, 8.20709, 8.20711, 62.8314, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709, 8.20709
8.1834, 67.7811, 68.3991, 8.1416, 8.35351, -0.617935, 8.1416, 0, 8.1416, 8.14162, 68.399, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416, 8.1416
8.19127, 75.466, 73.9546, 8.07438, 8.80147, 1.51134, 8.07438, 0, 8.07438, 8.0744, 73.9546, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438, 8.07438
8.19913, 72.5994, 79.3919, 8.00515, 8.63709, -6.7925, 8.00515, 0, 8.00515, 8.00517, 79.3919, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515, 8.00515
8.20699, 91.5657, 84.6007, 7.93403, 9.67294, 6.96498, 7.93403, 0, 7.93403, 7.93405, 84.6007, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403, 7.93403
8.21486, 78.2169, 89.4683, 7.8611, 8.95639, -11.2514, 7.8611, 0, 7.86111, 7.86112, 89.4683, 7.8611, 7.8611, 7.8611, 7.8611, 7.8611, 7.8611, 7.8611, 7.8611, 7.8611, 7.8611, 7.8611, 7.8611, 7.86111, 7.8611, 7.8611, 7.8611
8.22272, 89.2276, 93.8846, 7.78669, 9.55132, -4.65694, 7.78669, 0, 7.7867, 7.78671, 93.8846, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669, 7.78669
8.23059, 85.8827, 97.7427, 7.71068, 9.37457, -11.8601, 7.71068, 0, 7.71068, 7.7107, 97.7427, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068, 7.71068
8.23845, 84.8761, 100.95, 7.63323, 9.32073, -16.0735, 7.63323, 0, 7.63323, 7.63325, 100.95, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323, 7.63323
8.24632, 85.8782, 103.423, 7.55408, 9.37434, -17.5443, 7.55408, 0, 7.55408, 7.55411, 103.422, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408, 7.55408
8.25418, 115.194, 105.098, 7.47335, 10.8256, 10.0966, 7.47335, 0, 7.47336, 7.47338, 105.098, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335, 7.47335
8.26204, 97.4897, 105.931, 7.39112, 9.97445, -8.44162, 7.39112, 0, 7.39112, 7.39115, 105.931, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112, 7.39112
8.26991, 104.345, 105.901, 7.30765, 10.3124, -1.55556, 7.30765, 0, 7.30765, 7.30769, 105.901, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765, 7.30765
8.27777, 101.992, 105.006, 7.22293, 10.1976, -3.01441, 7.22293, 0, 7.22294, 7.22299, 105.006, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293, 7.22293
8.28564, 103.081, 103.271, 7.13714, 10.2509, -0.190544, 7.13714, 0, 7.13714, 7.13721, 103.271, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714, 7.13714
8.2935, 100.889, 100.738, 7.05008, 10.1434, 0.150803, 7.05008, 0, 7.05009, 7.05018, 100.738, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008, 7.05008
8.30137, 87.2395, 97.4726, 6.96185, 9.44667, -10.2331, 6.96185, 0, 6.96185, 6.96198, 97.4725, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185, 6.96185
8.30923, 102.282, 93.5544, 6.87249, 10.2118, 8.72741, 6.87249, 0, 6.87249, 6.87266, 93.5542, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249, 6.87249
8.3171, 108.132, 89.0778, 6.78222, 10.4944, 19.0538, 6.78222, 0, 6.78223, 6.78246, 89.0775, 6.78222, 6.78222, 6.78222, 6.78222, 6.78222, 6.78222, 6.78222, 6.78222, 6.78222, 6.78222, 6.78222, 6.78222, 6.78223, 6.78222, 6.78222, 6.78222
8.32496, 92.5266, 84.1458, 6.69113, 9.72248, 8.38084, 6.69113, 0, 6.69113, 6.69144, 84.1455, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113, 6.69113
8.33282, 83.9058, 78.8698, 6.5994, 9.26854, 5.03604, 6.5994, 0, 6.5994, 6.59983, 78.8694, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994, 6.5994
8.34069, 85.3923, 73.3577, 6.50691, 9.34839, 12.0346, 6.50691, 0, 6.50692, 6.50749, 73.3571, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691, 6.50691
8.34855, 70.518, 67.7202, 6.41375, 8.51575, 2.79778, 6.41375, 0, 6.41375, 6.41453, 67.7194, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375, 6.41375
8.35642, 57.6796, 62.0593, 6.31986, 7.72526, -4.37967, 6.31986, 0, 6.31986, 6.32091, 62.0582, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986, 6.31986
8.36428, 57.2026, 56.4693, 6.22539, 7.69432, 0.733246, 6.22539, 0, 6.22539, 6.2268, 56.4679, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539, 6.22539
8.37215, 52.8157, 51.0331, 6.13047, 7.40377, 1.78268, 6.13047, 0, 6.13047, 6.13234, 51.0312, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047, 6.13047
8.38001, 51.327, 45.8234, 6.03532, 7.30254, 5.50358, 6.03532, 0, 6.03532, 6.03777, 45.821, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532, 6.03532
8.38788, 36.872, 40.8952, 5.93987, 6.23474, -4.02316, 5.93987, 0, 5.93988, 5.94308, 40.8919, 5.93987, 5.93987, 5.93987, 5.93987, 5.93987, 5.93987, 5.93987, 5.93987, 5.93987, 5.93987, 5.93987, 5.93987, 5.93988, 5.93987, 5.93987, 5.93987
8.39574, 47.7328, 36.2937, 5.84423, 7.05215, 11.4391, 5.84423, 0, 5.84424, 5.84839, 36.2896, 5.84423, 5.84423, 5.84423, 5.84423, 5.84423, 5.84423, 5.84423, 5.84423, 5.84423, 5.84423, 5.84423, 5.84423, 5.84424, 5.84423, 5.84423, 5.84423
8.4036, 30.9082, 32.0486, 5.74834, 5.73657, -1.14032, 5.74834, 0, 5.74835, 5.75369, 32.0432, 5.74834, 5.74834, 5.74834, 5.74834, 5.74834, 5.74834, 5.74834, 5.74834, 5.74834, 5.74834, 5.74834, 5.74834, 5.74835, 5.74834, 5.74834, 5.74834
8.41147, 24.0241, 28.1772, 5.6523, 5.10138, -4.15314, 5.6523, 0, 5.65231, 5.65912, 28.1704, 5.6523, 5.6523, 5.6523, 5.6523, 5.6523, 5.6523, 5.6523, 5.6523, 5.6523, 5.6523, 5.6523, 5.6523, 5.65231, 5.6523, 5.6523, 5.6523
8.41933, 31.9653, 24.6855, 5.55619, 5.82798, 7.2798, 5.55619, 0, 5.55619, 5.5648, 24.6769, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619, 5.55619
8.4272, 24.7384, 21.5704, 5.46017, 5.17092, 3.16798, 5.46017, 0, 5.46017, 5.47096, 21.5596, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017, 5.46017
8.43506, 13.3731, 18.8194, 5.36418, 3.92086, -5.44624, 5.36418, 0, 5.36419, 5.3776, 18.8059, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418, 5.36418
8.44293, 18.5931, 16.4136, 5.26831, 4.53796, 2.17949, 5.26831, 0, 5.26831, 5.28484, 16.397, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831, 5.26831
8.45079, 12.999, 14.3293, 5.17258, 3.87286, -1.33025, 5.17258, 0, 5.17259, 5.19279, 14.3091, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258, 5.17258
8.45866, 12.1844, 12.5403, 5.07711, 3.76622, -0.355891, 5.07711, 0, 5.07711, 5.10158, 12.5158, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711, 5.07711
8.46652, 15.5818, 11.0173, 4.98205, 4.19306, 4.56446, 4.98205, 0, 4.98205, 5.01144, 10.9879, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205, 4.98205
8.47438, 8.80879, 9.73106, 4.88737, 3.28767, -0.922268, 4.88737, 0, 4.88737, 4.92236, 9.69607, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737, 4.88737
8.48225, 9.58017, 8.65293, 4.7931, 3.40297, 0.927245, 4.7931, 0, 4.7931, 4.83441, 8.61162, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931, 4.7931
8.49011, 7.40533, 7.75464, 4.69926, 3.06681, -0.349314, 4.69926, 0, 4.69926, 4.7476, 7.70631, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926, 4.69926
8.49798, 6.82813, 7.0106, 4.60591, 2.97122, -0.182467, 4.60591, 0, 4.60592, 4.66199, 6.95452, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591, 4.60591
8.50584, 7.73779, 6.39698, 4.51319, 3.12054, 1.34081, 4.51319, 0, 4.51319, 4.57769, 6.33248, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319, 4.51319
8.51371, 3.8348, 5.89246, 4.42116, 2.41553, -2.05766, 4.42116, 0, 4.42116, 4.49471, 5.81891, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116, 4.42116
8.52157, 6.14537, 5.47805, 4.32981, 2.85401, 0.667327, 4.32981, 0, 4.32981, 4.41295, 5.3949, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981, 4.32981
8.52943, 4.27237, 5.13745, 4.2392, 2.50447, -0.865084, 4.2392, 0, 4.2392, 4.33238, 5.04426, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392, 4.2392
8.5373, 3.99752, 4.85654, 4.14945, 2.44898, -0.859018, 4.14945, 0, 4.14945, 4.25299, 4.75299, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945, 4.14945
8.54516, 4.13383, 4.62356, 4.06065, 2.47666, -0.489727, 4.06065, 0, 4.06065, 4.17472, 4.50949, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065, 4.06065
8.55303, 3.86146, 4.42841, 3.97273, 2.42105, -0.566943, 3.97273, 0, 3.97274, 4.09732, 4.30382, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273, 3.97273
8.56089, 2.68674, 4.26293, 3.88574, 2.16489, -1.57619, 3.88574, 0, 3.88574, 4.02064, 4.12803, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574, 3.88574
8.56876, 3.30855, 4.12042, 3.79971, 2.30403, -0.811868, 3.79971, 0, 3.79971, 3.94454, 3.97558, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971, 3.79971
8.57662, 2.55575, 4.05149, 3.77066, 2.13442, -1.49574, 3.77066, 0, 3.77066, 3.92483, 3.89732, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066, 3.77066
