   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_709.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00176361, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00610112, 0, 6.86629e-18, 0, 1.41421, -6.86629e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78718e-20, 0, 0, 1.6906e-22, 0, 0, 6.82825e-18, 0, 0, 0
0.0139658, 0, 1.28292e-17, 0, 1.41421, -1.28292e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07611e-20, 0, 0, 3.21009e-22, 0, 0, 1.27582e-17, 0, 0, 0
0.0218306, 0, 2.37766e-17, 0, 1.41421, -2.37766e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31143e-19, 0, 0, 6.04696e-22, 0, 0, 2.36449e-17, 0, 0, 0
0.0296953, 0, 4.37165e-17, 0, 1.41421, -4.37165e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41123e-19, 0, 0, 1.13026e-21, 0, 0, 4.34742e-17, 0, 0, 0
0.03756, 0, 7.97542e-17, 0, 1.41421, -7.97542e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39893e-19, 0, 0, 2.09658e-21, 0, 0, 7.93122e-17, 0, 0, 0
0.0454248, 0, 1.4439e-16, 0, 1.41421, -1.4439e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.96396e-19, 0, 0, 3.86014e-21, 0, 0, 1.43589e-16, 0, 0, 0
0.0532895, 0, 2.59449e-16, 0, 1.41421, -2.59449e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43102e-18, 0, 0, 7.05529e-21, 0, 0, 2.58011e-16, 0, 0, 0
0.0611542, 0, 4.62758e-16, 0, 1.41421, -4.62758e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55239e-18, 0, 0, 1.28028e-20, 0, 0, 4.60193e-16, 0, 0, 0
0.069019, 0, 8.19387e-16, 0, 1.41421, -8.19387e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5194e-18, 0, 0, 2.30685e-20, 0, 0, 8.14844e-16, 0, 0, 0
0.0768837, 0, 1.44047e-15, 0, 1.41421, -1.44047e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.94506e-18, 0, 0, 4.12776e-20, 0, 0, 1.43249e-15, 0, 0, 0
0.0847484, 0, 2.51444e-15, 0, 1.41421, -2.51444e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38686e-17, 0, 0, 7.33549e-20, 0, 0, 2.5005e-15, 0, 0, 0
0.0926131, 0, 4.35853e-15, 0, 1.41421, -4.35853e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40398e-17, 0, 0, 1.29482e-19, 0, 0, 4.33436e-15, 0, 0, 0
