   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_67.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.6227, 0.854027, 0.629565, 0.629558, 1.68939, 0.224463, 0.629558, 0, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.629558, 0.62956, 0.629558, 0.629563, 0.629558, 0.629558
15.6306, 3.57051, 0.630304, 0.630296, 2.36019, 2.9402, 0.630296, 0, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630296, 0.630298, 0.630296, 0.630303, 0.630296, 0.630296
15.6386, 2.42007, 0.628859, 0.628849, 2.1024, 1.79122, 0.628849, 0, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628849, 0.628851, 0.628849, 0.628858, 0.628849, 0.628849
15.6465, 2.99504, 0.626326, 0.626314, 2.23496, 2.36872, 0.626314, 0, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626314, 0.626315, 0.626314, 0.626325, 0.626314, 0.626314
15.6544, 1.99529, 0.623799, 0.623783, 1.99882, 1.37149, 0.623783, 0, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623783, 0.623784, 0.623783, 0.623797, 0.623783, 0.623783
15.6623, 1.16506, 0.626838, 0.626817, 1.77906, 0.538218, 0.626817, 0, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626817, 0.626819, 0.626817, 0.626836, 0.626817, 0.626817
15.6702, 1, 0.627507, 0.627481, 1.73205, 0.372493, 0.627481, 0, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627481, 0.627483, 0.627481, 0.627505, 0.627481, 0.627481
15.6782, 1, 0.626031, 0.625998, 1.73205, 0.373969, 0.625998, 0, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.625998, 0.626, 0.625998, 0.626029, 0.625998, 0.625998
15.6861, 1.40781, 0.623487, 0.623446, 1.84602, 0.78432, 0.623446, 0, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623446, 0.623448, 0.623446, 0.623485, 0.623446, 0.623446
15.694, 0.592193, 0.62095, 0.6209, 1.61003, -0.0287566, 0.6209, 0, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.6209, 0.620901, 0.6209, 0.620948, 0.6209, 0.6209
15.7019, 1.80595, 0.623951, 0.62389, 1.95088, 1.182, 0.62389, 0, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.62389, 0.623891, 0.62389, 0.62395, 0.62389, 0.62389
15.7098, 3.19405, 0.624616, 0.62454, 2.27905, 2.56944, 0.62454, 0, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.62454, 0.624542, 0.62454, 0.624614, 0.62454, 0.62454
15.7177, 0.398092, 0.623162, 0.62307, 1.54858, -0.22507, 0.62307, 0, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.62307, 0.623072, 0.62307, 0.623161, 0.62307, 0.62307
15.7257, 1.99757, 0.620655, 0.620544, 1.99939, 1.37692, 0.620544, 0, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620544, 0.620546, 0.620544, 0.620654, 0.620544, 0.620544
15.7336, 0.604337, 0.618156, 0.618023, 1.6138, -0.013819, 0.618023, 0, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618025, 0.618023, 0.618154, 0.618023, 0.618023
15.7415, 1, 0.621052, 0.620894, 1.73205, 0.378948, 0.620894, 0, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620894, 0.620895, 0.620894, 0.62105, 0.620894, 0.620894
15.7494, 0, 0.621648, 0.621461, 1.41421, -0.621648, 0.621461, 0, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621461, 0.621463, 0.621461, 0.621646, 0.621461, 0.621461
15.7573, 0, 0.62016, 0.619941, 1.41421, -0.62016, 0.619941, 0, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619941, 0.619943, 0.619941, 0.620158, 0.619941, 0.619941
15.7652, 3.38364, 0.617636, 0.617382, 2.32027, 2.76601, 0.617382, 0, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617382, 0.617384, 0.617382, 0.617635, 0.617382, 0.617382
15.7732, 0.616357, 0.615122, 0.614828, 1.61752, 0.00123507, 0.614828, 0, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.614828, 0.61483, 0.614828, 0.61512, 0.614828, 0.614828
15.7811, 3, 0.617992, 0.617655, 2.23607, 2.38201, 0.617655, 0, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617655, 0.617657, 0.617655, 0.617991, 0.617655, 0.617655
15.789, 0, 0.618594, 0.618209, 1.41421, -0.618594, 0.618209, 0, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618209, 0.618211, 0.618209, 0.618592, 0.618209, 0.618209
15.7969, 1, 0.617137, 0.616703, 1.73205, 0.382863, 0.616703, 0, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616703, 0.616704, 0.616703, 0.617136, 0.616703, 0.616703
15.8048, 2, 0.614659, 0.614169, 2, 1.38534, 0.614169, 0, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614169, 0.614171, 0.614169, 0.614657, 0.614169, 0.614169
15.8128, 1.73829, 0.612188, 0.611641, 1.93347, 1.1261, 0.611641, 0, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611641, 0.611643, 0.611641, 0.612187, 0.611641, 0.611641
15.8207, 2.62862, 0.614945, 0.614337, 2.15142, 2.01368, 0.614337, 0, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614337, 0.614338, 0.614337, 0.614943, 0.614337, 0.614337
15.8286, 0.997477, 0.615468, 0.614796, 1.73132, 0.382008, 0.614796, 0, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614796, 0.614798, 0.614796, 0.615467, 0.614796, 0.614796
15.8365, 1.99744, 0.613968, 0.61323, 1.99936, 1.38348, 0.61323, 0, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.61323, 0.613231, 0.61323, 0.613966, 0.61323, 0.61323
15.8444, 0.99777, 0.611461, 0.610655, 1.73141, 0.386309, 0.610655, 0, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610655, 0.610656, 0.610655, 0.611459, 0.610655, 0.610655
15.8523, 3.6404, 0.608961, 0.608085, 2.37495, 3.03144, 0.608085, 0, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608085, 0.608086, 0.608085, 0.608959, 0.608085, 0.608085
15.8603, 0.709294, 0.611683, 0.610736, 1.64599, 0.0976105, 0.610736, 0, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610736, 0.610738, 0.610736, 0.611682, 0.610736, 0.610736
15.8682, 1.29071, 0.612202, 0.611183, 1.81403, 0.678505, 0.611183, 0, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611183, 0.611185, 0.611183, 0.6122, 0.611183, 0.611183
15.8761, 2.34994, 0.61072, 0.60963, 2.08565, 1.73922, 0.60963, 0, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.60963, 0.609632, 0.60963, 0.610718, 0.60963, 0.60963
15.884, 2.0399, 0.608243, 0.607082, 2.00995, 1.43166, 0.607082, 0, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607082, 0.607083, 0.607082, 0.608241, 0.607082, 0.607082
15.8919, 4.30053, 0.60577, 0.604539, 2.51009, 3.69476, 0.604539, 0, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.604539, 0.60454, 0.604539, 0.605768, 0.604539, 0.604539
15.8998, 1.30963, 0.608296, 0.606997, 1.81924, 0.701331, 0.606997, 0, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606997, 0.606998, 0.606997, 0.608294, 0.606997, 0.606997
15.9078, 0.680545, 0.608694, 0.607327, 1.63724, 0.0718517, 0.607327, 0, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607327, 0.607329, 0.607327, 0.608692, 0.607327, 0.607327
15.9157, 2.31945, 0.607149, 0.605719, 2.07833, 1.71231, 0.605719, 0, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.605719, 0.60572, 0.605719, 0.607148, 0.605719, 0.605719
15.9236, 1.33544, 0.604637, 0.603145, 1.82632, 0.730803, 0.603145, 0, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603145, 0.603146, 0.603145, 0.604636, 0.603145, 0.603145
15.9315, 1.99765, 0.602128, 0.600576, 1.99941, 1.39552, 0.600576, 0, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600576, 0.600578, 0.600576, 0.602126, 0.600576, 0.600576
15.9394, 0.666915, 0.604522, 0.602913, 1.63307, 0.062393, 0.602913, 0, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602913, 0.602914, 0.602913, 0.60452, 0.602913, 0.602913
15.9474, 0, 0.604872, 0.603209, 1.41421, -0.604872, 0.603209, 0, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603209, 0.603211, 0.603209, 0.60487, 0.603209, 0.603209
15.9553, 1.32577, 0.603347, 0.601634, 1.82367, 0.722427, 0.601634, 0, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601634, 0.601636, 0.601634, 0.603346, 0.601634, 0.601634
15.9632, 0.674226, 0.600889, 0.599127, 1.63531, 0.0733367, 0.599127, 0, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599127, 0.599129, 0.599127, 0.600887, 0.599127, 0.599127
15.9711, 1.32094, 0.598433, 0.596626, 1.82235, 0.722509, 0.596626, 0, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596626, 0.596628, 0.596626, 0.598431, 0.596626, 0.596626
15.979, 2.31623, 0.600562, 0.598713, 2.07755, 1.71567, 0.598713, 0, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598713, 0.598715, 0.598713, 0.600561, 0.598713, 0.598713
15.9869, 4.62776, 0.600756, 0.598866, 2.57444, 4.027, 0.598866, 0, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598866, 0.598868, 0.598866, 0.600754, 0.598866, 0.598866
15.9949, 2.73507, 0.599166, 0.597238, 2.17602, 2.1359, 0.597238, 0, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597238, 0.597239, 0.597238, 0.599164, 0.597238, 0.597238
16.0028, 2, 0.596687, 0.594722, 2, 1.40331, 0.594722, 0, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594722, 0.594724, 0.594722, 0.596685, 0.594722, 0.594722
16.0107, 0.308922, 0.594212, 0.592212, 1.51951, -0.28529, 0.592212, 0, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592212, 0.592214, 0.592212, 0.59421, 0.592212, 0.592212
16.0186, 0.997522, 0.596133, 0.5941, 1.73134, 0.401388, 0.5941, 0, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.5941, 0.594102, 0.5941, 0.596132, 0.5941, 0.5941
16.0265, 0.693556, 0.596256, 0.59419, 1.64121, 0.0973004, 0.59419, 0, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.59419, 0.594192, 0.59419, 0.596254, 0.59419, 0.59419
16.0344, 0, 0.594713, 0.592616, 1.41421, -0.594713, 0.592616, 0, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592616, 0.592617, 0.592616, 0.594711, 0.592616, 0.592616
16.0424, 1, 0.59234, 0.590213, 1.73205, 0.40766, 0.590213, 0, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590213, 0.590214, 0.590213, 0.592339, 0.590213, 0.590213
16.0503, 0, 0.589972, 0.587814, 1.41421, -0.589972, 0.587814, 0, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587814, 0.587816, 0.587814, 0.589971, 0.587814, 0.587814
16.0582, 1.29442, 0.591562, 0.589374, 1.81505, 0.702862, 0.589374, 0, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589374, 0.589376, 0.589374, 0.591561, 0.589374, 0.589374
16.0661, 0.705576, 0.591501, 0.589284, 1.64486, 0.114075, 0.589284, 0, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589284, 0.589285, 0.589284, 0.5915, 0.589284, 0.589284
16.074, 0, 0.589909, 0.587661, 1.41421, -0.589909, 0.587661, 0, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587661, 0.587663, 0.587661, 0.589907, 0.587661, 0.587661
16.082, 0.287237, 0.587554, 0.585277, 1.51236, -0.300318, 0.585277, 0, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585277, 0.585279, 0.585277, 0.587553, 0.585277, 0.585277
16.0899, 2.71276, 0.585205, 0.582898, 2.17089, 2.12756, 0.582898, 0, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.582898, 0.5829, 0.582898, 0.585203, 0.582898, 0.582898
16.0978, 1, 0.586553, 0.584216, 1.73205, 0.413447, 0.584216, 0, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584216, 0.584217, 0.584216, 0.586551, 0.584216, 0.584216
16.1057, 0, 0.586412, 0.584045, 1.41421, -0.586412, 0.584045, 0, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584045, 0.584046, 0.584045, 0.58641, 0.584045, 0.584045
16.1136, 2.27754, 0.584886, 0.582488, 2.06822, 1.69265, 0.582488, 0, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.582488, 0.58249, 0.582488, 0.584885, 0.582488, 0.582488
16.1215, 1.99768, 0.582672, 0.580243, 1.99942, 1.41501, 0.580243, 0, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580243, 0.580245, 0.580243, 0.58267, 0.580243, 0.580243
16.1295, 2.72478, 0.580463, 0.578002, 2.17366, 2.14432, 0.578002, 0, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578002, 0.578004, 0.578002, 0.580461, 0.578002, 0.578002
16.1374, 0, 0.581423, 0.578931, 1.41421, -0.581423, 0.578931, 0, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578931, 0.578933, 0.578931, 0.581421, 0.578931, 0.578931
16.1453, 3, 0.581071, 0.578547, 2.23607, 2.41893, 0.578547, 0, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578547, 0.578549, 0.578547, 0.581069, 0.578547, 0.578547
16.1532, 2.5311, 0.579499, 0.576943, 2.12864, 1.9516, 0.576943, 0, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576943, 0.576944, 0.576943, 0.579498, 0.576943, 0.576943
16.1611, 1.4689, 0.577321, 0.574731, 1.8625, 0.891576, 0.574731, 0, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574731, 0.574733, 0.574731, 0.577319, 0.574731, 0.574731
16.169, 1, 0.575147, 0.572524, 1.73205, 0.424853, 0.572524, 0, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572524, 0.572526, 0.572524, 0.575146, 0.572524, 0.572524
16.177, 0, 0.575862, 0.573204, 1.41421, -0.575862, 0.573204, 0, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573204, 0.573206, 0.573204, 0.57586, 0.573204, 0.573204
16.1849, 1, 0.575429, 0.572737, 1.73205, 0.424571, 0.572737, 0, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572737, 0.572739, 0.572737, 0.575427, 0.572737, 0.572737
16.1928, 1, 0.573929, 0.571202, 1.73205, 0.426071, 0.571202, 0, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571202, 0.571204, 0.571202, 0.573927, 0.571202, 0.571202
16.2007, 1, 0.571897, 0.569135, 1.73205, 0.428103, 0.569135, 0, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569135, 0.569137, 0.569135, 0.571896, 0.569135, 0.569135
16.2086, 0, 0.56987, 0.567072, 1.41421, -0.56987, 0.567072, 0, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567072, 0.567074, 0.567072, 0.569869, 0.567072, 0.567072
16.2165, 0.246344, 0.570191, 0.567356, 1.49878, -0.323847, 0.567356, 0, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567356, 0.567358, 0.567356, 0.570189, 0.567356, 0.567356
16.2245, 2.24133, 0.569536, 0.566664, 2.05945, 1.67179, 0.566664, 0, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566664, 0.566665, 0.566664, 0.569534, 0.566664, 0.566664
16.2324, 1.51233, 0.567973, 0.565063, 1.87412, 0.944355, 0.565063, 0, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565063, 0.565065, 0.565063, 0.567971, 0.565063, 0.565063
16.2403, 0.239033, 0.565959, 0.563011, 1.49634, -0.326925, 0.563011, 0, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563011, 0.563013, 0.563011, 0.565957, 0.563011, 0.563011
16.2482, 0.760967, 0.56395, 0.560963, 1.66162, 0.197017, 0.560963, 0, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560963, 0.560965, 0.560963, 0.563948, 0.560963, 0.560963
16.2561, 0, 0.564044, 0.561018, 1.41421, -0.564044, 0.561018, 0, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.561018, 0.56102, 0.561018, 0.564042, 0.561018, 0.561018
