   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_449.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00347332, 0, 1.5876e-14, 0, 1.41421, -1.5876e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24125e-16, 0, 0, 1.21861e-16, 0, 0, 1.563e-14, 0, 0, 0
0.0113261, 0, 2.46152e-14, 0, 1.41421, -2.46152e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92423e-16, 0, 0, 1.92519e-16, 0, 0, 2.42302e-14, 0, 0, 0
0.0191788, 0, 3.79927e-14, 0, 1.41421, -3.79927e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96955e-16, 0, 0, 3.0282e-16, 0, 0, 3.73929e-14, 0, 0, 0
0.0270316, 0, 5.83776e-14, 0, 1.41421, -5.83776e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56216e-16, 0, 0, 4.74266e-16, 0, 0, 5.74472e-14, 0, 0, 0
0.0348843, 0, 8.93007e-14, 0, 1.41421, -8.93007e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97768e-16, 0, 0, 7.39614e-16, 0, 0, 8.78633e-14, 0, 0, 0
0.0427371, 0, 1.36e-13, 0, 1.41421, -1.36e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0625e-15, 0, 0, 1.14857e-15, 0, 0, 1.33789e-13, 0, 0, 0
0.0505898, 0, 2.06211e-13, 0, 1.41421, -2.06211e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61075e-15, 0, 0, 1.77625e-15, 0, 0, 2.02824e-13, 0, 0, 0
0.0584426, 0, 3.11301e-13, 0, 1.41421, -3.11301e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43122e-15, 0, 0, 2.73568e-15, 0, 0, 3.06134e-13, 0, 0, 0
0.0662953, 0, 4.67906e-13, 0, 1.41421, -4.67906e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65367e-15, 0, 0, 4.19632e-15, 0, 0, 4.60056e-13, 0, 0, 0
0.0741481, 0, 7.00252e-13, 0, 1.41421, -7.00252e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46702e-15, 0, 0, 6.41119e-15, 0, 0, 6.88374e-13, 0, 0, 0
0.0820008, 0, 1.04346e-12, 0, 1.41421, -1.04346e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.14513e-15, 0, 0, 9.75678e-15, 0, 0, 1.02556e-12, 0, 0, 0
0.0898536, 0, 1.54823e-12, 0, 1.41421, -1.54823e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20831e-14, 0, 0, 1.47919e-14, 0, 0, 1.52136e-12, 0, 0, 0
0.0977063, 0, 2.28739e-12, 0, 1.41421, -2.28739e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78487e-14, 0, 0, 2.23416e-14, 0, 0, 2.2472e-12, 0, 0, 0
0.105559, 0, 3.36508e-12, 0, 1.41421, -3.36508e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62532e-14, 0, 0, 3.3621e-14, 0, 0, 3.30521e-12, 0, 0, 0
0.113412, 0, 4.92959e-12, 0, 1.41421, -4.92959e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84518e-14, 0, 0, 5.04151e-14, 0, 0, 4.84072e-12, 0, 0, 0
0.121265, 0, 7.19107e-12, 0, 1.41421, -7.19107e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60814e-14, 0, 0, 7.5337e-14, 0, 0, 7.05965e-12, 0, 0, 0
0.129117, 0, 1.0446e-11, 0, 1.41421, -1.0446e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.14505e-14, 0, 0, 1.12203e-13, 0, 0, 1.02523e-11, 0, 0, 0
0.13697, 0, 1.51108e-11, 0, 1.41421, -1.51108e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17801e-13, 0, 0, 1.66576e-13, 0, 0, 1.48264e-11, 0, 0, 0
0.144823, 0, 2.17677e-11, 0, 1.41421, -2.17677e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69665e-13, 0, 0, 2.46539e-13, 0, 0, 2.13515e-11, 0, 0, 0
0.152676, 0, 3.12271e-11, 0, 1.41421, -3.12271e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4335e-13, 0, 0, 3.63832e-13, 0, 0, 3.06199e-11, 0, 0, 0
0.160528, 0, 4.46121e-11, 0, 1.41421, -4.46121e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47594e-13, 0, 0, 5.35462e-13, 0, 0, 4.37291e-11, 0, 0, 0
0.168381, 0, 6.34721e-11, 0, 1.41421, -6.34721e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94449e-13, 0, 0, 7.86052e-13, 0, 0, 6.21916e-11, 0, 0, 0
0.176234, 0, 8.99351e-11, 0, 1.41421, -8.99351e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00466e-13, 0, 0, 1.15122e-12, 0, 0, 8.80834e-11, 0, 0, 0
0.184087, 0, 1.26911e-10, 0, 1.41421, -1.26911e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.88273e-13, 0, 0, 1.68246e-12, 0, 0, 1.2424e-10, 0, 0, 0
0.191939, 0, 1.78361e-10, 0, 1.41421, -1.78361e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38867e-12, 0, 0, 2.45418e-12, 0, 0, 1.74518e-10, 0, 0, 0
0.199792, 0, 2.49655e-10, 0, 1.41421, -2.49655e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94339e-12, 0, 0, 3.57397e-12, 0, 0, 2.44138e-10, 0, 0, 0
0.207645, 0, 3.48041e-10, 0, 1.41421, -3.48041e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70877e-12, 0, 0, 5.19737e-12, 0, 0, 3.40135e-10, 0, 0, 0
0.215498, 0, 4.83257e-10, 1.12104e-43, 1.41421, -4.83257e-10, 0, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 3.76045e-12, 1.12104e-43, 1.12104e-43, 7.54948e-12, 1.12104e-43, 1.12104e-43, 4.71947e-10, 1.12104e-43, 1.12104e-43, 1.12104e-43
0.22335, 0, 6.68337e-10, 1.85112e-42, 1.41421, -6.68337e-10, 0, 1.85112e-42, 1.85112e-42, 1.85112e-42, 1.85112e-42, 1.85112e-42, 1.85112e-42, 1.85112e-42, 1.85112e-42, 1.85112e-42, 1.85112e-42, 5.19968e-12, 1.85112e-42, 1.85112e-42, 1.09562e-11, 1.85112e-42, 1.85112e-42, 6.52181e-10, 1.85112e-42, 1.85112e-42, 1.85112e-42
0.231203, 0, 9.20646e-10, 2.5938e-41, 1.41421, -9.20646e-10, 0, 2.5938e-41, 2.5938e-41, 2.5938e-41, 2.5938e-41, 2.5938e-41, 2.5938e-41, 2.5938e-41, 2.5938e-41, 2.5938e-41, 2.5938e-41, 7.16129e-12, 2.5938e-41, 2.5938e-41, 1.58897e-11, 2.5938e-41, 2.5938e-41, 8.97595e-10, 2.5938e-41, 2.5938e-41, 2.5938e-41
0.239056, 0, 1.26323e-09, 3.22705e-40, 1.41421, -1.26323e-09, 0, 3.22705e-40, 3.22705e-40, 3.22705e-40, 3.22705e-40, 3.22705e-40, 3.22705e-40, 3.22705e-40, 3.22705e-40, 3.22705e-40, 3.22705e-40, 9.82416e-12, 3.22705e-40, 3.22705e-40, 2.3035e-11, 3.22705e-40, 3.22705e-40, 1.23037e-09, 3.22705e-40, 3.22705e-40, 3.22705e-40
0.246909, 0, 1.72655e-09, 3.60316e-39, 1.41421, -1.72655e-09, 0, 3.60316e-39, 3.60316e-39, 3.60316e-39, 3.60316e-39, 3.60316e-39, 3.60316e-39, 3.60316e-39, 3.60316e-39, 3.60316e-39, 3.60316e-39, 1.34246e-11, 3.60316e-39, 3.60316e-39, 3.33863e-11, 3.60316e-39, 3.60316e-39, 1.67974e-09, 3.60316e-39, 3.60316e-39, 3.60316e-39
0.254761, 0, 2.3507e-09, 3.63299e-38, 1.41421, -2.3507e-09, 0, 3.63299e-38, 3.63299e-38, 3.63299e-38, 3.63299e-38, 3.63299e-38, 3.63299e-38, 3.63299e-38, 3.63299e-38, 3.63299e-38, 3.63299e-38, 1.82734e-11, 3.63299e-38, 3.63299e-38, 4.83878e-11, 3.63299e-38, 3.63299e-38, 2.28404e-09, 3.63299e-38, 3.63299e-38, 3.63299e-38
0.262614, 0, 3.18826e-09, 3.32548e-37, 1.41421, -3.18826e-09, 0, 3.32548e-37, 3.32548e-37, 3.32548e-37, 3.32548e-37, 3.32548e-37, 3.32548e-37, 3.32548e-37, 3.32548e-37, 3.32548e-37, 3.32548e-37, 2.47779e-11, 3.32548e-37, 3.32548e-37, 7.01392e-11, 3.32548e-37, 3.32548e-37, 3.09335e-09, 3.32548e-37, 3.32548e-37, 3.32548e-37
0.270467, 0, 4.30791e-09, 2.77648e-36, 1.41421, -4.30791e-09, 0, 2.77648e-36, 2.77648e-36, 2.77648e-36, 2.77648e-36, 2.77648e-36, 2.77648e-36, 2.77648e-36, 2.77648e-36, 2.77648e-36, 2.77648e-36, 3.34697e-11, 2.77648e-36, 2.77648e-36, 1.01693e-10, 2.77648e-36, 2.77648e-36, 4.17275e-09, 2.77648e-36, 2.77648e-36, 2.77648e-36
0.27832, 0, 5.79905e-09, 2.12597e-35, 1.41421, -5.79905e-09, 0, 2.12597e-35, 2.12597e-35, 2.12597e-35, 2.12597e-35, 2.12597e-35, 2.12597e-35, 2.12597e-35, 2.12597e-35, 2.12597e-35, 2.12597e-35, 4.50396e-11, 2.12597e-35, 2.12597e-35, 1.47488e-10, 2.12597e-35, 2.12597e-35, 5.60652e-09, 2.12597e-35, 2.12597e-35, 2.12597e-35
0.286172, 0, 7.77761e-09, 1.50002e-34, 1.41421, -7.77761e-09, 0, 1.50002e-34, 1.50002e-34, 1.50002e-34, 1.50002e-34, 1.50002e-34, 1.50002e-34, 1.50002e-34, 1.50002e-34, 1.50002e-34, 1.50002e-34, 6.03825e-11, 1.50002e-34, 1.50002e-34, 2.1398e-10, 1.50002e-34, 1.50002e-34, 7.50325e-09, 1.50002e-34, 1.50002e-34, 1.50002e-34
0.294025, 0, 1.03934e-08, 9.92489e-34, 1.41421, -1.03934e-08, 0, 9.92489e-34, 9.92489e-34, 9.92489e-34, 9.92489e-34, 9.92489e-34, 9.92489e-34, 9.92489e-34, 9.92489e-34, 9.92489e-34, 9.92489e-34, 8.06524e-11, 9.92489e-34, 9.92489e-34, 3.10547e-10, 9.92489e-34, 9.92489e-34, 1.00022e-08, 9.92489e-34, 9.92489e-34, 9.92489e-34
0.301878, 0, 1.38396e-08, 6.51322e-33, 1.41421, -1.38396e-08, 0, 6.51322e-33, 6.51322e-33, 6.51322e-33, 6.51322e-33, 6.51322e-33, 6.51322e-33, 6.51322e-33, 6.51322e-33, 6.51322e-33, 6.51322e-33, 1.07333e-10, 6.51322e-33, 6.51322e-33, 4.50806e-10, 6.51322e-33, 6.51322e-33, 1.32815e-08, 6.51322e-33, 6.51322e-33, 6.51322e-33
0.309731, 0, 1.83641e-08, 4.05023e-32, 1.41421, -1.83641e-08, 0, 4.05023e-32, 4.05023e-32, 4.05023e-32, 4.05023e-32, 4.05023e-32, 4.05023e-32, 4.05023e-32, 4.05023e-32, 4.05023e-32, 4.05023e-32, 1.42322e-10, 4.05023e-32, 4.05023e-32, 6.54501e-10, 4.05023e-32, 4.05023e-32, 1.75673e-08, 4.05023e-32, 4.05023e-32, 4.05023e-32
0.317583, 0, 2.42846e-08, 2.3477e-31, 1.41421, -2.42846e-08, 0, 2.3477e-31, 2.3477e-31, 2.3477e-31, 2.3477e-31, 2.3477e-31, 2.3477e-31, 2.3477e-31, 2.3477e-31, 2.3477e-31, 2.3477e-31, 1.88044e-10, 2.3477e-31, 2.3477e-31, 9.50209e-10, 2.3477e-31, 2.3477e-31, 2.31464e-08, 2.3477e-31, 2.3477e-31, 2.3477e-31
0.325436, 0, 3.20069e-08, 1.27415e-30, 1.41421, -3.20069e-08, 0, 1.27415e-30, 1.27415e-30, 1.27415e-30, 1.27415e-30, 1.27415e-30, 1.27415e-30, 1.27415e-30, 1.27415e-30, 1.27415e-30, 1.27415e-30, 2.4758e-10, 1.27415e-30, 1.27415e-30, 1.37922e-09, 1.27415e-30, 1.27415e-30, 3.03801e-08, 1.27415e-30, 1.27415e-30, 1.27415e-30
0.333289, 0, 4.20482e-08, 6.48164e-30, 1.41421, -4.20482e-08, 0, 6.48164e-30, 6.48164e-30, 6.48164e-30, 6.48164e-30, 6.48164e-30, 6.48164e-30, 6.48164e-30, 6.48164e-30, 6.48164e-30, 6.48164e-30, 3.24833e-10, 6.48164e-30, 6.48164e-30, 2.00104e-09, 6.48164e-30, 6.48164e-30, 3.97223e-08, 6.48164e-30, 6.48164e-30, 6.48164e-30
