   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_90.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00288047, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00498558, 0, 2.41708e-17, 0, 1.41421, -2.41708e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.68872e-20, 0, 0, 2.5707e-22, 0, 9.49768e-22, 0, 2.40727e-17, 0, 0
0.0128516, 0, 4.33547e-17, 0, 1.41421, -4.33547e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73785e-19, 0, 0, 4.68449e-22, 0, 1.73978e-21, 0, 4.31787e-17, 0, 0
0.0207177, 0, 7.72157e-17, 0, 1.41421, -7.72157e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09515e-19, 0, 0, 8.47761e-22, 0, 3.16565e-21, 0, 7.69022e-17, 0, 0
0.0285837, 0, 1.3657e-16, 0, 1.41421, -1.3657e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47433e-19, 0, 0, 1.52385e-21, 0, 5.7226e-21, 0, 1.36015e-16, 0, 0
0.0364498, 0, 2.39903e-16, 0, 1.41421, -2.39903e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.61633e-19, 0, 0, 2.72098e-21, 0, 1.02789e-20, 0, 2.38928e-16, 0, 0
0.0443158, 0, 4.18593e-16, 0, 1.41421, -4.18593e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6779e-18, 0, 0, 4.82695e-21, 0, 1.8348e-20, 0, 4.16892e-16, 0, 0
0.0521819, 0, 7.25555e-16, 0, 1.41421, -7.25555e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90833e-18, 0, 0, 8.50808e-21, 0, 3.25518e-20, 0, 7.22606e-16, 0, 0
0.060048, 0, 1.24942e-15, 0, 1.41421, -1.24942e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0082e-18, 0, 0, 1.4902e-20, 0, 5.7406e-20, 0, 1.24434e-15, 0, 0
0.067914, 0, 2.1377e-15, 0, 1.41421, -2.1377e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.56878e-18, 0, 0, 2.59392e-20, 0, 1.00643e-19, 0, 2.12901e-15, 0, 0
0.0757801, 0, 3.63426e-15, 0, 1.41421, -3.63426e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45676e-17, 0, 0, 4.48745e-20, 0, 1.7543e-19, 0, 3.61947e-15, 0, 0
0.0836461, 0, 6.13975e-15, 0, 1.41421, -6.13975e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46105e-17, 0, 0, 7.7164e-20, 0, 3.04062e-19, 0, 6.11476e-15, 0, 0
0.0915122, 0, 1.03081e-14, 0, 1.41421, -1.03081e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13189e-17, 0, 0, 1.31896e-19, 0, 5.24076e-19, 0, 1.02661e-14, 0, 0
0.0993782, 0, 1.72e-14, 0, 1.41421, -1.72e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8944e-17, 0, 0, 2.24126e-19, 0, 8.98341e-19, 0, 1.71299e-14, 0, 0
0.107244, 0, 2.85248e-14, 0, 1.41421, -2.85248e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14338e-16, 0, 0, 3.78641e-19, 0, 1.53158e-18, 0, 2.84086e-14, 0, 0
0.11511, 0, 4.70205e-14, 0, 1.41421, -4.70205e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88477e-16, 0, 0, 6.36022e-19, 0, 2.59732e-18, 0, 4.68288e-14, 0, 0
0.122976, 0, 7.70448e-14, 0, 1.41421, -7.70448e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08826e-16, 0, 0, 1.06231e-18, 0, 4.38153e-18, 0, 7.67306e-14, 0, 0
0.130842, 0, 1.25491e-13, 0, 1.41421, -1.25491e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03018e-16, 0, 0, 1.76443e-18, 0, 7.35315e-18, 0, 1.24978e-13, 0, 0
0.138709, 0, 2.03193e-13, 0, 1.41421, -2.03193e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.14487e-16, 0, 0, 2.91442e-18, 0, 1.22771e-17, 0, 2.02363e-13, 0, 0
0.146575, 0, 3.27078e-13, 0, 1.41421, -3.27078e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31109e-15, 0, 0, 4.78777e-18, 0, 2.03948e-17, 0, 3.25742e-13, 0, 0
0.154441, 0, 5.23429e-13, 0, 1.41421, -5.23429e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09819e-15, 0, 0, 7.82312e-18, 0, 3.37137e-17, 0, 5.2129e-13, 0, 0
0.162307, 0, 8.32803e-13, 0, 1.41421, -8.32803e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3384e-15, 0, 0, 1.27153e-17, 0, 5.54579e-17, 0, 8.29396e-13, 0, 0
0.170173, 0, 1.3174e-12, 0, 1.41421, -1.3174e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.28113e-15, 0, 0, 2.05595e-17, 0, 9.07865e-17, 0, 1.31201e-12, 0, 0
0.178039, 0, 2.07205e-12, 0, 1.41421, -2.07205e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.30661e-15, 0, 0, 3.30735e-17, 0, 1.47914e-16, 0, 2.06356e-12, 0, 0
0.185905, 0, 3.24038e-12, 0, 1.41421, -3.24038e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2991e-14, 0, 0, 5.29398e-17, 0, 2.39862e-16, 0, 3.2271e-12, 0, 0
0.193771, 0, 5.03875e-12, 0, 1.41421, -5.03875e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0202e-14, 0, 0, 8.43275e-17, 0, 3.87177e-16, 0, 5.01807e-12, 0, 0
0.201637, 0, 7.79089e-12, 0, 1.41421, -7.79089e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12388e-14, 0, 0, 1.33688e-16, 0, 6.2214e-16, 0, 7.7589e-12, 0, 0
0.209503, 0, 1.19785e-11, 0, 1.41421, -1.19785e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80343e-14, 0, 0, 2.1097e-16, 0, 9.95257e-16, 0, 1.19292e-11, 0, 0
0.217369, 0, 1.83136e-11, 0, 1.41421, -1.83136e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34476e-14, 0, 0, 3.31452e-16, 0, 1.58522e-15, 0, 1.82383e-11, 0, 0
0.225235, 0, 2.78431e-11, 0, 1.41421, -2.78431e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11683e-13, 0, 0, 5.18528e-16, 0, 2.51419e-15, 0, 2.77284e-11, 0, 0
0.233101, 0, 4.20957e-11, 0, 1.41421, -4.20957e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68884e-13, 0, 0, 8.07909e-16, 0, 3.97103e-15, 0, 4.1922e-11, 0, 0
0.240967, 0, 6.32912e-11, 0, 1.41421, -6.32912e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53977e-13, 0, 0, 1.25397e-15, 0, 6.24677e-15, 0, 6.30297e-11, 0, 0
