   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_306.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00407777, 0, 2.36635e-15, 0, 1.41421, -2.36635e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66967e-17, 0, 0, 2.43246e-17, 0, 0, 2.32533e-15, 0, 0
0.0119242, 0, 3.77386e-15, 0, 1.41421, -3.77386e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66227e-17, 0, 0, 3.95198e-17, 0, 0, 3.70771e-15, 0, 0
0.0197707, 0, 5.98883e-15, 0, 1.41421, -5.98883e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22398e-17, 0, 0, 6.38965e-17, 0, 0, 5.88269e-15, 0, 0
0.0276171, 0, 9.45729e-15, 0, 1.41421, -9.45729e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66896e-17, 0, 0, 1.02817e-16, 0, 0, 9.28778e-15, 0, 0
0.0354636, 0, 1.48621e-14, 0, 1.41421, -1.48621e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0478e-16, 0, 0, 1.64668e-16, 0, 0, 1.45926e-14, 0, 0
0.04331, 0, 2.32432e-14, 0, 1.41421, -2.32432e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63834e-16, 0, 0, 2.62499e-16, 0, 0, 2.28169e-14, 0, 0
0.0511565, 0, 3.61772e-14, 0, 1.41421, -3.61772e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54945e-16, 0, 0, 4.16534e-16, 0, 0, 3.55058e-14, 0, 0
0.0590029, 0, 5.60416e-14, 0, 1.41421, -5.60416e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94843e-16, 0, 0, 6.5796e-16, 0, 0, 5.49888e-14, 0, 0
0.0668494, 0, 8.64043e-14, 0, 1.41421, -8.64043e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.08624e-16, 0, 0, 1.03467e-15, 0, 0, 8.4761e-14, 0, 0
0.0746958, 0, 1.32594e-13, 0, 1.41421, -1.32594e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.3376e-16, 0, 0, 1.61988e-15, 0, 0, 1.30041e-13, 0, 0
0.0825423, 0, 2.02531e-13, 0, 1.41421, -2.02531e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42592e-15, 0, 0, 2.52507e-15, 0, 0, 1.9858e-13, 0, 0
0.0903887, 0, 3.07925e-13, 0, 1.41421, -3.07925e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16741e-15, 0, 0, 3.91922e-15, 0, 0, 3.01838e-13, 0, 0
0.0982352, 0, 4.66014e-13, 0, 1.41421, -4.66014e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27933e-15, 0, 0, 6.0575e-15, 0, 0, 4.56677e-13, 0, 0
0.106082, 0, 7.02041e-13, 0, 1.41421, -7.02041e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93896e-15, 0, 0, 9.32374e-15, 0, 0, 6.87779e-13, 0, 0
0.113928, 0, 1.0528e-12, 0, 1.41421, -1.0528e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.40462e-15, 0, 0, 1.42939e-14, 0, 0, 1.0311e-12, 0, 0
0.121775, 0, 1.57167e-12, 0, 1.41421, -1.57167e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10509e-14, 0, 0, 2.18275e-14, 0, 0, 1.53879e-12, 0, 0
0.129621, 0, 2.33569e-12, 0, 1.41421, -2.33569e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64183e-14, 0, 0, 3.3204e-14, 0, 0, 2.28607e-12, 0, 0
0.137467, 0, 3.45556e-12, 0, 1.41421, -3.45556e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42831e-14, 0, 0, 5.03229e-14, 0, 0, 3.38095e-12, 0, 0
0.145314, 0, 5.08952e-12, 0, 1.41421, -5.08952e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57547e-14, 0, 0, 7.59947e-14, 0, 0, 4.97777e-12, 0, 0
0.15316, 0, 7.46279e-12, 0, 1.41421, -7.46279e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24112e-14, 0, 0, 1.14369e-13, 0, 0, 7.29601e-12, 0, 0
0.161007, 0, 1.08943e-11, 0, 1.41421, -1.08943e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.64864e-14, 0, 0, 1.71556e-13, 0, 0, 1.06463e-11, 0, 0
0.168853, 0, 1.58336e-11, 0, 1.41421, -1.58336e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11128e-13, 0, 0, 2.56539e-13, 0, 0, 1.54659e-11, 0, 0
0.1767, 0, 2.29113e-11, 0, 1.41421, -2.29113e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60748e-13, 0, 0, 3.82503e-13, 0, 0, 2.23681e-11, 0, 0
0.184546, 0, 3.30081e-11, 0, 1.41421, -3.30081e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31505e-13, 0, 0, 5.68775e-13, 0, 0, 3.22078e-11, 0, 0
0.192393, 0, 4.73476e-11, 0, 1.41421, -4.73476e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31955e-13, 0, 0, 8.43657e-13, 0, 0, 4.6172e-11, 0, 0
0.200239, 0, 6.7623e-11, 0, 1.41421, -6.7623e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73924e-13, 0, 0, 1.24859e-12, 0, 0, 6.59005e-11, 0, 0
0.208086, 0, 9.61653e-11, 0, 1.41421, -9.61653e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.73682e-13, 0, 0, 1.8442e-12, 0, 0, 9.36474e-11, 0, 0
0.215932, 0, 1.3617e-10, 0, 1.41421, -1.3617e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5352e-13, 0, 0, 2.71925e-12, 0, 0, 1.32497e-10, 0, 0
0.223778, 0, 1.91996e-10, 0, 1.41421, -1.91996e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34382e-12, 0, 0, 4.00375e-12, 0, 0, 1.86649e-10, 0, 0
0.231625, 0, 2.69567e-10, 1.42932e-43, 1.41421, -2.69567e-10, 0, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.88582e-12, 1.42932e-43, 1.42932e-43, 5.88818e-12, 1.42932e-43, 1.42932e-43, 2.61793e-10, 1.42932e-43, 1.42932e-43
0.239471, 0, 3.76893e-10, 2.35979e-42, 1.41421, -3.76893e-10, 0, 2.35979e-42, 2.35979e-42, 2.35979e-42, 2.35979e-42, 2.35979e-42, 2.35979e-42, 2.35979e-42, 2.35979e-42, 2.35979e-42, 2.63522e-12, 2.35979e-42, 2.35979e-42, 8.65197e-12, 2.35979e-42, 2.35979e-42, 3.65606e-10, 2.35979e-42, 2.35979e-42
0.247318, 0, 5.24759e-10, 3.30188e-41, 1.41421, -5.24759e-10, 0, 3.30188e-41, 3.30188e-41, 3.30188e-41, 3.30188e-41, 3.30188e-41, 3.30188e-41, 3.30188e-41, 3.30188e-41, 3.30188e-41, 3.66692e-12, 3.30188e-41, 3.30188e-41, 1.27053e-11, 3.30188e-41, 3.30188e-41, 5.08386e-10, 3.30188e-41, 3.30188e-41
0.255164, 0, 7.27629e-10, 4.09747e-40, 1.41421, -7.27629e-10, 0, 4.09747e-40, 4.09747e-40, 4.09747e-40, 4.09747e-40, 4.09747e-40, 4.09747e-40, 4.09747e-40, 4.09747e-40, 4.09747e-40, 5.08121e-12, 4.09747e-40, 4.09747e-40, 1.86512e-11, 4.09747e-40, 4.09747e-40, 7.03897e-10, 4.09747e-40, 4.09747e-40
0.263011, 0, 1.00482e-09, 4.56535e-39, 1.41421, -1.00482e-09, 0, 4.56535e-39, 4.56535e-39, 4.56535e-39, 4.56535e-39, 4.56535e-39, 4.56535e-39, 4.56535e-39, 4.56535e-39, 4.56535e-39, 7.01177e-12, 4.56535e-39, 4.56535e-39, 2.73765e-11, 4.56535e-39, 4.56535e-39, 9.70431e-10, 4.56535e-39, 4.56535e-39
0.270857, 0, 1.38217e-09, 2.15616e-37, 1.41421, -1.38217e-09, 0, 2.15616e-37, 2.15616e-37, 2.15616e-37, 2.15616e-37, 2.15616e-37, 2.15616e-37, 2.15616e-37, 2.15616e-37, 2.15616e-37, 9.63665e-12, 2.15616e-37, 2.15616e-37, 4.02687e-11, 2.15616e-37, 2.15616e-37, 1.33226e-09, 2.15616e-37, 2.15616e-37
0.278704, 0, 1.89345e-09, 1.7985e-36, 1.41421, -1.89345e-09, 0, 1.7985e-36, 1.7985e-36, 1.7985e-36, 1.7985e-36, 1.7985e-36, 1.7985e-36, 1.7985e-36, 1.7985e-36, 1.7985e-36, 1.3189e-11, 1.7985e-36, 1.7985e-36, 5.91223e-11, 1.7985e-36, 1.7985e-36, 1.82114e-09, 1.7985e-36, 1.7985e-36
0.28655, 0, 2.5837e-09, 1.37603e-35, 1.41421, -2.5837e-09, 0, 1.37603e-35, 1.37603e-35, 1.37603e-35, 1.37603e-35, 1.37603e-35, 1.37603e-35, 1.37603e-35, 1.37603e-35, 1.37603e-35, 1.79777e-11, 1.37603e-35, 1.37603e-35, 8.68329e-11, 1.37603e-35, 1.37603e-35, 2.47889e-09, 1.37603e-35, 1.37603e-35
