   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_125.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
10.1511, 5.23333, 5.84063, 5.84, 2.68949, -0.607298, 5.84, 0, 5.84063, 5.84, 5.84, 5.84, 5.84, 5.84, 5.84, 5.84, 5.84, 5.84, 5.84, 5.84, 5.84, 5.84001, 5.84, 5.84, 5.84
10.159, 5.83815, 5.80394, 5.8033, 2.79967, 0.0342083, 5.8033, 0, 5.80394, 5.8033, 5.8033, 5.8033, 5.8033, 5.8033, 5.8033, 5.8033, 5.8033, 5.8033, 5.8033, 5.8033, 5.8033, 5.80331, 5.8033, 5.8033, 5.8033
10.1668, 8.06842, 5.77327, 5.77264, 3.17308, 2.29515, 5.77264, 0, 5.77327, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264, 5.77264
10.1747, 8.06419, 5.73948, 5.73884, 3.17241, 2.32471, 5.73884, 0, 5.73948, 5.73884, 5.73884, 5.73884, 5.73884, 5.73884, 5.73884, 5.73884, 5.73884, 5.73884, 5.73884, 5.73884, 5.73884, 5.73885, 5.73884, 5.73884, 5.73884
10.1826, 5.85279, 5.70292, 5.70229, 2.80228, 0.14987, 5.70229, 0, 5.70292, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229, 5.70229
10.1904, 2.86221, 5.66504, 5.66442, 2.20504, -2.80283, 5.66442, 0, 5.66504, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442, 5.66442
10.1983, 4.06406, 5.62728, 5.62668, 2.46253, -1.56322, 5.62668, 0, 5.62728, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668, 5.62668
10.2062, 7.12107, 5.63057, 5.62998, 3.02011, 1.4905, 5.62998, 0, 5.63057, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998, 5.62998
10.2141, 5.93333, 5.62674, 5.62618, 2.81662, 0.30659, 5.62618, 0, 5.62674, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618, 5.62618
10.2219, 4.99528, 5.61619, 5.61565, 2.64486, -0.620908, 5.61565, 0, 5.61618, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565, 5.61565
10.2298, 4.99506, 5.60227, 5.60177, 2.64482, -0.607217, 5.60177, 0, 5.60227, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177, 5.60177
10.2377, 4.09888, 5.58838, 5.5879, 2.46959, -1.48949, 5.5879, 0, 5.58838, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879, 5.5879
10.2455, 13.0401, 5.58697, 5.58652, 3.87816, 7.45318, 5.58652, 0, 5.58696, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652, 5.58652
10.2534, 6.8938, 5.58144, 5.58103, 2.98225, 1.31236, 5.58103, 0, 5.58144, 5.58103, 5.58103, 5.58103, 5.58103, 5.58103, 5.58103, 5.58103, 5.58103, 5.58103, 5.58103, 5.58103, 5.58103, 5.58104, 5.58103, 5.58103, 5.58103
10.2613, 5.99257, 5.57209, 5.57171, 2.82711, 0.420477, 5.57171, 0, 5.57209, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171, 5.57171
10.2692, 7.12079, 5.56082, 5.56048, 3.02006, 1.55996, 5.56048, 0, 5.56082, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048, 5.56048
10.277, 6.86472, 5.54957, 5.54926, 2.97737, 1.31514, 5.54926, 0, 5.54957, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926, 5.54926
10.2849, 3.02999, 5.54685, 5.54657, 2.24276, -2.51686, 5.54657, 0, 5.54684, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657, 5.54657
10.2928, 7.8855, 5.54077, 5.54052, 3.14412, 2.34473, 5.54052, 0, 5.54077, 5.54052, 5.54052, 5.54052, 5.54052, 5.54052, 5.54052, 5.54052, 5.54052, 5.54052, 5.54052, 5.54052, 5.54052, 5.54053, 5.54052, 5.54052, 5.54052
10.3007, 3.1938, 5.53161, 5.53138, 2.27899, -2.3378, 5.53138, 0, 5.5316, 5.53138, 5.53138, 5.53138, 5.53138, 5.53138, 5.53138, 5.53138, 5.53138, 5.53138, 5.53138, 5.53138, 5.53138, 5.53139, 5.53138, 5.53138, 5.53138
10.3085, 9.83147, 5.5209, 5.5207, 3.43969, 4.31058, 5.5207, 0, 5.5209, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207, 5.5207
10.3164, 9.05155, 5.5102, 5.51003, 3.32439, 3.54135, 5.51003, 0, 5.5102, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003, 5.51003
10.3243, 8.01561, 5.50655, 5.5064, 3.16475, 2.50906, 5.5064, 0, 5.50655, 5.5064, 5.5064, 5.5064, 5.5064, 5.5064, 5.5064, 5.5064, 5.5064, 5.5064, 5.5064, 5.5064, 5.5064, 5.50641, 5.5064, 5.5064, 5.5064
10.3321, 5.98759, 5.50018, 5.50005, 2.82623, 0.487411, 5.50005, 0, 5.50018, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005, 5.50005
10.34, 7.96755, 5.49129, 5.49118, 3.15714, 2.47625, 5.49118, 0, 5.49129, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118, 5.49118
10.3479, 6.97187, 5.48115, 5.48105, 2.99531, 1.49072, 5.48105, 0, 5.48115, 5.48105, 5.48105, 5.48105, 5.48105, 5.48105, 5.48105, 5.48105, 5.48105, 5.48105, 5.48105, 5.48105, 5.48105, 5.48106, 5.48105, 5.48105, 5.48105
10.3558, 5.03978, 5.47102, 5.47094, 2.65326, -0.431246, 5.47094, 0, 5.47102, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094, 5.47094
10.3636, 7.93259, 5.46631, 5.46624, 3.1516, 2.46628, 5.46624, 0, 5.46631, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624, 5.46624
10.3715, 10.0612, 5.45945, 5.45939, 3.47293, 4.60176, 5.45939, 0, 5.45945, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939, 5.45939
10.3794, 12.9374, 5.45062, 5.45057, 3.8649, 7.4868, 5.45057, 0, 5.45062, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057, 5.45057
10.3872, 3.99294, 5.44081, 5.44076, 2.44805, -1.44787, 5.44076, 0, 5.4408, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076, 5.44076
10.3951, 8.99257, 5.431, 5.43096, 3.3155, 3.56157, 5.43096, 0, 5.431, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096, 5.43096
10.403, 5.99157, 5.42548, 5.42544, 2.82694, 0.566092, 5.42544, 0, 5.42548, 5.42544, 5.42544, 5.42544, 5.42544, 5.42544, 5.42544, 5.42544, 5.42544, 5.42544, 5.42544, 5.42544, 5.42544, 5.42545, 5.42544, 5.42544, 5.42544
10.4109, 10.9953, 5.41837, 5.41834, 3.6049, 5.57692, 5.41834, 0, 5.41837, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834, 5.41834
10.4187, 9.9881, 5.40978, 5.40975, 3.46238, 4.57832, 5.40975, 0, 5.40978, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975, 5.40975
10.4266, 6.99641, 5.40046, 5.40043, 2.9994, 1.59594, 5.40043, 0, 5.40046, 5.40043, 5.40043, 5.40043, 5.40043, 5.40043, 5.40043, 5.40043, 5.40043, 5.40043, 5.40043, 5.40043, 5.40043, 5.40044, 5.40043, 5.40043, 5.40043
10.4345, 7.99294, 5.39115, 5.39112, 3.16116, 2.60179, 5.39112, 0, 5.39115, 5.39112, 5.39112, 5.39112, 5.39112, 5.39112, 5.39112, 5.39112, 5.39112, 5.39112, 5.39112, 5.39112, 5.39112, 5.39113, 5.39112, 5.39112, 5.39112
10.4423, 4.00322, 5.38456, 5.38454, 2.45015, -1.38134, 5.38454, 0, 5.38456, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454, 5.38454
10.4502, 7.96878, 5.37693, 5.37691, 3.15734, 2.59185, 5.37691, 0, 5.37693, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691, 5.37691
10.4581, 7.03704, 5.36833, 5.36831, 3.00617, 1.66871, 5.36831, 0, 5.36833, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831, 5.36831
10.466, 6.97955, 5.35925, 5.35923, 2.99659, 1.6203, 5.35923, 0, 5.35925, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923, 5.35923
10.4738, 8.95465, 5.35018, 5.35016, 3.30978, 3.60447, 5.35016, 0, 5.35018, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016, 5.35016
10.4817, 4.03594, 5.34154, 5.34152, 2.45681, -1.3056, 5.34152, 0, 5.34154, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152, 5.34152
10.4896, 6.99504, 5.33242, 5.3324, 2.99917, 1.66262, 5.3324, 0, 5.33242, 5.3324, 5.3324, 5.3324, 5.3324, 5.3324, 5.3324, 5.3324, 5.3324, 5.3324, 5.3324, 5.3324, 5.3324, 5.33241, 5.3324, 5.3324, 5.3324
10.4975, 5.91216, 5.32289, 5.32287, 2.81286, 0.589273, 5.32287, 0, 5.32289, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287, 5.32287
10.5053, 3.07817, 5.31299, 5.31297, 2.25348, -2.23482, 5.31297, 0, 5.31299, 5.31297, 5.31297, 5.31297, 5.31297, 5.31297, 5.31297, 5.31297, 5.31297, 5.31297, 5.31297, 5.31297, 5.31297, 5.31298, 5.31297, 5.31297, 5.31297
10.5132, 5.02751, 5.30286, 5.30283, 2.65094, -0.275347, 5.30283, 0, 5.30285, 5.30283, 5.30283, 5.30283, 5.30283, 5.30283, 5.30283, 5.30283, 5.30283, 5.30283, 5.30283, 5.30283, 5.30283, 5.30284, 5.30283, 5.30283, 5.30283
10.5211, 5.99777, 5.29227, 5.29224, 2.82803, 0.705503, 5.29224, 0, 5.29226, 5.29224, 5.29224, 5.29224, 5.29224, 5.29224, 5.29224, 5.29224, 5.29224, 5.29224, 5.29224, 5.29224, 5.29224, 5.29225, 5.29224, 5.29224, 5.29224
10.5289, 6.96035, 5.28117, 5.28115, 2.99338, 1.67918, 5.28115, 0, 5.28117, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115, 5.28115
10.5368, 8.91574, 5.26958, 5.26956, 3.3039, 3.64616, 5.26956, 0, 5.26958, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956, 5.26956
10.5447, 5.07485, 5.25757, 5.25755, 2.65986, -0.182727, 5.25755, 0, 5.25757, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755, 5.25755
10.5526, 6.86196, 5.24524, 5.24522, 2.9769, 1.61672, 5.24522, 0, 5.24523, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522, 5.24522
10.5604, 5.12789, 5.23241, 5.23239, 2.66981, -0.104518, 5.23239, 0, 5.23241, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239, 5.23239
10.5683, 2.04472, 5.21918, 5.21916, 2.01115, -3.17446, 5.21916, 0, 5.21918, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916, 5.21916
10.5762, 7.89418, 5.20566, 5.20564, 3.1455, 2.68852, 5.20564, 0, 5.20566, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564, 5.20564
10.584, 5.99257, 5.19188, 5.19186, 2.82711, 0.800685, 5.19186, 0, 5.19188, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186, 5.19186
10.5919, 5.93693, 5.17792, 5.1779, 2.81726, 0.759003, 5.1779, 0, 5.17792, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779, 5.1779
10.5998, 7.93123, 5.16368, 5.16366, 3.15138, 2.76755, 5.16366, 0, 5.16368, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366, 5.16366
10.6077, 6.17139, 5.14919, 5.14917, 2.85856, 1.0222, 5.14917, 0, 5.14919, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917, 5.14917
10.6155, 7.74075, 5.13421, 5.13418, 3.12102, 2.60655, 5.13418, 0, 5.1342, 5.13418, 5.13418, 5.13418, 5.13418, 5.13418, 5.13418, 5.13418, 5.13418, 5.13418, 5.13418, 5.13418, 5.13418, 5.13419, 5.13418, 5.13418, 5.13418
10.6234, 5.18364, 5.11879, 5.11877, 2.68023, 0.0648499, 5.11877, 0, 5.11879, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877, 5.11877
10.6313, 7.92392, 5.10308, 5.10306, 3.15022, 2.82083, 5.10306, 0, 5.10308, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306, 5.10306
10.6391, 6.13284, 5.08703, 5.087, 2.85181, 1.04581, 5.087, 0, 5.08702, 5.087, 5.087, 5.087, 5.087, 5.087, 5.087, 5.087, 5.087, 5.087, 5.087, 5.087, 5.087, 5.08701, 5.087, 5.087, 5.087
10.647, 4.0684, 5.0707, 5.07068, 2.46341, -1.0023, 5.07068, 0, 5.0707, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068, 5.07068
10.6549, 5.6948, 5.0539, 5.05388, 2.77395, 0.640897, 5.05388, 0, 5.0539, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388, 5.05388
10.6628, 11.1444, 5.03669, 5.03666, 3.62552, 6.10767, 5.03666, 0, 5.03669, 5.03666, 5.03666, 5.03666, 5.03666, 5.03666, 5.03666, 5.03666, 5.03666, 5.03666, 5.03666, 5.03666, 5.03666, 5.03667, 5.03666, 5.03666, 5.03666
10.6706, 6.91156, 5.01929, 5.01927, 2.98522, 1.89228, 5.01927, 0, 5.01929, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927, 5.01927
10.6785, 9.15659, 5.00192, 5.00189, 3.34015, 4.15467, 5.00189, 0, 5.00192, 5.00189, 5.00189, 5.00189, 5.00189, 5.00189, 5.00189, 5.00189, 5.00189, 5.00189, 5.00189, 5.00189, 5.00189, 5.0019, 5.00189, 5.00189, 5.00189
10.6864, 10.7392, 4.98458, 4.98456, 3.5692, 5.75458, 4.98456, 0, 4.98458, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456
10.6943, 5.25118, 4.96666, 4.96664, 2.6928, 0.284517, 4.96664, 0, 4.96666, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664, 4.96664
10.7021, 5.63445, 4.94827, 4.94825, 2.76305, 0.686176, 4.94825, 0, 4.94827, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825, 4.94825
10.71, 8.35613, 4.92967, 4.92965, 3.21809, 3.42646, 4.92965, 0, 4.92967, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965, 4.92965
10.7179, 2.08997, 4.9111, 4.91108, 2.02237, -2.82113, 4.91108, 0, 4.9111, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108, 4.91108
10.7257, 5.80259, 4.89484, 4.89481, 2.79331, 0.907755, 4.89481, 0, 4.89483, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481, 4.89481
10.7336, 5.99294, 4.87738, 4.87736, 2.82718, 1.11555, 4.87736, 0, 4.87738, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736, 4.87736
10.7415, 3.89021, 4.85894, 4.85891, 2.42698, -0.968725, 4.85891, 0, 4.85893, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891
10.7494, 4.09529, 4.84001, 4.83999, 2.46886, -0.74472, 4.83999, 0, 4.84001, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999, 4.83999
10.7572, 6.20706, 4.82112, 4.8211, 2.8648, 1.38594, 4.8211, 0, 4.82112, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211, 4.8211
10.7651, 3.88798, 4.80625, 4.80623, 2.42652, -0.918274, 4.80623, 0, 4.80625, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623, 4.80623
10.773, 3.21908, 4.78941, 4.78938, 2.28453, -1.57032, 4.78938, 0, 4.7894, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938, 4.78938
10.7808, 7.31384, 4.77081, 4.77079, 3.05186, 2.54303, 4.77079, 0, 4.77081, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079, 4.77079
10.7887, 8.3356, 4.75137, 4.75135, 3.2149, 3.58423, 4.75135, 0, 4.75137, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135, 4.75135
10.7966, 4.11239, 4.73197, 4.73195, 2.47233, -0.619581, 4.73195, 0, 4.73197, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195, 4.73195
10.8045, 1.99504, 4.72402, 4.72399, 1.99876, -2.72898, 4.72399, 0, 4.72402, 4.72399, 4.72399, 4.72399, 4.72399, 4.72399, 4.72399, 4.72399, 4.72399, 4.72399, 4.72399, 4.72399, 4.72399, 4.724, 4.72399, 4.72399, 4.72399
10.8123, 4.11908, 4.71286, 4.71284, 2.47368, -0.593776, 4.71284, 0, 4.71286, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284, 4.71284
10.8202, 6.61896, 4.69886, 4.69884, 2.93581, 1.9201, 4.69884, 0, 4.69886, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884, 4.69884
10.8281, 4.24737, 4.68347, 4.68344, 2.49947, -0.436097, 4.68344, 0, 4.68346, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344, 4.68344
10.8359, 1.99501, 4.66809, 4.66807, 1.99875, -2.67308, 4.66807, 0, 4.66809, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807, 4.66807
10.8438, 7.5948, 4.66065, 4.66063, 3.09755, 2.93414, 4.66063, 0, 4.66065, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063, 4.66063
10.8517, 9.98761, 4.64975, 4.64973, 3.46231, 5.33785, 4.64973, 0, 4.64975, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973, 4.64973
10.8596, 3.54176, 4.63574, 4.63571, 2.35409, -1.09398, 4.63571, 0, 4.63574, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571, 4.63571
10.8674, 5.57546, 4.62018, 4.62015, 2.75236, 0.955287, 4.62015, 0, 4.62018, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015, 4.62015
10.8753, 6.99009, 4.60465, 4.60462, 2.99835, 2.38544, 4.60462, 0, 4.60464, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462, 4.60462
10.8832, 9.13581, 4.59776, 4.59773, 3.33704, 4.53805, 4.59773, 0, 4.59775, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773, 4.59773
