   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_125.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.9246, 34.4243, 28.5584, 4.13121, 6.03525, 5.86586, 12.4652, 0, 4.13121, 4.13122, 4.13468, 4.1313, 4.13144, 4.30618, 4.13121, 4.13121, 4.13121, 4.13121, 4.13121, 4.13121, 4.13121, 4.13121, 13.3282, 4.13121, 10.8486
2.93247, 33.7729, 28.1369, 4.1264, 5.98104, 5.636, 12.8739, 0, 4.1264, 4.12641, 4.12987, 4.12649, 4.12664, 4.27138, 4.1264, 4.1264, 4.1264, 4.1264, 4.1264, 4.1264, 4.1264, 4.1264, 13.5446, 4.1264, 9.82236
2.94034, 17.1203, 27.6365, 4.1155, 4.37267, -10.5163, 13.1702, 0, 4.11551, 4.11551, 4.11897, 4.1156, 4.11576, 4.234, 4.1155, 4.1155, 4.1155, 4.1155, 4.1155, 4.1155, 4.1155, 4.1155, 13.6947, 4.1155, 8.88021
2.94821, 21.2726, 27.0468, 4.0984, 4.82417, -5.77419, 13.342, 0, 4.09841, 4.09841, 4.10187, 4.09849, 4.09866, 4.19395, 4.0984, 4.0984, 4.0984, 4.0984, 4.0984, 4.0984, 4.0984, 4.0984, 13.7717, 4.0984, 8.03045
2.95609, 21.3951, 26.3592, 4.07513, 4.83685, -4.96408, 13.3818, 0, 4.07514, 4.07514, 4.0786, 4.07523, 4.07541, 4.15113, 4.07513, 4.07513, 4.07513, 4.07513, 4.07513, 4.07513, 4.07513, 4.07513, 13.7713, 4.07513, 7.27644
2.96396, 21.8552, 25.5689, 4.04591, 4.88418, -3.71365, 13.2874, 0, 4.04592, 4.04592, 4.04939, 4.04601, 4.0462, 4.10555, 4.04591, 4.04591, 4.04591, 4.04591, 4.04591, 4.04591, 4.04591, 4.04592, 13.6924, 4.04591, 6.61734
2.97183, 22.0922, 24.6751, 4.01114, 4.90838, -2.58283, 13.0624, 0, 4.01114, 4.01115, 4.01461, 4.01123, 4.01143, 4.05729, 4.01114, 4.01114, 4.01114, 4.01114, 4.01114, 4.01114, 4.01114, 4.01114, 13.536, 4.01114, 6.04894
2.9797, 18.1488, 23.6817, 3.97135, 4.48875, -5.53285, 12.7154, 0, 3.97136, 3.97136, 3.97482, 3.97145, 3.97166, 4.0066, 3.97135, 3.97135, 3.97135, 3.97135, 3.97135, 3.97135, 3.97135, 3.97135, 13.3052, 3.97135, 5.56467
2.98757, 25.2531, 22.5975, 3.92728, 5.22045, 2.65557, 12.26, 0, 3.92729, 3.92729, 3.93075, 3.92738, 3.9276, 3.95383, 3.92728, 3.92728, 3.92728, 3.92728, 3.92728, 3.92728, 3.92728, 3.92728, 13.0052, 3.92728, 5.15646
2.99545, 20.0583, 21.4356, 3.87977, 4.69663, -1.37722, 11.7136, 0, 3.87977, 3.87978, 3.88324, 3.87986, 3.8801, 3.8995, 3.87977, 3.87977, 3.87977, 3.87977, 3.87977, 3.87977, 3.87977, 3.87977, 12.6424, 3.87977, 4.81539
3.00332, 27.8983, 20.2127, 3.82973, 5.46793, 7.68557, 11.0964, 0, 3.82974, 3.82974, 3.83321, 3.82983, 3.83008, 3.8442, 3.82973, 3.82973, 3.82973, 3.82973, 3.82973, 3.82973, 3.82973, 3.82974, 12.225, 3.82973, 4.53243
3.01119, 17.5086, 18.9489, 3.77817, 4.41686, -1.44031, 10.4302, 0, 3.77818, 3.77818, 3.78165, 3.77827, 3.77853, 3.78864, 3.77817, 3.77817, 3.77817, 3.77817, 3.77817, 3.77817, 3.77817, 3.77817, 11.7618, 3.77817, 4.29892
3.01906, 16.6599, 17.6659, 3.72607, 4.31971, -1.00596, 9.73713, 0, 3.72608, 3.72608, 3.72954, 3.72617, 3.72644, 3.73354, 3.72607, 3.72607, 3.72607, 3.72607, 3.72607, 3.72607, 3.72607, 3.72607, 11.2626, 3.72607, 4.10687
3.02693, 13.5063, 16.3858, 3.67439, 3.9378, -2.87959, 9.03867, 0, 3.67439, 3.6744, 3.67786, 3.67448, 3.67477, 3.67964, 3.67439, 3.67439, 3.67439, 3.67439, 3.67439, 3.67439, 3.67439, 3.67439, 10.7376, 3.67439, 3.94915
3.03481, 14.7543, 15.1307, 3.62398, 4.09321, -0.3764, 8.35442, 0, 3.62399, 3.62399, 3.62745, 3.62408, 3.62438, 3.62764, 3.62398, 3.62398, 3.62398, 3.62398, 3.62398, 3.62398, 3.62398, 3.62398, 10.197, 3.62398, 3.81963
3.04268, 23.2286, 13.9208, 3.57561, 5.02281, 9.30779, 7.70134, 0, 3.57562, 3.57562, 3.57908, 3.57571, 3.57602, 3.57812, 3.57561, 3.57561, 3.57561, 3.57561, 3.57561, 3.57561, 3.57561, 3.57561, 9.65113, 3.57561, 3.71308
3.05055, 20.7186, 12.774, 3.52989, 4.76641, 7.94463, 7.09336, 0, 3.5299, 3.5299, 3.53336, 3.52999, 3.53032, 3.53159, 3.52989, 3.52989, 3.52989, 3.52989, 3.52989, 3.52989, 3.52989, 3.52989, 9.10952, 3.52989, 3.62522
3.05842, 19.2213, 11.7051, 3.48728, 4.60665, 7.51612, 6.54097, 0, 3.48728, 3.48729, 3.49075, 3.48737, 3.48771, 3.4884, 3.48728, 3.48728, 3.48728, 3.48728, 3.48728, 3.48728, 3.48728, 3.48728, 8.58105, 3.48728, 3.5525
3.06629, 15.2213, 10.7255, 3.44806, 4.14986, 4.49584, 6.05118, 0, 3.44807, 3.44807, 3.45153, 3.44816, 3.44851, 3.4488, 3.44806, 3.44806, 3.44806, 3.44806, 3.44806, 3.44806, 3.44806, 3.44806, 8.07352, 3.44806, 3.49211
3.07417, 25.986, 9.84257, 3.41238, 5.29018, 16.1434, 5.62767, 0, 3.41239, 3.41239, 3.41586, 3.41248, 3.41285, 3.41287, 3.41238, 3.41238, 3.41238, 3.41238, 3.41238, 3.41238, 3.41238, 3.41239, 7.59339, 3.41238, 3.44174
3.08204, 18.2479, 9.06028, 3.38026, 4.49977, 9.18763, 5.27112, 0, 3.38026, 3.38027, 3.38373, 3.38035, 3.38074, 3.38057, 3.38026, 3.38026, 3.38026, 3.38026, 3.38026, 3.38026, 3.38026, 3.38026, 7.14572, 3.38026, 3.39957
3.08991, 18.7445, 8.379, 3.35157, 4.55461, 10.3655, 4.97968, 0, 3.35158, 3.35158, 3.35505, 3.35167, 3.35207, 3.35177, 3.35157, 3.35157, 3.35157, 3.35157, 3.35157, 3.35157, 3.35157, 3.35158, 6.73409, 3.35157, 3.36411
3.09778, 14.2266, 7.79602, 3.32615, 4.02822, 6.43054, 4.74935, 0, 3.32616, 3.32616, 3.32963, 3.32625, 3.32667, 3.32628, 3.32615, 3.32615, 3.32615, 3.32615, 3.32615, 3.32615, 3.32615, 3.32615, 6.36057, 3.32615, 3.33419
3.10565, 14.6941, 7.30586, 3.30376, 4.08584, 7.38819, 4.57454, 0, 3.30377, 3.30377, 3.30723, 3.30385, 3.30429, 3.30383, 3.30376, 3.30376, 3.30376, 3.30376, 3.30376, 3.30376, 3.30376, 3.30376, 6.02581, 3.30376, 3.30884
3.11353, 15.5111, 6.901, 3.28414, 4.18462, 8.61005, 4.44857, 0, 3.28415, 3.28415, 3.28761, 3.28424, 3.28468, 3.28419, 3.28414, 3.28414, 3.28414, 3.28414, 3.28414, 3.28414, 3.28414, 3.28414, 5.72923, 3.28414, 3.28731
3.1214, 11.6768, 6.57234, 3.26705, 3.69822, 5.10447, 4.36408, 0, 3.26706, 3.26706, 3.27052, 3.26715, 3.26761, 3.26708, 3.26705, 3.26705, 3.26705, 3.26705, 3.26705, 3.26705, 3.26705, 3.26705, 5.46919, 3.26705, 3.26901
3.12927, 16.0601, 6.30974, 3.25229, 4.24972, 9.75036, 4.31344, 0, 3.2523, 3.2523, 3.25576, 3.25238, 3.25286, 3.2523, 3.25229, 3.25229, 3.25229, 3.25229, 3.25229, 3.25229, 3.25229, 3.25229, 5.24322, 3.25229, 3.25348
3.13714, 8.75926, 6.1026, 3.23968, 3.28013, 2.65666, 4.28909, 0, 3.23969, 3.23969, 3.24315, 3.23977, 3.24027, 3.23969, 3.23968, 3.23968, 3.23968, 3.23968, 3.23968, 3.23968, 3.23968, 3.23968, 5.04828, 3.23968, 3.24039
3.14501, 6.43602, 5.94029, 3.22911, 2.90448, 0.495721, 4.2838, 0, 3.22912, 3.22912, 3.23258, 3.22921, 3.22972, 3.22912, 3.22911, 3.22911, 3.22911, 3.22911, 3.22911, 3.22911, 3.22911, 3.22911, 4.88099, 3.22911, 3.22953
3.15289, 12.5397, 5.81265, 3.22053, 3.8131, 6.72705, 4.29087, 0, 3.22054, 3.22054, 3.224, 3.22063, 3.22115, 3.22053, 3.22053, 3.22053, 3.22053, 3.22053, 3.22053, 3.22053, 3.22053, 3.22053, 4.73785, 3.22053, 3.22078
3.16076, 11.7687, 5.71024, 3.21392, 3.71062, 6.05847, 4.30435, 0, 3.21393, 3.21393, 3.21739, 3.21402, 3.21456, 3.21392, 3.21392, 3.21392, 3.21392, 3.21392, 3.21392, 3.21392, 3.21392, 3.21392, 4.61544, 3.21392, 3.21406
3.16863, 15.2071, 5.62466, 3.20932, 4.14814, 9.58243, 4.31912, 0, 3.20933, 3.20933, 3.21279, 3.20942, 3.20997, 3.20932, 3.20932, 3.20932, 3.20932, 3.20932, 3.20932, 3.20932, 3.20932, 3.20932, 4.51053, 3.20932, 3.2094
3.1765, 8.77361, 5.54874, 3.20677, 3.28232, 3.22486, 4.33098, 0, 3.20678, 3.20678, 3.21025, 3.20687, 3.20745, 3.20677, 3.20677, 3.20677, 3.20677, 3.20677, 3.20677, 3.20677, 3.20677, 3.20678, 4.42023, 3.20677, 3.20682
3.18437, 14.3541, 5.47666, 3.20635, 4.04402, 8.87743, 4.3367, 0, 3.20636, 3.20636, 3.20983, 3.20645, 3.20704, 3.20635, 3.20635, 3.20635, 3.20635, 3.20635, 3.20635, 3.20635, 3.20635, 3.20636, 4.34202, 3.20635, 3.20638
3.19225, 11.0459, 5.40397, 3.20812, 3.61191, 5.6419, 4.334, 0, 3.20813, 3.20813, 3.21159, 3.20821, 3.20883, 3.20812, 3.20812, 3.20812, 3.20812, 3.20812, 3.20812, 3.20812, 3.20812, 3.20812, 4.27377, 3.20812, 3.20813
3.20012, 7.36387, 5.32756, 3.21211, 3.06004, 2.03631, 4.32158, 0, 3.21212, 3.21212, 3.21558, 3.21221, 3.21283, 3.21211, 3.21211, 3.21211, 3.21211, 3.21211, 3.21211, 3.21211, 3.21211, 3.21211, 4.21377, 3.21211, 3.21212
3.20799, 12.9927, 5.24563, 3.21834, 3.87204, 7.74705, 4.29897, 0, 3.21835, 3.21835, 3.22182, 3.21844, 3.21908, 3.21834, 3.21834, 3.21834, 3.21834, 3.21834, 3.21834, 3.21834, 3.21834, 3.21834, 4.16066, 3.21834, 3.21835
3.21586, 7.58794, 5.15748, 3.2268, 3.09644, 2.43047, 4.2665, 0, 3.2268, 3.22681, 3.23027, 3.22689, 3.22756, 3.2268, 3.2268, 3.2268, 3.2268, 3.2268, 3.2268, 3.2268, 3.2268, 3.2268, 4.11343, 3.2268, 3.2268
3.22373, 8.59766, 5.0634, 3.23741, 3.2554, 3.53426, 4.22513, 0, 3.23742, 3.23742, 3.24088, 3.23751, 3.23819, 3.23741, 3.23741, 3.23741, 3.23741, 3.23741, 3.23741, 3.23741, 3.23741, 3.23741, 4.07131, 3.23741, 3.23741
3.23161, 5.59507, 4.96443, 3.25008, 2.75592, 0.630636, 4.17636, 0, 3.25009, 3.25009, 3.25356, 3.25018, 3.25088, 3.25008, 3.25008, 3.25008, 3.25008, 3.25008, 3.25008, 3.25008, 3.25008, 3.25009, 4.03378, 3.25008, 3.25008
3.23948, 5.19052, 4.86218, 3.26468, 2.68151, 0.328344, 4.12199, 0, 3.26468, 3.26469, 3.26815, 3.26477, 3.26549, 3.26468, 3.26468, 3.26468, 3.26468, 3.26468, 3.26468, 3.26468, 3.26468, 3.26468, 4.00045, 3.26468, 3.26468
3.24735, 4.41431, 4.75857, 3.28101, 2.53265, -0.344261, 4.06408, 0, 3.28102, 3.28102, 3.28448, 3.2811, 3.28184, 3.28101, 3.28101, 3.28101, 3.28101, 3.28101, 3.28101, 3.28101, 3.28101, 3.28101, 3.97108, 3.28101, 3.28101
3.25522, 0, 4.65571, 3.29887, 1.41421, -4.65571, 4.00469, 0, 3.29888, 3.29889, 3.30235, 3.29897, 3.29973, 3.29887, 3.29887, 3.29887, 3.29887, 3.29887, 3.29887, 3.29887, 3.29887, 3.29888, 3.94546, 3.29887, 3.29887
3.26309, 2, 4.55564, 3.31805, 2, -2.55564, 3.9458, 0, 3.31806, 3.31806, 3.32152, 3.31815, 3.31892, 3.31805, 3.31805, 3.31805, 3.31805, 3.31805, 3.31805, 3.31805, 3.31805, 3.31805, 3.92344, 3.31805, 3.31805
3.27097, 4.55667, 4.46024, 3.33829, 2.5606, 0.0964303, 3.8892, 0, 3.3383, 3.3383, 3.34176, 3.33839, 3.33918, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.90486, 3.33829, 3.33829
3.27884, 5.62647, 4.37111, 3.35935, 2.76161, 1.25536, 3.83641, 0, 3.35935, 3.35936, 3.36282, 3.35944, 3.36026, 3.35935, 3.35935, 3.35935, 3.35935, 3.35935, 3.35935, 3.35935, 3.35935, 3.35935, 3.88955, 3.35935, 3.35935
3.28671, 8.35905, 4.28948, 3.38096, 3.21855, 4.06957, 3.7886, 0, 3.38097, 3.38097, 3.38443, 3.38106, 3.38189, 3.38096, 3.38096, 3.38096, 3.38096, 3.38096, 3.38096, 3.38096, 3.38096, 3.38096, 3.87732, 3.38096, 3.38096
3.29458, 5.99275, 4.21619, 3.40289, 2.82715, 1.77656, 3.74658, 0, 3.40289, 3.4029, 3.40636, 3.40298, 3.40384, 3.40289, 3.40289, 3.40289, 3.40289, 3.40289, 3.40289, 3.40289, 3.40289, 3.40289, 3.86796, 3.40289, 3.40289
3.30245, 2.64101, 4.1517, 3.42489, 2.1543, -1.51069, 3.71084, 0, 3.4249, 3.4249, 3.42836, 3.42499, 3.42586, 3.42489, 3.42489, 3.42489, 3.42489, 3.42489, 3.42489, 3.42489, 3.42489, 3.42489, 3.8612, 3.42489, 3.42489
3.31033, 3.99755, 4.0961, 3.44675, 2.44899, -0.0985456, 3.68151, 0, 3.44676, 3.44676, 3.45022, 3.44685, 3.44774, 3.44675, 3.44675, 3.44675, 3.44675, 3.44675, 3.44675, 3.44675, 3.44675, 3.44675, 3.85677, 3.44675, 3.44675
3.3182, 3.16862, 4.04914, 3.46827, 2.27346, -0.880512, 3.65846, 0, 3.46828, 3.46828, 3.47175, 3.46837, 3.46928, 3.46827, 3.46827, 3.46827, 3.46827, 3.46827, 3.46827, 3.46827, 3.46827, 3.46828, 3.85436, 3.46827, 3.46827
3.32607, 4.99528, 4.01032, 3.48929, 2.64486, 0.984964, 3.64133, 0, 3.48929, 3.4893, 3.49276, 3.48938, 3.49032, 3.48929, 3.48929, 3.48929, 3.48929, 3.48929, 3.48929, 3.48929, 3.48929, 3.48929, 3.85366, 3.48929, 3.48929
3.33394, 6.16136, 3.97895, 3.50965, 2.85681, 2.18242, 3.6296, 0, 3.50966, 3.50966, 3.51312, 3.50975, 3.5107, 3.50965, 3.50965, 3.50965, 3.50965, 3.50965, 3.50965, 3.50965, 3.50965, 3.50965, 3.85436, 3.50965, 3.50965
3.34181, 4.50122, 3.95421, 3.52926, 2.54975, 0.547012, 3.62265, 0, 3.52927, 3.52927, 3.53274, 3.52936, 3.53034, 3.52926, 3.52926, 3.52926, 3.52926, 3.52926, 3.52926, 3.52926, 3.52926, 3.52927, 3.85617, 3.52926, 3.52926
3.34969, 1.48439, 3.93523, 3.54806, 1.86665, -2.45084, 3.6198, 0, 3.54806, 3.54807, 3.55153, 3.54815, 3.54915, 3.54806, 3.54806, 3.54806, 3.54806, 3.54806, 3.54806, 3.54806, 3.54806, 3.54806, 3.8588, 3.54806, 3.54806
3.35756, 2.8337, 3.92112, 3.566, 2.19857, -1.08742, 3.6204, 0, 3.56601, 3.56601, 3.56947, 3.56609, 3.56712, 3.566, 3.566, 3.566, 3.566, 3.566, 3.566, 3.566, 3.566, 3.566, 3.86201, 3.566, 3.566
3.36543, 2.15189, 3.91104, 3.5831, 2.03762, -1.75916, 3.62381, 0, 3.58311, 3.58311, 3.58658, 3.5832, 3.58425, 3.5831, 3.5831, 3.5831, 3.5831, 3.5831, 3.5831, 3.5831, 3.5831, 3.58311, 3.8656, 3.5831, 3.5831
3.3733, 3.53003, 3.90424, 3.59942, 2.3516, -0.374205, 3.62949, 0, 3.59943, 3.59943, 3.6029, 3.59952, 3.6006, 3.59942, 3.59942, 3.59942, 3.59942, 3.59942, 3.59942, 3.59942, 3.59942, 3.59943, 3.86941, 3.59942, 3.59942
3.38117, 1.30358, 3.90005, 3.61504, 1.81758, -2.59646, 3.63696, 0, 3.61505, 3.61505, 3.61852, 3.61514, 3.61625, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.87334, 3.61504, 3.61504
3.38905, 1.84582, 3.89792, 3.63008, 1.96108, -2.0521, 3.64584, 0, 3.63009, 3.63009, 3.63355, 3.63018, 3.63133, 3.63008, 3.63008, 3.63008, 3.63008, 3.63008, 3.63008, 3.63008, 3.63008, 3.63008, 3.87732, 3.63008, 3.63008
3.39692, 4.99756, 3.89744, 3.64469, 2.64529, 1.10012, 3.65588, 0, 3.6447, 3.6447, 3.64816, 3.64478, 3.64599, 3.64469, 3.64469, 3.64469, 3.64469, 3.64469, 3.64469, 3.64469, 3.64469, 3.64469, 3.88136, 3.64469, 3.64469
3.40479, 4.14219, 3.89828, 3.65903, 2.47834, 0.24391, 3.66687, 0, 3.65904, 3.65904, 3.6625, 3.65913, 3.6604, 3.65903, 3.65903, 3.65903, 3.65903, 3.65903, 3.65903, 3.65903, 3.65903, 3.65903, 3.88548, 3.65903, 3.65903
3.41266, 3.1374, 3.90025, 3.67329, 2.26658, -0.762854, 3.67872, 0, 3.6733, 3.6733, 3.67677, 3.67339, 3.67477, 3.67329, 3.67329, 3.67329, 3.67329, 3.67329, 3.67329, 3.67329, 3.67329, 3.67329, 3.88976, 3.67329, 3.67329
3.42053, 4.85288, 3.90322, 3.68766, 2.6178, 0.949653, 3.69137, 0, 3.68767, 3.68767, 3.69114, 3.68776, 3.68929, 3.68766, 3.68766, 3.68766, 3.68766, 3.68766, 3.68766, 3.68766, 3.68766, 3.68766, 3.89431, 3.68766, 3.68766
3.42841, 1.72057, 3.90717, 3.70233, 1.92888, -2.1866, 3.70482, 0, 3.70233, 3.70234, 3.7058, 3.70242, 3.70417, 3.70233, 3.70233, 3.70233, 3.70233, 3.70233, 3.70233, 3.70233, 3.70233, 3.70233, 3.89924, 3.70233, 3.70233
3.43628, 2.26988, 3.91211, 3.71746, 2.06637, -1.64223, 3.71912, 0, 3.71747, 3.71747, 3.72093, 3.71756, 3.71962, 3.71746, 3.71746, 3.71746, 3.71746, 3.71746, 3.71746, 3.71746, 3.71746, 3.71746, 3.9047, 3.71746, 3.71746
3.44415, 1.99511, 3.91812, 3.73322, 1.99878, -1.92302, 3.73431, 0, 3.73323, 3.73323, 3.73669, 3.73332, 3.73585, 3.73322, 3.73322, 3.73322, 3.73322, 3.73322, 3.73322, 3.73322, 3.73322, 3.73322, 3.91082, 3.73322, 3.73322
3.45202, 2.99524, 3.92533, 3.74974, 2.235, -0.93009, 3.75045, 0, 3.74975, 3.74975, 3.75322, 3.74984, 3.75305, 3.74974, 3.74974, 3.74974, 3.74974, 3.74974, 3.74974, 3.74974, 3.74974, 3.74975, 3.91773, 3.74974, 3.74974
3.45989, 2.73978, 3.93387, 3.76714, 2.1771, -1.19409, 3.76759, 0, 3.76715, 3.76715, 3.77061, 3.76724, 3.77142, 3.76714, 3.76714, 3.76714, 3.76714, 3.76714, 3.76714, 3.76714, 3.76714, 3.76714, 3.92555, 3.76714, 3.76714
3.46777, 1.50121, 3.94392, 3.78549, 1.87115, -2.44271, 3.78577, 0, 3.7855, 3.7855, 3.78896, 3.78558, 3.79116, 3.78549, 3.78549, 3.78549, 3.78549, 3.78549, 3.78549, 3.78549, 3.78549, 3.78549, 3.93438, 3.78549, 3.78549
3.47564, 5.74452, 3.95569, 3.80484, 2.7829, 1.78883, 3.80501, 0, 3.80484, 3.80485, 3.80831, 3.80493, 3.81245, 3.80484, 3.80484, 3.80484, 3.80484, 3.80484, 3.80484, 3.80484, 3.80484, 3.80484, 3.9443, 3.80484, 3.80484
3.48351, 5.87472, 3.9694, 3.82521, 2.80619, 1.90532, 3.82532, 0, 3.82522, 3.82522, 3.82868, 3.82531, 3.83553, 3.82521, 3.82521, 3.82521, 3.82521, 3.82521, 3.82521, 3.82521, 3.82521, 3.82521, 3.95538, 3.82521, 3.82521
3.49138, 6.23382, 3.9853, 3.8466, 2.86946, 2.24852, 3.84667, 0, 3.84661, 3.84661, 3.85007, 3.8467, 3.86061, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.96764, 3.8466, 3.8466
3.49925, 4.99266, 4.0037, 3.86897, 2.64436, 0.988956, 3.86901, 0, 3.86898, 3.86898, 3.87245, 3.86907, 3.88796, 3.86897, 3.86897, 3.86897, 3.86897, 3.86897, 3.86897, 3.86897, 3.86897, 3.86898, 3.98109, 3.86897, 3.86897
3.50713, 6.87947, 4.02493, 3.89229, 2.97984, 2.85454, 3.89231, 0, 3.8923, 3.8923, 3.89576, 3.89239, 3.91788, 3.89229, 3.89229, 3.89229, 3.89229, 3.89229, 3.89229, 3.89229, 3.89229, 3.89229, 3.99573, 3.89229, 3.89229
3.515, 5.10613, 4.04936, 3.91648, 2.66573, 1.05677, 3.91649, 0, 3.91649, 3.91649, 3.91995, 3.91658, 3.95071, 3.91648, 3.91648, 3.91648, 3.91648, 3.91648, 3.91648, 3.91648, 3.91648, 3.91648, 4.01153, 3.91648, 3.91648
3.52287, 3.77589, 4.07741, 3.94147, 2.40331, -0.301517, 3.94148, 0, 3.94148, 3.94148, 3.94494, 3.94157, 3.98682, 3.94147, 3.94147, 3.94147, 3.94147, 3.94147, 3.94147, 3.94147, 3.94147, 3.94147, 4.02846, 3.94147, 3.94147
3.53074, 1.99756, 4.10952, 3.96719, 1.99939, -2.11196, 3.96719, 0, 3.9672, 3.9672, 3.97066, 3.96728, 4.02665, 3.96719, 3.96719, 3.96719, 3.96719, 3.96719, 3.96719, 3.96719, 3.96719, 3.96719, 4.04647, 3.96719, 3.96719
3.53861, 3.41199, 4.14616, 3.99355, 2.32637, -0.734172, 3.99355, 0, 3.99355, 3.99356, 3.99702, 3.99364, 4.07061, 3.99355, 3.99355, 3.99355, 3.99355, 3.99355, 3.99355, 3.99355, 3.99355, 3.99355, 4.06551, 3.99355, 3.99355
3.54649, 5.78555, 4.18779, 4.02047, 2.79026, 1.59776, 4.02047, 0, 4.02048, 4.02048, 4.02394, 4.02057, 4.11917, 4.02047, 4.02047, 4.02047, 4.02047, 4.02047, 4.02047, 4.02047, 4.02047, 4.02047, 4.08551, 4.02047, 4.02047
3.55436, 4.79527, 4.23485, 4.04788, 2.60677, 0.56042, 4.04788, 0, 4.04789, 4.04789, 4.05136, 4.04798, 4.17273, 4.04788, 4.04788, 4.04788, 4.04788, 4.04788, 4.04788, 4.04788, 4.04788, 4.04789, 4.10641, 4.04788, 4.04788
3.56223, 5.38293, 4.28768, 4.07572, 2.71716, 1.09525, 4.07572, 0, 4.07572, 4.07573, 4.07919, 4.07581, 4.23164, 4.07572, 4.07572, 4.07572, 4.07572, 4.07572, 4.07572, 4.07572, 4.07572, 4.07572, 4.12817, 4.07572, 4.07572
3.5701, 7.08185, 4.34655, 4.10391, 3.01361, 2.73529, 4.10391, 0, 4.10391, 4.10392, 4.10738, 4.104, 4.29616, 4.10391, 4.10391, 4.10391, 4.10391, 4.10391, 4.10391, 4.10391, 4.10391, 4.10391, 4.15071, 4.10391, 4.10391
3.57797, 8.528, 4.41156, 4.13241, 3.24469, 4.11644, 4.13241, 0, 4.13241, 4.13242, 4.13588, 4.1325, 4.36638, 4.13241, 4.13241, 4.13241, 4.13241, 4.13241, 4.13241, 4.13241, 4.13241, 4.13241, 4.174, 4.13241, 4.13241
3.58585, 1.35391, 4.48258, 4.16116, 1.83137, -3.12867, 4.16116, 0, 4.16117, 4.16117, 4.16463, 4.16126, 4.4422, 4.16116, 4.16116, 4.16116, 4.16116, 4.16116, 4.16116, 4.16116, 4.16116, 4.16116, 4.19796, 4.16116, 4.16116
3.59372, 6.42162, 4.5593, 4.19014, 2.902, 1.86233, 4.19014, 0, 4.19014, 4.19015, 4.19361, 4.19023, 4.52329, 4.19014, 4.19014, 4.19014, 4.19014, 4.19014, 4.19014, 4.19014, 4.19014, 4.19014, 4.22255, 4.19014, 4.19014
3.60159, 11.4702, 4.64107, 4.2193, 3.67018, 6.82911, 4.2193, 0, 4.21931, 4.21931, 4.22277, 4.21939, 4.60905, 4.2193, 4.2193, 4.2193, 4.2193, 4.2193, 4.2193, 4.2193, 4.2193, 4.2193, 4.24773, 4.2193, 4.2193
3.60946, 4.90834, 4.72701, 4.24863, 2.62837, 0.181324, 4.24863, 0, 4.24863, 4.24864, 4.2521, 4.24872, 4.69859, 4.24863, 4.24863, 4.24863, 4.24863, 4.24863, 4.24863, 4.24863, 4.24863, 4.24863, 4.27346, 4.24863, 4.24863
3.61733, 5.99285, 4.81592, 4.2781, 2.82716, 1.17693, 4.2781, 0, 4.2781, 4.27811, 4.28157, 4.27819, 4.79074, 4.2781, 4.2781, 4.2781, 4.2781, 4.2781, 4.2781, 4.2781, 4.2781, 4.2781, 4.29969, 4.2781, 4.2781
3.62521, 5.1469, 4.90634, 4.3077, 2.67337, 0.240565, 4.3077, 0, 4.3077, 4.30771, 4.31117, 4.30779, 4.88405, 4.3077, 4.3077, 4.3077, 4.3077, 4.3077, 4.3077, 4.3077, 4.3077, 4.3077, 4.3264, 4.3077, 4.3077
3.63308, 7.83859, 4.99657, 4.33741, 3.13665, 2.84202, 4.33741, 0, 4.33742, 4.33742, 4.34089, 4.33751, 4.97686, 4.33741, 4.33741, 4.33741, 4.33741, 4.33741, 4.33741, 4.33741, 4.33741, 4.33742, 4.35354, 4.33741, 4.33741
3.64095, 6.77604, 5.08478, 4.36724, 2.96244, 1.69126, 4.36724, 0, 4.36725, 4.36725, 4.37071, 4.36734, 5.06735, 4.36724, 4.36724, 4.36724, 4.36724, 4.36724, 4.36724, 4.36724, 4.36724, 4.36724, 4.38108, 4.36724, 4.36724
3.64882, 6.34913, 5.16902, 4.39717, 2.88949, 1.18011, 4.39717, 0, 4.39718, 4.39718, 4.40064, 4.39727, 5.1536, 4.39717, 4.39717, 4.39717, 4.39717, 4.39717, 4.39717, 4.39717, 4.39717, 4.39717, 4.409, 4.39717, 4.39717
3.65669, 9.78575, 5.24741, 4.4272, 3.43304, 4.53833, 4.4272, 0, 4.42721, 4.42721, 4.43067, 4.4273, 5.23375, 4.4272, 4.4272, 4.4272, 4.4272, 4.4272, 4.4272, 4.4272, 4.4272, 4.4272, 4.43727, 4.4272, 4.4272
