   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_120.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00160228, 0, 2.18988e-19, 0, 1.41421, -2.18988e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.3037e-22, 0, 0, 3.15701e-24, 5.30507e-22, 0, 2.17524e-19, 0, 0
0.00944807, 0, 4.38498e-19, 0, 1.41421, -4.38498e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86288e-21, 0, 0, 6.41622e-24, 1.08098e-21, 0, 4.35548e-19, 0, 0
0.0172938, 0, 8.69128e-19, 0, 1.41421, -8.69128e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69217e-21, 0, 0, 1.291e-23, 2.18048e-21, 0, 8.63242e-19, 0, 0
0.0251396, 0, 1.70572e-18, 0, 1.41421, -1.70572e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24579e-21, 0, 0, 2.57252e-23, 4.35563e-21, 0, 1.69409e-18, 0, 0
0.0329854, 0, 3.31566e-18, 0, 1.41421, -3.31566e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40841e-20, 0, 0, 5.07828e-23, 8.61922e-21, 0, 3.29291e-18, 0, 0
0.0408312, 0, 6.38536e-18, 0, 1.41421, -6.38536e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71221e-20, 0, 0, 9.93378e-23, 1.69019e-20, 0, 6.34124e-18, 0, 0
0.048677, 0, 1.2186e-17, 0, 1.41421, -1.2186e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1758e-20, 0, 0, 1.92603e-22, 3.28535e-20, 0, 1.21012e-17, 0, 0
0.0565228, 0, 2.3051e-17, 0, 1.41421, -2.3051e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.79003e-20, 0, 0, 3.70221e-22, 6.3316e-20, 0, 2.28894e-17, 0, 0
0.0643685, 0, 4.32274e-17, 0, 1.41421, -4.32274e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83582e-19, 0, 0, 7.05664e-22, 1.21015e-19, 0, 4.29221e-17, 0, 0
0.0722143, 0, 8.03802e-17, 0, 1.41421, -8.03802e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41347e-19, 0, 0, 1.334e-21, 2.29431e-19, 0, 7.9808e-17, 0, 0
