   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_232.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0122567, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0043444, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00356792, 0, 3.62545e-22, 0, 1.41421, -3.62545e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.30184e-25, 0, 0, 1.24254e-27, 5.33075e-26, 0, 3.6166e-22, 0, 0
0.0114802, 0, 9.18543e-22, 0, 1.41421, -9.18543e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10334e-24, 0, 0, 3.18391e-27, 1.38564e-25, 0, 9.16298e-22, 0, 0
0.0193926, 0, 2.28005e-21, 0, 1.41421, -2.28005e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22099e-24, 0, 0, 7.994e-27, 3.52253e-25, 0, 2.27446e-21, 0, 0
0.0273049, 0, 5.55347e-21, 0, 1.41421, -5.55347e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27166e-23, 0, 0, 1.96967e-26, 8.7743e-25, 0, 5.53986e-21, 0, 0
0.0352172, 0, 1.32901e-20, 0, 1.41421, -1.32901e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04324e-23, 0, 0, 4.76892e-26, 2.1449e-24, 0, 1.32575e-20, 0, 0
0.0431296, 0, 3.12838e-20, 0, 1.41421, -3.12838e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.16349e-23, 0, 0, 1.13587e-25, 5.1524e-24, 0, 3.12069e-20, 0, 0
0.0510419, 0, 7.25017e-20, 0, 1.41421, -7.25017e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66017e-22, 0, 0, 2.66402e-25, 1.2176e-23, 0, 7.23232e-20, 0, 0
0.0589542, 0, 1.65567e-19, 0, 1.41421, -1.65567e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79119e-22, 0, 0, 6.15758e-25, 2.83341e-23, 0, 1.65159e-19, 0, 0
0.0668665, 0, 3.7283e-19, 0, 1.41421, -3.7283e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.53712e-22, 0, 0, 1.40366e-24, 6.49816e-23, 0, 3.7191e-19, 0, 0
0.0747789, 0, 8.28389e-19, 0, 1.41421, -8.28389e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89685e-21, 0, 0, 3.15774e-24, 1.46982e-22, 0, 8.26342e-19, 0, 0
0.0826912, 0, 1.81714e-18, 0, 1.41421, -1.81714e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16088e-21, 0, 0, 7.0145e-24, 3.28104e-22, 0, 1.81264e-18, 0, 0
0.0906035, 0, 3.93718e-18, 0, 1.41421, -3.93718e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01534e-21, 0, 0, 1.53938e-23, 7.23241e-22, 0, 3.92743e-18, 0, 0
0.0985158, 0, 8.42985e-18, 0, 1.41421, -8.42985e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93026e-20, 0, 0, 3.33901e-23, 1.57506e-21, 0, 8.40894e-18, 0, 0
0.106428, 0, 1.78428e-17, 0, 1.41421, -1.78428e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08562e-20, 0, 0, 7.16127e-23, 3.39045e-21, 0, 1.77985e-17, 0, 0
0.11434, 0, 3.73482e-17, 0, 1.41421, -3.73482e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.55189e-20, 0, 0, 1.51923e-22, 7.21672e-21, 0, 3.72553e-17, 0, 0
0.122253, 0, 7.73351e-17, 0, 1.41421, -7.73351e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77079e-19, 0, 0, 3.18903e-22, 1.51952e-20, 0, 7.71425e-17, 0, 0
0.130165, 0, 1.58456e-16, 0, 1.41421, -1.58456e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62825e-19, 0, 0, 6.6256e-22, 3.16596e-20, 0, 1.58061e-16, 0, 0
0.138077, 0, 3.21348e-16, 0, 1.41421, -3.21348e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35806e-19, 0, 0, 1.36283e-21, 6.52932e-20, 0, 3.20545e-16, 0, 0
0.14599, 0, 6.45182e-16, 0, 1.41421, -6.45182e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4773e-18, 0, 0, 2.77598e-21, 1.33327e-19, 0, 6.43568e-16, 0, 0
0.153902, 0, 1.28268e-15, 0, 1.41421, -1.28268e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93699e-18, 0, 0, 5.60074e-21, 2.69627e-19, 0, 1.27947e-15, 0, 0
0.161814, 0, 2.52563e-15, 0, 1.41421, -2.52563e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.78297e-18, 0, 0, 1.11948e-20, 5.40145e-19, 0, 2.51929e-15, 0, 0
0.169727, 0, 4.92617e-15, 0, 1.41421, -4.92617e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12795e-17, 0, 0, 2.21726e-20, 1.07214e-18, 0, 4.9138e-15, 0, 0
0.177639, 0, 9.5194e-15, 0, 1.41421, -9.5194e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17965e-17, 0, 0, 4.35228e-20, 2.10902e-18, 0, 9.49545e-15, 0, 0
0.185551, 0, 1.82276e-14, 0, 1.41421, -1.82276e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17354e-17, 0, 0, 8.46809e-20, 4.11219e-18, 0, 1.81817e-14, 0, 0
0.193464, 0, 3.45882e-14, 0, 1.41421, -3.45882e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.91953e-17, 0, 0, 1.63338e-19, 7.94892e-18, 0, 3.45009e-14, 0, 0
0.201376, 0, 6.50515e-14, 0, 1.41421, -6.50515e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48945e-16, 0, 0, 3.12376e-19, 1.52355e-17, 0, 6.4887e-14, 0, 0
0.209288, 0, 1.21273e-13, 0, 1.41421, -1.21273e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77669e-16, 0, 0, 5.92401e-19, 2.89593e-17, 0, 1.20966e-13, 0, 0
0.217201, 0, 2.24125e-13, 0, 1.41421, -2.24125e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13157e-16, 0, 0, 1.11422e-18, 5.45964e-17, 0, 2.23556e-13, 0, 0
0.225113, 0, 4.10654e-13, 0, 1.41421, -4.10654e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.40226e-16, 0, 0, 2.0787e-18, 1.02105e-16, 0, 4.0961e-13, 0, 0
0.233025, 0, 7.4603e-13, 0, 1.41421, -7.4603e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70808e-15, 0, 0, 3.84712e-18, 1.89451e-16, 0, 7.44129e-13, 0, 0
0.240938, 0, 1.34389e-12, 0, 1.41421, -1.34389e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0769e-15, 0, 0, 7.06407e-18, 3.48791e-16, 0, 1.34046e-12, 0, 0
0.24885, 0, 2.40065e-12, 0, 1.41421, -2.40065e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49637e-15, 0, 0, 1.28708e-17, 6.37253e-16, 0, 2.3945e-12, 0, 0
0.256762, 0, 4.25279e-12, 0, 1.41421, -4.25279e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.73691e-15, 0, 0, 2.32727e-17, 1.15555e-15, 0, 4.24187e-12, 0, 0
0.264675, 0, 7.47183e-12, 0, 1.41421, -7.47183e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71071e-14, 0, 0, 4.17679e-17, 2.08002e-15, 0, 7.4526e-12, 0, 0
0.272587, 0, 1.302e-11, 0, 1.41421, -1.302e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98101e-14, 0, 0, 7.44155e-17, 3.71712e-15, 0, 1.29864e-11, 0, 0
0.280499, 0, 2.25031e-11, 0, 1.41421, -2.25031e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.15234e-14, 0, 0, 1.31639e-16, 6.59572e-15, 0, 2.24448e-11, 0, 0
