   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_431.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00541909, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00244402, 0, 8.10117e-21, 0, 1.41421, -8.10117e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25937e-25, 0, 1.54956e-21, 0, 6.55138e-21, 0, 0
0.0103071, 0, 1.75262e-20, 0, 1.41421, -1.75262e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95201e-25, 0, 3.40053e-21, 0, 1.41252e-20, 0, 0
0.0181702, 0, 3.74462e-20, 0, 1.41421, -3.74462e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07196e-24, 0, 7.36827e-21, 0, 3.00768e-20, 0, 0
0.0260334, 0, 7.90547e-20, 0, 1.41421, -7.90547e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29297e-24, 0, 1.57729e-20, 0, 6.32795e-20, 0, 0
0.0338965, 0, 1.64987e-19, 0, 1.41421, -1.64987e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84885e-24, 0, 3.33742e-20, 0, 1.31608e-19, 0, 0
0.0417596, 0, 3.40527e-19, 0, 1.41421, -3.40527e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01411e-23, 0, 6.98335e-20, 0, 2.70683e-19, 0, 0
0.0496227, 0, 6.95335e-19, 0, 1.41421, -6.95335e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09841e-23, 0, 1.4456e-19, 0, 5.50753e-19, 0, 0
0.0574858, 0, 1.40516e-18, 0, 1.41421, -1.40516e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29743e-23, 0, 2.96165e-19, 0, 1.10895e-18, 0, 0
0.0653489, 0, 2.81112e-18, 0, 1.41421, -2.81112e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.71306e-23, 0, 6.00711e-19, 0, 2.21032e-18, 0, 0
0.073212, 0, 5.569e-18, 0, 1.41421, -5.569e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74944e-22, 0, 1.20666e-18, 0, 4.36216e-18, 0, 0
0.0810751, 0, 1.09277e-17, 0, 1.41421, -1.09277e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4794e-22, 0, 2.40112e-18, 0, 8.52622e-18, 0, 0
0.0889383, 0, 2.1244e-17, 0, 1.41421, -2.1244e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85627e-22, 0, 4.73446e-18, 0, 1.65088e-17, 0, 0
0.0968014, 0, 4.14739e-17, 0, 1.41421, -4.14739e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36096e-21, 0, 9.40937e-18, 0, 3.20632e-17, 0, 0
0.104664, 0, 7.90825e-17, 0, 1.41421, -7.90825e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63014e-21, 0, 1.82028e-17, 0, 6.08772e-17, 0, 0
0.112528, 0, 1.49507e-16, 0, 1.41421, -1.49507e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03979e-21, 0, 3.49222e-17, 0, 1.1458e-16, 0, 0
0.120391, 0, 2.80278e-16, 0, 1.41421, -2.80278e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.57669e-21, 0, 6.64559e-17, 0, 2.13812e-16, 0, 0
0.128254, 0, 5.21107e-16, 0, 1.41421, -5.21107e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80489e-20, 0, 1.25462e-16, 0, 3.95627e-16, 0, 0
0.136117, 0, 9.61027e-16, 0, 1.41421, -9.61027e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37425e-20, 0, 2.35018e-16, 0, 7.25974e-16, 0, 0
0.14398, 0, 1.75821e-15, 0, 1.41421, -1.75821e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.25818e-20, 0, 4.36892e-16, 0, 1.32126e-15, 0, 0
0.151843, 0, 3.19146e-15, 0, 1.41421, -3.19146e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15164e-19, 0, 8.06105e-16, 0, 2.38524e-15, 0, 0
0.159706, 0, 5.74829e-15, 0, 1.41421, -5.74829e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10293e-19, 0, 1.47642e-15, 0, 4.27166e-15, 0, 0
0.167569, 0, 1.02747e-14, 0, 1.41421, -1.02747e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81099e-19, 0, 2.68468e-15, 0, 7.58963e-15, 0, 0
0.175432, 0, 1.82273e-14, 0, 1.41421, -1.82273e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85484e-19, 0, 4.84717e-15, 0, 1.33795e-14, 0, 0
0.183296, 0, 3.20956e-14, 0, 1.41421, -3.20956e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22391e-18, 0, 8.69056e-15, 0, 2.34039e-14, 0, 0
0.191159, 0, 5.61022e-14, 0, 1.41421, -5.61022e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16938e-18, 0, 1.54747e-14, 0, 4.06253e-14, 0, 0
0.199022, 0, 9.73557e-14, 0, 1.41421, -9.73557e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81772e-18, 0, 2.73687e-14, 0, 6.99832e-14, 0, 0
0.206885, 0, 1.67739e-13, 0, 1.41421, -1.67739e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67113e-18, 0, 4.80834e-14, 0, 1.19649e-13, 0, 0
