   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_778.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.000244425, 0, 2.57818e-19, 0, 1.41421, -2.57818e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97384e-24, 0, 7.84694e-20, 0, 1.79341e-19, 0, 0
0.00810666, 0, 5.21645e-19, 0, 1.41421, -5.21645e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43196e-23, 0, 1.61514e-19, 0, 3.60117e-19, 0, 0
0.0159689, 0, 1.01588e-18, 0, 1.41421, -1.01588e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81844e-23, 0, 3.18468e-19, 0, 6.97385e-19, 0, 0
0.0238311, 0, 1.96109e-18, 0, 1.41421, -1.96109e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49909e-23, 0, 6.22542e-19, 0, 1.33849e-18, 0, 0
0.0316934, 0, 3.75328e-18, 0, 1.41421, -3.75328e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06372e-22, 0, 1.20661e-18, 0, 2.54656e-18, 0, 0
0.0395556, 0, 7.12328e-18, 0, 1.41421, -7.12328e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0404e-22, 0, 2.31938e-18, 0, 4.80369e-18, 0, 0
0.0474179, 0, 1.34089e-17, 0, 1.41421, -1.34089e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88185e-22, 0, 4.42262e-18, 0, 8.98587e-18, 0, 0
0.0552801, 0, 2.50397e-17, 0, 1.41421, -2.50397e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.32615e-22, 0, 8.36717e-18, 0, 1.66718e-17, 0, 0
0.0631423, 0, 4.63943e-17, 0, 1.41421, -4.63943e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37182e-21, 0, 1.57092e-17, 0, 3.06837e-17, 0, 0
0.0710046, 0, 8.53043e-17, 0, 1.41421, -8.53043e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54901e-21, 0, 2.92741e-17, 0, 5.60276e-17, 0, 0
0.0788668, 0, 1.55673e-16, 0, 1.41421, -1.55673e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70067e-21, 0, 5.41554e-17, 0, 1.01513e-16, 0, 0
0.0867291, 0, 2.82002e-16, 0, 1.41421, -2.82002e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60438e-21, 0, 9.94705e-17, 0, 1.82523e-16, 0, 0
0.0945913, 0, 5.07163e-16, 0, 1.41421, -5.07163e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56352e-20, 0, 1.81429e-16, 0, 3.25719e-16, 0, 0
0.102454, 0, 9.0563e-16, 0, 1.41421, -9.0563e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82072e-20, 0, 3.28651e-16, 0, 5.76951e-16, 0, 0
0.110316, 0, 1.60588e-15, 0, 1.41421, -1.60588e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05283e-20, 0, 5.91341e-16, 0, 1.01449e-15, 0, 0
0.118178, 0, 2.82804e-15, 0, 1.41421, -2.82804e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.98816e-20, 0, 1.05698e-15, 0, 1.77097e-15, 0, 0
0.12604, 0, 4.94667e-15, 0, 1.41421, -4.94667e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58785e-19, 0, 1.87703e-15, 0, 3.06948e-15, 0, 0
0.133902, 0, 8.59486e-15, 0, 1.41421, -8.59486e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78611e-19, 0, 3.31209e-15, 0, 5.2825e-15, 0, 0
0.141765, 0, 1.48356e-14, 0, 1.41421, -1.48356e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85598e-19, 0, 5.80764e-15, 0, 9.02748e-15, 0, 0
