   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_323.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.416954, 0, 1.00554e-07, 1.03514e-28, 1.41421, -1.00554e-07, 1.03514e-28, 0, 1.03514e-28, 1.03514e-28, 1.03514e-28, 1.03514e-28, 1.03514e-28, 1.03514e-28, 1.03514e-28, 1.03514e-28, 1.03514e-28, 1.03514e-28, 1.03514e-28, 7.05414e-08, 1.03514e-28, 3.00127e-08, 1.03514e-28, 1.03514e-28, 1.03514e-28
0.424824, 0, 1.50257e-07, 4.53134e-28, 1.41421, -1.50257e-07, 4.53134e-28, 0, 4.53134e-28, 4.53134e-28, 4.53134e-28, 4.53134e-28, 4.53134e-28, 4.53134e-28, 4.53134e-28, 4.53134e-28, 4.53134e-28, 4.53134e-28, 4.53134e-28, 1.08818e-07, 4.53134e-28, 4.14381e-08, 4.53134e-28, 4.53134e-28, 4.53134e-28
0.432694, 0, 2.24354e-07, 1.89352e-27, 1.41421, -2.24354e-07, 1.89352e-27, 0, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.89352e-27, 1.67475e-07, 1.89352e-27, 5.68793e-08, 1.89352e-27, 1.89352e-27, 1.89352e-27
0.440564, 0, 3.34695e-07, 7.55123e-27, 1.41421, -3.34695e-07, 7.55123e-27, 0, 7.55123e-27, 7.55123e-27, 7.55123e-27, 7.55123e-27, 7.55123e-27, 7.55123e-27, 7.55123e-27, 7.55123e-27, 7.55123e-27, 7.55123e-27, 7.55123e-27, 2.57072e-07, 7.55123e-27, 7.76233e-08, 7.55123e-27, 7.55123e-27, 7.55123e-27
0.448435, 0, 4.98755e-07, 2.87562e-26, 1.41421, -4.98755e-07, 2.87562e-26, 0, 2.87562e-26, 2.87562e-26, 2.87562e-26, 2.87562e-26, 2.87562e-26, 2.87562e-26, 2.87562e-26, 2.87562e-26, 2.87562e-26, 2.87562e-26, 2.87562e-26, 3.93428e-07, 2.87562e-26, 1.05327e-07, 2.87562e-26, 2.87562e-26, 2.87562e-26
0.456305, 0, 7.422e-07, 1.04729e-25, 1.41421, -7.422e-07, 1.04729e-25, 0, 1.04729e-25, 1.04729e-25, 1.04729e-25, 1.04729e-25, 1.04729e-25, 1.04729e-25, 1.04729e-25, 1.04729e-25, 1.04729e-25, 1.04729e-25, 1.04729e-25, 6.00091e-07, 1.04729e-25, 1.42109e-07, 1.04729e-25, 1.04729e-25, 1.04729e-25
0.464175, 0, 1.10254e-06, 3.66894e-25, 1.41421, -1.10254e-06, 3.66894e-25, 0, 3.66894e-25, 3.66894e-25, 3.66894e-25, 3.66894e-25, 3.66894e-25, 3.66894e-25, 3.66894e-25, 3.66894e-25, 3.66894e-25, 3.66894e-25, 3.66894e-25, 9.11882e-07, 3.66894e-25, 1.90661e-07, 3.66894e-25, 3.66894e-25, 3.66894e-25
0.472045, 0, 1.63514e-06, 5.69822e-11, 1.41421, -1.63514e-06, 9.35034e-11, 5.69822e-11, 8.80226e-11, 3.15805e-10, 6.83623e-11, 2.627e-10, 1.45232e-10, 1.15188e-10, 5.86062e-11, 1.19137e-10, 5.92629e-11, 5.70613e-11, 5.70248e-11, 1.37997e-06, 5.6983e-11, 2.54469e-07, 5.69822e-11, 5.69822e-11, 5.78187e-11
0.479915, 0, 2.41894e-06, 1.82174e-10, 1.41421, -2.41894e-06, 3.0028e-10, 1.82174e-10, 2.82556e-10, 1.01918e-09, 2.18977e-10, 8.47445e-10, 4.67565e-10, 3.70407e-10, 1.87426e-10, 3.83177e-10, 1.8955e-10, 1.8243e-10, 1.82973e-10, 2.07886e-06, 1.82177e-10, 3.37817e-07, 1.82174e-10, 1.82174e-10, 1.8488e-10
0.487785, 0, 3.56805e-06, 4.52205e-10, 1.41421, -3.56805e-06, 7.48115e-10, 4.52205e-10, 7.03707e-10, 2.54929e-09, 5.44411e-10, 2.11902e-09, 1.16724e-09, 9.23814e-10, 4.65363e-10, 9.5581e-10, 4.70684e-10, 4.52845e-10, 4.54887e-10, 3.11622e-06, 4.52211e-10, 4.46149e-07, 4.52205e-10, 4.52205e-10, 4.58982e-10
0.495655, 0, 5.24568e-06, 1.02481e-09, 1.41421, -5.24568e-06, 1.69978e-09, 1.02481e-09, 1.59848e-09, 5.80823e-09, 1.23513e-09, 4.82678e-09, 2.6558e-09, 2.10054e-09, 1.05483e-09, 2.17352e-09, 1.06696e-09, 1.02627e-09, 1.03186e-09, 4.64635e-06, 1.02483e-09, 5.8636e-07, 1.02481e-09, 1.02481e-09, 1.04027e-09
0.503525, 0, 7.68466e-06, 2.21794e-09, 1.41421, -7.68466e-06, 3.68437e-09, 2.21794e-09, 3.4643e-09, 1.26104e-08, 2.67489e-09, 1.04781e-08, 5.76141e-09, 4.55507e-09, 2.28315e-09, 4.71363e-09, 2.30952e-09, 2.22112e-09, 2.23459e-09, 6.88939e-06, 2.21798e-09, 7.67078e-07, 2.21794e-09, 2.21794e-09, 2.25153e-09
0.511396, 0, 1.12236e-05, 4.65656e-09, 1.41421, -1.12236e-05, 7.74234e-09, 4.65656e-09, 7.27925e-09, 2.65252e-08, 5.6181e-09, 2.20383e-08, 1.2113e-08, 9.57455e-09, 4.79378e-09, 9.9082e-09, 4.84926e-09, 4.66324e-09, 4.69365e-09, 1.0165e-05, 4.65663e-09, 9.99294e-07, 4.65656e-09, 4.65656e-09, 4.72724e-09
0.519266, 0, 1.63182e-05, 9.54306e-09, 1.41421, -1.63182e-05, 1.58766e-08, 9.54306e-09, 1.49261e-08, 5.44284e-08, 1.15166e-08, 4.52189e-08, 2.48474e-08, 1.96372e-08, 9.8247e-09, 2.0322e-08, 9.93858e-09, 9.55677e-09, 9.62254e-09, 1.48992e-05, 9.5432e-09, 1.29714e-06, 9.54306e-09, 9.54306e-09, 9.68812e-09
0.527136, 0, 2.36226e-05, 1.91416e-08, 1.41421, -2.36226e-05, 3.18612e-08, 1.91416e-08, 2.99523e-08, 1.09284e-07, 2.31051e-08, 9.07885e-08, 4.9877e-08, 3.94135e-08, 1.97073e-08, 4.07888e-08, 1.9936e-08, 1.91692e-08, 1.9307e-08, 2.16988e-05, 1.91419e-08, 1.67911e-06, 1.91416e-08, 1.91416e-08, 1.9433e-08
0.535006, 0, 3.40517e-05, 3.7627e-08, 1.41421, -3.40517e-05, 6.26582e-08, 3.7627e-08, 5.89017e-08, 2.15021e-07, 4.54268e-08, 1.78624e-07, 9.81123e-08, 7.75207e-08, 3.87401e-08, 8.02272e-08, 3.91902e-08, 3.76812e-08, 3.79629e-08, 3.14002e-05, 3.76276e-08, 2.16997e-06, 3.7627e-08, 3.7627e-08, 3.82003e-08
0.542876, 0, 4.88814e-05, 7.25337e-08, 1.41421, -4.88814e-05, 1.2084e-07, 7.25337e-08, 1.13591e-07, 4.14878e-07, 8.75862e-08, 3.44637e-07, 1.89262e-07, 1.49523e-07, 7.46818e-08, 1.54746e-07, 7.55504e-08, 7.26383e-08, 7.32011e-08, 4.51482e-05, 7.25348e-08, 2.80382e-06, 7.25337e-08, 7.25337e-08, 7.36401e-08
0.550746, 0, 6.98904e-05, 1.3717e-07, 1.41421, -6.98904e-05, 2.28628e-07, 1.3717e-07, 2.14903e-07, 7.85322e-07, 1.65669e-07, 6.52336e-07, 3.58168e-07, 2.82932e-07, 1.41237e-07, 2.9282e-07, 1.42882e-07, 1.37368e-07, 1.3847e-07, 6.45019e-05, 1.37172e-07, 3.62895e-06, 1.3717e-07, 1.3717e-07, 1.39265e-07
0.558616, 0, 9.95602e-05, 2.54546e-07, 1.41421, -9.95602e-05, 4.24461e-07, 2.54546e-07, 3.98962e-07, 1.45872e-06, 3.07492e-07, 1.21165e-06, 6.65129e-07, 5.2535e-07, 2.62102e-07, 5.43722e-07, 2.65157e-07, 2.54914e-07, 2.5703e-07, 9.15753e-05, 2.5455e-07, 4.71548e-06, 2.54546e-07, 2.54546e-07, 2.58438e-07
0.566487, 0, 0.000141356, 4.63594e-07, 1.41421, -0.000141356, 7.73423e-07, 4.63594e-07, 7.26927e-07, 2.65933e-06, 5.60137e-07, 2.20881e-06, 1.21227e-06, 9.57388e-07, 4.77371e-07, 9.90888e-07, 4.82942e-07, 4.64264e-07, 4.68251e-07, 0.000129226, 4.63601e-07, 6.16766e-06, 4.63594e-07, 4.63594e-07, 4.7069e-07
0.574357, 0, 0.000200123, 8.28768e-07, 1.41421, -0.000200123, 1.38333e-06, 8.28768e-07, 1.30011e-06, 4.75892e-06, 1.00157e-06, 3.95254e-06, 2.16882e-06, 1.71261e-06, 8.53429e-07, 1.77257e-06, 8.634e-07, 8.29969e-07, 8.37345e-07, 0.000181307, 8.28781e-07, 8.14248e-06, 8.28768e-07, 8.28768e-07, 8.4147e-07
0.582227, 0, 0.000282649, 1.45448e-06, 1.41421, -0.000282649, 2.42896e-06, 1.45448e-06, 2.28272e-06, 8.36054e-06, 1.75813e-06, 6.94358e-06, 3.80922e-06, 3.00757e-06, 1.49782e-06, 3.11294e-06, 1.51534e-06, 1.45659e-06, 1.46999e-06, 0.000253013, 1.45451e-06, 1.0878e-05, 1.45448e-06, 1.45448e-06, 1.4768e-06
0.590097, 0, 0.000398455, 2.50622e-06, 1.41421, -0.000398455, 4.1875e-06, 2.50622e-06, 3.93519e-06, 1.44213e-05, 3.03011e-06, 1.19766e-05, 6.56886e-06, 5.18577e-06, 2.58098e-06, 5.36756e-06, 2.61121e-06, 2.50986e-06, 2.53377e-06, 0.000351352, 2.50626e-06, 1.47372e-05, 2.50622e-06, 2.50622e-06, 2.54473e-06
0.597967, 0, 0.00056089, 4.24046e-06, 1.41421, -0.00056089, 7.08886e-06, 4.24046e-06, 6.6614e-06, 2.44268e-05, 5.12803e-06, 2.02851e-05, 1.11233e-05, 8.78012e-06, 4.36712e-06, 9.08811e-06, 4.41833e-06, 4.24662e-06, 4.28853e-06, 0.000485785, 4.24052e-06, 2.02635e-05, 4.24046e-06, 4.24046e-06, 4.3057e-06
0.605837, 0, 0.000788642, 7.04601e-06, 1.41421, -0.000788642, 1.17853e-05, 7.04601e-06, 1.1074e-05, 4.06326e-05, 8.52278e-06, 3.37414e-05, 1.84979e-05, 1.45992e-05, 7.25676e-06, 1.51117e-05, 7.34197e-06, 7.05628e-06, 7.12846e-06, 0.000669114, 7.04612e-06, 2.82698e-05, 7.04601e-06, 7.04601e-06, 7.15456e-06
0.613707, 0, 0.00110778, 1.14991e-05, 1.41421, -0.00110778, 1.9244e-05, 1.14991e-05, 1.80817e-05, 6.63864e-05, 1.39125e-05, 5.51247e-05, 3.02138e-05, 2.38426e-05, 1.18435e-05, 2.468e-05, 1.19828e-05, 1.15159e-05, 1.16381e-05, 0.000918671, 1.14993e-05, 3.99536e-05, 1.14991e-05, 1.14991e-05, 1.16765e-05
0.621577, 0, 0.00155444, 1.84346e-05, 1.41421, -0.00155444, 3.08675e-05, 1.84346e-05, 2.90017e-05, 0.000106546, 2.23088e-05, 8.84672e-05, 4.84775e-05, 3.82496e-05, 1.89875e-05, 3.9594e-05, 1.9211e-05, 1.84616e-05, 1.86649e-05, 0.00125792, 1.84349e-05, 5.70518e-05, 1.84346e-05, 1.84346e-05, 1.87194e-05
0.629448, 0, 0.00217833, 2.90342e-05, 1.41421, -0.00217833, 4.86425e-05, 2.90342e-05, 4.56998e-05, 0.000167996, 3.51442e-05, 0.000139485, 7.64156e-05, 6.0285e-05, 2.99061e-05, 6.24052e-05, 3.02587e-05, 2.90766e-05, 2.94092e-05, 0.00171856, 2.90346e-05, 8.20405e-05, 2.90342e-05, 2.90342e-05, 2.94833e-05
0.637318, 0, 0.003047, 4.49312e-05, 1.41421, -0.003047, 7.5317e-05, 4.49312e-05, 7.0757e-05, 0.000260273, 5.43995e-05, 0.00021609, 0.000118355, 9.33587e-05, 4.62824e-05, 9.66444e-05, 4.68287e-05, 4.4997e-05, 4.55319e-05, 0.00234319, 4.49319e-05, 0.000118385, 4.49312e-05, 4.49312e-05, 4.56271e-05
