   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_130.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00206033, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00580396, 0, 1.72429e-17, 0, 1.41421, -1.72429e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.50183e-20, 0, 0, 3.41159e-22, 2.87469e-21, 0, 1.71446e-17, 0, 0
0.0136683, 0, 3.11329e-17, 0, 1.41421, -3.11329e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7156e-19, 0, 0, 6.25915e-22, 5.29657e-21, 0, 3.09554e-17, 0, 0
0.0215326, 0, 5.58078e-17, 0, 1.41421, -5.58078e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07532e-19, 0, 0, 1.14028e-21, 9.69244e-21, 0, 5.54895e-17, 0, 0
0.0293969, 0, 9.9333e-17, 0, 1.41421, -9.9333e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47377e-19, 0, 0, 2.06306e-21, 1.76188e-20, 0, 9.87659e-17, 0, 0
0.0372612, 0, 1.75576e-16, 0, 1.41421, -1.75576e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6751e-19, 0, 0, 3.70735e-21, 3.18194e-20, 0, 1.74573e-16, 0, 0
0.0451255, 0, 3.08218e-16, 0, 1.41421, -3.08218e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69843e-18, 0, 0, 6.61795e-21, 5.71003e-20, 0, 3.06455e-16, 0, 0
0.0529897, 0, 5.3742e-16, 0, 1.41421, -5.3742e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96143e-18, 0, 0, 1.17364e-20, 1.01829e-19, 0, 5.34345e-16, 0, 0
0.060854, 0, 9.30845e-16, 0, 1.41421, -9.30845e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12935e-18, 0, 0, 2.06799e-20, 1.8049e-19, 0, 9.25515e-16, 0, 0
0.0687183, 0, 1.60171e-15, 0, 1.41421, -1.60171e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.82605e-18, 0, 0, 3.62076e-20, 3.17998e-19, 0, 1.59253e-15, 0, 0
0.0765826, 0, 2.73822e-15, 0, 1.41421, -2.73822e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50886e-17, 0, 0, 6.29986e-20, 5.56978e-19, 0, 2.72251e-15, 0, 0
0.0844469, 0, 4.65117e-15, 0, 1.41421, -4.65117e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56295e-17, 0, 0, 1.08937e-19, 9.69929e-19, 0, 4.62447e-15, 0, 0
0.0923112, 0, 7.85052e-15, 0, 1.41421, -7.85052e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32587e-17, 0, 0, 1.87228e-19, 1.67946e-18, 0, 7.80539e-15, 0, 0
0.100176, 0, 1.31675e-14, 0, 1.41421, -1.31675e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25563e-17, 0, 0, 3.19856e-19, 2.8918e-18, 0, 1.30917e-14, 0, 0
0.10804, 0, 2.19483e-14, 0, 1.41421, -2.19483e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2094e-16, 0, 0, 5.43202e-19, 4.95191e-18, 0, 2.18219e-14, 0, 0
0.115904, 0, 3.63594e-14, 0, 1.41421, -3.63594e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00349e-16, 0, 0, 9.17112e-19, 8.4337e-18, 0, 3.61497e-14, 0, 0
0.123768, 0, 5.98651e-14, 0, 1.41421, -5.98651e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29869e-16, 0, 0, 1.53946e-18, 1.42869e-17, 0, 5.95194e-14, 0, 0
