   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_150.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.168917, 0, 6.17184e-14, 0, 1.41421, -6.17184e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15106e-16, 0, 0, 8.26323e-19, 4.72034e-16, 0, 6.09304e-14, 0, 0
0.176788, 0, 1.05085e-13, 0, 1.41421, -1.05085e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36399e-16, 0, 0, 1.43424e-18, 8.27293e-16, 0, 1.0372e-13, 0, 0
0.184658, 0, 1.77636e-13, 0, 1.41421, -1.77636e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.06519e-16, 0, 0, 2.47268e-18, 1.44076e-15, 0, 1.75286e-13, 0, 0
0.192528, 0, 2.98132e-13, 0, 1.41421, -2.98132e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52107e-15, 0, 0, 4.23481e-18, 2.49351e-15, 0, 2.94113e-13, 0, 0
0.200399, 0, 4.96815e-13, 0, 1.41421, -4.96815e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53411e-15, 0, 0, 7.20548e-18, 4.28934e-15, 0, 4.89984e-13, 0, 0
0.208269, 0, 8.22077e-13, 0, 1.41421, -8.22077e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19207e-15, 0, 0, 1.21815e-17, 7.33425e-15, 0, 8.10539e-13, 0, 0
0.21614, 0, 1.35078e-12, 0, 1.41421, -1.35078e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88619e-15, 0, 0, 2.04646e-17, 1.24668e-14, 0, 1.3314e-12, 0, 0
0.22401, 0, 2.20407e-12, 0, 1.41421, -2.20407e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1233e-14, 0, 0, 3.4168e-17, 2.10683e-14, 0, 2.17173e-12, 0, 0
0.231881, 0, 3.57156e-12, 0, 1.41421, -3.57156e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8197e-14, 0, 0, 5.67047e-17, 3.54023e-14, 0, 3.5179e-12, 0, 0
0.239751, 0, 5.74776e-12, 0, 1.41421, -5.74776e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92758e-14, 0, 0, 9.35558e-17, 5.9158e-14, 0, 5.65923e-12, 0, 0
0.247622, 0, 9.18682e-12, 0, 1.41421, -9.18682e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67777e-14, 0, 0, 1.53479e-16, 9.83174e-14, 0, 9.04157e-12, 0, 0
0.255492, 0, 1.4584e-11, 0, 1.41421, -1.4584e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.42355e-14, 0, 0, 2.50404e-16, 1.62533e-13, 0, 1.4347e-11, 0, 0
0.263362, 0, 2.29957e-11, 0, 1.41421, -2.29957e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17015e-13, 0, 0, 4.06389e-16, 2.67309e-13, 0, 2.2611e-11, 0, 0
0.271233, 0, 3.6016e-11, 0, 1.41421, -3.6016e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8321e-13, 0, 0, 6.56234e-16, 4.37435e-13, 0, 3.53947e-11, 0, 0
0.279103, 0, 5.60321e-11, 0, 1.41421, -5.60321e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84937e-13, 0, 0, 1.05466e-15, 7.12389e-13, 0, 5.50337e-11, 0, 0
0.286974, 0, 8.65945e-11, 0, 1.41421, -8.65945e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40213e-13, 0, 0, 1.68746e-15, 1.15481e-12, 0, 8.49978e-11, 0, 0
0.294844, 0, 1.32945e-10, 1.13505e-43, 1.41421, -1.32945e-10, 1.13505e-43, 0, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 6.7563e-13, 1.13505e-43, 1.13505e-43, 2.68887e-15, 1.86371e-12, 1.13505e-43, 1.30403e-10, 1.13505e-43, 1.13505e-43
0.302715, 0, 2.02769e-10, 1.88895e-42, 1.41421, -2.02769e-10, 1.88895e-42, 0, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.03017e-12, 1.88895e-42, 1.88895e-42, 4.26858e-15, 2.99516e-12, 1.88895e-42, 1.98739e-10, 1.88895e-42, 1.88895e-42
0.310585, 0, 3.07254e-10, 2.65966e-41, 1.41421, -3.07254e-10, 2.65966e-41, 0, 2.65966e-41, 2.65966e-41, 2.65966e-41, 2.65966e-41, 2.65966e-41, 2.65966e-41, 2.65966e-41, 2.65966e-41, 2.65966e-41, 1.56056e-12, 2.65966e-41, 2.65966e-41, 6.75371e-15, 4.7944e-12, 2.65966e-41, 3.00892e-10, 2.65966e-41, 2.65966e-41
0.318456, 0, 4.62573e-10, 3.31617e-40, 1.41421, -4.62573e-10, 3.31617e-40, 0, 3.31617e-40, 3.31617e-40, 3.31617e-40, 3.31617e-40, 3.31617e-40, 3.31617e-40, 3.31617e-40, 3.31617e-40, 3.31617e-40, 2.34883e-12, 3.31617e-40, 3.31617e-40, 1.06544e-14, 7.64598e-12, 3.31617e-40, 4.52567e-10, 3.31617e-40, 3.31617e-40
0.326326, 0, 6.91943e-10, 3.7143e-39, 1.41421, -6.91943e-10, 3.7143e-39, 0, 3.7143e-39, 3.7143e-39, 3.7143e-39, 3.7143e-39, 3.7143e-39, 3.7143e-39, 3.7143e-39, 3.7143e-39, 3.7143e-39, 3.5127e-12, 3.7143e-39, 3.7143e-39, 1.67661e-14, 1.21514e-11, 3.7143e-39, 6.76263e-10, 3.7143e-39, 3.7143e-39
0.334196, 0, 1.02847e-09, 3.75908e-38, 1.41421, -1.02847e-09, 3.75908e-38, 0, 3.75908e-38, 3.75908e-38, 3.75908e-38, 3.75908e-38, 3.75908e-38, 3.75908e-38, 3.75908e-38, 3.75908e-38, 3.75908e-38, 5.22005e-12, 3.75908e-38, 3.75908e-38, 2.63293e-14, 1.92499e-11, 3.75908e-38, 1.00397e-09, 3.75908e-38, 3.75908e-38
0.342067, 0, 1.51904e-09, 3.45716e-37, 1.41421, -1.51904e-09, 3.45716e-37, 0, 3.45716e-37, 3.45716e-37, 3.45716e-37, 3.45716e-37, 3.45716e-37, 3.45716e-37, 3.45716e-37, 3.45716e-37, 3.45716e-37, 7.70873e-12, 3.45716e-37, 3.45716e-37, 4.12805e-14, 3.04057e-11, 3.45716e-37, 1.48088e-09, 3.45716e-37, 3.45716e-37
0.349937, 0, 2.22961e-09, 2.90428e-36, 1.41421, -2.22961e-09, 2.90428e-36, 0, 2.90428e-36, 2.90428e-36, 2.90428e-36, 2.90428e-36, 2.90428e-36, 2.90428e-36, 2.90428e-36, 2.90428e-36, 2.90428e-36, 1.13134e-11, 2.90428e-36, 2.90428e-36, 6.46434e-14, 4.78984e-11, 2.90428e-36, 2.17033e-09, 2.90428e-36, 2.90428e-36
0.357808, 0, 3.25238e-09, 2.23982e-35, 1.41421, -3.25238e-09, 2.23982e-35, 0, 2.23982e-35, 2.23982e-35, 2.23982e-35, 2.23982e-35, 2.23982e-35, 2.23982e-35, 2.23982e-35, 2.23982e-35, 2.23982e-35, 1.65019e-11, 2.23982e-35, 2.23982e-35, 1.01145e-13, 7.52721e-11, 2.23982e-35, 3.1605e-09, 2.23982e-35, 2.23982e-35
0.365678, 0, 4.71538e-09, 1.59284e-34, 1.41421, -4.71538e-09, 1.59284e-34, 0, 1.59284e-34, 1.59284e-34, 1.59284e-34, 1.59284e-34, 1.59284e-34, 1.59284e-34, 1.59284e-34, 1.59284e-34, 1.59284e-34, 2.39245e-11, 1.59284e-34, 1.59284e-34, 1.58177e-13, 1.1803e-10, 1.59284e-34, 4.57327e-09, 1.59284e-34, 1.59284e-34
0.373549, 0, 6.79539e-09, 1.09353e-33, 1.41421, -6.79539e-09, 1.09353e-33, 0, 1.09353e-33, 1.09353e-33, 1.09353e-33, 1.09353e-33, 1.09353e-33, 1.09353e-33, 1.09353e-33, 1.09353e-33, 1.09353e-33, 3.4479e-11, 1.09353e-33, 1.09353e-33, 2.47305e-13, 1.84707e-10, 1.09353e-33, 6.57596e-09, 1.09353e-33, 1.09353e-33
0.381419, 0, 9.7349e-09, 7.30316e-33, 1.41421, -9.7349e-09, 7.30316e-33, 0, 7.30316e-33, 7.30316e-33, 7.30316e-33, 7.30316e-33, 7.30316e-33, 7.30316e-33, 7.30316e-33, 7.30316e-33, 7.30316e-33, 4.93976e-11, 7.30316e-33, 7.30316e-33, 3.86622e-13, 2.88519e-10, 7.30316e-33, 9.39659e-09, 7.30316e-33, 7.30316e-33
0.389289, 0, 1.38647e-08, 4.59024e-32, 1.41421, -1.38647e-08, 4.59024e-32, 0, 4.59024e-32, 4.59024e-32, 4.59024e-32, 4.59024e-32, 4.59024e-32, 4.59024e-32, 4.59024e-32, 4.59024e-32, 4.59024e-32, 7.03618e-11, 4.59024e-32, 4.59024e-32, 6.0442e-13, 4.49896e-10, 4.59024e-32, 1.33438e-08, 4.59024e-32, 4.59024e-32
0.39716, 0, 1.96336e-08, 2.69663e-31, 1.41421, -1.96336e-08, 2.69663e-31, 0, 2.69663e-31, 2.69663e-31, 2.69663e-31, 2.69663e-31, 2.69663e-31, 2.69663e-31, 2.69663e-31, 2.69663e-31, 2.69663e-31, 9.96535e-11, 2.69663e-31, 2.69663e-31, 9.44892e-13, 7.00362e-10, 2.69663e-31, 1.88326e-08, 2.69663e-31, 2.69663e-31
0.40503, 0, 2.76483e-08, 3.42772e-30, 1.41421, -2.76483e-08, 3.42772e-30, 0, 3.42772e-30, 3.42772e-30, 3.42772e-30, 3.42772e-30, 3.42772e-30, 3.42772e-30, 3.42772e-30, 3.42772e-30, 3.42772e-30, 1.40354e-10, 3.42772e-30, 3.42772e-30, 1.47836e-12, 1.08913e-09, 3.42772e-30, 2.64174e-08, 3.42772e-30, 3.42772e-30
0.412901, 0, 3.87205e-08, 1.66505e-29, 1.41421, -3.87205e-08, 1.66505e-29, 0, 1.66505e-29, 1.66505e-29, 1.66505e-29, 1.66505e-29, 1.66505e-29, 1.66505e-29, 1.66505e-29, 1.66505e-29, 1.66505e-29, 1.9659e-10, 1.66505e-29, 1.66505e-29, 2.30975e-12, 1.68947e-09, 1.66505e-29, 3.68321e-08, 1.66505e-29, 1.66505e-29
0.420771, 0, 5.3938e-08, 7.63281e-29, 1.41421, -5.3938e-08, 7.63281e-29, 0, 7.63281e-29, 7.63281e-29, 7.63281e-29, 7.63281e-29, 7.63281e-29, 7.63281e-29, 7.63281e-29, 7.63281e-29, 7.63281e-29, 2.73878e-10, 7.63281e-29, 7.63281e-29, 3.60636e-12, 2.61575e-09, 7.63281e-29, 5.10448e-08, 7.63281e-29, 7.63281e-29
0.428642, 0, 7.4748e-08, 3.31207e-28, 1.41421, -7.4748e-08, 3.31207e-28, 0, 3.31207e-28, 3.31207e-28, 3.31207e-28, 3.31207e-28, 3.31207e-28, 3.31207e-28, 3.31207e-28, 3.31207e-28, 3.31207e-28, 3.79545e-10, 3.31207e-28, 3.31207e-28, 5.62517e-12, 4.04136e-09, 3.31207e-28, 7.03215e-08, 3.31207e-28, 3.31207e-28
0.436512, 0, 1.03069e-07, 1.36435e-27, 1.41421, -1.03069e-07, 1.36435e-27, 0, 1.36435e-27, 1.36435e-27, 1.36435e-27, 1.36435e-27, 1.36435e-27, 1.36435e-27, 1.36435e-27, 1.36435e-27, 1.36435e-27, 5.23272e-10, 1.36435e-27, 1.36435e-27, 8.76167e-12, 6.22918e-09, 1.36435e-27, 9.63082e-08, 1.36435e-27, 1.36435e-27
0.444383, 0, 1.41437e-07, 5.34959e-27, 1.41421, -1.41437e-07, 5.34959e-27, 0, 5.34959e-27, 5.34959e-27, 5.34959e-27, 5.34959e-27, 5.34959e-27, 5.34959e-27, 5.34959e-27, 5.34959e-27, 5.34959e-27, 7.17792e-10, 5.34959e-27, 5.34959e-27, 1.36216e-11, 9.57569e-09, 5.34959e-27, 1.3113e-07, 5.34959e-27, 5.34959e-27
0.452253, 0, 1.93189e-07, 2.00186e-26, 1.41421, -1.93189e-07, 2.00186e-26, 0, 2.00186e-26, 2.00186e-26, 2.00186e-26, 2.00186e-26, 2.00186e-26, 9.43518e-14, 2.00186e-26, 2.00186e-26, 2.00186e-26, 9.79773e-10, 2.00186e-26, 2.00186e-26, 2.11278e-11, 1.46755e-08, 2.00186e-26, 1.77513e-07, 2.00186e-26, 2.00186e-26
0.460123, 0, 2.6271e-07, 7.16635e-26, 1.41421, -2.6271e-07, 7.16635e-26, 0, 7.16635e-26, 7.16635e-26, 7.16635e-26, 7.16635e-26, 7.16635e-26, 3.08825e-13, 7.16635e-26, 7.16635e-26, 7.16635e-26, 1.33092e-09, 7.16635e-26, 7.16635e-26, 3.26786e-11, 2.24145e-08, 7.16635e-26, 2.38931e-07, 7.16635e-26, 7.16635e-26
0.467994, 0, 3.56966e-07, 2.48428e-25, 1.41421, -3.56966e-07, 2.73775e-12, 0, 1.01886e-14, 2.6604e-14, 2.03759e-12, 2.16269e-12, 1.6911e-13, 5.09527e-12, 4.61936e-12, 2.63794e-12, 1.16271e-09, 1.7994e-09, 2.08635e-13, 1.26418e-14, 5.03798e-11, 3.41039e-08, 1.46646e-15, 3.19819e-07, 2.48428e-25, 1.11043e-11
0.475864, 0, 4.84267e-07, 4.87288e-10, 1.41421, -4.84267e-07, 4.96212e-10, 4.87288e-10, 4.87322e-10, 4.87375e-10, 4.9393e-10, 4.94338e-10, 4.8784e-10, 5.03151e-10, 5.02345e-10, 4.95887e-10, 4.2771e-09, 2.90882e-09, 4.87968e-10, 4.8733e-10, 5.64673e-10, 5.21572e-08, 4.87293e-10, 4.26208e-07, 4.87288e-10, 5.23482e-10
0.483735, 0, 6.56304e-07, 1.58033e-09, 1.41421, -6.56304e-07, 1.60288e-09, 1.58033e-09, 1.58042e-09, 1.58055e-09, 1.59711e-09, 1.59814e-09, 1.58172e-09, 1.61982e-09, 1.61838e-09, 1.60206e-09, 1.11569e-08, 4.82427e-09, 1.58205e-09, 1.58044e-09, 1.69871e-09, 7.95003e-08, 1.58034e-09, 5.65194e-07, 1.58033e-09, 1.67179e-09
0.491605, 0, 8.90286e-07, 3.98076e-09, 1.41421, -8.90286e-07, 4.03266e-09, 3.98076e-09, 3.98096e-09, 3.98127e-09, 4.01939e-09, 4.02176e-09, 3.98397e-09, 4.07096e-09, 4.06833e-09, 4.03077e-09, 2.60201e-08, 8.307e-09, 3.98472e-09, 3.981e-09, 4.16105e-09, 1.20894e-07, 3.98079e-09, 7.4625e-07, 3.98076e-09, 4.19125e-09
0.499476, 0, 1.21173e-06, 9.1398e-09, 1.41421, -1.21173e-06, 9.25356e-09, 9.1398e-09, 9.14022e-09, 9.1409e-09, 9.22447e-09, 9.22966e-09, 9.14682e-09, 9.33653e-09, 9.33175e-09, 9.24941e-09, 5.74551e-08, 1.4884e-08, 9.14847e-09, 9.14032e-09, 9.41302e-09, 1.83604e-07, 9.13986e-09, 9.81665e-07, 9.1398e-09, 9.60123e-09
0.507346, 0, 1.66004e-06, 2e-08, 1.41421, -1.66004e-06, 2.02415e-08, 2e-08, 2.00009e-08, 2.00023e-08, 2.01798e-08, 2.01908e-08, 2.00149e-08, 2.04159e-08, 2.04076e-08, 2.02327e-08, 1.22585e-07, 2.75937e-08, 2.00184e-08, 2.00011e-08, 2.04119e-08, 2.78841e-07, 2.00001e-08, 1.28793e-06, 2e-08, 2.09797e-08
0.515217, 0, 2.29844e-06, 4.23987e-08, 1.41421, -2.29844e-06, 4.28989e-08, 4.23987e-08, 4.24006e-08, 4.24036e-08, 4.2771e-08, 4.27938e-08, 4.24296e-08, 4.33031e-08, 4.32427e-08, 4.28807e-08, 2.54814e-07, 5.23941e-08, 4.24369e-08, 4.24011e-08, 4.30165e-08, 4.24455e-07, 4.2399e-08, 1.68775e-06, 4.23987e-08, 4.44274e-08
0.523087, 0, 3.22939e-06, 8.76697e-08, 1.41421, -3.22939e-06, 8.86828e-08, 8.76697e-08, 8.76735e-08, 8.76795e-08, 8.84237e-08, 8.847e-08, 8.77323e-08, 8.95961e-08, 8.93791e-08, 8.86458e-08, 5.17927e-07, 1.0077e-07, 8.77469e-08, 8.76744e-08, 8.85908e-08, 6.47669e-07, 8.76702e-08, 2.21366e-06, 8.76697e-08, 9.17788e-08
0.530957, 0, 4.62559e-06, 1.7735e-07, 1.41421, -4.62559e-06, 1.7936e-07, 1.7735e-07, 1.77357e-07, 1.7737e-07, 1.78846e-07, 1.78938e-07, 1.77474e-07, 1.82325e-07, 1.80742e-07, 1.79287e-07, 1.03111e-06, 1.94448e-07, 1.77503e-07, 1.77359e-07, 1.78716e-07, 9.92823e-07, 1.77351e-07, 2.91402e-06, 1.7735e-07, 1.85504e-07
0.538828, 0, 6.77605e-06, 3.51489e-07, 1.41421, -6.77605e-06, 3.554e-07, 3.51489e-07, 3.51504e-07, 3.51527e-07, 3.544e-07, 3.54578e-07, 3.51731e-07, 3.62702e-07, 3.58088e-07, 3.55257e-07, 2.01235e-06, 3.7371e-07, 3.51787e-07, 3.51507e-07, 3.53502e-07, 1.53107e-06, 3.51491e-07, 3.86342e-06, 3.51489e-07, 3.67351e-07
0.546698, 0, 1.01691e-05, 6.82961e-07, 1.41421, -1.01691e-05, 6.90422e-07, 6.82961e-07, 6.82989e-07, 6.83034e-07, 6.88514e-07, 6.88855e-07, 6.83422e-07, 7.06716e-07, 6.9555e-07, 6.90151e-07, 3.85172e-06, 7.11721e-07, 6.8353e-07, 6.82996e-07, 6.8591e-07, 2.37766e-06, 6.82965e-07, 5.18006e-06, 6.82961e-07, 7.13224e-07
0.554569, 0, 1.56248e-05, 1.30153e-06, 1.41421, -1.56248e-05, 1.31549e-06, 1.30153e-06, 1.30158e-06, 1.30166e-06, 1.31192e-06, 1.31256e-06, 1.30239e-06, 1.35005e-06, 1.32509e-06, 1.31498e-06, 7.23239e-06, 1.3386e-06, 1.30259e-06, 1.30159e-06, 1.30582e-06, 3.71977e-06, 1.30153e-06, 7.05462e-06, 1.30153e-06, 1.35817e-06
0.562439, 0, 2.45067e-05, 2.43323e-06, 1.41421, -2.45067e-05, 2.45888e-06, 2.43323e-06, 2.43333e-06, 2.43348e-06, 2.45232e-06, 2.45349e-06, 2.43482e-06, 2.52894e-06, 2.47651e-06, 2.45795e-06, 1.33248e-05, 2.48083e-06, 2.43519e-06, 2.43335e-06, 2.43945e-06, 5.8606e-06, 2.43325e-06, 9.79724e-06, 2.43323e-06, 2.53725e-06
0.57031, 0, 3.90555e-05, 4.4634e-06, 1.41421, -3.90555e-05, 4.50962e-06, 4.4634e-06, 4.46358e-06, 4.46385e-06, 4.4978e-06, 4.49991e-06, 4.46626e-06, 4.64947e-06, 4.54138e-06, 4.50794e-06, 2.40912e-05, 4.52426e-06, 4.46693e-06, 4.46362e-06, 4.47234e-06, 9.28877e-06, 4.46343e-06, 1.39121e-05, 4.4634e-06, 4.65086e-06
0.57818, 0, 6.28937e-05, 8.03458e-06, 1.41421, -6.28937e-05, 8.11632e-06, 8.03458e-06, 8.03488e-06, 8.03537e-06, 8.09542e-06, 8.09915e-06, 8.03963e-06, 8.39112e-06, 8.1725e-06, 8.11334e-06, 4.275e-05, 8.11211e-06, 8.04081e-06, 8.03496e-06, 8.04736e-06, 1.47846e-05, 8.03462e-06, 2.02132e-05, 8.03458e-06, 8.36612e-06
0.586051, 0, 0.000101775, 1.41946e-05, 1.41421, -0.000101775, 1.43366e-05, 1.41946e-05, 1.41952e-05, 1.4196e-05, 1.43003e-05, 1.43068e-05, 1.42034e-05, 1.4868e-05, 1.44341e-05, 1.43314e-05, 7.4463e-05, 1.42931e-05, 1.42055e-05, 1.41953e-05, 1.42128e-05, 2.3579e-05, 1.41947e-05, 2.99989e-05, 1.41946e-05, 1.47702e-05
0.593921, 0, 0.000164674, 2.46154e-05, 1.41421, -0.000164674, 2.48573e-05, 2.46154e-05, 2.46163e-05, 2.46178e-05, 2.47954e-05, 2.48065e-05, 2.46304e-05, 2.58685e-05, 2.50235e-05, 2.48485e-05, 0.000127329, 2.47399e-05, 2.46338e-05, 2.46165e-05, 2.46411e-05, 3.75874e-05, 2.46155e-05, 4.53123e-05, 2.46154e-05, 2.55964e-05
0.601791, 0, 0.000265301, 4.19045e-05, 1.41421, -0.000265301, 4.23092e-05, 4.19045e-05, 4.19061e-05, 4.19085e-05, 4.22057e-05, 4.22242e-05, 4.19295e-05, 4.42019e-05, 4.25874e-05, 4.22945e-05, 0.000213772, 4.20615e-05, 4.19354e-05, 4.19064e-05, 4.19406e-05, 5.97408e-05, 4.19048e-05, 6.93035e-05, 4.19045e-05, 4.3546e-05
0.609662, 0, 0.000424187, 7.00394e-05, 1.41421, -0.000424187, 7.07043e-05, 7.00394e-05, 7.00419e-05, 7.00459e-05, 7.05343e-05, 7.05647e-05, 7.00805e-05, 7.41883e-05, 7.11613e-05, 7.06801e-05, 0.000352425, 7.02368e-05, 7.00901e-05, 7.00425e-05, 7.00899e-05, 9.44473e-05, 7.00398e-05, 0.000106748, 7.00394e-05, 7.27363e-05
0.617532, 0, 0.000671414, 0.000114948, 1.41421, -0.000671414, 0.00011602, 0.000114948, 0.000114952, 0.000114958, 0.000115746, 0.000115795, 0.000115014, 0.000122326, 0.000116758, 0.000115981, 0.000570591, 0.000115195, 0.000115029, 0.000114953, 0.000115018, 0.000148208, 0.000114948, 0.000164732, 0.000114948, 0.000119299
