   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_706.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.71789, 13.3362, 6.95064, 6.93227, 3.91615, 6.38561, 0, 6.93227, 6.95063, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227, 6.93227
7.72578, 9.16696, 6.93655, 6.91671, 3.3417, 2.23041, 0, 6.91671, 6.93655, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671, 6.91671
7.73366, 3.35324, 6.92255, 6.90116, 2.31371, -3.56932, 0, 6.90116, 6.92255, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116, 6.90116
7.74154, 8.4433, 6.90851, 6.88552, 3.23161, 1.53479, 0, 6.88553, 6.90851, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552, 6.88552
7.74943, 4.17442, 6.89443, 6.86982, 2.48484, -2.72001, 0, 6.86982, 6.89442, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982, 6.86982
7.75731, 6.99058, 6.88036, 6.85413, 2.99843, 0.110225, 0, 6.85414, 6.88035, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85413, 6.85414, 6.85413, 6.85413, 6.85414, 6.85413
7.76519, 4.37224, 6.86635, 6.83855, 2.52433, -2.49411, 0, 6.83855, 6.86634, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855, 6.83855
7.77308, 8.60843, 6.85221, 6.8229, 3.25706, 1.75621, 0, 6.8229, 6.8522, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229, 6.8229
7.78096, 5.99038, 6.83799, 6.80727, 2.82673, -0.84761, 0, 6.80727, 6.83798, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727, 6.80727
7.78884, 10.792, 6.82356, 6.79156, 3.57659, 3.96846, 0, 6.79156, 6.82355, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79156, 6.79157, 6.79156
7.79673, 11.3891, 6.80891, 6.7758, 3.65912, 4.58022, 0, 6.7758, 6.80889, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.7758, 6.77581, 6.7758
7.80461, 6.7898, 6.79408, 6.76005, 2.96476, -0.00428057, 0, 6.76005, 6.79406, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76005, 6.76007, 6.76005
7.81249, 7.40136, 6.77913, 6.74439, 3.06616, 0.62223, 0, 6.7444, 6.7791, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.74439, 6.7444, 6.74439, 6.74439, 6.74443, 6.74439
7.82038, 6.99517, 6.7639, 6.72869, 2.99919, 0.231267, 0, 6.72869, 6.76384, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72869, 6.72874, 6.72869
7.82826, 10.1539, 6.74845, 6.71299, 3.48624, 3.40541, 0, 6.713, 6.74836, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.71299, 6.713, 6.71299, 6.71299, 6.71307, 6.71299
7.83614, 10.3471, 6.73271, 6.69726, 3.51385, 3.61443, 0, 6.69726, 6.73259, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69726, 6.69737, 6.69726
7.84403, 6.83897, 6.71668, 6.68147, 2.97304, 0.122292, 0, 6.68147, 6.7165, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68147, 6.68164, 6.68147
7.85191, 6.64073, 6.70046, 6.6657, 2.93951, -0.0597243, 0, 6.6657, 6.7002, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.6657, 6.66595, 6.6657
7.8598, 5.99526, 6.68413, 6.65001, 2.82759, -0.688868, 0, 6.65002, 6.68376, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65001, 6.65002, 6.65001, 6.65001, 6.65038, 6.65001
7.86768, 12.1053, 6.6676, 6.63428, 3.75571, 5.43772, 0, 6.63429, 6.66707, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63428, 6.63482, 6.63428
7.87556, 9.98587, 6.65098, 6.61857, 3.46206, 3.33489, 0, 6.61857, 6.65022, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61857, 6.61933, 6.61857
7.88345, 6.89433, 6.6343, 6.60285, 2.98234, 0.26003, 0, 6.60285, 6.63321, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60285, 6.60393, 6.60285
7.89133, 7.84663, 6.61757, 6.58708, 3.13793, 1.22906, 0, 6.58708, 6.61605, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58708, 6.58859, 6.58708
7.89921, 12.4476, 6.60094, 6.57133, 3.801, 5.84665, 0, 6.57133, 6.59883, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57133, 6.57343, 6.57133
7.9071, 4.92573, 6.58454, 6.55566, 2.63168, -1.65881, 0, 6.55567, 6.58164, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55566, 6.55855, 6.55566
7.91498, 8.05011, 6.56834, 6.53995, 3.17019, 1.48177, 0, 6.53996, 6.5644, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.53995, 6.54388, 6.53995
7.92286, 11.2272, 6.55251, 6.52426, 3.63692, 4.67469, 0, 6.52426, 6.5472, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52426, 6.52956, 6.52426
7.93075, 6.74895, 6.53715, 6.5086, 2.95786, 0.211794, 0, 6.50861, 6.53008, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.5086, 6.51567, 6.5086
7.93863, 9.98768, 6.52232, 6.4929, 3.46232, 3.46536, 0, 6.49291, 6.51298, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.4929, 6.50224, 6.4929
7.94651, 8.23437, 6.50821, 6.47722, 3.19912, 1.72616, 0, 6.47723, 6.49598, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.47722, 6.48944, 6.47722
7.9544, 8.49281, 6.495, 6.46162, 3.23926, 1.99781, 0, 6.46162, 6.47916, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.46162, 6.47746, 6.46162
7.96228, 9.48792, 6.48274, 6.44598, 3.38938, 3.00518, 0, 6.44598, 6.46241, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.44598, 6.4663, 6.44598
7.97016, 10.7365, 6.47164, 6.43035, 3.56882, 4.26486, 0, 6.43036, 6.44579, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43035, 6.43036, 6.43035, 6.43035, 6.4562, 6.43035
7.97805, 9.5005, 6.4619, 6.4148, 3.39124, 3.03859, 0, 6.41481, 6.42936, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.4148, 6.41481, 6.4148, 6.4148, 6.44735, 6.4148
7.98593, 3.99294, 6.4536, 6.39922, 2.44805, -2.46066, 0, 6.39923, 6.413, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.39922, 6.43981, 6.39922
7.99381, 6.51445, 6.44695, 6.38366, 2.91795, 0.0675058, 0, 6.38366, 6.39677, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.38366, 6.43382, 6.38366
8.0017, 6.20748, 6.44215, 6.36816, 2.86487, -0.234674, 0, 6.36817, 6.38072, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36816, 6.36817, 6.36816, 6.36816, 6.42959, 6.36816
8.00958, 5.78779, 6.43926, 6.35264, 2.79066, -0.651468, 0, 6.35264, 6.36472, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.35264, 6.42717, 6.35264
8.01746, 7.46095, 6.43845, 6.33713, 3.07587, 1.02251, 0, 6.33713, 6.34883, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.33713, 6.42674, 6.33713
8.02535, 4.99289, 6.47457, 6.3564, 2.64441, -1.48169, 0, 6.35641, 6.3678, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.3564, 6.46318, 6.3564
8.03323, 6.44696, 6.51944, 6.38219, 2.90637, -0.0724735, 0, 6.3822, 6.39334, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.38219, 6.3822, 6.38219, 6.38219, 6.50828, 6.38219
8.04111, 8.08953, 6.56651, 6.40796, 3.1764, 1.52302, 0, 6.40797, 6.41893, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.40796, 6.55554, 6.40796
8.049, 4.71968, 6.61584, 6.43378, 2.59223, -1.89616, 0, 6.43378, 6.44461, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.43378, 6.60501, 6.43378
8.05688, 5.99526, 6.6674, 6.45974, 2.82759, -0.672147, 0, 6.45974, 6.47047, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.45974, 6.65667, 6.45974
8.06476, 9.71252, 6.72086, 6.48566, 3.42236, 2.99165, 0, 6.48566, 6.49632, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.48566, 6.71019, 6.48566
8.07265, 8.13728, 6.77607, 6.51163, 3.18391, 1.36121, 0, 6.51163, 6.52226, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.51163, 6.76544, 6.51163
8.08053, 10.5607, 6.83287, 6.53779, 3.54411, 3.72786, 0, 6.5378, 6.54841, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.53779, 6.82225, 6.53779
8.08842, 6.99058, 6.89057, 6.56384, 2.99843, 0.100016, 0, 6.56384, 6.57446, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.56384, 6.87994, 6.56384
8.0963, 7.69777, 6.94887, 6.58994, 3.11412, 0.748895, 0, 6.58994, 6.60058, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.58994, 6.93823, 6.58994
8.10418, 6.87216, 7.00747, 6.61627, 2.97862, -0.135318, 0, 6.61627, 6.62694, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.61627, 6.9968, 6.61627
8.11207, 2.29234, 7.06544, 6.64247, 2.0718, -4.7731, 0, 6.64247, 6.65318, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 6.64247, 7.05472, 6.64247
8.11995, 4.69796, 7.12236, 6.66872, 2.58804, -2.42441, 0, 6.66872, 6.67948, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 6.66872, 7.1116, 6.66872
8.12783, 10.1834, 7.17777, 6.69517, 3.49048, 3.00565, 0, 6.69517, 6.70597, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 6.69517, 7.16696, 6.69517
8.13572, 6.5027, 7.23079, 6.72154, 2.91594, -0.728085, 0, 6.72154, 6.7324, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 6.72154, 7.21992, 6.72154
8.1436, 8.45898, 7.28093, 6.74797, 3.23404, 1.17805, 0, 6.74797, 6.75889, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 6.74797, 7.27, 6.74797
8.15148, 12.2898, 7.3274, 6.77419, 3.78019, 4.96244, 0, 6.77419, 6.78518, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 6.77419, 7.3164, 6.77419
8.15937, 6.91792, 7.36897, 6.7995, 2.98629, -0.451054, 0, 6.7995, 6.81056, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 6.7995, 7.35791, 6.7995
8.16725, 8.61826, 7.40508, 6.82373, 3.25857, 1.21318, 0, 6.82373, 6.83486, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 6.82373, 7.39395, 6.82373
8.17513, 8.04643, 7.4347, 6.84618, 3.16961, 0.611732, 0, 6.84618, 6.85739, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 6.84618, 7.42348, 6.84618
8.18302, 8.30673, 7.45742, 6.86664, 3.21041, 0.849305, 0, 6.86665, 6.87795, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86664, 6.86665, 6.86664, 6.86664, 7.44612, 6.86664
8.1909, 6.9537, 7.47338, 6.88535, 2.99227, -0.519689, 0, 6.88535, 6.89675, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 6.88535, 7.46197, 6.88535
8.19878, 3.67381, 7.48301, 6.90266, 2.38198, -3.80919, 0, 6.90266, 6.91419, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 6.90266, 7.47147, 6.90266
8.20667, 6.34325, 7.48684, 6.91895, 2.88847, -1.14359, 0, 6.91896, 6.93064, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91895, 6.91896, 6.91895, 6.91895, 7.47515, 6.91895
8.21455, 9.00545, 7.48453, 6.93358, 3.31745, 1.52092, 0, 6.93359, 6.94545, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 6.93358, 7.47266, 6.93358
8.22243, 8.98265, 7.47623, 6.94628, 3.31401, 1.50642, 0, 6.94628, 6.95839, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 6.94628, 7.46412, 6.94628
8.23032, 7.64957, 7.4629, 6.95746, 3.10638, 0.186666, 0, 6.95747, 6.9699, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95746, 6.95747, 6.95746, 6.95746, 7.45046, 6.95746
8.2382, 5.65304, 7.4459, 6.9679, 2.76641, -1.79286, 0, 6.9679, 6.98077, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 6.9679, 7.43301, 6.9679
8.24608, 7.67534, 7.42632, 6.97799, 3.11052, 0.249025, 0, 6.97799, 6.99148, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 6.97799, 7.41282, 6.97799
8.25397, 9.31661, 7.40463, 6.98748, 3.36402, 1.91197, 0, 6.98748, 7.00183, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 6.98748, 7.39028, 6.98748
8.26185, 8.64994, 7.38195, 6.99666, 3.26342, 1.26799, 0, 6.99666, 7.01225, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 6.99666, 7.36636, 6.99666
8.26973, 8.60867, 7.35938, 7.00585, 3.2571, 1.24929, 0, 7.00585, 7.02321, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.00585, 7.34201, 7.00585
8.27762, 7.06741, 7.33794, 7.01518, 3.01121, -0.270535, 0, 7.01519, 7.03512, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01518, 7.01519, 7.01518, 7.01518, 7.31801, 7.01518
8.2855, 10.3454, 7.31819, 7.02429, 3.5136, 3.02717, 0, 7.0243, 7.04796, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.02429, 7.0243, 7.02429, 7.02429, 7.29452, 7.02429
8.29338, 8.9399, 7.30135, 7.03341, 3.30755, 1.63855, 0, 7.03341, 7.06248, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.03341, 7.27227, 7.03341
8.30127, 5.34561, 7.28882, 7.04277, 2.71028, -1.94321, 0, 7.04277, 7.07968, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.04277, 7.25189, 7.04277
8.30915, 7.99243, 7.2815, 7.0519, 3.16108, 0.710936, 0, 7.0519, 7.10015, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.0519, 7.23324, 7.0519
8.31703, 9.63271, 7.28133, 7.06103, 3.41068, 2.35138, 0, 7.06103, 7.12558, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.06103, 7.21678, 7.06103
8.32492, 7.71524, 7.29074, 7.07039, 3.11693, 0.424502, 0, 7.0704, 7.15826, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.07039, 7.20287, 7.07039
8.3328, 7.17224, 7.31212, 7.07954, 3.02857, -0.13988, 0, 7.07955, 7.20052, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.07954, 7.19114, 7.07954
8.34069, 6.81784, 7.34946, 7.0887, 2.96949, -0.531621, 0, 7.0887, 7.25636, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.0887, 7.1818, 7.0887
8.34857, 4.257, 7.40795, 7.09808, 2.5014, -3.15095, 0, 7.09809, 7.33102, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.09808, 7.17501, 7.09808
8.35645, 9.99009, 7.49361, 7.10725, 3.46267, 2.49647, 0, 7.10725, 7.43066, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.10725, 7.1702, 7.10725
8.36434, 11.2412, 7.61509, 7.11642, 3.63884, 3.62608, 0, 7.11643, 7.56404, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11642, 7.11643, 7.11642, 7.11642, 7.16747, 7.11642
8.37222, 9.11608, 7.80951, 7.15194, 3.33408, 1.30657, 0, 7.15195, 7.76848, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.15194, 7.19296, 7.15194
