   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_158.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.79749, 3.02407, 4.08954, 4.08371, 2.24144, -1.06547, 0, 4.08373, 4.08375, 4.08373, 4.08386, 4.0876, 4.0845, 4.08371, 4.08371, 4.08371, 4.08371, 4.08371, 4.08371, 4.08371, 4.08371, 4.08371, 4.08372, 4.08439, 4.08371, 4.08397, 4.08371
3.80539, 7.9711, 4.11513, 4.11008, 3.1577, 3.85596, 0, 4.1101, 4.11012, 4.1101, 4.11023, 4.11337, 4.11089, 4.11008, 4.11008, 4.11008, 4.11008, 4.11008, 4.11008, 4.11008, 4.11008, 4.11008, 4.11009, 4.11064, 4.11008, 4.11027, 4.11008
3.81329, 2.97599, 4.14095, 4.13655, 2.23069, -1.16496, 0, 4.13657, 4.13659, 4.13657, 4.1367, 4.13931, 4.13738, 4.13655, 4.13655, 4.13655, 4.13655, 4.13655, 4.13655, 4.13655, 4.13655, 4.13655, 4.13656, 4.13701, 4.13655, 4.1367, 4.13655
3.82119, 1.05762, 4.16697, 4.16312, 1.74861, -3.10935, 0, 4.16313, 4.16315, 4.16314, 4.16327, 4.16541, 4.16396, 4.16312, 4.16312, 4.16312, 4.16312, 4.16312, 4.16312, 4.16312, 4.16312, 4.16312, 4.16312, 4.16348, 4.16312, 4.16326, 4.16312
3.82909, 4.95917, 4.19319, 4.18978, 2.63802, 0.765981, 0, 4.18979, 4.18981, 4.1898, 4.18993, 4.19167, 4.19064, 4.18978, 4.18978, 4.18978, 4.18978, 4.18978, 4.18978, 4.18978, 4.18978, 4.18978, 4.18978, 4.19007, 4.18978, 4.18993, 4.18978
3.83699, 1.99761, 4.21959, 4.21654, 1.9994, -2.22198, 0, 4.21655, 4.21657, 4.21656, 4.21668, 4.21809, 4.21742, 4.21654, 4.21654, 4.21654, 4.21654, 4.21654, 4.21654, 4.21654, 4.21654, 4.21654, 4.21654, 4.21677, 4.21654, 4.21671, 4.21654
3.84489, 4.00951, 4.24618, 4.24339, 2.45143, -0.236665, 0, 4.2434, 4.24342, 4.24341, 4.24353, 4.24465, 4.24428, 4.24339, 4.24339, 4.24339, 4.24339, 4.24339, 4.24339, 4.24339, 4.24339, 4.24339, 4.24339, 4.24358, 4.24339, 4.2436, 4.24339
3.85279, 2.97608, 4.27293, 4.27033, 2.23071, -1.29684, 0, 4.27034, 4.27036, 4.27035, 4.27047, 4.27136, 4.27124, 4.27033, 4.27033, 4.27033, 4.27033, 4.27033, 4.27033, 4.27033, 4.27033, 4.27033, 4.27033, 4.27048, 4.27033, 4.27061, 4.27033
3.8607, 2.01431, 4.29984, 4.29736, 2.00357, -2.28552, 0, 4.29737, 4.29739, 4.29737, 4.2975, 4.29819, 4.29829, 4.29736, 4.29736, 4.29736, 4.29736, 4.29736, 4.29736, 4.29736, 4.29736, 4.29736, 4.29736, 4.29748, 4.29736, 4.29772, 4.29736
3.8686, 4.98569, 4.3269, 4.32447, 2.64305, 0.658786, 0, 4.32449, 4.32451, 4.32449, 4.32462, 4.32515, 4.32543, 4.32447, 4.32447, 4.32447, 4.32447, 4.32447, 4.32447, 4.32447, 4.32447, 4.32447, 4.32447, 4.32457, 4.32447, 4.32495, 4.32447
3.8765, 0.0141264, 4.35411, 4.35167, 1.4192, -4.33999, 0, 4.35168, 4.3517, 4.35169, 4.35182, 4.35222, 4.35264, 4.35167, 4.35167, 4.35167, 4.35167, 4.35167, 4.35167, 4.35167, 4.35167, 4.35167, 4.35167, 4.35175, 4.35167, 4.35229, 4.35167
3.8844, 6.9855, 4.38147, 4.37894, 2.99758, 2.60404, 0, 4.37896, 4.37898, 4.37896, 4.37909, 4.3794, 4.37994, 4.37894, 4.37894, 4.37894, 4.37894, 4.37894, 4.37894, 4.37894, 4.37894, 4.37894, 4.37894, 4.379, 4.37894, 4.37974, 4.37894
3.8923, 3.99783, 4.40895, 4.40629, 2.44905, -0.41112, 0, 4.4063, 4.40632, 4.40631, 4.40644, 4.40667, 4.4073, 4.40629, 4.40629, 4.40629, 4.40629, 4.40629, 4.40629, 4.40629, 4.40629, 4.40629, 4.40629, 4.40633, 4.40629, 4.40729, 4.40629
3.9002, 5.98296, 4.43656, 4.4337, 2.82541, 1.5464, 0, 4.43371, 4.43373, 4.43372, 4.43385, 4.43402, 4.43473, 4.4337, 4.4337, 4.4337, 4.4337, 4.4337, 4.4337, 4.4337, 4.4337, 4.4337, 4.4337, 4.43373, 4.4337, 4.43495, 4.4337
3.9081, 3.99765, 4.4643, 4.46116, 2.44901, -0.466651, 0, 4.46118, 4.4612, 4.46118, 4.46131, 4.46144, 4.46222, 4.46116, 4.46116, 4.46116, 4.46116, 4.46116, 4.46116, 4.46116, 4.46116, 4.46116, 4.46117, 4.46119, 4.46116, 4.46272, 4.46116
3.916, 3.01221, 4.49214, 4.48868, 2.2388, -1.47993, 0, 4.48869, 4.48871, 4.4887, 4.48882, 4.48892, 4.48975, 4.48868, 4.48868, 4.48868, 4.48868, 4.48868, 4.48868, 4.48868, 4.48868, 4.48868, 4.48868, 4.4887, 4.48868, 4.49058, 4.48868
3.9239, 3.96115, 4.52008, 4.51623, 2.44155, -0.558928, 0, 4.51624, 4.51626, 4.51625, 4.51638, 4.51645, 4.51733, 4.51623, 4.51623, 4.51623, 4.51623, 4.51623, 4.51623, 4.51623, 4.51623, 4.51623, 4.51623, 4.51625, 4.51623, 4.51853, 4.51623
3.9318, 3.01945, 4.54812, 4.54382, 2.24041, -1.52867, 0, 4.54383, 4.54385, 4.54384, 4.54396, 4.54402, 4.54493, 4.54382, 4.54382, 4.54382, 4.54382, 4.54382, 4.54382, 4.54382, 4.54382, 4.54382, 4.54382, 4.54383, 4.54382, 4.54657, 4.54382
3.9397, 5.99529, 4.57624, 4.57142, 2.82759, 1.41905, 0, 4.57144, 4.57146, 4.57144, 4.57157, 4.57161, 4.57256, 4.57142, 4.57142, 4.57142, 4.57142, 4.57142, 4.57142, 4.57142, 4.57142, 4.57142, 4.57143, 4.57143, 4.57142, 4.57469, 4.57142
3.9476, 4.97565, 4.60442, 4.59904, 2.64115, 0.37123, 0, 4.59906, 4.59908, 4.59906, 4.59919, 4.59922, 4.6002, 4.59904, 4.59904, 4.59904, 4.59904, 4.59904, 4.59904, 4.59904, 4.59904, 4.59904, 4.59905, 4.59905, 4.59904, 4.60286, 4.59904
3.9555, 4.01456, 4.63266, 4.62666, 2.45246, -0.618102, 0, 4.62668, 4.6267, 4.62668, 4.62681, 4.62684, 4.62784, 4.62666, 4.62666, 4.62666, 4.62666, 4.62666, 4.62666, 4.62666, 4.62666, 4.62666, 4.62666, 4.62667, 4.62666, 4.63108, 4.62666
3.9634, 5.99529, 4.66093, 4.65428, 2.82759, 1.33436, 0, 4.6543, 4.65432, 4.6543, 4.65443, 4.65446, 4.65548, 4.65428, 4.65428, 4.65428, 4.65428, 4.65428, 4.65428, 4.65428, 4.65428, 4.65428, 4.65428, 4.65429, 4.65428, 4.65933, 4.65428
3.9713, 1.02172, 4.68922, 4.68188, 1.73831, -3.66751, 0, 4.6819, 4.68192, 4.6819, 4.68203, 4.68207, 4.68311, 4.68188, 4.68188, 4.68188, 4.68188, 4.68188, 4.68188, 4.68188, 4.68188, 4.68188, 4.68189, 4.68189, 4.68188, 4.6876, 4.68188
3.97921, 3.96856, 4.71751, 4.70947, 2.44306, -0.748955, 0, 4.70948, 4.7095, 4.70949, 4.70962, 4.70966, 4.71071, 4.70947, 4.70947, 4.70947, 4.70947, 4.70947, 4.70947, 4.70947, 4.70947, 4.70947, 4.70947, 4.70947, 4.70947, 4.71586, 4.70947
3.98711, 6.02664, 4.74578, 4.73703, 2.83313, 1.28086, 0, 4.73704, 4.73706, 4.73705, 4.73717, 4.73723, 4.73829, 4.73703, 4.73703, 4.73703, 4.73703, 4.73703, 4.73703, 4.73703, 4.73703, 4.73703, 4.73703, 4.73703, 4.73703, 4.7441, 4.73703
3.99501, 8.92993, 4.77401, 4.76455, 3.30604, 4.15591, 0, 4.76457, 4.76459, 4.76457, 4.7647, 4.76477, 4.76584, 4.76455, 4.76455, 4.76455, 4.76455, 4.76455, 4.76455, 4.76455, 4.76455, 4.76455, 4.76456, 4.76456, 4.76455, 4.7723, 4.76455
4.00291, 3.029, 4.80219, 4.79205, 2.24254, -1.77319, 0, 4.79207, 4.79208, 4.79207, 4.7922, 4.79228, 4.79336, 4.79205, 4.79205, 4.79205, 4.79205, 4.79205, 4.79205, 4.79205, 4.79205, 4.79205, 4.79205, 4.79205, 4.79205, 4.80043, 4.79205
4.01081, 7.03382, 4.83028, 4.81951, 3.00563, 2.20354, 0, 4.81953, 4.81955, 4.81953, 4.81966, 4.81976, 4.82084, 4.81951, 4.81951, 4.81951, 4.81951, 4.81951, 4.81951, 4.81951, 4.81951, 4.81951, 4.81951, 4.81951, 4.81951, 4.82848, 4.81951
4.01871, 3.91543, 4.85829, 4.84694, 2.43217, -0.942863, 0, 4.84696, 4.84698, 4.84696, 4.84709, 4.84722, 4.8483, 4.84694, 4.84694, 4.84694, 4.84694, 4.84694, 4.84694, 4.84694, 4.84694, 4.84694, 4.84694, 4.84694, 4.84694, 4.85644, 4.84694
4.02661, 3.12323, 4.88619, 4.87434, 2.26346, -1.76296, 0, 4.87435, 4.87437, 4.87436, 4.87449, 4.87465, 4.87572, 4.87434, 4.87434, 4.87434, 4.87434, 4.87434, 4.87434, 4.87434, 4.87434, 4.87434, 4.87434, 4.87434, 4.87434, 4.88429, 4.87434
4.03451, 3.95409, 4.91399, 4.90171, 2.4401, -0.959897, 0, 4.90173, 4.90175, 4.90173, 4.90186, 4.90206, 4.90311, 4.90171, 4.90171, 4.90171, 4.90171, 4.90171, 4.90171, 4.90171, 4.90171, 4.90171, 4.90171, 4.90171, 4.90171, 4.91202, 4.90171
4.04241, 0.997644, 4.94166, 4.92906, 1.73137, -3.94402, 0, 4.92908, 4.92909, 4.92908, 4.92921, 4.92946, 4.93048, 4.92906, 4.92906, 4.92906, 4.92906, 4.92906, 4.92906, 4.92906, 4.92906, 4.92906, 4.92906, 4.92906, 4.92906, 4.93962, 4.92906
4.05031, 6.84554, 4.96921, 4.95639, 2.97415, 1.87632, 0, 4.95641, 4.95643, 4.95641, 4.95654, 4.95684, 4.95784, 4.95639, 4.95639, 4.95639, 4.95639, 4.95639, 4.95639, 4.95639, 4.95639, 4.95639, 4.95639, 4.95639, 4.95639, 4.9671, 4.95639
4.05821, 4.09641, 4.99665, 4.98372, 2.46909, -0.900241, 0, 4.98373, 4.98375, 4.98374, 4.98387, 4.98423, 4.98519, 4.98372, 4.98372, 4.98372, 4.98372, 4.98372, 4.98372, 4.98372, 4.98372, 4.98372, 4.98372, 4.98372, 4.98372, 4.99446, 4.98372
4.06611, 2.99528, 5.02399, 5.01104, 2.23501, -2.0287, 0, 5.01106, 5.01107, 5.01106, 5.01119, 5.01162, 5.01253, 5.01104, 5.01104, 5.01104, 5.01104, 5.01104, 5.01104, 5.01104, 5.01104, 5.01104, 5.01104, 5.01104, 5.01104, 5.0217, 5.01104
4.07401, 6.93724, 5.05123, 5.03837, 2.98952, 1.88601, 0, 5.03839, 5.03841, 5.03839, 5.03852, 5.03903, 5.03989, 5.03837, 5.03837, 5.03837, 5.03837, 5.03837, 5.03837, 5.03837, 5.03837, 5.03837, 5.03837, 5.03837, 5.03837, 5.04884, 5.03837
4.08191, 4.0531, 5.07839, 5.06572, 2.46031, -1.02529, 0, 5.06574, 5.06576, 5.06574, 5.06587, 5.06647, 5.06726, 5.06572, 5.06572, 5.06572, 5.06572, 5.06572, 5.06572, 5.06572, 5.06572, 5.06572, 5.06572, 5.06572, 5.06572, 5.07589, 5.06572
4.08982, 4.93241, 5.10548, 5.0931, 2.63295, -0.173078, 0, 5.09311, 5.09313, 5.09311, 5.09324, 5.09393, 5.09466, 5.0931, 5.0931, 5.0931, 5.0931, 5.0931, 5.0931, 5.0931, 5.0931, 5.0931, 5.0931, 5.0931, 5.0931, 5.10286, 5.0931
4.09772, 6.05792, 5.13255, 5.12051, 2.83865, 0.925376, 0, 5.12052, 5.12054, 5.12053, 5.12066, 5.12145, 5.1221, 5.12051, 5.12051, 5.12051, 5.12051, 5.12051, 5.12051, 5.12051, 5.12051, 5.12051, 5.12051, 5.12051, 5.12051, 5.1298, 5.12051
4.10562, 5.92776, 5.15959, 5.14796, 2.81563, 0.768167, 0, 5.14798, 5.14799, 5.14798, 5.14811, 5.14901, 5.14957, 5.14796, 5.14796, 5.14796, 5.14796, 5.14796, 5.14796, 5.14796, 5.14796, 5.14796, 5.14796, 5.14796, 5.14796, 5.15671, 5.14796
4.11352, 5.99258, 5.18664, 5.17547, 2.82711, 0.805936, 0, 5.17548, 5.1755, 5.17549, 5.17561, 5.17663, 5.17711, 5.17547, 5.17547, 5.17547, 5.17547, 5.17547, 5.17547, 5.17547, 5.17547, 5.17547, 5.17547, 5.17547, 5.17547, 5.18362, 5.17547
4.12142, 5.1376, 5.21373, 5.20304, 2.67163, -0.0761342, 0, 5.20305, 5.20307, 5.20306, 5.20318, 5.20432, 5.2047, 5.20304, 5.20304, 5.20304, 5.20304, 5.20304, 5.20304, 5.20304, 5.20304, 5.20304, 5.20304, 5.20304, 5.20304, 5.21056, 5.20304
4.12932, 4.92286, 5.24087, 5.23067, 2.63113, -0.318006, 0, 5.23068, 5.2307, 5.23069, 5.23082, 5.23207, 5.23237, 5.23067, 5.23067, 5.23067, 5.23067, 5.23067, 5.23067, 5.23067, 5.23067, 5.23067, 5.23067, 5.23067, 5.23067, 5.23755, 5.23067
4.13722, 3.9178, 5.26809, 5.25838, 2.43265, -1.35029, 0, 5.25839, 5.25841, 5.2584, 5.25853, 5.2599, 5.26011, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.25838, 5.26462, 5.25838
4.14512, 4.99274, 5.29541, 5.28617, 2.64438, -0.302675, 0, 5.28619, 5.2862, 5.28619, 5.28632, 5.28781, 5.28794, 5.28617, 5.28617, 5.28617, 5.28617, 5.28617, 5.28617, 5.28617, 5.28617, 5.28617, 5.28617, 5.28617, 5.28617, 5.29179, 5.28617
4.15302, 3.157, 5.32285, 5.31404, 2.2709, -2.16585, 0, 5.31406, 5.31408, 5.31406, 5.31419, 5.3158, 5.31586, 5.31404, 5.31404, 5.31404, 5.31404, 5.31404, 5.31404, 5.31404, 5.31404, 5.31404, 5.31405, 5.31404, 5.31404, 5.31907, 5.31404
4.16092, 1.91326, 5.35044, 5.34201, 1.9782, -3.43718, 0, 5.34203, 5.34204, 5.34203, 5.34216, 5.34387, 5.34388, 5.34201, 5.34201, 5.34201, 5.34201, 5.34201, 5.34201, 5.34201, 5.34201, 5.34201, 5.34201, 5.34201, 5.34201, 5.3465, 5.34201
4.16882, 5.73417, 5.37818, 5.37007, 2.78104, 0.355986, 0, 5.37009, 5.3701, 5.37009, 5.37022, 5.37202, 5.37201, 5.37007, 5.37007, 5.37007, 5.37007, 5.37007, 5.37007, 5.37007, 5.37007, 5.37007, 5.37007, 5.37007, 5.37007, 5.37408, 5.37007
4.17672, 4.34533, 5.40611, 5.39823, 2.51899, -1.06078, 0, 5.39824, 5.39826, 5.39825, 5.39838, 5.40026, 5.40027, 5.39823, 5.39823, 5.39823, 5.39823, 5.39823, 5.39823, 5.39823, 5.39823, 5.39823, 5.39823, 5.39823, 5.39823, 5.40183, 5.39823
4.18462, 7.72274, 5.43424, 5.42649, 3.11813, 2.28849, 0, 5.4265, 5.42652, 5.4265, 5.42663, 5.42857, 5.42866, 5.42649, 5.42649, 5.42649, 5.42649, 5.42649, 5.42649, 5.42649, 5.42649, 5.42649, 5.42649, 5.42649, 5.42649, 5.42976, 5.42649
4.19252, 5.1782, 5.46262, 5.45485, 2.67922, -0.284419, 0, 5.45486, 5.45488, 5.45487, 5.455, 5.45698, 5.45722, 5.45485, 5.45485, 5.45485, 5.45485, 5.45485, 5.45485, 5.45485, 5.45485, 5.45485, 5.45485, 5.45485, 5.45485, 5.4579, 5.45485
4.20042, 4.09181, 5.49127, 5.48331, 2.46816, -1.39946, 0, 5.48333, 5.48334, 5.48333, 5.48346, 5.48547, 5.48596, 5.48331, 5.48331, 5.48331, 5.48331, 5.48331, 5.48331, 5.48331, 5.48331, 5.48331, 5.48331, 5.48331, 5.48331, 5.48624, 5.48331
4.20833, 3.99765, 5.52025, 5.51188, 2.44901, -1.5226, 0, 5.5119, 5.51192, 5.5119, 5.51203, 5.51406, 5.51494, 5.51188, 5.51188, 5.51188, 5.51188, 5.51188, 5.51188, 5.51188, 5.51188, 5.51188, 5.51189, 5.51188, 5.51188, 5.51481, 5.51188
4.21623, 1.99758, 5.54961, 5.54056, 1.9994, -3.55202, 0, 5.54057, 5.54059, 5.54058, 5.54071, 5.54272, 5.54419, 5.54056, 5.54056, 5.54056, 5.54056, 5.54056, 5.54056, 5.54056, 5.54056, 5.54056, 5.54056, 5.54056, 5.54056, 5.5436, 5.54056
4.22413, 4.89375, 5.57945, 5.56935, 2.6256, -0.685691, 0, 5.56936, 5.56938, 5.56937, 5.56949, 5.57148, 5.57379, 5.56935, 5.56935, 5.56935, 5.56935, 5.56935, 5.56935, 5.56935, 5.56935, 5.56935, 5.56935, 5.56935, 5.56935, 5.57265, 5.56935
4.23203, 2.88914, 5.60986, 5.59824, 2.21114, -2.72072, 0, 5.59825, 5.59827, 5.59826, 5.59838, 5.60032, 5.60384, 5.59824, 5.59824, 5.59824, 5.59824, 5.59824, 5.59824, 5.59824, 5.59824, 5.59824, 5.59824, 5.59824, 5.59824, 5.60196, 5.59824
4.23993, 7.99275, 5.64101, 5.62724, 3.16113, 2.35174, 0, 5.62725, 5.62727, 5.62725, 5.62738, 5.62925, 5.63446, 5.62724, 5.62724, 5.62724, 5.62724, 5.62724, 5.62724, 5.62724, 5.62724, 5.62724, 5.62724, 5.62724, 5.62724, 5.63155, 5.62724
4.24783, 6.99259, 5.67308, 5.65634, 2.99876, 1.31951, 0, 5.65636, 5.65638, 5.65636, 5.65649, 5.65828, 5.66582, 5.65634, 5.65634, 5.65634, 5.65634, 5.65634, 5.65634, 5.65634, 5.65634, 5.65634, 5.65635, 5.65634, 5.65634, 5.66144, 5.65634
4.25573, 4.1063, 5.70628, 5.68556, 2.47109, -1.59998, 0, 5.68557, 5.68559, 5.68558, 5.68571, 5.68741, 5.69812, 5.68556, 5.68556, 5.68556, 5.68556, 5.68556, 5.68556, 5.68556, 5.68556, 5.68556, 5.68556, 5.68556, 5.68556, 5.69164, 5.68556
4.26363, 1.11097, 5.74092, 5.71488, 1.76379, -4.62995, 0, 5.7149, 5.71491, 5.7149, 5.71503, 5.71663, 5.73165, 5.71488, 5.71488, 5.71488, 5.71488, 5.71488, 5.71488, 5.71488, 5.71488, 5.71488, 5.71488, 5.71488, 5.71488, 5.72219, 5.71488
4.27153, 4.64294, 5.77735, 5.74431, 2.57739, -1.13441, 0, 5.74432, 5.74434, 5.74433, 5.74446, 5.74595, 5.76672, 5.74431, 5.74431, 5.74431, 5.74431, 5.74431, 5.74431, 5.74431, 5.74431, 5.74431, 5.74431, 5.74431, 5.74431, 5.75308, 5.74431
4.27943, 11.6285, 5.816, 5.77384, 3.69168, 5.81249, 0, 5.77386, 5.77388, 5.77386, 5.77399, 5.77537, 5.80374, 5.77384, 5.77384, 5.77384, 5.77384, 5.77384, 5.77384, 5.77384, 5.77384, 5.77384, 5.77384, 5.77384, 5.77384, 5.78435, 5.77384
4.28733, 8.22944, 5.85739, 5.80349, 3.19835, 2.37205, 0, 5.8035, 5.80352, 5.8035, 5.80363, 5.8049, 5.84322, 5.80349, 5.80349, 5.80349, 5.80349, 5.80349, 5.80349, 5.80349, 5.80349, 5.80349, 5.80349, 5.80349, 5.80349, 5.81602, 5.80349
4.29523, 10.364, 5.90209, 5.83323, 3.51625, 4.46191, 0, 5.83324, 5.83326, 5.83325, 5.83338, 5.83454, 5.88571, 5.83323, 5.83323, 5.83323, 5.83323, 5.83323, 5.83323, 5.83323, 5.83323, 5.83323, 5.83323, 5.83323, 5.83323, 5.84808, 5.83323
4.30313, 4.86731, 5.95082, 5.86308, 2.62056, -1.08351, 0, 5.8631, 5.86312, 5.8631, 5.86323, 5.86428, 5.93191, 5.86308, 5.86308, 5.86308, 5.86308, 5.86308, 5.86308, 5.86308, 5.86308, 5.86308, 5.86308, 5.86308, 5.86308, 5.88057, 5.86308
4.31103, 5.99291, 6.00431, 5.89304, 2.82717, -0.0113921, 0, 5.89305, 5.89307, 5.89306, 5.89319, 5.89413, 5.98255, 5.89304, 5.89304, 5.89304, 5.89304, 5.89304, 5.89304, 5.89304, 5.89304, 5.89304, 5.89304, 5.89304, 5.89304, 5.91347, 5.89304
4.31893, 10.4617, 6.0634, 5.9231, 3.53011, 4.39831, 0, 5.92311, 5.92313, 5.92312, 5.92325, 5.92409, 6.03849, 5.9231, 5.9231, 5.9231, 5.9231, 5.9231, 5.9231, 5.9231, 5.9231, 5.9231, 5.9231, 5.9231, 5.9231, 5.94679, 5.9231
4.32684, 6.52379, 6.12898, 5.95326, 2.91955, 0.39481, 0, 5.95327, 5.95329, 5.95328, 5.95341, 5.95416, 6.1006, 5.95326, 5.95326, 5.95326, 5.95326, 5.95326, 5.95326, 5.95326, 5.95326, 5.95326, 5.95326, 5.95326, 5.95326, 5.98051, 5.95326
4.33474, 6.13025, 6.20197, 5.98353, 2.85136, -0.071722, 0, 5.98354, 5.98356, 5.98355, 5.98368, 5.98435, 6.16984, 5.98353, 5.98353, 5.98353, 5.98353, 5.98353, 5.98353, 5.98353, 5.98353, 5.98353, 5.98353, 5.98353, 5.98353, 6.01461, 5.98353
4.34264, 9.43555, 6.28328, 6.01389, 3.38165, 3.15227, 0, 6.01391, 6.01393, 6.01391, 6.01405, 6.01464, 6.24715, 6.01389, 6.01389, 6.01389, 6.01389, 6.01389, 6.01389, 6.01389, 6.01389, 6.01389, 6.01389, 6.01389, 6.01389, 6.04904, 6.01389
4.35054, 14.9855, 6.37376, 6.04437, 4.12135, 8.61174, 0, 6.04438, 6.0444, 6.04439, 6.04454, 6.04505, 6.33343, 6.04437, 6.04437, 6.04437, 6.04437, 6.04437, 6.04437, 6.04437, 6.04437, 6.04437, 6.04437, 6.04437, 6.04437, 6.08378, 6.04437
4.35844, 13.8408, 6.47418, 6.07494, 3.98005, 7.36665, 0, 6.07496, 6.07498, 6.07496, 6.07512, 6.07557, 6.4295, 6.07494, 6.07494, 6.07494, 6.07494, 6.07494, 6.07494, 6.07494, 6.07494, 6.07494, 6.07495, 6.07494, 6.07494, 6.11875, 6.07494
4.36634, 9.42447, 6.58513, 6.10562, 3.38001, 2.83935, 0, 6.10564, 6.10566, 6.10564, 6.10581, 6.1062, 6.53602, 6.10562, 6.10562, 6.10562, 6.10562, 6.10562, 6.10562, 6.10562, 6.10562, 6.10562, 6.10562, 6.10562, 6.10562, 6.1539, 6.10562
4.37424, 7.43903, 6.707, 6.13641, 3.0723, 0.732035, 0, 6.13642, 6.13644, 6.13643, 6.1366, 6.13695, 6.65346, 6.13641, 6.13641, 6.13641, 6.13641, 6.13641, 6.13641, 6.13641, 6.13641, 6.13641, 6.13641, 6.13641, 6.13641, 6.18914, 6.13641
4.38214, 7.38996, 6.83987, 6.16728, 3.0643, 0.550094, 0, 6.1673, 6.16732, 6.1673, 6.1675, 6.16779, 6.78197, 6.16728, 6.16728, 6.16728, 6.16728, 6.16728, 6.16728, 6.16728, 6.16728, 6.16728, 6.16729, 6.16728, 6.16728, 6.2244, 6.16728
4.39004, 5.29644, 6.98351, 6.19827, 2.70119, -1.68708, 0, 6.19829, 6.1983, 6.19829, 6.1985, 6.19875, 6.9214, 6.19827, 6.19827, 6.19827, 6.19827, 6.19827, 6.19827, 6.19827, 6.19827, 6.19827, 6.19827, 6.19827, 6.19827, 6.25959, 6.19827
4.39794, 8.83591, 7.1373, 6.22936, 3.29179, 1.69861, 0, 6.22937, 6.22939, 6.22938, 6.22962, 6.22982, 7.07122, 6.22936, 6.22936, 6.22936, 6.22936, 6.22936, 6.22936, 6.22936, 6.22936, 6.22936, 6.22936, 6.22936, 6.22936, 6.29465, 6.22936
4.40584, 8.83141, 7.30013, 6.26055, 3.29111, 1.53128, 0, 6.26056, 6.26058, 6.26057, 6.26085, 6.26099, 7.23039, 6.26055, 6.26055, 6.26055, 6.26055, 6.26055, 6.26055, 6.26055, 6.26055, 6.26055, 6.26055, 6.26055, 6.26055, 6.32947, 6.26055
4.41374, 11.3111, 7.4705, 6.29184, 3.64844, 3.84062, 0, 6.29185, 6.29187, 6.29186, 6.29218, 6.29227, 7.39749, 6.29184, 6.29184, 6.29184, 6.29184, 6.29184, 6.29184, 6.29184, 6.29184, 6.29184, 6.29184, 6.29184, 6.29184, 6.364, 6.29184
4.42164, 7.99254, 7.64643, 6.32323, 3.1611, 0.34611, 0, 6.32324, 6.32326, 6.32325, 6.32363, 6.32365, 7.57058, 6.32323, 6.32323, 6.32323, 6.32323, 6.32323, 6.32323, 6.32323, 6.32323, 6.32323, 6.32323, 6.32323, 6.32323, 6.39818, 6.32323
4.42954, 7.6601, 7.8255, 6.35472, 3.10807, -0.165401, 0, 6.35473, 6.35475, 6.35474, 6.3552, 6.35514, 7.7473, 6.35472, 6.35472, 6.35472, 6.35472, 6.35472, 6.35472, 6.35472, 6.35472, 6.35472, 6.35472, 6.35472, 6.35472, 6.43195, 6.35472
4.43745, 7.48191, 8.00494, 6.38631, 3.07927, -0.52303, 0, 6.38632, 6.38634, 6.38633, 6.38688, 6.38673, 7.92489, 6.38631, 6.38631, 6.38631, 6.38631, 6.38631, 6.38631, 6.38631, 6.38631, 6.38631, 6.38631, 6.38631, 6.38631, 6.46529, 6.38631
4.44535, 13.3224, 8.18163, 6.41799, 3.91438, 5.14074, 0, 6.41801, 6.41803, 6.41801, 6.41868, 6.41841, 8.10026, 6.41799, 6.41799, 6.41799, 6.41799, 6.41799, 6.41799, 6.41799, 6.41799, 6.41799, 6.41799, 6.41799, 6.41799, 6.49819, 6.41799
4.45325, 8.33315, 8.35231, 6.44977, 3.21452, -0.0191603, 0, 6.44979, 6.44981, 6.44979, 6.45061, 6.45019, 8.27012, 6.44977, 6.44977, 6.44977, 6.44977, 6.44977, 6.44977, 6.44977, 6.44977, 6.44977, 6.44978, 6.44977, 6.44977, 6.53063, 6.44977
4.46115, 13.6385, 8.5136, 6.48165, 3.95456, 5.12494, 0, 6.48167, 6.48169, 6.48167, 6.48266, 6.48208, 8.4311, 6.48165, 6.48165, 6.48165, 6.48165, 6.48165, 6.48165, 6.48165, 6.48165, 6.48165, 6.48166, 6.48165, 6.48165, 6.56266, 6.48165
4.46905, 11.5207, 8.66219, 6.51363, 3.67705, 2.85848, 0, 6.51365, 6.51366, 6.51365, 6.51485, 6.51406, 8.57982, 6.51363, 6.51363, 6.51363, 6.51363, 6.51363, 6.51363, 6.51363, 6.51363, 6.51363, 6.51363, 6.51363, 6.51363, 6.59428, 6.51363
4.47695, 10.1736, 8.79495, 6.5457, 3.48907, 1.37868, 0, 6.54572, 6.54573, 6.54572, 6.54717, 6.54614, 8.71312, 6.5457, 6.5457, 6.5457, 6.5457, 6.5457, 6.5457, 6.5457, 6.5457, 6.5457, 6.5457, 6.5457, 6.5457, 6.62556, 6.5457
