   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_239.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.103476, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0951836, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0868909, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0785982, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0703054, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0620127, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.05372, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0454272, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0371345, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0288418, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.020549, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0122563, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00396354, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0043292, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0126219, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0209147, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0292074, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0375002, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0457929, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0540856, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0623784, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0706711, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0789638, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0872566, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0955493, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.103842, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.112135, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.120428, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12872, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.137013, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.145306, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.153598, 0, 1.30379e-28, 0, 1.41421, -1.30379e-28, 0, 0, 0, 0, 0, 0, 0, 0, 2.42307e-31, 0, 3.14629e-34, 8.50625e-34, 0, 1.30135e-28, 0, 0
0.161891, 0, 1.62105e-27, 0, 1.41421, -1.62105e-27, 0, 0, 0, 0, 0, 0, 0, 0, 3.01247e-30, 0, 3.91162e-33, 1.37852e-31, 0, 1.6179e-27, 0, 0
0.170184, 0, 1.26612e-26, 0, 1.41421, -1.26612e-26, 0, 0, 0, 0, 0, 0, 0, 0, 2.35278e-29, 0, 3.05502e-32, 1.68833e-30, 0, 1.2636e-26, 0, 0
0.178477, 0, 7.89526e-26, 0, 1.41421, -7.89526e-26, 0, 0, 0, 0, 0, 0, 0, 0, 1.46709e-28, 0, 1.90561e-31, 1.31735e-29, 0, 7.87925e-26, 0, 0
0.186769, 0, 4.27829e-25, 0, 1.41421, -4.27829e-25, 0, 0, 0, 0, 0, 0, 0, 0, 7.94968e-28, 0, 1.03382e-30, 8.22362e-29, 0, 4.26951e-25, 0, 0
0.195062, 0, 2.09808e-24, 0, 1.41421, -2.09808e-24, 0, 0, 0, 0, 0, 0, 0, 0, 3.89846e-27, 0, 5.07943e-30, 4.46247e-28, 0, 2.09373e-24, 0, 0
0.203355, 0, 9.52691e-24, 0, 1.41421, -9.52691e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.77017e-26, 0, 2.31197e-29, 2.19139e-27, 0, 9.507e-24, 0, 0
0.211648, 0, 4.06321e-23, 0, 1.41421, -4.06321e-23, 0, 0, 0, 0, 0, 0, 0, 0, 7.54962e-26, 0, 9.88777e-29, 9.96394e-27, 0, 4.05465e-23, 0, 0
0.21994, 0, 1.64348e-22, 0, 1.41421, -1.64348e-22, 0, 0, 0, 0, 0, 0, 0, 0, 3.05361e-25, 0, 4.01167e-28, 4.25519e-26, 0, 1.63999e-22, 0, 0
0.228233, 0, 6.34787e-22, 0, 1.41421, -6.34787e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.17943e-24, 0, 1.55468e-27, 1.72337e-25, 0, 6.33434e-22, 0, 0
0.236526, 0, 2.35343e-21, 0, 1.41421, -2.35343e-21, 0, 0, 0, 0, 0, 0, 0, 0, 4.37261e-24, 0, 5.78471e-27, 6.66512e-25, 0, 2.34838e-21, 0, 0
0.244819, 0, 8.40838e-21, 0, 1.41421, -8.40838e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.56224e-23, 0, 2.0748e-26, 2.47431e-24, 0, 8.39026e-21, 0, 0
0.253111, 0, 2.90917e-20, 0, 1.41421, -2.90917e-20, 0, 0, 0, 0, 0, 0, 0, 0, 5.40505e-23, 0, 7.21039e-26, 8.87752e-24, 0, 2.90287e-20, 0, 0
0.261404, 0, 9.75112e-20, 0, 1.41421, -9.75112e-20, 0, 0, 0, 0, 0, 0, 0, 0, 1.81167e-22, 0, 2.42814e-25, 3.07685e-23, 0, 9.7299e-20, 0, 0
