   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_327.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00321848, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00464635, 0, 2.71724e-23, 0, 1.41421, -2.71724e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33416e-24, 0, 2.08382e-23, 0, 0
0.0125112, 0, 7.01785e-23, 0, 1.41421, -7.01785e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6759e-23, 0, 5.34195e-23, 0, 0
0.020376, 0, 1.77836e-22, 0, 1.41421, -1.77836e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34777e-23, 0, 1.34358e-22, 0, 0
0.0282408, 0, 4.41226e-22, 0, 1.41421, -4.41226e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10229e-22, 0, 3.30997e-22, 0, 0
0.0361057, 0, 1.07355e-21, 0, 1.41421, -1.07355e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73645e-22, 0, 7.99905e-22, 0, 0
0.0439705, 0, 2.56491e-21, 0, 1.41421, -2.56491e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66245e-22, 0, 1.89866e-21, 0, 0
0.0518353, 0, 6.02411e-21, 0, 1.41421, -6.02411e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59298e-21, 0, 4.43113e-21, 0, 0
0.0597002, 0, 1.39218e-20, 0, 1.41421, -1.39218e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74459e-21, 0, 1.01772e-20, 0, 0
0.067565, 0, 3.30318e-20, 0, 1.41421, -3.30318e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.08792e-21, 0, 2.39439e-20, 0, 0
0.0754298, 0, 7.37513e-20, 0, 1.41421, -7.37513e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06012e-20, 0, 5.31501e-20, 0, 0
0.0832947, 0, 1.62459e-19, 0, 1.41421, -1.62459e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60552e-20, 0, 1.16404e-19, 0, 0
0.0911595, 0, 3.53238e-19, 0, 1.41421, -3.53238e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01594e-19, 0, 2.51644e-19, 0, 0
0.0990243, 0, 7.58469e-19, 0, 1.41421, -7.58469e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21253e-19, 0, 5.37216e-19, 0, 0
0.106889, 0, 1.60891e-18, 0, 1.41421, -1.60891e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.7593e-19, 0, 1.13298e-18, 0, 0
0.114754, 0, 3.37296e-18, 0, 1.41421, -3.37296e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01161e-18, 0, 2.36134e-18, 0, 0
0.122619, 0, 6.99073e-18, 0, 1.41421, -6.99073e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12557e-18, 0, 4.86516e-18, 0, 0
0.130484, 0, 1.43287e-17, 0, 1.41421, -1.43287e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41658e-18, 0, 9.91213e-18, 0, 0
0.138348, 0, 2.90529e-17, 0, 1.41421, -2.90529e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.07803e-18, 0, 1.99749e-17, 0, 0
0.146213, 0, 5.8289e-17, 0, 1.41421, -5.8289e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8464e-17, 0, 3.9825e-17, 0, 0
