   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_160.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0040323, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00383791, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0117081, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0195783, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0274485, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0353187, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0431889, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0510591, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0589294, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0667996, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0746698, 0, 5.27419e-30, 0, 1.41421, -5.27419e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13782e-32, 0, 0, 6.5183e-35, 2.8182e-36, 0, 5.24274e-30, 0, 0
0.08254, 0, 5.74092e-29, 0, 1.41421, -5.74092e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41548e-31, 0, 0, 7.09509e-34, 2.8109e-34, 0, 5.70666e-29, 0, 0
0.0904102, 0, 3.92219e-28, 0, 1.41421, -3.92219e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33345e-30, 0, 0, 4.84735e-33, 3.18436e-33, 0, 3.89878e-28, 0, 0
0.0982804, 0, 2.14183e-27, 0, 1.41421, -2.14183e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27424e-29, 0, 0, 2.64703e-32, 2.25048e-32, 0, 2.12904e-27, 0, 0
0.106151, 0, 1.0187e-26, 0, 1.41421, -1.0187e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06055e-29, 0, 0, 1.25976e-31, 1.25937e-31, 0, 1.01261e-26, 0, 0
0.114021, 0, 4.39756e-26, 0, 1.41421, -4.39756e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61624e-28, 0, 0, 5.44621e-31, 6.10009e-31, 0, 4.37128e-26, 0, 0
0.121891, 0, 1.7634e-25, 0, 1.41421, -1.7634e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0491e-27, 0, 0, 2.18867e-30, 2.67113e-30, 0, 1.75286e-25, 0, 0
0.129761, 0, 6.66371e-25, 0, 1.41421, -6.66371e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96444e-27, 0, 0, 8.29329e-30, 1.08359e-29, 0, 6.62387e-25, 0, 0
0.137631, 0, 2.39607e-24, 0, 1.41421, -2.39607e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42549e-26, 0, 0, 2.99137e-29, 4.13525e-29, 0, 2.38174e-24, 0, 0
0.145502, 0, 8.25404e-24, 0, 1.41421, -8.25404e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91056e-26, 0, 0, 1.03406e-28, 1.49977e-28, 0, 8.20468e-24, 0, 0
0.153372, 0, 2.73791e-23, 0, 1.41421, -2.73791e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62886e-25, 0, 0, 3.443e-28, 5.2065e-28, 0, 2.72153e-23, 0, 0
0.161242, 0, 8.77897e-23, 0, 1.41421, -8.77897e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22285e-25, 0, 0, 1.10846e-27, 1.73926e-27, 0, 8.72646e-23, 0, 0
0.169112, 0, 2.72944e-22, 0, 1.41421, -2.72944e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62382e-24, 0, 0, 3.46122e-27, 5.61352e-27, 0, 2.71311e-22, 0, 0
0.176982, 0, 8.2487e-22, 0, 1.41421, -8.2487e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90737e-24, 0, 0, 1.05084e-26, 1.75608e-26, 0, 8.19935e-22, 0, 0
