   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_285.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0238667, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0159722, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0080778, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000183369, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00771106, 0, 8.86977e-16, 0, 1.41421, -8.86977e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72335e-18, 0, 0, 2.33246e-18, 0, 1.47276e-17, 0, 8.64193e-16, 0, 0, 0
0.0156055, 0, 1.47527e-15, 0, 1.41421, -1.47527e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.51501e-18, 0, 0, 3.94978e-18, 0, 2.50904e-17, 0, 1.43671e-15, 0, 0, 0
0.0234999, 0, 2.44022e-15, 0, 1.41421, -2.44022e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57311e-17, 0, 0, 6.65216e-18, 0, 4.25302e-17, 0, 2.3753e-15, 0, 0, 0
0.0313944, 0, 4.01434e-15, 0, 1.41421, -4.01434e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58658e-17, 0, 0, 1.11434e-17, 0, 7.17354e-17, 0, 3.9056e-15, 0, 0, 0
0.0392888, 0, 6.56837e-15, 0, 1.41421, -6.56837e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23001e-17, 0, 0, 1.8568e-17, 0, 1.20407e-16, 0, 6.3871e-15, 0, 0, 0
0.0471832, 0, 1.06901e-14, 0, 1.41421, -1.06901e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88062e-17, 0, 0, 3.07778e-17, 0, 2.0113e-16, 0, 1.03894e-14, 0, 0, 0
0.0550776, 0, 1.73066e-14, 0, 1.41421, -1.73066e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11329e-16, 0, 0, 5.07531e-17, 0, 3.34381e-16, 0, 1.68101e-14, 0, 0, 0
0.0629721, 0, 2.78719e-14, 0, 1.41421, -2.78719e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79186e-16, 0, 0, 8.3268e-17, 0, 5.53311e-16, 0, 2.70561e-14, 0, 0, 0
0.0708665, 0, 4.46549e-14, 0, 1.41421, -4.46549e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86903e-16, 0, 0, 1.35929e-16, 0, 9.11353e-16, 0, 4.33208e-14, 0, 0, 0
0.0787609, 0, 7.11768e-14, 0, 1.41421, -7.11768e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57002e-16, 0, 0, 2.20795e-16, 0, 1.49422e-15, 0, 6.90048e-14, 0, 0, 0
0.0866554, 0, 1.12874e-13, 0, 1.41421, -1.12874e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24226e-16, 0, 0, 3.56892e-16, 0, 2.4388e-15, 0, 1.09354e-13, 0, 0, 0
0.0945498, 0, 1.78093e-13, 0, 1.41421, -1.78093e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14187e-15, 0, 0, 5.74089e-16, 0, 3.96269e-15, 0, 1.72414e-13, 0, 0, 0
0.102444, 0, 2.79586e-13, 0, 1.41421, -2.79586e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79125e-15, 0, 0, 9.19066e-16, 0, 6.41027e-15, 0, 2.70465e-13, 0, 0, 0
0.110339, 0, 4.36733e-13, 0, 1.41421, -4.36733e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79586e-15, 0, 0, 1.46442e-15, 0, 1.03251e-14, 0, 4.22148e-13, 0, 0, 0
0.118233, 0, 6.7883e-13, 0, 1.41421, -6.7883e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34209e-15, 0, 0, 2.32257e-15, 0, 1.65591e-14, 0, 6.55606e-13, 0, 0, 0
