   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_258.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0266491, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0187508, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0108525, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00295422, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00494407, 0, 6.13629e-17, 0, 1.41421, -6.13629e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19312e-20, 0, 0, 5.1783e-20, 0, 1.53431e-18, 0, 5.97249e-17, 0, 0, 0
0.0128424, 0, 1.08338e-16, 0, 1.41421, -1.08338e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16371e-20, 0, 0, 9.29336e-20, 0, 2.76408e-18, 0, 1.0539e-16, 0, 0, 0
0.0207407, 0, 1.90027e-16, 0, 1.41421, -1.90027e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60643e-19, 0, 0, 1.65714e-19, 0, 4.94884e-18, 0, 1.84751e-16, 0, 0, 0
0.0286389, 0, 3.31169e-16, 0, 1.41421, -3.31169e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79798e-19, 0, 0, 2.9363e-19, 0, 8.8071e-18, 0, 3.21789e-16, 0, 0, 0
0.0365372, 0, 5.73499e-16, 0, 1.41421, -5.73499e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84243e-19, 0, 0, 5.1706e-19, 0, 1.55809e-17, 0, 5.56916e-16, 0, 0, 0
0.0444355, 0, 9.86965e-16, 0, 1.41421, -9.86965e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.32833e-19, 0, 0, 9.04953e-19, 0, 2.7405e-17, 0, 9.57823e-16, 0, 0, 0
