   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_88.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00310758, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00475963, 0, 1.81727e-17, 0, 1.41421, -1.81727e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27482e-20, 0, 0, 2.73872e-22, 2.31656e-21, 0, 1.81074e-17, 0, 0
0.0126268, 0, 3.27375e-17, 0, 1.41421, -3.27375e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13038e-19, 0, 0, 5.01117e-22, 4.261e-21, 0, 3.26197e-17, 0, 0
0.0204941, 0, 5.85561e-17, 0, 1.41421, -5.85561e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02186e-19, 0, 0, 9.1056e-22, 7.7847e-21, 0, 5.83452e-17, 0, 0
0.0283613, 0, 1.04004e-16, 0, 1.41421, -1.04004e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5911e-19, 0, 0, 1.64328e-21, 1.41287e-20, 0, 1.03629e-16, 0, 0
0.0362285, 0, 1.83456e-16, 0, 1.41421, -1.83456e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33443e-19, 0, 0, 2.9458e-21, 2.54775e-20, 0, 1.82794e-16, 0, 0
0.0440957, 0, 3.21414e-16, 0, 1.41421, -3.21414e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10979e-18, 0, 0, 5.2461e-21, 4.5653e-20, 0, 3.20253e-16, 0, 0
0.0519629, 0, 5.5936e-16, 0, 1.41421, -5.5936e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93136e-18, 0, 0, 9.2823e-21, 8.13007e-20, 0, 5.57338e-16, 0, 0
0.0598301, 0, 9.67061e-16, 0, 1.41421, -9.67061e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33906e-18, 0, 0, 1.63195e-20, 1.43908e-19, 0, 9.63561e-16, 0, 0
0.0676973, 0, 1.66107e-15, 0, 1.41421, -1.66107e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73531e-18, 0, 0, 2.85121e-20, 2.53218e-19, 0, 1.65505e-15, 0, 0
