   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_847.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00429392, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00357133, 0, 2.01744e-20, 0, 1.41421, -2.01744e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.90718e-21, 0, 1.12672e-20, 0, 0
0.0114366, 0, 4.23551e-20, 0, 1.41421, -4.23551e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88654e-20, 0, 2.34897e-20, 0, 0
0.0193018, 0, 8.79162e-20, 0, 1.41421, -8.79162e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95027e-20, 0, 4.84134e-20, 0, 0
0.0271671, 0, 1.80503e-19, 0, 1.41421, -1.80503e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.18151e-20, 0, 9.8688e-20, 0, 0
0.0350324, 0, 3.66716e-19, 0, 1.41421, -3.66716e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67676e-19, 0, 1.9904e-19, 0, 0
0.0428976, 0, 7.37498e-19, 0, 1.41421, -7.37498e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40179e-19, 0, 3.97319e-19, 0, 0
0.0507629, 0, 1.46866e-18, 0, 1.41421, -1.46866e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83434e-19, 0, 7.8523e-19, 0, 0
0.0586281, 0, 2.89697e-18, 0, 1.41421, -2.89697e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36012e-18, 0, 1.53686e-18, 0, 0
0.0664934, 0, 5.66173e-18, 0, 1.41421, -5.66173e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68211e-18, 0, 2.97962e-18, 0, 0
0.0743586, 0, 1.09658e-17, 0, 1.41421, -1.09658e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24213e-18, 0, 5.72364e-18, 0, 0
0.0822239, 0, 2.10533e-17, 0, 1.41421, -2.10533e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01574e-17, 0, 1.08959e-17, 0, 0
0.0900892, 0, 4.00758e-17, 0, 1.41421, -4.00758e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95163e-17, 0, 2.05595e-17, 0, 0
0.0979544, 0, 7.56507e-17, 0, 1.41421, -7.56507e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71916e-17, 0, 3.84591e-17, 0, 0
0.10582, 0, 1.41642e-16, 0, 1.41421, -1.41642e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0309e-17, 0, 7.13329e-17, 0, 0
0.113685, 0, 2.63083e-16, 0, 1.41421, -2.63083e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31879e-16, 0, 1.31205e-16, 0, 0
0.12155, 0, 4.84828e-16, 0, 1.41421, -4.84828e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45478e-16, 0, 2.3935e-16, 0, 0
0.129415, 0, 8.86629e-16, 0, 1.41421, -8.86629e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53516e-16, 0, 4.33113e-16, 0, 0
0.137281, 0, 1.60922e-15, 0, 1.41421, -1.60922e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3173e-16, 0, 7.77494e-16, 0, 0
0.145146, 0, 2.89916e-15, 0, 1.41421, -2.89916e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51441e-15, 0, 1.38475e-15, 0, 0
0.153011, 0, 5.18518e-15, 0, 1.41421, -5.18518e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73801e-15, 0, 2.44717e-15, 0, 0
0.160876, 0, 9.20755e-15, 0, 1.41421, -9.20755e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91599e-15, 0, 4.29156e-15, 0, 0
0.168742, 0, 1.62355e-14, 0, 1.41421, -1.62355e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76654e-15, 0, 7.46899e-15, 0, 0
0.176607, 0, 2.84301e-14, 0, 1.41421, -2.84301e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55287e-14, 0, 1.29014e-14, 0, 0
0.184472, 0, 4.96211e-14, 0, 1.41421, -4.96211e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74523e-14, 0, 2.21688e-14, 0, 0
0.192337, 0, 8.56936e-14, 0, 1.41421, -8.56936e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79761e-14, 0, 3.77174e-14, 0, 0
0.200203, 0, 1.47024e-13, 0, 1.41421, -1.47024e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3319e-14, 0, 6.37049e-14, 0, 0
0.208068, 0, 2.50624e-13, 0, 1.41421, -2.50624e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43802e-13, 0, 1.06822e-13, 0, 0
0.215933, 0, 4.2452e-13, 0, 1.41421, -4.2452e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46682e-13, 0, 1.77838e-13, 0, 0
0.223799, 0, 7.14599e-13, 0, 1.41421, -7.14599e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20638e-13, 0, 2.93961e-13, 0, 0
0.231664, 0, 1.19553e-12, 0, 1.41421, -1.19553e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13063e-13, 0, 4.82472e-13, 0, 0
0.239529, 0, 1.98815e-12, 0, 1.41421, -1.98815e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20185e-12, 0, 7.86304e-13, 0, 0
0.247394, 0, 3.28685e-12, 0, 1.41421, -3.28685e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01433e-12, 0, 1.27252e-12, 0, 0
0.25526, 0, 5.40273e-12, 0, 1.41421, -5.40273e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35764e-12, 0, 2.04509e-12, 0, 0
0.263125, 0, 8.831e-12, 0, 1.41421, -8.831e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56703e-12, 0, 3.26397e-12, 0, 0
0.27099, 0, 1.43562e-11, 0, 1.41421, -1.43562e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.18272e-12, 0, 5.1735e-12, 0, 0
0.278855, 0, 2.32156e-11, 0, 1.41421, -2.32156e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50715e-11, 0, 8.14406e-12, 0, 0
0.286721, 0, 3.73518e-11, 0, 1.41421, -3.73518e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46188e-11, 0, 1.2733e-11, 0, 0
0.294586, 0, 5.98035e-11, 3.57331e-43, 1.41421, -5.98035e-11, 3.57331e-43, 0, 3.57331e-43, 3.57331e-43, 3.57331e-43, 3.57331e-43, 3.57331e-43, 3.57331e-43, 3.57331e-43, 3.57331e-43, 3.57331e-43, 3.57331e-43, 3.57331e-43, 4.00306e-11, 3.57331e-43, 1.97729e-11, 3.57331e-43, 3.57331e-43
0.302451, 0, 9.53067e-11, 6.08864e-42, 1.41421, -9.53067e-11, 6.08864e-42, 0, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.08864e-42, 6.48087e-11, 6.08864e-42, 3.0498e-11, 6.08864e-42, 6.08864e-42
0.310316, 0, 1.51221e-10, 8.57356e-41, 1.41421, -1.51221e-10, 8.57356e-41, 0, 8.57356e-41, 8.57356e-41, 8.57356e-41, 8.57356e-41, 8.57356e-41, 8.57356e-41, 8.57356e-41, 8.57356e-41, 8.57356e-41, 8.57356e-41, 8.57356e-41, 1.04496e-10, 8.57356e-41, 4.67251e-11, 8.57356e-41, 8.57356e-41
0.318182, 0, 2.38952e-10, 1.07369e-39, 1.41421, -2.38952e-10, 1.07369e-39, 0, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.07369e-39, 1.67844e-10, 1.07369e-39, 7.11083e-11, 1.07369e-39, 1.07369e-39
0.326047, 0, 3.76136e-10, 1.20274e-38, 1.41421, -3.76136e-10, 1.20274e-38, 0, 1.20274e-38, 1.20274e-38, 1.20274e-38, 1.20274e-38, 1.20274e-38, 1.20274e-38, 1.20274e-38, 1.20274e-38, 1.20274e-38, 1.20274e-38, 1.20274e-38, 2.68639e-10, 1.20274e-38, 1.07497e-10, 1.20274e-38, 1.20274e-38
0.333912, 0, 5.89996e-10, 1.21929e-37, 1.41421, -5.89996e-10, 1.21929e-37, 0, 1.21929e-37, 1.21929e-37, 1.21929e-37, 1.21929e-37, 1.21929e-37, 1.21929e-37, 1.21929e-37, 1.21929e-37, 1.21929e-37, 1.21929e-37, 1.21929e-37, 4.28562e-10, 1.21929e-37, 1.61434e-10, 1.21929e-37, 1.21929e-37
0.341777, 0, 9.22496e-10, 1.12348e-36, 1.41421, -9.22496e-10, 1.12348e-36, 0, 1.12348e-36, 1.12348e-36, 1.12348e-36, 1.12348e-36, 1.12348e-36, 1.12348e-36, 1.12348e-36, 1.12348e-36, 1.12348e-36, 1.12348e-36, 1.12348e-36, 6.81656e-10, 1.12348e-36, 2.4084e-10, 1.12348e-36, 1.12348e-36
0.349643, 0, 1.43826e-09, 9.46865e-36, 1.41421, -1.43826e-09, 9.46865e-36, 0, 9.46865e-36, 9.46865e-36, 9.46865e-36, 9.46865e-36, 9.46865e-36, 9.46865e-36, 9.46865e-36, 9.46865e-36, 9.46865e-36, 9.46865e-36, 9.46865e-36, 1.0813e-09, 9.46865e-36, 3.56957e-10, 9.46865e-36, 9.46865e-36
0.357508, 0, 2.23672e-09, 7.32712e-35, 1.41421, -2.23672e-09, 7.32712e-35, 0, 7.32712e-35, 7.32712e-35, 7.32712e-35, 7.32712e-35, 7.32712e-35, 7.32712e-35, 7.32712e-35, 7.32712e-35, 7.32712e-35, 7.32712e-35, 7.32712e-35, 1.7111e-09, 7.32712e-35, 5.25619e-10, 7.32712e-35, 7.32712e-35
0.365373, 0, 3.47082e-09, 5.22912e-34, 1.41421, -3.47082e-09, 5.22912e-34, 0, 5.22912e-34, 5.22912e-34, 5.22912e-34, 5.22912e-34, 5.22912e-34, 5.22912e-34, 5.22912e-34, 5.22912e-34, 5.22912e-34, 5.22912e-34, 5.22912e-34, 2.70185e-09, 5.22912e-34, 7.68973e-10, 5.22912e-34, 5.22912e-34
0.373238, 0, 5.37572e-09, 3.49883e-33, 1.41421, -5.37572e-09, 3.49883e-33, 0, 3.49883e-33, 3.49883e-33, 3.49883e-33, 3.49883e-33, 3.49883e-33, 3.49883e-33, 3.49883e-33, 3.49883e-33, 3.49883e-33, 3.49883e-33, 3.49883e-33, 4.25794e-09, 3.49883e-33, 1.11778e-09, 3.49883e-33, 3.49883e-33
