   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_667.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0110908, 0, 1.43108e-14, 0, 1.41421, -1.43108e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20186e-16, 0, 0, 1.30747e-16, 0, 0, 1.40599e-14, 0, 0, 0
0.0189392, 0, 2.21246e-14, 0, 1.41421, -2.21246e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85776e-16, 0, 0, 2.05966e-16, 0, 0, 2.17328e-14, 0, 0, 0
0.0267875, 0, 3.40513e-14, 0, 1.41421, -3.40513e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85871e-16, 0, 0, 3.23063e-16, 0, 0, 3.34424e-14, 0, 0, 0
0.0346359, 0, 5.21739e-14, 0, 1.41421, -5.21739e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37937e-16, 0, 0, 5.04575e-16, 0, 0, 5.12314e-14, 0, 0, 0
0.0424842, 0, 7.95877e-14, 0, 1.41421, -7.95877e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67918e-16, 0, 0, 7.84755e-16, 0, 0, 7.8135e-14, 0, 0, 0
0.0503326, 0, 1.20872e-13, 0, 1.41421, -1.20872e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01419e-15, 0, 0, 1.21544e-15, 0, 0, 1.18642e-13, 0, 0, 0
0.0581809, 0, 1.82767e-13, 0, 1.41421, -1.82767e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53323e-15, 0, 0, 1.87477e-15, 0, 0, 1.79359e-13, 0, 0, 0
0.0660293, 0, 2.75155e-13, 0, 1.41421, -2.75155e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30782e-15, 0, 0, 2.88008e-15, 0, 0, 2.69967e-13, 0, 0, 0
0.0738776, 0, 4.12452e-13, 0, 1.41421, -4.12452e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45867e-15, 0, 0, 4.40682e-15, 0, 0, 4.04587e-13, 0, 0, 0
0.081726, 0, 6.15594e-13, 0, 1.41421, -6.15594e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16107e-15, 0, 0, 6.71644e-15, 0, 0, 6.03716e-13, 0, 0, 0
0.0895743, 0, 9.14847e-13, 0, 1.41421, -9.14847e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66835e-15, 0, 0, 1.01977e-14, 0, 0, 8.96981e-13, 0, 0, 0
0.0974227, 0, 1.35377e-12, 0, 1.41421, -1.35377e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1345e-14, 0, 0, 1.54253e-14, 0, 0, 1.327e-12, 0, 0, 0
0.105271, 0, 1.99476e-12, 0, 1.41421, -1.99476e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6713e-14, 0, 0, 2.32471e-14, 0, 0, 1.9548e-12, 0, 0, 0
0.113119, 0, 2.9268e-12, 0, 1.41421, -2.9268e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45166e-14, 0, 0, 3.49103e-14, 0, 0, 2.86738e-12, 0, 0, 0
0.120968, 0, 4.27623e-12, 0, 1.41421, -4.27623e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58119e-14, 0, 0, 5.22433e-14, 0, 0, 4.18817e-12, 0, 0, 0
0.128816, 0, 6.22156e-12, 0, 1.41421, -6.22156e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.20913e-14, 0, 0, 7.79207e-14, 0, 0, 6.09155e-12, 0, 0, 0
0.136664, 0, 9.01398e-12, 0, 1.41421, -9.01398e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.54535e-14, 0, 0, 1.15845e-13, 0, 0, 8.82268e-12, 0, 0, 0
0.144513, 0, 1.30053e-11, 0, 1.41421, -1.30053e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08837e-13, 0, 0, 1.71698e-13, 0, 0, 1.27247e-11, 0, 0, 0
