   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_61.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00724088, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000642347, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00852557, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0164088, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.024292, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0321753, 0, 2.23369e-29, 0, 1.41421, -2.23369e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52452e-32, 0, 0, 2.40169e-34, 2.1226e-36, 0, 2.22714e-29, 0, 0
0.0400585, 0, 2.06532e-28, 0, 1.41421, -2.06532e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0327e-31, 0, 0, 2.22064e-33, 4.37434e-34, 0, 2.05926e-28, 0, 0
0.0479417, 0, 1.20316e-27, 0, 1.41421, -1.20316e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51438e-30, 0, 0, 1.29365e-32, 3.91044e-33, 0, 1.19963e-27, 0, 0
0.0558249, 0, 5.62722e-27, 0, 1.41421, -5.62722e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64368e-29, 0, 0, 6.06077e-32, 2.2455e-32, 0, 5.6107e-27, 0, 0
0.0637082, 0, 2.30324e-26, 0, 1.41421, -2.30324e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72764e-29, 0, 0, 2.49164e-31, 1.04195e-31, 0, 2.29648e-26, 0, 0
0.0715914, 0, 8.59849e-26, 0, 1.41421, -8.59849e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51157e-28, 0, 0, 9.3616e-31, 4.2435e-31, 0, 8.57324e-26, 0, 0
0.0794746, 0, 2.99647e-25, 0, 1.41421, -2.99647e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.75251e-28, 0, 0, 3.28734e-30, 1.57876e-30, 0, 2.98766e-25, 0, 0
0.0873578, 0, 9.88843e-25, 0, 1.41421, -9.88843e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88836e-27, 0, 0, 1.09389e-29, 5.48936e-30, 0, 9.85938e-25, 0, 0
0.0952411, 0, 3.11973e-24, 0, 1.41421, -3.11973e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.11256e-27, 0, 0, 3.48135e-29, 1.80889e-29, 0, 3.11057e-24, 0, 0
0.103124, 0, 9.47305e-24, 0, 1.41421, -9.47305e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76702e-26, 0, 0, 1.06665e-28, 5.70196e-29, 0, 9.44521e-24, 0, 0
0.111008, 0, 2.78213e-23, 0, 1.41421, -2.78213e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.12645e-26, 0, 0, 3.16152e-28, 1.73062e-28, 0, 2.77396e-23, 0, 0
0.118891, 0, 7.9325e-23, 0, 1.41421, -7.9325e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31704e-25, 0, 0, 9.09897e-28, 5.08208e-28, 0, 7.90919e-23, 0, 0
0.126774, 0, 2.20219e-22, 0, 1.41421, -2.20219e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.43247e-25, 0, 0, 2.5502e-27, 1.44925e-27, 0, 2.19572e-22, 0, 0
0.134657, 0, 5.96672e-22, 0, 1.41421, -5.96672e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74284e-24, 0, 0, 6.977e-27, 4.02494e-27, 0, 5.94918e-22, 0, 0
