   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_401.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0124663, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00460763, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00325105, 0, 4.79339e-16, 0, 1.41421, -4.79339e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.45768e-18, 0, 0, 4.29825e-18, 0, 3.93831e-19, 0, 4.69189e-16, 0, 0
0.0111097, 0, 7.84747e-16, 0, 1.41421, -7.84747e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.93332e-18, 0, 0, 7.16807e-18, 0, 6.61858e-19, 0, 7.67984e-16, 0, 0
0.0189684, 0, 1.27786e-15, 0, 1.41421, -1.27786e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45439e-17, 0, 0, 1.1891e-17, 0, 1.10687e-18, 0, 1.25032e-15, 0, 0
0.0268271, 0, 2.06981e-15, 0, 1.41421, -2.06981e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35527e-17, 0, 0, 1.96231e-17, 0, 1.8422e-18, 0, 2.0248e-15, 0, 0
0.0346858, 0, 3.335e-15, 0, 1.41421, -3.335e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79416e-17, 0, 0, 3.22168e-17, 0, 3.05149e-18, 0, 3.26179e-15, 0, 0
0.0425444, 0, 5.34564e-15, 0, 1.41421, -5.34564e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.08033e-17, 0, 0, 5.26246e-17, 0, 5.03096e-18, 0, 5.22718e-15, 0, 0
0.0504031, 0, 8.52444e-15, 0, 1.41421, -8.52444e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.69389e-17, 0, 0, 8.55317e-17, 0, 8.25617e-18, 0, 8.33371e-15, 0, 0
0.0582618, 0, 1.35242e-14, 0, 1.41421, -1.35242e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53762e-16, 0, 0, 1.38332e-16, 0, 1.34871e-17, 0, 1.32187e-14, 0, 0
0.0661205, 0, 2.13481e-14, 0, 1.41421, -2.13481e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42657e-16, 0, 0, 2.2264e-16, 0, 2.19325e-17, 0, 2.08609e-14, 0, 0
0.0739792, 0, 3.35291e-14, 0, 1.41421, -3.35291e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81024e-16, 0, 0, 3.56611e-16, 0, 3.55066e-17, 0, 3.27559e-14, 0, 0
0.0818378, 0, 5.23983e-14, 0, 1.41421, -5.23983e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95308e-16, 0, 0, 5.68493e-16, 0, 5.72275e-17, 0, 5.11773e-14, 0, 0
0.0896965, 0, 8.14816e-14, 0, 1.41421, -8.14816e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.25496e-16, 0, 0, 9.02031e-16, 0, 9.1831e-17, 0, 7.95622e-14, 0, 0
0.0975552, 0, 1.26085e-13, 0, 1.41421, -1.26085e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43175e-15, 0, 0, 1.42467e-15, 0, 1.46729e-16, 0, 1.23082e-13, 0, 0
0.105414, 0, 1.94152e-13, 0, 1.41421, -1.94152e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20409e-15, 0, 0, 2.23992e-15, 0, 2.33447e-16, 0, 1.89475e-13, 0, 0
0.113273, 0, 2.97513e-13, 0, 1.41421, -2.97513e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37656e-15, 0, 0, 3.506e-15, 0, 3.69844e-16, 0, 2.90261e-13, 0, 0
0.121131, 0, 4.53702e-13, 0, 1.41421, -4.53702e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14773e-15, 0, 0, 5.46375e-15, 0, 5.83486e-16, 0, 4.42507e-13, 0, 0
0.12899, 0, 6.88562e-13, 0, 1.41421, -6.88562e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81021e-15, 0, 0, 8.4786e-15, 0, 9.16737e-16, 0, 6.71357e-13, 0, 0
0.136849, 0, 1.04001e-12, 0, 1.41421, -1.04001e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1793e-14, 0, 0, 1.31022e-14, 0, 1.43444e-15, 0, 1.01368e-12, 0, 0
0.144707, 0, 1.56336e-12, 0, 1.41421, -1.56336e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77221e-14, 0, 0, 2.01652e-14, 0, 2.23548e-15, 0, 1.52324e-12, 0, 0
0.152566, 0, 2.33895e-12, 0, 1.41421, -2.33895e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65057e-14, 0, 0, 3.09136e-14, 0, 3.47003e-15, 0, 2.27806e-12, 0, 0
0.160425, 0, 3.48283e-12, 0, 1.41421, -3.48283e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94556e-14, 0, 0, 4.72114e-14, 0, 5.3653e-15, 0, 3.3908e-12, 0, 0
0.168283, 0, 5.1618e-12, 0, 1.41421, -5.1618e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.84563e-14, 0, 0, 7.18392e-14, 0, 8.26389e-15, 0, 5.02324e-12, 0, 0
