   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_141.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00220078, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00566405, 0, 3.21358e-18, 0, 1.41421, -3.21358e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52416e-20, 0, 0, 5.3167e-23, 6.68027e-20, 0, 3.13148e-18, 0, 0
0.0135289, 0, 6.02874e-18, 0, 1.41421, -6.02874e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85823e-20, 0, 0, 1.01185e-22, 1.27646e-19, 0, 5.87241e-18, 0, 0
0.0213937, 0, 1.12183e-17, 0, 1.41421, -1.12183e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31643e-20, 0, 0, 1.91041e-22, 2.41986e-19, 0, 1.09229e-17, 0, 0
0.0292586, 0, 2.07093e-17, 0, 1.41421, -2.07093e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.81017e-20, 0, 0, 3.57898e-22, 4.5524e-19, 0, 2.01556e-17, 0, 0
0.0371234, 0, 3.7933e-17, 0, 1.41421, -3.7933e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79614e-19, 0, 0, 6.65414e-22, 8.50055e-19, 0, 3.69027e-17, 0, 0
0.0449882, 0, 6.89526e-17, 0, 1.41421, -6.89526e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26343e-19, 0, 0, 1.22799e-21, 1.57577e-18, 0, 6.70492e-17, 0, 0
0.0528531, 0, 1.24401e-16, 0, 1.41421, -1.24401e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.88497e-19, 0, 0, 2.24972e-21, 2.90038e-18, 0, 1.2091e-16, 0, 0
0.0607179, 0, 2.22791e-16, 0, 1.41421, -2.22791e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05342e-18, 0, 0, 4.0922e-21, 5.30157e-18, 0, 2.16432e-16, 0, 0
0.0685828, 0, 3.96117e-16, 0, 1.41421, -3.96117e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87199e-18, 0, 0, 7.39154e-21, 9.62522e-18, 0, 3.84613e-16, 0, 0
0.0764476, 0, 6.99277e-16, 0, 1.41421, -6.99277e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3029e-18, 0, 0, 1.32591e-20, 1.73594e-17, 0, 6.78601e-16, 0, 0
