   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_443.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0200863, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0121966, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00430684, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00358291, 0, 2.29119e-18, 0, 1.41421, -2.29119e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90763e-21, 0, 0, 2.00004e-21, 0, 1.27868e-20, 0, 2.2725e-18, 0, 0, 0
0.0114727, 0, 4.37063e-18, 0, 1.41421, -4.37063e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45323e-21, 0, 0, 3.87171e-21, 0, 2.48426e-20, 0, 4.33446e-18, 0, 0, 0
0.0193624, 0, 8.26627e-18, 0, 1.41421, -8.26627e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40948e-20, 0, 0, 7.43207e-21, 0, 4.78578e-20, 0, 8.19689e-18, 0, 0, 0
0.0272522, 0, 1.55044e-17, 0, 1.41421, -1.55044e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64333e-20, 0, 0, 1.41502e-20, 0, 9.14412e-20, 0, 1.53724e-17, 0, 0, 0
0.0351419, 0, 2.88453e-17, 0, 1.41421, -2.88453e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91717e-20, 0, 0, 2.67272e-20, 0, 1.73331e-19, 0, 2.8596e-17, 0, 0, 0
0.0430317, 0, 5.32415e-17, 0, 1.41421, -5.32415e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.07474e-20, 0, 0, 5.00926e-20, 0, 3.26029e-19, 0, 5.27746e-17, 0, 0, 0
0.0509214, 0, 9.75116e-17, 0, 1.41421, -9.75116e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66181e-19, 0, 0, 9.31755e-20, 0, 6.08661e-19, 0, 9.66436e-17, 0, 0, 0
0.0588112, 0, 1.77241e-16, 0, 1.41421, -1.77241e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02016e-19, 0, 0, 1.72033e-19, 0, 1.12803e-18, 0, 1.75639e-16, 0, 0, 0
0.0667009, 0, 3.19771e-16, 0, 1.41421, -3.19771e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44806e-19, 0, 0, 3.15335e-19, 0, 2.07574e-18, 0, 3.16835e-16, 0, 0, 0
0.0745907, 0, 5.72714e-16, 0, 1.41421, -5.72714e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.75611e-19, 0, 0, 5.73912e-19, 0, 3.79322e-18, 0, 5.67371e-16, 0, 0, 0
0.0824804, 0, 1.01839e-15, 0, 1.41421, -1.01839e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73454e-18, 0, 0, 1.03726e-18, 0, 6.8848e-18, 0, 1.00873e-15, 0, 0, 0
0.0903702, 0, 1.79811e-15, 0, 1.41421, -1.79811e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06209e-18, 0, 0, 1.86189e-18, 0, 1.24134e-17, 0, 1.78077e-15, 0, 0, 0
0.0982599, 0, 3.15277e-15, 0, 1.41421, -3.15277e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3681e-18, 0, 0, 3.31967e-18, 0, 2.22366e-17, 0, 3.12185e-15, 0, 0, 0
0.10615, 0, 5.49014e-15, 0, 1.41421, -5.49014e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34619e-18, 0, 0, 5.8797e-18, 0, 3.95805e-17, 0, 5.43533e-15, 0, 0, 0
0.114039, 0, 9.49574e-15, 0, 1.41421, -9.49574e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61622e-17, 0, 0, 1.03461e-17, 0, 7.00136e-17, 0, 9.39921e-15, 0, 0, 0
0.121929, 0, 1.63141e-14, 0, 1.41421, -1.63141e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77619e-17, 0, 0, 1.80885e-17, 0, 1.2309e-16, 0, 1.61451e-14, 0, 0, 0
0.129819, 0, 2.78431e-14, 0, 1.41421, -2.78431e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73714e-17, 0, 0, 3.14244e-17, 0, 2.15104e-16, 0, 2.75492e-14, 0, 0, 0
0.137709, 0, 4.7209e-14, 0, 1.41421, -4.7209e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03032e-17, 0, 0, 5.42528e-17, 0, 3.73688e-16, 0, 4.67008e-14, 0, 0, 0
0.145598, 0, 7.95264e-14, 0, 1.41421, -7.95264e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35246e-16, 0, 0, 9.30899e-17, 0, 6.45425e-16, 0, 7.86526e-14, 0, 0, 0
0.153488, 0, 1.33108e-13, 0, 1.41421, -1.33108e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26316e-16, 0, 0, 1.58762e-16, 0, 1.10841e-15, 0, 1.31614e-13, 0, 0, 0
0.161378, 0, 2.21373e-13, 0, 1.41421, -2.21373e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76296e-16, 0, 0, 2.69149e-16, 0, 1.89282e-15, 0, 2.18835e-13, 0, 0, 0
0.169268, 0, 3.65843e-13, 0, 1.41421, -3.65843e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.21713e-16, 0, 0, 4.53599e-16, 0, 3.21448e-15, 0, 3.61553e-13, 0, 0, 0
0.177157, 0, 6.0081e-13, 0, 1.41421, -6.0081e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02074e-15, 0, 0, 7.60029e-16, 0, 5.42927e-15, 0, 5.936e-13, 0, 0, 0
0.185047, 0, 9.80546e-13, 0, 1.41421, -9.80546e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66543e-15, 0, 0, 1.2662e-15, 0, 9.12087e-15, 0, 9.68493e-13, 0, 0, 0
0.192937, 0, 1.59039e-12, 0, 1.41421, -1.59039e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70045e-15, 0, 0, 2.09765e-15, 0, 1.52428e-14, 0, 1.57035e-12, 0, 0, 0
0.200827, 0, 2.56367e-12, 0, 1.41421, -2.56367e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35174e-15, 0, 0, 3.45597e-15, 0, 2.53424e-14, 0, 2.53052e-12, 0, 0, 0
0.208716, 0, 4.10733e-12, 0, 1.41421, -4.10733e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.96984e-15, 0, 0, 5.66321e-15, 0, 4.192e-14, 0, 4.05277e-12, 0, 0, 0
0.216606, 0, 6.54042e-12, 0, 1.41421, -6.54042e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1095e-14, 0, 0, 9.23169e-15, 0, 6.8996e-14, 0, 6.45109e-12, 0, 0, 0
0.224496, 0, 1.03518e-11, 0, 1.41421, -1.03518e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75545e-14, 0, 0, 1.49721e-14, 0, 1.13006e-13, 0, 1.02063e-11, 0, 0, 0
0.232386, 0, 1.62856e-11, 0, 1.41421, -1.62856e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76073e-14, 0, 0, 2.41623e-14, 0, 1.84204e-13, 0, 1.60496e-11, 0, 0, 0
0.240275, 0, 2.54671e-11, 0, 1.41421, -2.54671e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.31562e-14, 0, 0, 3.88084e-14, 0, 2.98862e-13, 0, 2.50863e-11, 0, 0, 0
0.248165, 0, 3.95872e-11, 0, 1.41421, -3.95872e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7059e-14, 0, 0, 6.2049e-14, 0, 4.82683e-13, 0, 3.89755e-11, 0, 0, 0
0.256055, 0, 6.11706e-11, 0, 1.41421, -6.11706e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03581e-13, 0, 0, 9.87786e-14, 0, 7.76131e-13, 0, 6.01921e-11, 0, 0, 0
0.263945, 0, 9.39621e-11, 0, 1.41421, -9.39621e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59045e-13, 0, 0, 1.56611e-13, 0, 1.24266e-12, 0, 9.24038e-11, 0, 0, 0
0.271834, 0, 1.43482e-10, 0, 1.41421, -1.43482e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42768e-13, 0, 0, 2.47361e-13, 0, 1.98144e-12, 0, 1.4101e-10, 0, 0, 0
0.279724, 0, 2.17815e-10, 3.22299e-44, 1.41421, -2.17815e-10, 0, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.6839e-13, 3.22299e-44, 3.22299e-44, 3.89338e-13, 3.22299e-44, 3.14699e-12, 3.22299e-44, 2.13911e-10, 3.22299e-44, 3.22299e-44, 3.22299e-44
0.287614, 0, 3.28729e-10, 6.45999e-43, 1.41421, -3.28729e-10, 0, 6.45999e-43, 6.45999e-43, 6.45999e-43, 6.45999e-43, 6.45999e-43, 6.45999e-43, 6.45999e-43, 6.45999e-43, 6.45999e-43, 6.45999e-43, 6.45999e-43, 5.55752e-13, 6.45999e-43, 6.45999e-43, 6.10872e-13, 6.45999e-43, 4.97937e-12, 6.45999e-43, 3.22583e-10, 6.45999e-43, 6.45999e-43, 6.45999e-43
0.295504, 0, 4.9324e-10, 9.43634e-42, 1.41421, -4.9324e-10, 0, 9.43634e-42, 9.43634e-42, 9.43634e-42, 9.43634e-42, 9.43634e-42, 9.43634e-42, 9.43634e-42, 9.43634e-42, 9.43634e-42, 9.43634e-42, 9.43634e-42, 8.33537e-13, 9.43634e-42, 9.43634e-42, 9.55779e-13, 9.43634e-42, 7.8506e-12, 9.43634e-42, 4.836e-10, 9.43634e-42, 9.43634e-42, 9.43634e-42
0.303393, 0, 7.35806e-10, 1.26697e-40, 1.41421, -7.35806e-10, 0, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.26697e-40, 1.24295e-12, 1.26697e-40, 1.26697e-40, 1.4918e-12, 1.26697e-40, 1.23358e-11, 1.26697e-40, 7.20736e-10, 1.26697e-40, 1.26697e-40, 1.26697e-40
0.311283, 0, 1.09136e-09, 1.52597e-39, 1.41421, -1.09136e-09, 0, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.52597e-39, 1.8428e-12, 1.52597e-39, 1.52597e-39, 2.32369e-12, 1.52597e-39, 1.93225e-11, 1.52597e-39, 1.06787e-09, 1.52597e-39, 1.52597e-39, 1.52597e-39
0.319173, 0, 1.60949e-09, 1.6553e-38, 1.41421, -1.60949e-09, 0, 1.6553e-38, 1.6553e-38, 1.6553e-38, 1.6553e-38, 1.6553e-38, 1.6553e-38, 1.6553e-38, 1.6553e-38, 1.6553e-38, 1.6553e-38, 1.6553e-38, 2.71658e-12, 1.6553e-38, 1.6553e-38, 3.61357e-12, 1.6553e-38, 3.01779e-11, 1.6553e-38, 1.57298e-09, 1.6553e-38, 1.6553e-38, 1.6553e-38
0.327063, 0, 2.36016e-09, 1.62412e-37, 1.41421, -2.36016e-09, 0, 1.62412e-37, 1.62412e-37, 1.62412e-37, 1.62412e-37, 1.62412e-37, 1.62412e-37, 1.62412e-37, 1.62412e-37, 1.62412e-37, 1.62412e-37, 1.62412e-37, 3.98199e-12, 1.62412e-37, 1.62412e-37, 5.61243e-12, 1.62412e-37, 4.70046e-11, 1.62412e-37, 2.30356e-09, 1.62412e-37, 1.62412e-37, 1.62412e-37
