   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_846.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00233584, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00552806, 0, 1.37387e-20, 0, 1.41421, -1.37387e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68128e-21, 0, 9.05746e-21, 0, 0
0.013392, 0, 2.92487e-20, 0, 1.41421, -2.92487e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00955e-20, 0, 1.91533e-20, 0, 0
0.0212559, 0, 6.15493e-20, 0, 1.41421, -6.15493e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15188e-20, 0, 4.00305e-20, 0, 0
0.0291198, 0, 1.3227e-19, 0, 1.41421, -1.3227e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70527e-20, 0, 8.52178e-20, 0, 0
0.0369837, 0, 2.71243e-19, 0, 1.41421, -2.71243e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.7665e-20, 0, 1.73578e-19, 0, 0
0.0448476, 0, 5.50478e-19, 0, 1.41421, -5.50478e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00602e-19, 0, 3.49876e-19, 0, 0
0.0527115, 0, 1.10597e-18, 0, 1.41421, -1.10597e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07876e-19, 0, 6.98098e-19, 0, 0
0.0605754, 0, 2.2004e-18, 0, 1.41421, -2.2004e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.2122e-19, 0, 1.37918e-18, 0, 0
0.0684393, 0, 4.33635e-18, 0, 1.41421, -4.33635e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63778e-18, 0, 2.69856e-18, 0, 0
