   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_151.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.264445, 0, 1.2832e-10, 7.00649e-45, 1.41421, -1.2832e-10, 7.00649e-45, 0, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 9.68667e-13, 7.00649e-45, 7.00649e-45, 5.08875e-15, 1.25755e-12, 7.00649e-45, 1.26089e-10, 7.00649e-45, 7.00649e-45, 7.00649e-45
0.272312, 0, 1.90524e-10, 1.26117e-43, 1.41421, -1.90524e-10, 1.26117e-43, 0, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.43812e-12, 1.26117e-43, 1.26117e-43, 7.85567e-15, 1.96485e-12, 1.26117e-43, 1.87114e-10, 1.26117e-43, 1.26117e-43, 1.26117e-43
0.280179, 0, 2.813e-10, 1.89315e-42, 1.41421, -2.813e-10, 1.89315e-42, 0, 1.89315e-42, 1.89315e-42, 1.89315e-42, 1.89315e-42, 1.89315e-42, 1.89315e-42, 1.89315e-42, 1.89315e-42, 1.89315e-42, 1.89315e-42, 2.12322e-12, 1.89315e-42, 1.89315e-42, 1.20937e-14, 3.05909e-12, 1.89315e-42, 2.76105e-10, 1.89315e-42, 1.89315e-42, 1.89315e-42
0.288045, 0, 4.13014e-10, 2.56732e-41, 1.41421, -4.13014e-10, 2.56732e-41, 0, 2.56732e-41, 2.56732e-41, 2.56732e-41, 2.56732e-41, 2.56732e-41, 2.56732e-41, 2.56732e-41, 2.56732e-41, 2.56732e-41, 2.56732e-41, 3.11738e-12, 2.56732e-41, 2.56732e-41, 1.85736e-14, 4.74666e-12, 2.56732e-41, 4.05131e-10, 2.56732e-41, 2.56732e-41, 2.56732e-41
0.295912, 0, 6.03044e-10, 3.12181e-40, 1.41421, -6.03044e-10, 3.12181e-40, 0, 3.12181e-40, 3.12181e-40, 3.12181e-40, 3.12181e-40, 3.12181e-40, 3.12181e-40, 3.12181e-40, 3.12181e-40, 3.12181e-40, 3.12181e-40, 4.55194e-12, 3.12181e-40, 3.12181e-40, 2.84673e-14, 7.34161e-12, 3.12181e-40, 5.91122e-10, 3.12181e-40, 3.12181e-40, 3.12181e-40
0.303779, 0, 8.75666e-10, 3.41904e-39, 1.41421, -8.75666e-10, 3.41904e-39, 0, 3.41904e-39, 3.41904e-39, 3.41904e-39, 3.41904e-39, 3.41904e-39, 3.41904e-39, 3.41904e-39, 3.41904e-39, 3.41904e-39, 3.41904e-39, 6.6105e-12, 3.41904e-39, 3.41904e-39, 4.35586e-14, 1.1321e-11, 3.41904e-39, 8.57691e-10, 3.41904e-39, 3.41904e-39, 3.41904e-39
0.311645, 0, 1.26458e-09, 3.38654e-38, 1.41421, -1.26458e-09, 3.38654e-38, 0, 3.38654e-38, 3.38654e-38, 3.38654e-38, 3.38654e-38, 3.38654e-38, 3.38654e-38, 3.38654e-38, 3.38654e-38, 3.38654e-38, 3.38654e-38, 9.54821e-12, 3.38654e-38, 3.38654e-38, 6.65636e-14, 1.74077e-11, 3.38654e-38, 1.23756e-09, 3.38654e-38, 3.38654e-38, 3.38654e-38
0.319512, 0, 1.81631e-09, 3.05016e-37, 1.41421, -1.81631e-09, 3.05016e-37, 0, 3.05016e-37, 3.05016e-37, 3.05016e-37, 3.05016e-37, 3.05016e-37, 3.05016e-37, 3.05016e-37, 3.05016e-37, 3.05016e-37, 3.05016e-37, 1.37177e-11, 3.05016e-37, 3.05016e-37, 1.01622e-13, 2.66961e-11, 3.05016e-37, 1.77579e-09, 3.05016e-37, 3.05016e-37, 3.05016e-37
0.327379, 0, 2.5947e-09, 2.51108e-36, 1.41421, -2.5947e-09, 2.51108e-36, 0, 2.51108e-36, 2.51108e-36, 2.51108e-36, 2.51108e-36, 2.51108e-36, 2.51108e-36, 2.51108e-36, 2.51108e-36, 2.51108e-36, 2.51108e-36, 1.96035e-11, 2.51108e-36, 2.51108e-36, 1.5505e-13, 4.08392e-11, 2.51108e-36, 2.5341e-09, 2.51108e-36, 2.51108e-36, 2.51108e-36
0.335245, 0, 3.68687e-09, 1.89892e-35, 1.41421, -3.68687e-09, 1.89892e-35, 0, 1.89892e-35, 1.89892e-35, 1.89892e-35, 1.89892e-35, 1.89892e-35, 1.89892e-35, 1.89892e-35, 1.89892e-35, 1.89892e-35, 1.89892e-35, 2.78679e-11, 1.89892e-35, 1.89892e-35, 2.36489e-13, 6.23311e-11, 1.89892e-35, 3.59643e-09, 1.89892e-35, 1.89892e-35, 1.89892e-35
0.343112, 0, 5.211e-09, 1.32482e-34, 1.41421, -5.211e-09, 1.32482e-34, 0, 1.32482e-34, 1.32482e-34, 1.32482e-34, 1.32482e-34, 1.32482e-34, 1.32482e-34, 1.32482e-34, 1.32482e-34, 1.32482e-34, 1.32482e-34, 3.94111e-11, 1.32482e-34, 1.32482e-34, 3.60669e-13, 9.49279e-11, 1.32482e-34, 5.0763e-09, 1.32482e-34, 1.32482e-34, 1.32482e-34
0.350979, 0, 7.3266e-09, 9.01065e-34, 1.41421, -7.3266e-09, 9.01065e-34, 0, 9.01065e-34, 9.01065e-34, 9.01065e-34, 9.01065e-34, 9.01065e-34, 9.01065e-34, 9.01065e-34, 9.01065e-34, 9.01065e-34, 9.01065e-34, 5.54504e-11, 9.01065e-34, 9.01065e-34, 5.50098e-13, 1.44279e-10, 9.01065e-34, 7.12632e-09, 9.01065e-34, 9.01065e-34, 9.01065e-34
0.358846, 0, 1.02477e-08, 5.92596e-33, 1.41421, -1.02477e-08, 5.92596e-33, 0, 5.92596e-33, 5.92596e-33, 5.92596e-33, 5.92596e-33, 5.92596e-33, 5.92596e-33, 5.92596e-33, 5.92596e-33, 5.92596e-33, 5.92596e-33, 7.76235e-11, 5.92596e-33, 5.92596e-33, 8.39167e-13, 2.18864e-10, 5.92596e-33, 9.95037e-09, 5.92596e-33, 5.92596e-33, 5.92596e-33
0.366712, 0, 1.426e-08, 3.66058e-32, 1.41421, -1.426e-08, 3.66058e-32, 0, 3.66058e-32, 3.66058e-32, 3.66058e-32, 3.66058e-32, 3.66058e-32, 3.66058e-32, 3.66058e-32, 3.66058e-32, 3.66058e-32, 3.66058e-32, 1.08122e-10, 3.66058e-32, 3.66058e-32, 1.28039e-12, 3.31394e-10, 3.66058e-32, 1.38192e-08, 3.66058e-32, 3.66058e-32, 3.66058e-32
0.374579, 0, 1.9743e-08, 2.11283e-31, 1.41421, -1.9743e-08, 2.11283e-31, 0, 2.11283e-31, 2.11283e-31, 2.11283e-31, 2.11283e-31, 2.11283e-31, 2.11283e-31, 2.11283e-31, 2.11283e-31, 2.11283e-31, 2.11283e-31, 1.49866e-10, 2.11283e-31, 2.11283e-31, 1.95389e-12, 5.00868e-10, 2.11283e-31, 1.90903e-08, 2.11283e-31, 2.11283e-31, 2.11283e-31
0.382446, 0, 2.7198e-08, 1.1406e-30, 1.41421, -2.7198e-08, 1.1406e-30, 0, 1.1406e-30, 1.1406e-30, 1.1406e-30, 1.1406e-30, 1.1406e-30, 1.1406e-30, 1.1406e-30, 1.1406e-30, 1.1406e-30, 1.1406e-30, 2.06724e-10, 1.1406e-30, 1.1406e-30, 2.98165e-12, 7.55636e-10, 1.1406e-30, 2.62327e-08, 1.1406e-30, 1.1406e-30, 1.1406e-30
0.390312, 0, 3.72846e-08, 5.77564e-30, 1.41421, -3.72846e-08, 5.77564e-30, 0, 5.77564e-30, 5.77564e-30, 5.77564e-30, 5.77564e-30, 5.77564e-30, 5.77564e-30, 5.77564e-30, 5.77564e-30, 5.77564e-30, 5.77564e-30, 2.83803e-10, 5.77564e-30, 5.77564e-30, 4.54909e-12, 1.13786e-09, 5.77564e-30, 3.58584e-08, 5.77564e-30, 5.77564e-30, 5.77564e-30
0.398179, 0, 5.08661e-08, 2.75184e-29, 1.41421, -5.08661e-08, 2.75184e-29, 0, 2.75184e-29, 2.75184e-29, 2.75184e-29, 2.75184e-29, 2.75184e-29, 2.75184e-29, 2.75184e-29, 2.75184e-29, 2.75184e-29, 2.75184e-29, 3.87809e-10, 2.75184e-29, 2.75184e-29, 6.93717e-12, 1.71008e-09, 2.75184e-29, 4.87612e-08, 2.75184e-29, 2.75184e-29, 2.75184e-29
0.406046, 0, 6.90675e-08, 1.23753e-28, 1.41421, -6.90675e-08, 1.23753e-28, 0, 1.23753e-28, 1.23753e-28, 1.23753e-28, 1.23753e-28, 1.23753e-28, 1.23753e-28, 1.23753e-28, 1.23753e-28, 1.23753e-28, 1.23753e-28, 5.2751e-10, 1.23753e-28, 1.23753e-28, 1.05703e-11, 2.56469e-09, 1.23753e-28, 6.59647e-08, 1.23753e-28, 1.23753e-28, 1.23753e-28
0.413913, 0, 9.33492e-08, 5.26897e-28, 1.41421, -9.33492e-08, 5.26897e-28, 0, 5.26897e-28, 5.26897e-28, 5.26897e-28, 5.26897e-28, 5.26897e-28, 5.26897e-28, 5.26897e-28, 5.26897e-28, 5.26897e-28, 5.26897e-28, 7.14321e-10, 5.26897e-28, 5.26897e-28, 1.60872e-11, 3.83766e-09, 5.26897e-28, 8.87811e-08, 5.26897e-28, 5.26897e-28, 5.26897e-28
0.421779, 0, 1.25599e-07, 2.12987e-27, 1.41421, -1.25599e-07, 2.12987e-27, 0, 2.12987e-27, 2.12987e-27, 2.12987e-27, 2.12987e-27, 2.12987e-27, 2.12987e-27, 2.12987e-27, 2.12987e-27, 2.12987e-27, 2.12987e-27, 9.63042e-10, 2.12987e-27, 2.12987e-27, 2.44449e-11, 5.72823e-09, 2.12987e-27, 1.18883e-07, 2.12987e-27, 2.12987e-27, 2.12987e-27
0.429646, 0, 1.68248e-07, 8.19637e-27, 1.41421, -1.68248e-07, 8.19637e-27, 0, 8.19637e-27, 8.19637e-27, 8.19637e-27, 8.19637e-27, 8.19637e-27, 8.19637e-27, 8.19637e-27, 8.19637e-27, 8.19637e-27, 8.19637e-27, 1.29278e-09, 8.19637e-27, 8.19637e-27, 3.70708e-11, 8.5269e-09, 8.19637e-27, 1.58391e-07, 8.19637e-27, 8.19637e-27, 8.19637e-27
0.437513, 0, 2.24417e-07, 3.01038e-26, 1.41421, -2.24417e-07, 3.01038e-26, 0, 3.01038e-26, 3.01038e-26, 3.01038e-26, 3.01038e-26, 3.01038e-26, 3.01038e-26, 1.26304e-13, 3.01038e-26, 3.01038e-26, 3.01038e-26, 1.72808e-09, 3.01038e-26, 3.01038e-26, 5.60831e-11, 1.26549e-08, 3.01038e-26, 2.09978e-07, 3.01038e-26, 3.01038e-26, 3.01038e-26
0.445379, 0, 2.98096e-07, 1.05782e-25, 1.41421, -2.98096e-07, 1.05782e-25, 0, 1.05782e-25, 1.05782e-25, 1.05782e-25, 1.05782e-25, 1.05782e-25, 1.05782e-25, 3.95171e-13, 1.05782e-25, 1.05782e-25, 1.05782e-25, 2.3004e-09, 1.05782e-25, 1.05782e-25, 8.46082e-11, 1.87198e-08, 1.05782e-25, 2.76991e-07, 1.05782e-25, 1.05782e-25, 1.05782e-25
0.453246, 0, 3.96253e-07, 3.6066e-25, 1.41421, -3.96253e-07, 1.04671e-12, 0, 2.25787e-14, 6.77296e-14, 1.69056e-12, 1.20779e-13, 2.24827e-12, 8.17008e-14, 6.62892e-12, 8.70334e-12, 3.01907e-12, 1.78748e-09, 3.04987e-09, 2.37982e-13, 4.69203e-14, 1.27233e-10, 2.75921e-08, 1.95108e-15, 3.63653e-07, 3.6066e-25, 3.6066e-25, 1.92663e-11
0.461113, 0, 5.26236e-07, 6.60313e-10, 1.41421, -5.26236e-07, 6.63576e-10, 6.60313e-10, 6.60384e-10, 6.60525e-10, 6.65584e-10, 6.6069e-10, 6.67322e-10, 6.60568e-10, 6.80099e-10, 6.87445e-10, 6.69725e-10, 6.23259e-09, 4.68769e-09, 6.61055e-10, 6.6046e-10, 8.50975e-10, 4.11714e-08, 6.6032e-10, 4.75801e-07, 6.60313e-10, 6.60313e-10, 7.20374e-10
0.468979, 0, 6.98507e-07, 2.05534e-09, 1.41421, -6.98507e-07, 2.0632e-09, 2.05534e-09, 2.05551e-09, 2.05585e-09, 2.06804e-09, 2.05625e-09, 2.07223e-09, 2.05595e-09, 2.10234e-09, 2.12071e-09, 2.07801e-09, 1.54799e-08, 7.3526e-09, 2.05713e-09, 2.05569e-09, 2.33994e-09, 6.12844e-08, 2.05535e-09, 6.1995e-07, 2.05534e-09, 2.05534e-09, 2.20004e-09
0.476846, 0, 9.28564e-07, 4.9423e-09, 1.41421, -9.28564e-07, 4.95953e-09, 4.9423e-09, 4.94267e-09, 4.94342e-09, 4.97012e-09, 4.94429e-09, 4.9793e-09, 4.94365e-09, 5.04455e-09, 5.08551e-09, 4.99198e-09, 3.43543e-08, 1.18829e-08, 4.94622e-09, 4.94307e-09, 5.36533e-09, 9.11472e-08, 4.94233e-09, 8.0488e-07, 4.9423e-09, 4.9423e-09, 5.25932e-09
0.484713, 0, 1.23924e-06, 1.08131e-08, 1.41421, -1.23924e-06, 1.08491e-08, 1.08131e-08, 1.08139e-08, 1.08155e-08, 1.08712e-08, 1.08173e-08, 1.08903e-08, 1.0816e-08, 1.10256e-08, 1.1112e-08, 1.09168e-08, 7.21935e-08, 1.9872e-08, 1.08213e-08, 1.08148e-08, 1.14391e-08, 1.35681e-07, 1.08132e-08, 1.04184e-06, 1.08131e-08, 1.08131e-08, 1.14747e-08
0.49258, 0, 1.66559e-06, 2.2541e-08, 1.41421, -1.66559e-06, 2.26138e-08, 2.2541e-08, 2.25426e-08, 2.25458e-08, 2.26585e-08, 2.25494e-08, 2.26972e-08, 2.25467e-08, 2.29692e-08, 2.31457e-08, 2.27508e-08, 1.46724e-07, 3.43199e-08, 2.25576e-08, 2.25443e-08, 2.34629e-08, 2.02512e-07, 2.25412e-08, 1.34577e-06, 2.2541e-08, 2.2541e-08, 2.38796e-08
0.500446, 0, 2.26328e-06, 4.5561e-08, 1.41421, -2.26328e-06, 4.57047e-08, 4.5561e-08, 4.55641e-08, 4.55703e-08, 4.57931e-08, 4.55776e-08, 4.58697e-08, 4.55722e-08, 4.65046e-08, 4.6756e-08, 4.59755e-08, 2.90979e-07, 6.08191e-08, 4.55937e-08, 4.55675e-08, 4.69119e-08, 3.03832e-07, 4.55613e-08, 1.73702e-06, 4.5561e-08, 4.5561e-08, 4.82063e-08
0.508313, 0, 3.12132e-06, 8.99657e-08, 1.41421, -3.12132e-06, 9.02441e-08, 8.99657e-08, 8.99717e-08, 8.99837e-08, 9.04153e-08, 8.99978e-08, 9.05636e-08, 8.99874e-08, 9.19074e-08, 9.22805e-08, 9.07686e-08, 5.65383e-07, 1.09657e-07, 9.00289e-08, 8.99781e-08, 9.19351e-08, 4.58325e-07, 8.99662e-08, 2.24422e-06, 8.99657e-08, 8.99657e-08, 9.50899e-08
0.51618, 0, 4.38747e-06, 1.74145e-07, 1.41421, -4.38747e-06, 1.74675e-07, 1.74145e-07, 1.74157e-07, 1.74179e-07, 1.75e-07, 1.74206e-07, 1.75282e-07, 1.74186e-07, 1.79252e-07, 1.78548e-07, 1.75672e-07, 1.0784e-06, 1.99464e-07, 1.74266e-07, 1.74169e-07, 1.77001e-07, 6.96571e-07, 1.74146e-07, 2.90901e-06, 1.74145e-07, 1.74145e-07, 1.83892e-07
0.524046, 0, 6.3032e-06, 3.3099e-07, 1.41421, -6.3032e-06, 3.31979e-07, 3.3099e-07, 3.31011e-07, 3.31054e-07, 3.32588e-07, 3.31104e-07, 3.33115e-07, 3.31067e-07, 3.42338e-07, 3.39219e-07, 3.33844e-07, 2.02114e-06, 3.63425e-07, 3.31215e-07, 3.31034e-07, 3.3511e-07, 1.06769e-06, 3.30991e-07, 3.79388e-06, 3.3099e-07, 3.3099e-07, 3.49207e-07
0.531913, 0, 9.26783e-06, 6.18223e-07, 1.41421, -9.26783e-06, 6.20042e-07, 6.18223e-07, 6.18262e-07, 6.18341e-07, 6.21161e-07, 6.18433e-07, 6.2213e-07, 6.18365e-07, 6.41683e-07, 6.33345e-07, 6.23469e-07, 3.724e-06, 6.59625e-07, 6.18637e-07, 6.18305e-07, 6.24136e-07, 1.65107e-06, 6.18227e-07, 4.99491e-06, 6.18223e-07, 6.18223e-07, 6.51699e-07
0.53978, 0, 1.39366e-05, 1.13526e-06, 1.41421, -1.39366e-05, 1.13855e-06, 1.13526e-06, 1.13533e-06, 1.13548e-06, 1.14057e-06, 1.13564e-06, 1.14232e-06, 1.13552e-06, 1.18183e-06, 1.16259e-06, 1.14474e-06, 6.74755e-06, 1.18792e-06, 1.13601e-06, 1.13541e-06, 1.1437e-06, 2.57491e-06, 1.13527e-06, 6.66221e-06, 1.13526e-06, 1.13526e-06, 1.19575e-06
0.547647, 0, 2.1374e-05, 2.05011e-06, 1.41421, -2.1374e-05, 2.05595e-06, 2.05011e-06, 2.05023e-06, 2.05048e-06, 2.05954e-06, 2.05078e-06, 2.06265e-06, 2.05056e-06, 2.13894e-06, 2.09867e-06, 2.06695e-06, 1.20249e-05, 2.11684e-06, 2.05143e-06, 2.05037e-06, 2.06208e-06, 4.04518e-06, 2.05012e-06, 9.03255e-06, 2.05011e-06, 2.05011e-06, 2.15762e-06
0.555513, 0, 3.32927e-05, 3.64129e-06, 1.41421, -3.32927e-05, 3.6515e-06, 3.64129e-06, 3.64151e-06, 3.64195e-06, 3.65779e-06, 3.64247e-06, 3.66323e-06, 3.64209e-06, 3.80851e-06, 3.7262e-06, 3.67075e-06, 2.10803e-05, 3.72558e-06, 3.64361e-06, 3.64175e-06, 3.65819e-06, 6.3904e-06, 3.64131e-06, 1.24796e-05, 3.64129e-06, 3.64129e-06, 3.82926e-06
0.56338, 0, 5.24053e-05, 6.36184e-06, 1.41421, -5.24053e-05, 6.37941e-06, 6.36184e-06, 6.36222e-06, 6.36298e-06, 6.39021e-06, 6.36387e-06, 6.39957e-06, 6.36322e-06, 6.67244e-06, 6.50788e-06, 6.4125e-06, 3.63553e-05, 6.46794e-06, 6.36584e-06, 6.36263e-06, 6.38557e-06, 1.01291e-05, 6.36188e-06, 1.75908e-05, 6.36184e-06, 6.36184e-06, 6.68513e-06
