   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_69.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.08282, 11.4973, 9.07655, 9.06178, 3.67387, 2.42077, 9.06178, 0, 9.0618, 9.06179, 9.0618, 9.06189, 9.06231, 9.07578, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06178, 9.06188, 9.06178
5.0906, 12.6001, 9.10617, 9.09608, 3.82101, 3.49395, 9.09608, 0, 9.09609, 9.09609, 9.0961, 9.09618, 9.0966, 9.1054, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09608, 9.09616, 9.09608
5.09839, 14.5954, 9.1372, 9.13034, 4.07375, 5.45821, 9.13034, 0, 9.13036, 9.13035, 9.13036, 9.13045, 9.13087, 9.13642, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13034, 9.13043, 9.13034
5.10618, 19.5304, 9.16925, 9.16458, 4.64009, 10.3612, 9.16458, 0, 9.1646, 9.16459, 9.1646, 9.16469, 9.16512, 9.16847, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16458, 9.16466, 9.16458
5.11396, 14.4255, 9.20201, 9.19878, 4.05284, 5.22352, 9.19878, 0, 9.1988, 9.19879, 9.1988, 9.1989, 9.19933, 9.20121, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19878, 9.19886, 9.19878
5.12175, 10.7648, 9.23524, 9.23294, 3.57279, 1.52957, 9.23294, 0, 9.23296, 9.23295, 9.23296, 9.23306, 9.23349, 9.23443, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23294, 9.23302, 9.23294
5.12953, 17.7958, 9.26879, 9.26707, 4.44925, 8.52706, 9.26707, 0, 9.26708, 9.26708, 9.26709, 9.2672, 9.26763, 9.26796, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26707, 9.26715, 9.26707
5.13732, 18.3741, 9.30252, 9.30115, 4.51377, 9.07159, 9.30115, 0, 9.30116, 9.30116, 9.30117, 9.30128, 9.30172, 9.30168, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30115, 9.30123, 9.30115
5.1451, 13.5798, 9.33635, 9.33518, 3.94713, 4.24345, 9.33518, 0, 9.3352, 9.33519, 9.3352, 9.33532, 9.33577, 9.33549, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33518, 9.33527, 9.33518
5.15289, 9.58525, 9.37024, 9.36917, 3.40371, 0.215012, 9.36917, 0, 9.36919, 9.36918, 9.36919, 9.36932, 9.36978, 9.36934, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36917, 9.36926, 9.36917
5.16067, 21.9597, 9.40415, 9.40311, 4.89486, 12.5555, 9.40311, 0, 9.40312, 9.40312, 9.40313, 9.40327, 9.40375, 9.4032, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.40311, 9.4032, 9.40311
5.16846, 16.0113, 9.43806, 9.43699, 4.24397, 6.57325, 9.43699, 0, 9.437, 9.437, 9.43701, 9.43717, 9.43768, 9.43704, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43699, 9.43708, 9.43699
5.17624, 8.39542, 9.47197, 9.47081, 3.22419, -1.07655, 9.47081, 0, 9.47083, 9.47082, 9.47083, 9.47101, 9.47159, 9.47084, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47081, 9.47091, 9.47081
5.18403, 10.9259, 9.5059, 9.50458, 3.59526, 1.42001, 9.50458, 0, 9.50459, 9.50459, 9.5046, 9.5048, 9.5055, 9.50459, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50458, 9.50469, 9.50458
5.19181, 14.5615, 9.53988, 9.53828, 4.06958, 5.02158, 9.53828, 0, 9.5383, 9.53829, 9.5383, 9.53854, 9.53945, 9.53829, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.53828, 9.5384, 9.53828
5.1996, 18.0592, 9.57396, 9.57192, 4.47875, 8.48527, 9.57192, 0, 9.57194, 9.57193, 9.57194, 9.57221, 9.57349, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57192, 9.57205, 9.57192
5.20738, 23.1463, 9.60825, 9.60549, 5.01461, 13.5381, 9.60549, 0, 9.60551, 9.6055, 9.60551, 9.60583, 9.60771, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60549, 9.60564, 9.60549
5.21517, 14.6688, 9.64289, 9.639, 4.08274, 5.02587, 9.639, 0, 9.63902, 9.63901, 9.63902, 9.63939, 9.64228, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.639, 9.63917, 9.639
5.22295, 10.8687, 9.6781, 9.67244, 3.5873, 1.19063, 9.67244, 0, 9.67245, 9.67245, 9.67246, 9.67289, 9.67741, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67244, 9.67263, 9.67244
5.23074, 14.9777, 9.7142, 9.7058, 4.1204, 5.2635, 9.7058, 0, 9.70582, 9.70581, 9.70582, 9.70633, 9.71341, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.7058, 9.70602, 9.7058
5.23852, 15.1201, 9.75165, 9.73909, 4.13764, 5.36841, 9.73909, 0, 9.73911, 9.7391, 9.73911, 9.7397, 9.75075, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73909, 9.73934, 9.73909
5.24631, 19.2686, 9.79106, 9.77232, 4.61179, 9.47754, 9.77232, 0, 9.77233, 9.77233, 9.77234, 9.77301, 9.79004, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.77232, 9.7726, 9.77232
5.25409, 21.6779, 9.83325, 9.80546, 4.866, 11.8447, 9.80546, 0, 9.80548, 9.80547, 9.80548, 9.80625, 9.8321, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80546, 9.80579, 9.80546
5.26188, 15.1563, 9.87927, 9.83854, 4.14201, 5.27699, 9.83854, 0, 9.83855, 9.83855, 9.83856, 9.83942, 9.87797, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.83854, 9.8389, 9.83854
5.26967, 13.2304, 9.93039, 9.87153, 3.90261, 3.29999, 9.87153, 0, 9.87155, 9.87154, 9.87155, 9.87251, 9.92894, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87153, 9.87195, 9.87153
5.27745, 13.1819, 9.98812, 9.90445, 3.89639, 3.19376, 9.90445, 0, 9.90446, 9.90446, 9.90446, 9.90552, 9.98653, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90445, 9.90491, 9.90445
5.28524, 14.6569, 10.0542, 9.93728, 4.08128, 4.6027, 9.93728, 0, 9.9373, 9.93729, 9.9373, 9.93844, 10.0524, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.93728, 9.9378, 9.93728
5.29302, 14.873, 10.1304, 9.97003, 4.10768, 4.74266, 9.97003, 0, 9.97005, 9.97004, 9.97005, 9.97126, 10.1285, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97003, 9.97061, 9.97003
5.30081, 17.1913, 10.2185, 10.0027, 4.38079, 6.9728, 10.0027, 0, 10.0027, 10.0027, 10.0027, 10.004, 10.2165, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0027, 10.0033, 10.0027
5.30859, 13.2305, 10.3201, 10.0353, 3.90263, 2.91038, 10.0353, 0, 10.0353, 10.0353, 10.0353, 10.0366, 10.318, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.0353, 10.036, 10.0353
5.31638, 8.98823, 10.4364, 10.0677, 3.31485, -1.44816, 10.0677, 0, 10.0678, 10.0678, 10.0678, 10.0691, 10.4342, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0677, 10.0685, 10.0677
5.32416, 12.532, 10.5679, 10.1001, 3.81209, 1.96416, 10.1001, 0, 10.1001, 10.1001, 10.1001, 10.1015, 10.5656, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1001, 10.1009, 10.1001
5.33195, 8.27622, 10.7141, 10.1324, 3.20566, -2.43788, 10.1324, 0, 10.1324, 10.1324, 10.1324, 10.1337, 10.7119, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1324, 10.1333, 10.1324
5.33973, 9.07658, 10.8736, 10.1646, 3.32815, -1.79702, 10.1646, 0, 10.1646, 10.1646, 10.1646, 10.1659, 10.8714, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1646, 10.1655, 10.1646
5.34752, 6.52992, 11.0436, 10.1966, 2.9206, -4.51371, 10.1966, 0, 10.1966, 10.1966, 10.1966, 10.1979, 11.0414, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1966, 10.1976, 10.1966
5.3553, 17.0591, 11.2201, 10.2286, 4.36567, 5.83898, 10.2286, 0, 10.2286, 10.2286, 10.2286, 10.2297, 11.218, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2286, 10.2295, 10.2286
5.36309, 10.9859, 11.3979, 10.2604, 3.60359, -0.412069, 10.2604, 0, 10.2604, 10.2604, 10.2604, 10.2615, 11.3958, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2604, 10.2614, 10.2604
5.37087, 14.0456, 11.571, 10.2921, 4.0057, 2.47464, 10.2921, 0, 10.2921, 10.2921, 10.2921, 10.2931, 11.5689, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2921, 10.2931, 10.2921
5.37866, 17.562, 11.7326, 10.3236, 4.42289, 5.82939, 10.3236, 0, 10.3237, 10.3236, 10.3237, 10.3245, 11.7306, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3246, 10.3236
5.38644, 20.9738, 11.8762, 10.3551, 4.7931, 9.09762, 10.3551, 0, 10.3551, 10.3551, 10.3551, 10.3559, 11.8743, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3551, 10.3561, 10.3551
5.39423, 12.406, 11.9956, 10.3864, 3.79552, 0.410373, 10.3864, 0, 10.3864, 10.3864, 10.3864, 10.3871, 11.9939, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3864, 10.3874, 10.3864
5.40201, 12.42, 12.0859, 10.4175, 3.79737, 0.334097, 10.4175, 0, 10.4176, 10.4176, 10.4176, 10.4182, 12.0843, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4175, 10.4176, 10.4175, 10.4175, 10.4185, 10.4175
5.4098, 12.4702, 12.1436, 10.4486, 3.80397, 0.326576, 10.4486, 0, 10.4486, 10.4486, 10.4486, 10.4491, 12.1421, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4486, 10.4495, 10.4486
5.41758, 15.052, 12.1671, 10.4795, 4.12941, 2.88492, 10.4795, 0, 10.4795, 10.4795, 10.4795, 10.4799, 12.1657, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4795, 10.4804, 10.4795
5.42537, 9.41592, 12.1569, 10.5102, 3.37875, -2.74097, 10.5102, 0, 10.5102, 10.5102, 10.5102, 10.5106, 12.1555, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5102, 10.5111, 10.5102
5.43316, 9.52416, 12.1154, 10.5408, 3.39473, -2.59123, 10.5408, 0, 10.5408, 10.5408, 10.5408, 10.5412, 12.1141, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5408, 10.5417, 10.5408
5.44094, 11.4938, 12.0468, 10.5713, 3.67339, -0.553031, 10.5713, 0, 10.5713, 10.5713, 10.5713, 10.5716, 12.0456, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5713, 10.5721, 10.5713
5.44873, 17.9829, 11.9568, 10.6016, 4.47022, 6.02611, 10.6016, 0, 10.6016, 10.6016, 10.6016, 10.6019, 11.9556, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6016, 10.6024, 10.6016
5.45651, 13.9829, 11.8515, 10.6318, 3.99786, 2.13133, 10.6318, 0, 10.6318, 10.6318, 10.6318, 10.632, 11.8504, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6318, 10.6325, 10.6318
5.4643, 16.9853, 11.7378, 10.6618, 4.35721, 5.24742, 10.6618, 0, 10.6618, 10.6618, 10.6618, 10.662, 11.7367, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6618, 10.6625, 10.6618
5.47208, 12.4862, 11.622, 10.6916, 3.80608, 0.86421, 10.6916, 0, 10.6916, 10.6916, 10.6916, 10.6919, 11.621, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6916, 10.6924, 10.6916
5.47987, 13.4861, 11.5098, 10.7213, 3.93524, 1.9763, 10.7213, 0, 10.7213, 10.7213, 10.7213, 10.7216, 11.5087, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7213, 10.7221, 10.7213
5.48765, 10.0008, 11.4059, 10.7509, 3.46421, -1.40508, 10.7509, 0, 10.7509, 10.7509, 10.7509, 10.7511, 11.4048, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7509, 10.7516, 10.7509
5.49544, 5.97537, 11.3136, 10.7802, 2.82407, -5.3382, 10.7802, 0, 10.7803, 10.7803, 10.7803, 10.7805, 11.3125, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.7802, 10.781, 10.7802
5.50322, 10.4537, 11.2352, 10.8094, 3.52898, -0.781441, 10.8094, 0, 10.8095, 10.8095, 10.8095, 10.8097, 11.2341, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8094, 10.8103, 10.8094
5.51101, 13.5218, 11.1716, 10.8385, 3.93977, 2.35017, 10.8385, 0, 10.8385, 10.8385, 10.8385, 10.8387, 11.1705, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8385, 10.8393, 10.8385
5.51879, 13.4083, 11.123, 10.8674, 3.92534, 2.28533, 10.8674, 0, 10.8674, 10.8674, 10.8674, 10.8676, 11.1218, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8674, 10.8682, 10.8674
5.52658, 13.0126, 11.0884, 10.896, 3.87461, 1.92426, 10.896, 0, 10.8961, 10.8961, 10.8961, 10.8963, 11.0872, 10.896, 10.896, 10.896, 10.896, 10.896, 10.896, 10.896, 10.896, 10.896, 10.896, 10.896, 10.8961, 10.896, 10.896, 10.8969, 10.896
5.53436, 11.0639, 11.0665, 10.9246, 3.61441, -0.00257111, 10.9246, 0, 10.9246, 10.9246, 10.9246, 10.9248, 11.0654, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9246, 10.9254, 10.9246
5.54215, 10.4673, 11.0557, 10.9529, 3.5309, -0.58843, 10.9529, 0, 10.9529, 10.9529, 10.953, 10.9532, 11.0545, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9537, 10.9529
5.54993, 10.5647, 11.0541, 10.9811, 3.54467, -0.489425, 10.9811, 0, 10.9811, 10.9811, 10.9811, 10.9813, 11.053, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9811, 10.9819, 10.9811
5.55772, 9.93892, 11.0601, 11.009, 3.45527, -1.12115, 11.009, 0, 11.009, 11.009, 11.0091, 11.0093, 11.0589, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.009, 11.0098, 11.009
5.5655, 9.92949, 11.0719, 11.0368, 3.45391, -1.1424, 11.0368, 0, 11.0368, 11.0368, 11.0369, 11.0371, 11.0708, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0368, 11.0376, 11.0368
5.57329, 12.4526, 11.0882, 11.0644, 3.80166, 1.36444, 11.0644, 0, 11.0644, 11.0644, 11.0645, 11.0646, 11.087, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0651, 11.0644
5.58107, 15.0537, 11.1077, 11.0918, 4.12961, 3.94598, 11.0918, 0, 11.0918, 11.0918, 11.0919, 11.092, 11.1066, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0925, 11.0918
5.58886, 7.06357, 11.1296, 11.119, 3.01058, -4.06607, 11.119, 0, 11.119, 11.119, 11.1192, 11.1192, 11.1285, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.119, 11.1196, 11.119
5.59664, 13.4528, 11.1532, 11.146, 3.931, 2.29965, 11.146, 0, 11.146, 11.146, 11.1462, 11.1462, 11.152, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.146, 11.1466, 11.146
5.60443, 12.0751, 11.1777, 11.1728, 3.75168, 0.897373, 11.1728, 0, 11.1728, 11.1728, 11.1731, 11.173, 11.1765, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1728, 11.1734, 11.1728
5.61222, 6.72555, 11.2029, 11.1993, 2.9539, -4.47737, 11.1993, 0, 11.1994, 11.1994, 11.1997, 11.1996, 11.2016, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.1993, 11.2, 11.1993
5.62, 12.1702, 11.2285, 11.2257, 3.76434, 0.941748, 11.2257, 0, 11.2257, 11.2257, 11.2262, 11.226, 11.2271, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2257, 11.2263, 11.2257
5.62779, 10.9901, 11.2542, 11.2519, 3.60418, -0.264141, 11.2519, 0, 11.2519, 11.2519, 11.2525, 11.2522, 11.2527, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2519, 11.2525, 11.2519
5.63557, 8.43841, 11.28, 11.2779, 3.23085, -2.84159, 11.2779, 0, 11.2779, 11.2779, 11.2786, 11.2781, 11.2784, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2779, 11.2785, 11.2779
5.64336, 12.7701, 11.3057, 11.3036, 3.84319, 1.46443, 11.3036, 0, 11.3036, 11.3036, 11.3045, 11.3039, 11.3039, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3042, 11.3036
5.65114, 11.6489, 11.3313, 11.3291, 3.69444, 0.317597, 11.3291, 0, 11.3292, 11.3292, 11.3302, 11.3294, 11.3293, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3291, 11.3297, 11.3291
5.65893, 11.8665, 11.3568, 11.3545, 3.72377, 0.509705, 11.3545, 0, 11.3545, 11.3545, 11.3557, 11.3548, 11.3546, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.3545, 11.355, 11.3545
5.66671, 12.1045, 11.382, 11.3795, 3.7556, 0.722537, 11.3795, 0, 11.3796, 11.3796, 11.381, 11.3798, 11.3796, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3795, 11.3801, 11.3795
5.6745, 8.67804, 11.4071, 11.4044, 3.26773, -2.72902, 11.4044, 0, 11.4044, 11.4044, 11.4061, 11.4047, 11.4045, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4044, 11.4049, 11.4044
5.68228, 11.0261, 11.4319, 11.429, 3.60917, -0.405803, 11.429, 0, 11.4291, 11.4291, 11.431, 11.4293, 11.4291, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.429, 11.4295, 11.429
5.69007, 8.9596, 11.4565, 11.4535, 3.31053, -2.49688, 11.4535, 0, 11.4535, 11.4535, 11.4556, 11.4538, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4535, 11.4539, 11.4535
5.69785, 13.5642, 11.4808, 11.4776, 3.94515, 2.08337, 11.4776, 0, 11.4776, 11.4776, 11.48, 11.4779, 11.4777, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.4776, 11.478, 11.4776
5.70564, 7.55183, 11.5049, 11.5015, 3.0906, -3.95306, 11.5015, 0, 11.5016, 11.5016, 11.5041, 11.5019, 11.5016, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5015, 11.5019, 11.5015
