   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_69.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.7902, 3.46196, 2.70968, 2.70967, 2.33708, 0.752279, 2.70967, 0, 2.70968, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967, 2.70967
12.798, 5.30335, 2.70152, 2.70151, 2.70247, 2.60183, 2.70151, 0, 2.70152, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151, 2.70151
12.8058, 3, 2.69313, 2.69312, 2.23607, 0.306868, 2.69312, 0, 2.69313, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312, 2.69312
12.8135, 0.450062, 2.68459, 2.68458, 1.56527, -2.23453, 2.68458, 0, 2.68459, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458, 2.68458
12.8213, 4.77261, 2.67597, 2.67596, 2.60242, 2.09664, 2.67596, 0, 2.67597, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596, 2.67596
12.8291, 3.21797, 2.66737, 2.66736, 2.28429, 0.550596, 2.66736, 0, 2.66737, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736, 2.66736
12.8369, 2.77717, 2.65886, 2.65885, 2.18567, 0.118311, 2.65885, 0, 2.65886, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885, 2.65885
12.8447, 2.78218, 2.65013, 2.65012, 2.18682, 0.132051, 2.65012, 0, 2.65013, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012, 2.65012
12.8525, 1.63903, 2.64121, 2.6412, 1.90763, -1.00217, 2.6412, 0, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412, 2.6412
12.8603, 3.2031, 2.63218, 2.63217, 2.28103, 0.570915, 2.63217, 0, 2.63218, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217, 2.63217
12.868, 7.57447, 2.62312, 2.62311, 3.09426, 4.95135, 2.62311, 0, 2.62312, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311, 2.62311
12.8758, 2.78922, 2.61404, 2.61403, 2.18843, 0.175177, 2.61403, 0, 2.61404, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403, 2.61403
12.8836, 5.40414, 2.60484, 2.60483, 2.72105, 2.7993, 2.60483, 0, 2.60484, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483, 2.60483
12.8914, 3.59103, 2.59552, 2.59551, 2.36454, 0.995511, 2.59551, 0, 2.59552, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551, 2.59551
12.8992, 1.39455, 2.58597, 2.58596, 1.84243, -1.19143, 2.58596, 0, 2.58597, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58596, 2.58597, 2.58596, 2.58596, 2.58596, 2.58596
12.907, 2.99257, 2.57624, 2.57623, 2.2344, 0.416328, 2.57623, 0, 2.57624, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623, 2.57623
12.9148, 3.6057, 2.56642, 2.56641, 2.36764, 1.03928, 2.56641, 0, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641, 2.56641
12.9225, 3.99752, 2.55661, 2.5566, 2.44898, 1.44091, 2.5566, 0, 2.55661, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566, 2.5566
12.9303, 2.18637, 2.54705, 2.54704, 2.04606, -0.360676, 2.54704, 0, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704, 2.54704
12.9381, 5.6223, 2.53709, 2.53708, 2.76085, 3.08522, 2.53708, 0, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708, 2.53708
12.9459, 1.18412, 2.52676, 2.52675, 1.78441, -1.34264, 2.52675, 0, 2.52676, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675, 2.52675
12.9537, 3.99742, 2.51625, 2.51624, 2.44896, 1.48117, 2.51624, 0, 2.51625, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51624, 2.51625, 2.51624, 2.51624, 2.51624, 2.51624
12.9615, 3.99777, 2.50577, 2.50576, 2.44903, 1.49199, 2.50576, 0, 2.50577, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50576, 2.50577, 2.50576, 2.50576, 2.50576, 2.50576
12.9693, 4.17435, 2.49662, 2.49661, 2.48482, 1.67773, 2.49661, 0, 2.49662, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661, 2.49661
12.977, 2.64634, 2.48681, 2.4868, 2.15554, 0.15953, 2.4868, 0, 2.48681, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868, 2.4868
12.9848, 1, 2.47639, 2.47637, 1.73205, -1.47639, 2.47637, 0, 2.47639, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637, 2.47637
12.9926, 0.508859, 2.46566, 2.46564, 1.58394, -1.95681, 2.46564, 0, 2.46566, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46564, 2.46565, 2.46564, 2.46564, 2.46564, 2.46564
13.0004, 4.82547, 2.45497, 2.45494, 2.61256, 2.3705, 2.45494, 0, 2.45497, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494, 2.45494
13.0082, 2.83048, 2.44628, 2.44624, 2.19784, 0.384203, 2.44624, 0, 2.44628, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624, 2.44624
13.016, 3.32218, 2.43671, 2.43666, 2.30699, 0.885468, 2.43666, 0, 2.43671, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666, 2.43666
13.0237, 2.83296, 2.42633, 2.42624, 2.1984, 0.406629, 2.42624, 0, 2.42633, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624, 2.42624
13.0315, 3.31053, 2.41557, 2.41543, 2.30446, 0.89496, 2.41543, 0, 2.41557, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543, 2.41543
13.0393, 6.52466, 2.40487, 2.40464, 2.9197, 4.11979, 2.40464, 0, 2.40487, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464, 2.40464
13.0471, 1.99765, 2.39665, 2.3963, 1.99941, -0.399008, 2.3963, 0, 2.39665, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963, 2.3963
13.0549, 2.99763, 2.38743, 2.38687, 2.23554, 0.610198, 2.38687, 0, 2.38743, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687, 2.38687
13.0627, 1.14525, 2.3773, 2.37644, 1.77348, -1.23206, 2.37644, 0, 2.3773, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644, 2.37644
13.0705, 2.84981, 2.36684, 2.36551, 2.20223, 0.48297, 2.36551, 0, 2.36684, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36551, 2.36552, 2.36551, 2.36551, 2.36551, 2.36551
13.0782, 2.99765, 2.35662, 2.35462, 2.23554, 0.641021, 2.35462, 0, 2.35662, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462, 2.35462
13.086, 1.13817, 2.34964, 2.34666, 1.77149, -1.21148, 2.34666, 0, 2.34964, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666, 2.34666
13.0938, 2.13395, 2.34181, 2.33743, 2.03321, -0.207861, 2.33743, 0, 2.34181, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743, 2.33743
13.1016, 3.8566, 2.33337, 2.32703, 2.42004, 1.52323, 2.32703, 0, 2.33337, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32703, 2.32704, 2.32703, 2.32703, 2.32703, 2.32703
13.1094, 1.8615, 2.32508, 2.31606, 1.96507, -0.463589, 2.31606, 0, 2.32508, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31606, 2.31607, 2.31606, 2.31606, 2.31606, 2.31606
13.1172, 4.86667, 2.31778, 2.30512, 2.62043, 2.54889, 2.30512, 0, 2.31778, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512, 2.30512
13.125, 1.38587, 2.31504, 2.29754, 1.84007, -0.929165, 2.29754, 0, 2.31504, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754, 2.29754
13.1327, 3.74027, 2.31235, 2.28851, 2.39589, 1.42792, 2.28851, 0, 2.31235, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851, 2.28851
13.1405, 0.99777, 2.31014, 2.27815, 1.73141, -1.31237, 2.27815, 0, 2.31014, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815, 2.27815
13.1483, 3.87608, 2.30942, 2.26714, 2.42406, 1.56666, 2.26714, 0, 2.30942, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714, 2.26714
13.1561, 1, 2.31122, 2.25615, 1.73205, -1.31122, 2.25615, 0, 2.31122, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615, 2.25615
13.1639, 1.23343, 2.31978, 2.24914, 1.79817, -1.08635, 2.24914, 0, 2.31978, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914, 2.24914
13.1717, 2.8807, 2.32965, 2.24038, 2.20923, 0.551043, 2.24038, 0, 2.32965, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038, 2.24038
13.1795, 2.88587, 2.34114, 2.23, 2.2104, 0.544729, 2.23, 0, 2.34114, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23, 2.23001, 2.23, 2.23, 2.23, 2.23
13.1872, 2.43767, 2.35515, 2.21884, 2.10658, 0.0825248, 2.21884, 0, 2.35514, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884, 2.21884
13.195, 4.66927, 2.37238, 2.20771, 2.58249, 2.29689, 2.20771, 0, 2.37238, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771, 2.20771
13.2028, 2.99752, 2.39867, 2.20268, 2.23551, 0.598854, 2.20268, 0, 2.39867, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20268, 2.20269, 2.20268, 2.20268, 2.20268, 2.20268
13.2106, 2.09997, 2.42566, 2.19588, 2.02484, -0.325688, 2.19588, 0, 2.42566, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588, 2.19588
13.2184, 1.79556, 2.45282, 2.18741, 1.94822, -0.657255, 2.18741, 0, 2.45282, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741, 2.18741
13.2262, 0.0972739, 2.48013, 2.17813, 1.4482, -2.38285, 2.17813, 0, 2.48013, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813, 2.17813
13.2339, 2.18748, 2.5074, 2.16887, 2.04633, -0.319913, 2.16887, 0, 2.5074, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887, 2.16887
13.2417, 3.80768, 2.53708, 2.16323, 2.40991, 1.2706, 2.16323, 0, 2.53708, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323, 2.16323
13.2495, 3.26791, 2.56297, 2.15623, 2.29519, 0.704936, 2.15623, 0, 2.56297, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623, 2.15623
13.2573, 5.72739, 2.58397, 2.14801, 2.77982, 3.14341, 2.14801, 0, 2.58397, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801, 2.14801
13.2651, 2.91227, 2.59957, 2.13918, 2.21636, 0.312695, 2.13918, 0, 2.59957, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13918, 2.13919, 2.13918, 2.13918, 2.13918, 2.13918
13.2729, 1, 2.60939, 2.13038, 1.73205, -1.60939, 2.13038, 0, 2.60939, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038, 2.13038
13.2807, 0.160843, 2.61528, 2.12423, 1.46998, -2.45444, 2.12423, 0, 2.61528, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423, 2.12423
13.2884, 3.15093, 2.61314, 2.11712, 2.26957, 0.537791, 2.11712, 0, 2.61314, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712, 2.11712
13.2962, 7.91499, 2.60283, 2.10911, 3.14881, 5.31216, 2.10911, 0, 2.60283, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911, 2.10911
13.304, 3.77323, 2.58496, 2.10066, 2.40276, 1.18827, 2.10066, 0, 2.58496, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066, 2.10066
13.3118, 1, 2.56044, 2.09223, 1.73205, -1.56044, 2.09223, 0, 2.56044, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223, 2.09223
13.3196, 1.20518, 2.5307, 2.08451, 1.7903, -1.32553, 2.08451, 0, 2.5307, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451, 2.08451
13.3274, 2.86074, 2.49542, 2.07616, 2.20471, 0.365329, 2.07616, 0, 2.49541, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616, 2.07616
13.3352, 6.12441, 2.45571, 2.06721, 2.85034, 3.6687, 2.06721, 0, 2.45571, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721, 2.06721
13.3429, 4.93209, 2.41298, 2.0578, 2.63289, 2.51911, 2.0578, 0, 2.41298, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578, 2.0578
13.3507, 3.93631, 2.36864, 2.0481, 2.43645, 1.56767, 2.0481, 0, 2.36864, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481, 2.0481
13.3585, 3.05378, 2.32403, 2.03827, 2.24806, 0.729754, 2.03827, 0, 2.32402, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827, 2.03827
13.3663, 3.88748, 2.28035, 2.02846, 2.42641, 1.60714, 2.02846, 0, 2.28035, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846, 2.02846
13.3741, 1, 2.23835, 2.01853, 1.73205, -1.23835, 2.01853, 0, 2.23835, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853, 2.01853
13.3819, 2, 2.1983, 2.00802, 2, -0.198299, 2.00802, 0, 2.1983, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802, 2.00802
13.3897, 0.0467162, 2.1607, 1.99699, 1.43063, -2.11398, 1.99699, 0, 2.1607, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699, 1.99699
13.3974, 2.04176, 2.1261, 1.9857, 2.01041, -0.0843403, 1.9857, 0, 2.1261, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.9857, 1.98571, 1.9857, 1.9857, 1.98571, 1.9857
13.4052, 3.95328, 2.09487, 1.97446, 2.43994, 1.85841, 1.97446, 0, 2.09487, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446, 1.97446
13.413, 3.99777, 2.06852, 1.96485, 2.44903, 1.92925, 1.96485, 0, 2.06852, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485, 1.96485
