   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_290.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0022605, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0055952, 0, 1.0205e-16, 0, 1.41421, -1.0205e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50755e-18, 0, 0, 5.32114e-19, 0, 2.67621e-21, 0, 1.00008e-16, 0, 0
0.0134509, 0, 1.75027e-16, 0, 1.41421, -1.75027e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58536e-18, 0, 0, 9.27751e-19, 0, 4.704e-21, 0, 1.71509e-16, 0, 0
0.0213066, 0, 2.98308e-16, 0, 1.41421, -2.98308e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40599e-18, 0, 0, 1.60774e-18, 0, 8.22101e-21, 0, 2.92286e-16, 0, 0
0.0291623, 0, 5.05289e-16, 0, 1.41421, -5.05289e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46239e-18, 0, 0, 2.76952e-18, 0, 1.42871e-20, 0, 4.95043e-16, 0, 0
0.037018, 0, 8.50666e-16, 0, 1.41421, -8.50666e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25619e-17, 0, 0, 4.74274e-18, 0, 2.46924e-20, 0, 8.33336e-16, 0, 0
0.0448737, 0, 1.4235e-15, 0, 1.41421, -1.4235e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10189e-17, 0, 0, 8.07476e-18, 0, 4.24449e-20, 0, 1.39436e-15, 0, 0
0.0527294, 0, 2.36791e-15, 0, 1.41421, -2.36791e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49602e-17, 0, 0, 1.36691e-17, 0, 7.25719e-20, 0, 2.31921e-15, 0, 0
0.0605851, 0, 3.91571e-15, 0, 1.41421, -3.91571e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.78062e-17, 0, 0, 2.30085e-17, 0, 1.23432e-19, 0, 3.83478e-15, 0, 0
0.0684408, 0, 6.43753e-15, 0, 1.41421, -6.43753e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.50245e-17, 0, 0, 3.85129e-17, 0, 2.0885e-19, 0, 6.30378e-15, 0, 0
0.0762966, 0, 1.05224e-14, 0, 1.41421, -1.05224e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55305e-16, 0, 0, 6.41117e-17, 0, 3.51581e-19, 0, 1.03027e-14, 0, 0
0.0841523, 0, 1.71011e-14, 0, 1.41421, -1.71011e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52373e-16, 0, 0, 1.06147e-16, 0, 5.88878e-19, 0, 1.6742e-14, 0, 0
0.092008, 0, 2.76353e-14, 0, 1.41421, -2.76353e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07786e-16, 0, 0, 1.74799e-16, 0, 9.81436e-19, 0, 2.70517e-14, 0, 0
0.0998637, 0, 4.44075e-14, 0, 1.41421, -4.44075e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55198e-16, 0, 0, 2.86331e-16, 0, 1.62765e-18, 0, 4.34644e-14, 0, 0
0.107719, 0, 7.09607e-14, 0, 1.41421, -7.09607e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04684e-15, 0, 0, 4.66573e-16, 0, 2.68625e-18, 0, 6.94446e-14, 0, 0
0.115575, 0, 1.12763e-13, 0, 1.41421, -1.12763e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66332e-15, 0, 0, 7.56351e-16, 0, 4.41206e-18, 0, 1.10339e-13, 0, 0
0.123431, 0, 1.78206e-13, 0, 1.41421, -1.78206e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6283e-15, 0, 0, 1.21986e-15, 0, 7.2127e-18, 0, 1.74351e-13, 0, 0
0.131286, 0, 2.80088e-13, 0, 1.41421, -2.80088e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13039e-15, 0, 0, 1.95753e-15, 0, 1.1736e-17, 0, 2.73989e-13, 0, 0
0.139142, 0, 4.37826e-13, 0, 1.41421, -4.37826e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45565e-15, 0, 0, 3.12578e-15, 0, 1.90079e-17, 0, 4.28226e-13, 0, 0
0.146998, 0, 6.80697e-13, 0, 1.41421, -6.80697e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00354e-14, 0, 0, 4.96697e-15, 0, 3.06452e-17, 0, 6.65664e-13, 0, 0
0.154854, 0, 1.05261e-12, 0, 1.41421, -1.05261e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55163e-14, 0, 0, 7.85519e-15, 0, 4.91846e-17, 0, 1.02918e-12, 0, 0
0.162709, 0, 1.619e-12, 0, 1.41421, -1.619e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38624e-14, 0, 0, 1.23651e-14, 0, 7.85888e-17, 0, 1.5827e-12, 0, 0
0.170565, 0, 2.47693e-12, 0, 1.41421, -2.47693e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65026e-14, 0, 0, 1.93759e-14, 0, 1.25022e-16, 0, 2.42093e-12, 0, 0
0.178421, 0, 3.76941e-12, 0, 1.41421, -3.76941e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.55427e-14, 0, 0, 3.02274e-14, 0, 1.98029e-16, 0, 3.68344e-12, 0, 0
0.186276, 0, 5.70606e-12, 0, 1.41421, -5.70606e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.4069e-14, 0, 0, 4.69544e-14, 0, 3.12338e-16, 0, 5.57472e-12, 0, 0
0.194132, 0, 8.5924e-12, 0, 1.41421, -8.5924e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26579e-13, 0, 0, 7.26366e-14, 0, 4.90573e-16, 0, 8.3927e-12, 0, 0
0.201988, 0, 1.28712e-11, 0, 1.41421, -1.28712e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89591e-13, 0, 0, 1.11921e-13, 0, 7.67363e-16, 0, 1.25689e-11, 0, 0
0.209844, 0, 1.91803e-11, 0, 1.41421, -1.91803e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82496e-13, 0, 0, 1.71803e-13, 0, 1.19551e-15, 0, 1.87248e-11, 0, 0
0.217699, 0, 2.84341e-11, 0, 1.41421, -2.84341e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18752e-13, 0, 0, 2.62787e-13, 0, 1.85526e-15, 0, 2.77507e-11, 0, 0
