   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_103.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.34741, 26.3801, 24.3332, 10.8416, 5.3273, 2.04693, 10.8416, 0, 10.8416, 10.8416, 10.8416, 10.8435, 24.3264, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8416, 10.8464, 10.8416
5.3553, 24.4585, 25.8299, 10.8759, 5.14379, -1.37139, 10.8759, 0, 10.8759, 10.8759, 10.8759, 10.8778, 25.8229, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8759, 10.8811, 10.8759
5.36318, 25.2544, 27.2623, 10.9101, 5.22057, -2.00793, 10.9101, 0, 10.9101, 10.9102, 10.9101, 10.9119, 27.255, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9156, 10.9101
5.37107, 34.3256, 28.5849, 10.9442, 6.02707, 5.74064, 10.9442, 0, 10.9442, 10.9442, 10.9442, 10.9459, 28.5774, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.9442, 10.95, 10.9442
5.37896, 32.3003, 29.7533, 10.9781, 5.85665, 2.54701, 10.9781, 0, 10.9782, 10.9782, 10.9782, 10.9797, 29.7458, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9781, 10.9841, 10.9781
5.38684, 30.7114, 30.726, 11.0119, 5.71939, -0.0145683, 11.0119, 0, 11.0119, 11.012, 11.0119, 11.0134, 30.7183, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0119, 11.0181, 11.0119
5.39473, 30.4989, 31.4674, 11.0456, 5.70078, -0.968571, 11.0456, 0, 11.0456, 11.0456, 11.0456, 11.0469, 31.4598, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0456, 11.0519, 11.0456
5.40261, 28.8882, 31.9501, 11.0791, 5.55772, -3.06188, 11.0791, 0, 11.0791, 11.0791, 11.0791, 11.0803, 31.9425, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0791, 11.0854, 11.0791
5.4105, 22.3036, 32.1562, 11.1125, 4.92987, -9.8526, 11.1125, 0, 11.1125, 11.1125, 11.1125, 11.1135, 32.1487, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1125, 11.1188, 11.1125
5.41839, 29.6855, 32.0788, 11.1457, 5.62899, -2.39334, 11.1457, 0, 11.1457, 11.1457, 11.1457, 11.1467, 32.0714, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.1457, 11.152, 11.1457
5.42627, 33.9026, 31.7226, 11.1787, 5.99188, 2.18, 11.1787, 0, 11.1787, 11.1787, 11.1787, 11.1796, 31.7153, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1787, 11.1851, 11.1787
5.43416, 35.4892, 31.1031, 11.2116, 6.12284, 4.38606, 11.2116, 0, 11.2116, 11.2116, 11.2116, 11.2124, 31.0959, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2116, 11.2179, 11.2116
5.44204, 30.9166, 30.246, 11.2443, 5.7373, 0.670603, 11.2443, 0, 11.2443, 11.2444, 11.2443, 11.2451, 30.2389, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2443, 11.2507, 11.2443
5.44993, 34.5664, 29.1855, 11.2769, 6.04702, 5.38092, 11.2769, 0, 11.2769, 11.2769, 11.2769, 11.2776, 29.1785, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2769, 11.2832, 11.2769
5.45782, 31.2946, 27.9617, 11.3093, 5.77015, 3.33293, 11.3093, 0, 11.3093, 11.3093, 11.3093, 11.3099, 27.9547, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3093, 11.3156, 11.3093
5.4657, 28.5533, 26.6186, 11.3415, 5.5275, 1.93471, 11.3415, 0, 11.3416, 11.3416, 11.3416, 11.3421, 26.6116, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3479, 11.3415
5.47359, 26.8602, 25.2015, 11.3736, 5.37217, 1.65863, 11.3736, 0, 11.3736, 11.3736, 11.3736, 11.3742, 25.1945, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.3736, 11.38, 11.3736
5.48147, 23.0669, 23.7544, 11.4055, 5.00668, -0.687544, 11.4055, 0, 11.4055, 11.4055, 11.4055, 11.406, 23.7474, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.4055, 11.412, 11.4055
5.48936, 25.8993, 22.318, 11.4372, 5.28198, 3.58127, 11.4372, 0, 11.4372, 11.4372, 11.4372, 11.4377, 22.3109, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4372, 11.4438, 11.4372
5.49724, 17.4885, 20.9281, 11.4687, 4.41458, -3.43961, 11.4687, 0, 11.4688, 11.4688, 11.4688, 11.4692, 20.9209, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4687, 11.4754, 11.4687
5.50513, 24.4901, 19.6141, 11.5001, 5.14685, 4.87602, 11.5001, 0, 11.5001, 11.5001, 11.5001, 11.5006, 19.6067, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5001, 11.5069, 11.5001
5.51302, 21.9724, 18.3985, 11.5313, 4.89616, 3.57387, 11.5313, 0, 11.5313, 11.5313, 11.5313, 11.5317, 18.391, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5313, 11.5382, 11.5313
5.5209, 17.4773, 17.297, 11.5622, 4.41331, 0.1803, 11.5622, 0, 11.5622, 11.5623, 11.5623, 11.5627, 17.2894, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5622, 11.5693, 11.5622
5.52879, 21.9752, 16.3185, 11.593, 4.89645, 5.65667, 11.593, 0, 11.593, 11.593, 11.5931, 11.5935, 16.3108, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.593, 11.6002, 11.593
5.53667, 23.9762, 15.466, 11.6236, 5.09668, 8.51016, 11.6236, 0, 11.6236, 11.6236, 11.6237, 11.6241, 15.4582, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6236, 11.6309, 11.6236
5.54456, 21.4499, 14.737, 11.654, 4.84251, 6.71292, 11.654, 0, 11.654, 11.654, 11.6541, 11.6545, 14.7291, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.654, 11.6614, 11.654
5.55245, 18.0349, 14.1254, 11.6842, 4.47603, 3.90947, 11.6842, 0, 11.6842, 11.6842, 11.6843, 11.6846, 14.1174, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6842, 11.6916, 11.6842
5.56033, 15.956, 13.622, 11.7142, 4.23746, 2.33409, 11.7142, 0, 11.7142, 11.7142, 11.7143, 11.7146, 13.6139, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7142, 11.7216, 11.7142
5.56822, 14.0428, 13.2155, 11.744, 4.00534, 0.827237, 11.744, 0, 11.744, 11.744, 11.7441, 11.7444, 13.2075, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.744, 11.7514, 11.744
5.5761, 12.5063, 12.8941, 11.7735, 3.80872, -0.387747, 11.7735, 0, 11.7735, 11.7735, 11.7737, 11.774, 12.886, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7735, 11.7809, 11.7735
5.58399, 13.303, 12.6454, 11.8029, 3.9119, 0.657577, 11.8029, 0, 11.8029, 11.8029, 11.8031, 11.8034, 12.6374, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8029, 11.8102, 11.8029
5.59187, 14.6314, 12.4577, 11.832, 4.07816, 2.17371, 11.832, 0, 11.832, 11.8321, 11.8323, 11.8325, 12.4497, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.832, 11.8393, 11.832
5.59976, 13.4597, 12.3201, 11.861, 3.93188, 1.13953, 11.861, 0, 11.861, 11.861, 11.8612, 11.8614, 12.3122, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.8681, 11.861
5.60765, 10.6234, 12.2229, 11.8897, 3.55294, -1.59952, 11.8897, 0, 11.8897, 11.8897, 11.89, 11.8902, 12.215, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8967, 11.8897
5.61553, 10.4038, 12.1575, 11.9181, 3.5219, -1.75372, 11.9181, 0, 11.9182, 11.9182, 11.9185, 11.9186, 12.1497, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9181, 11.9251, 11.9181
5.62342, 5.58662, 12.1168, 11.9464, 2.75438, -6.53023, 11.9464, 0, 11.9464, 11.9464, 11.9469, 11.9469, 12.1091, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9464, 11.9532, 11.9464
5.6313, 14.3892, 12.095, 11.9744, 4.04836, 2.2942, 11.9744, 0, 11.9744, 11.9744, 11.975, 11.9749, 12.0873, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.9744, 11.981, 11.9744
5.63919, 8.5259, 12.0873, 12.0022, 3.24436, -3.56138, 12.0022, 0, 12.0022, 12.0022, 12.0028, 12.0027, 12.0797, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0022, 12.0086, 12.0022
5.64708, 8.37031, 12.0899, 12.0298, 3.2203, -3.71957, 12.0298, 0, 12.0298, 12.0298, 12.0305, 12.0303, 12.0824, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.0298, 12.036, 12.0298
5.65496, 10.0675, 12.1, 12.0571, 3.47384, -2.03241, 12.0571, 0, 12.0571, 12.0571, 12.0579, 12.0576, 12.0926, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0571, 12.0631, 12.0571
5.66285, 8.44314, 12.1153, 12.0841, 3.23158, -3.67219, 12.0841, 0, 12.0841, 12.0841, 12.0851, 12.0847, 12.1081, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0841, 12.0899, 12.0841
5.67073, 8.17501, 12.1344, 12.111, 3.18983, -3.95941, 12.111, 0, 12.111, 12.111, 12.112, 12.1115, 12.1273, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.111, 12.1165, 12.111
5.67862, 3.79579, 12.1561, 12.1375, 2.40744, -8.36031, 12.1375, 0, 12.1375, 12.1375, 12.1386, 12.1381, 12.1491, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1375, 12.1428, 12.1375
5.6865, 11.3294, 12.1796, 12.1638, 3.65094, -0.850224, 12.1638, 0, 12.1638, 12.1638, 12.165, 12.1644, 12.1728, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1638, 12.1688, 12.1638
5.69439, 9.75142, 12.2044, 12.1899, 3.42804, -2.45302, 12.1899, 0, 12.1899, 12.1899, 12.1912, 12.1904, 12.1978, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1899, 12.1946, 12.1899
5.70228, 10.6484, 12.2304, 12.2157, 3.55646, -1.582, 12.2157, 0, 12.2157, 12.2157, 12.2171, 12.2162, 12.224, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2157, 12.2202, 12.2157
5.71016, 14.0943, 12.2575, 12.2412, 4.01177, 1.83683, 12.2412, 0, 12.2412, 12.2412, 12.2427, 12.2418, 12.2512, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2412, 12.2455, 12.2412
5.71805, 7.10455, 12.2858, 12.2665, 3.01737, -5.18126, 12.2665, 0, 12.2665, 12.2665, 12.268, 12.267, 12.2797, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2665, 12.2705, 12.2665
5.72593, 8.98529, 12.3157, 12.2914, 3.31441, -3.33041, 12.2914, 0, 12.2915, 12.2915, 12.293, 12.292, 12.3098, 12.2914, 12.2914, 12.2914, 12.2914, 12.2914, 12.2914, 12.2914, 12.2914, 12.2914, 12.2914, 12.2914, 12.2915, 12.2914, 12.2914, 12.2952, 12.2914
5.73382, 8.6855, 12.3477, 12.3162, 3.26887, -3.66218, 12.3162, 0, 12.3162, 12.3162, 12.3177, 12.3167, 12.342, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3162, 12.3197, 12.3162
5.74171, 8.42392, 12.3825, 12.3406, 3.22861, -3.95855, 12.3406, 0, 12.3406, 12.3406, 12.3421, 12.3412, 12.377, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3406, 12.3439, 12.3406
5.74959, 9.56177, 12.421, 12.3647, 3.40026, -2.85919, 12.3647, 0, 12.3647, 12.3647, 12.3662, 12.3653, 12.4157, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3647, 12.3679, 12.3647
5.75748, 7.27103, 12.4643, 12.3885, 3.04484, -5.1933, 12.3885, 0, 12.3885, 12.3885, 12.39, 12.3891, 12.4592, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3885, 12.3916, 12.3885
5.76536, 10.9857, 12.5139, 12.4121, 3.60356, -1.52826, 12.4121, 0, 12.4121, 12.4121, 12.4135, 12.4127, 12.509, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.4121, 12.415, 12.4121
5.77325, 12.9857, 12.5713, 12.4353, 3.87114, 0.414389, 12.4353, 0, 12.4353, 12.4353, 12.4366, 12.4359, 12.5666, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4353, 12.4381, 12.4353
5.78114, 8.14724, 12.6384, 12.4582, 3.18547, -4.49112, 12.4582, 0, 12.4582, 12.4582, 12.4594, 12.4588, 12.6338, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4582, 12.4609, 12.4582
5.78902, 14.073, 12.717, 12.4808, 4.00911, 1.35599, 12.4808, 0, 12.4808, 12.4808, 12.4819, 12.4814, 12.7126, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4808, 12.4834, 12.4808
5.79691, 12.1506, 12.8093, 12.5031, 3.76172, -0.658724, 12.5031, 0, 12.5031, 12.5031, 12.5041, 12.5037, 12.8051, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5031, 12.5056, 12.5031
5.80479, 8.33606, 12.9172, 12.525, 3.21497, -4.58119, 12.525, 0, 12.525, 12.525, 12.5259, 12.5257, 12.9133, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.525, 12.5274, 12.525
5.81268, 9.40213, 13.0428, 12.5466, 3.3767, -3.6407, 12.5466, 0, 12.5466, 12.5466, 12.5475, 12.5473, 13.039, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5466, 12.5489, 12.5466
5.82056, 12.6523, 13.1877, 12.5679, 3.82784, -0.53532, 12.5679, 0, 12.5679, 12.5679, 12.5686, 12.5685, 13.184, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5679, 12.5701, 12.5679
5.82845, 21.5416, 13.3528, 12.5888, 4.85197, 8.1888, 12.5888, 0, 12.5888, 12.5888, 12.5894, 12.5895, 13.3494, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5888, 12.5909, 12.5888
5.83634, 17.1789, 13.5389, 12.6094, 4.37937, 3.63995, 12.6094, 0, 12.6094, 12.6094, 12.6099, 12.61, 13.5357, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6094, 12.6114, 12.6094
5.84422, 12.3879, 13.7455, 12.6296, 3.79313, -1.35763, 12.6296, 0, 12.6296, 12.6296, 12.63, 12.6302, 13.7424, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6315, 12.6296
5.85211, 9.58829, 13.9713, 12.6494, 3.40416, -4.38296, 12.6494, 0, 12.6494, 12.6494, 12.6498, 12.6501, 13.9683, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6494, 12.6512, 12.6494
5.85999, 13.3827, 14.2137, 12.6689, 3.92208, -0.831012, 12.6689, 0, 12.6689, 12.6689, 12.6692, 12.6696, 14.211, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6689, 12.6706, 12.6689
5.86788, 11.5554, 14.4692, 12.688, 3.68177, -2.91385, 12.688, 0, 12.688, 12.688, 12.6883, 12.6887, 14.4667, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.688, 12.6896, 12.688
5.87577, 16.9253, 14.733, 12.7068, 4.35032, 2.19224, 12.7068, 0, 12.7068, 12.7068, 12.707, 12.7075, 14.7306, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7068, 12.7083, 12.7068
5.88365, 20.0882, 14.9992, 12.7252, 4.69981, 5.08897, 12.7252, 0, 12.7252, 12.7252, 12.7254, 12.7259, 14.9969, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7252, 12.7266, 12.7252
5.89154, 6.37317, 15.261, 12.7433, 2.89364, -8.88784, 12.7433, 0, 12.7433, 12.7433, 12.7434, 12.744, 15.2588, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7433, 12.7446, 12.7433
5.89942, 16.6031, 15.5111, 12.7611, 4.31313, 1.09199, 12.7611, 0, 12.7611, 12.7611, 12.7612, 12.7618, 15.509, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7611, 12.7623, 12.7611
5.90731, 14.6497, 15.7419, 12.7786, 4.0804, -1.09224, 12.7786, 0, 12.7786, 12.7786, 12.7786, 12.7793, 15.74, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7786, 12.7797, 12.7786
5.91519, 16.0819, 15.9461, 12.7958, 4.25228, 0.135767, 12.7958, 0, 12.7958, 12.7958, 12.7959, 12.7966, 15.9442, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7958, 12.7969, 12.7958
5.92308, 16.9832, 16.1168, 12.8129, 4.35698, 0.866451, 12.8129, 0, 12.8129, 12.8129, 12.813, 12.8136, 16.115, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8129, 12.8139, 12.8129
5.93097, 12.4905, 16.2482, 12.8299, 3.80663, -3.75777, 12.8299, 0, 12.8299, 12.8299, 12.8299, 12.8306, 16.2465, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8299, 12.8308, 12.8299
5.93885, 10.8462, 16.336, 12.8468, 3.58416, -5.48978, 12.8468, 0, 12.8468, 12.8468, 12.8468, 12.8475, 16.3344, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8468, 12.8476, 12.8468
5.94674, 14.2443, 16.3774, 12.8637, 4.03042, -2.13307, 12.8637, 0, 12.8637, 12.8637, 12.8637, 12.8644, 16.3758, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8645, 12.8637
5.95462, 12.8148, 16.3715, 12.8807, 3.849, -3.55664, 12.8807, 0, 12.8807, 12.8807, 12.8807, 12.8815, 16.3699, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8807, 12.8814, 12.8807
5.96251, 14.4293, 16.3193, 12.8979, 4.05331, -1.88997, 12.8979, 0, 12.8979, 12.8979, 12.8979, 12.8987, 16.3178, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8979, 12.8986, 12.8979
5.9704, 8.71263, 16.2237, 12.9154, 3.27302, -7.5111, 12.9154, 0, 12.9154, 12.9154, 12.9154, 12.9162, 16.2223, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.9154, 12.916, 12.9154
5.97828, 14.268, 16.0893, 12.9332, 4.03337, -1.82129, 12.9332, 0, 12.9332, 12.9332, 12.9332, 12.934, 16.0879, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9332, 12.9338, 12.9332
5.98617, 10.4151, 15.922, 12.9515, 3.52351, -5.50688, 12.9515, 0, 12.9515, 12.9515, 12.9515, 12.9523, 15.9206, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.9515, 12.952, 12.9515
