   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_110.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00571541, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00216261, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0100406, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0179187, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0257967, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0336747, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0415527, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0494307, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0573088, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0651868, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0730648, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0809428, 0, 4.72091e-30, 0, 1.41421, -4.72091e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89381e-32, 0, 0, 4.95243e-35, 8.96245e-36, 0, 4.69191e-30, 0, 0, 0
0.0888208, 0, 5.13974e-29, 0, 1.41421, -5.13974e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15041e-31, 0, 0, 5.39158e-34, 2.245e-33, 0, 5.10796e-29, 0, 0, 0
0.0966989, 0, 3.51217e-28, 0, 1.41421, -3.51217e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15274e-30, 0, 0, 3.68417e-33, 2.34474e-32, 0, 3.49037e-28, 0, 0, 0
0.104577, 0, 1.91829e-27, 0, 1.41421, -1.91829e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17578e-29, 0, 0, 2.0163e-32, 1.5696e-31, 0, 1.90636e-27, 0, 0, 0
0.112455, 0, 9.12551e-27, 0, 1.41421, -9.12551e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59322e-29, 0, 0, 9.6352e-32, 8.461e-31, 0, 9.06863e-27, 0, 0, 0
0.120333, 0, 3.9401e-26, 0, 1.41421, -3.9401e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41495e-28, 0, 0, 4.18627e-31, 3.98657e-30, 0, 3.91551e-26, 0, 0, 0
0.128211, 0, 1.58025e-25, 0, 1.41421, -1.58025e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.68557e-28, 0, 0, 1.6913e-30, 1.70822e-29, 0, 1.57038e-25, 0, 0, 0
0.136089, 0, 5.97274e-25, 0, 1.41421, -5.97274e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66074e-27, 0, 0, 6.44343e-30, 6.80865e-29, 0, 5.93539e-25, 0, 0, 0
0.143967, 0, 2.14802e-24, 0, 1.41421, -2.14802e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31653e-26, 0, 0, 2.33676e-29, 2.55992e-28, 0, 2.13457e-24, 0, 0, 0
0.151845, 0, 7.40093e-24, 0, 1.41421, -7.40093e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53605e-26, 0, 0, 8.12149e-29, 9.16466e-28, 0, 7.35458e-24, 0, 0, 0
0.159723, 0, 2.45538e-23, 0, 1.41421, -2.45538e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5049e-25, 0, 0, 2.7187e-28, 3.14505e-27, 0, 2.43999e-23, 0, 0, 0
0.167601, 0, 7.87451e-23, 0, 1.41421, -7.87451e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82627e-25, 0, 0, 8.79978e-28, 1.03972e-26, 0, 7.82512e-23, 0, 0, 0
0.175479, 0, 2.44869e-22, 0, 1.41421, -2.44869e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50079e-24, 0, 0, 2.76249e-27, 3.3238e-26, 0, 2.43332e-22, 0, 0, 0
0.183357, 0, 7.40158e-22, 0, 1.41421, -7.40158e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53637e-24, 0, 0, 8.43189e-27, 1.03062e-25, 0, 7.3551e-22, 0, 0, 0
0.191235, 0, 2.17915e-21, 0, 1.41421, -2.17915e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33558e-23, 0, 0, 2.50749e-26, 3.10723e-25, 0, 2.16545e-21, 0, 0, 0
0.199113, 0, 6.25977e-21, 0, 1.41421, -6.25977e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83654e-23, 0, 0, 7.27755e-26, 9.12712e-25, 0, 6.22042e-21, 0, 0, 0
0.206991, 0, 1.75698e-20, 0, 1.41421, -1.75698e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07683e-22, 0, 0, 2.06441e-25, 2.61647e-24, 0, 1.74593e-20, 0, 0, 0
0.214869, 0, 4.82449e-20, 0, 1.41421, -4.82449e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95686e-22, 0, 0, 5.73075e-25, 7.33065e-24, 0, 4.79413e-20, 0, 0, 0
0.222747, 0, 1.29739e-19, 0, 1.41421, -1.29739e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95146e-22, 0, 0, 1.55848e-24, 2.00978e-23, 0, 1.28922e-19, 0, 0, 0
0.230625, 0, 3.41998e-19, 0, 1.41421, -3.41998e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09604e-21, 0, 0, 4.15594e-24, 5.3975e-23, 0, 3.39844e-19, 0, 0, 0
0.238503, 0, 8.84423e-19, 0, 1.41421, -8.84423e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.42044e-21, 0, 0, 1.08761e-23, 1.42127e-22, 0, 8.7885e-19, 0, 0, 0
0.246381, 0, 2.24537e-18, 0, 1.41421, -2.24537e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37614e-20, 0, 0, 2.79528e-23, 3.6724e-22, 0, 2.23121e-18, 0, 0, 0
0.254259, 0, 5.71414e-18, 0, 1.41421, -5.71414e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50205e-20, 0, 0, 7.22878e-23, 9.54523e-22, 0, 5.6781e-18, 0, 0, 0
0.262137, 0, 1.39678e-17, 0, 1.41421, -1.39678e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.56049e-20, 0, 0, 1.78994e-22, 2.3723e-21, 0, 1.38797e-17, 0, 0, 0
0.270015, 0, 3.35873e-17, 0, 1.41421, -3.35873e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05846e-19, 0, 0, 4.36184e-22, 5.79891e-21, 0, 3.33752e-17, 0, 0, 0
