   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_269.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0902483, 0, 2.90765e-16, 0, 1.41421, -2.90765e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78349e-17, 0, 2.2293e-16, 0, 0, 0
0.0981106, 0, 5.2812e-16, 0, 1.41421, -5.2812e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25157e-16, 0, 4.02964e-16, 0, 0, 0
0.105973, 0, 9.52023e-16, 0, 1.41421, -9.52023e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29264e-16, 0, 7.2276e-16, 0, 0, 0
0.113835, 0, 1.7035e-15, 0, 1.41421, -1.7035e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17024e-16, 0, 1.28648e-15, 0, 0, 0
0.121698, 0, 3.02601e-15, 0, 1.41421, -3.02601e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53345e-16, 0, 2.27267e-15, 0, 0, 0
0.12956, 0, 5.33682e-15, 0, 1.41421, -5.33682e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35173e-15, 0, 3.98509e-15, 0, 0, 0
0.137422, 0, 9.34595e-15, 0, 1.41421, -9.34595e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40934e-15, 0, 6.93661e-15, 0, 0, 0
0.145285, 0, 1.62532e-14, 0, 1.41421, -1.62532e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26651e-15, 0, 1.19867e-14, 0, 0, 0
0.153147, 0, 2.81767e-14, 0, 1.41421, -2.81767e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.55043e-15, 0, 2.06263e-14, 0, 0, 0
0.161009, 0, 4.83184e-14, 0, 1.41421, -4.83184e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31947e-14, 0, 3.51237e-14, 0, 0, 0
0.168872, 0, 8.23094e-14, 0, 1.41421, -8.23094e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29165e-14, 0, 5.93929e-14, 0, 0, 0
0.176734, 0, 1.39296e-13, 0, 1.41421, -1.39296e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95601e-14, 0, 9.97356e-14, 0, 0, 0
0.184596, 0, 2.34218e-13, 0, 1.41421, -2.34218e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78883e-14, 0, 1.6633e-13, 0, 0, 0
0.192459, 0, 3.91316e-13, 0, 1.41421, -3.91316e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1582e-13, 0, 2.75496e-13, 0, 0, 0
0.200321, 0, 6.49676e-13, 0, 1.41421, -6.49676e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96457e-13, 0, 4.53219e-13, 0, 0, 0
0.208183, 0, 1.07192e-12, 0, 1.41421, -1.07192e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31351e-13, 0, 7.4057e-13, 0, 0, 0
0.216046, 0, 1.75777e-12, 0, 1.41421, -1.75777e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.55761e-13, 0, 1.20201e-12, 0, 0, 0
0.223908, 0, 2.86507e-12, 0, 1.41421, -2.86507e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.27078e-13, 0, 1.93799e-12, 0, 0, 0
0.23177, 0, 4.64216e-12, 0, 1.41421, -4.64216e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53823e-12, 0, 3.10393e-12, 0, 0, 0
0.239633, 0, 7.47755e-12, 0, 1.41421, -7.47755e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53895e-12, 0, 4.9386e-12, 0, 0, 0
0.247495, 0, 1.19757e-11, 0, 1.41421, -1.19757e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1694e-12, 0, 7.8063e-12, 0, 0, 0
0.255357, 0, 1.90719e-11, 0, 1.41421, -1.90719e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.81304e-12, 0, 1.22588e-11, 0, 0, 0
0.26322, 0, 3.02056e-11, 0, 1.41421, -3.02056e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10795e-11, 0, 1.91261e-11, 0, 0, 0
0.271082, 0, 4.75823e-11, 0, 1.41421, -4.75823e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79345e-11, 0, 2.96478e-11, 0, 0, 0
0.278944, 0, 7.45643e-11, 0, 1.41421, -7.45643e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89016e-11, 0, 4.56627e-11, 0, 0, 0
0.286807, 0, 1.16256e-10, 3.29305e-43, 1.41421, -1.16256e-10, 3.29305e-43, 0, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 4.63772e-11, 3.29305e-43, 6.98788e-11, 3.29305e-43, 3.29305e-43, 3.29305e-43
0.294669, 0, 1.80375e-10, 5.55755e-42, 1.41421, -1.80375e-10, 5.55755e-42, 0, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 5.55755e-42, 7.41186e-11, 5.55755e-42, 1.06257e-10, 5.55755e-42, 5.55755e-42, 5.55755e-42
0.302531, 0, 2.78551e-10, 7.81518e-41, 1.41421, -2.78551e-10, 7.81518e-41, 0, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 7.81518e-41, 1.18002e-10, 7.81518e-41, 1.6055e-10, 7.81518e-41, 7.81518e-41, 7.81518e-41
0.310394, 0, 4.28247e-10, 9.76254e-40, 1.41421, -4.28247e-10, 9.76254e-40, 0, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 9.76254e-40, 1.87192e-10, 9.76254e-40, 2.41055e-10, 9.76254e-40, 9.76254e-40, 9.76254e-40
0.318256, 0, 6.55616e-10, 1.09215e-38, 1.41421, -6.55616e-10, 1.09215e-38, 0, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 1.09215e-38, 2.95959e-10, 1.09215e-38, 3.59657e-10, 1.09215e-38, 1.09215e-38, 1.09215e-38
0.326118, 0, 9.99738e-10, 1.10518e-37, 1.41421, -9.99738e-10, 1.10518e-37, 0, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 1.10518e-37, 4.66475e-10, 1.10518e-37, 5.33263e-10, 1.10518e-37, 1.10518e-37, 1.10518e-37
0.333981, 0, 1.5189e-09, 1.0163e-36, 1.41421, -1.5189e-09, 1.0163e-36, 0, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 1.0163e-36, 7.33138e-10, 1.0163e-36, 7.85759e-10, 1.0163e-36, 1.0163e-36, 1.0163e-36
0.341843, 0, 2.29989e-09, 8.5431e-36, 1.41421, -2.29989e-09, 8.5431e-36, 0, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 8.5431e-36, 1.14924e-09, 8.5431e-36, 1.15066e-09, 8.5431e-36, 8.5431e-36, 8.5431e-36
0.349705, 0, 3.47187e-09, 6.59302e-35, 1.41421, -3.47187e-09, 6.59302e-35, 0, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 6.59302e-35, 1.79722e-09, 6.59302e-35, 1.67465e-09, 6.59302e-35, 6.59302e-35, 6.59302e-35
0.357568, 0, 5.22683e-09, 4.6924e-34, 1.41421, -5.22683e-09, 4.6924e-34, 0, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 4.6924e-34, 2.80445e-09, 4.6924e-34, 2.42238e-09, 4.6924e-34, 4.6924e-34, 4.6924e-34
0.36543, 0, 7.85018e-09, 3.14633e-33, 1.41421, -7.85018e-09, 3.14633e-33, 0, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 3.14633e-33, 4.36749e-09, 3.14633e-33, 3.48269e-09, 3.14633e-33, 3.14633e-33, 3.14633e-33
0.373292, 0, 1.1766e-08, 1.82212e-32, 1.41421, -1.1766e-08, 1.82212e-32, 0, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 1.82212e-32, 6.78911e-09, 1.82212e-32, 4.97689e-09, 1.82212e-32, 1.82212e-32, 1.82212e-32
0.381155, 0, 1.76045e-08, 1.06984e-31, 1.41421, -1.76045e-08, 1.06984e-31, 0, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.06984e-31, 1.0535e-08, 1.06984e-31, 7.06953e-09, 1.06984e-31, 1.06984e-31, 1.06984e-31
0.389017, 0, 2.63021e-08, 5.61175e-31, 1.41421, -2.63021e-08, 5.61175e-31, 0, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 5.61175e-31, 1.63198e-08, 5.61175e-31, 9.98229e-09, 5.61175e-31, 5.61175e-31, 5.61175e-31
0.396879, 0, 3.92494e-08, 2.882e-30, 1.41421, -3.92494e-08, 2.882e-30, 0, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.882e-30, 2.52376e-08, 2.882e-30, 1.40119e-08, 2.882e-30, 2.882e-30, 2.882e-30
0.404742, 0, 5.8511e-08, 1.41109e-29, 1.41421, -5.8511e-08, 1.41109e-29, 0, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 1.41109e-29, 3.89583e-08, 1.41109e-29, 1.95528e-08, 1.41109e-29, 1.41109e-29, 1.41109e-29
0.412604, 0, 8.71485e-08, 6.54847e-29, 1.41421, -8.71485e-08, 6.54847e-29, 0, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.54847e-29, 6.00225e-08, 6.54847e-29, 2.71261e-08, 6.54847e-29, 6.54847e-29, 6.54847e-29
0.420466, 0, 1.29695e-07, 2.93831e-28, 1.41421, -1.29695e-07, 2.93831e-28, 0, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 2.93831e-28, 9.22793e-08, 2.93831e-28, 3.74156e-08, 2.93831e-28, 2.93831e-28, 2.93831e-28
0.428329, 0, 1.92849e-07, 1.26094e-27, 1.41421, -1.92849e-07, 1.26094e-27, 0, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.26094e-27, 1.41535e-07, 1.26094e-27, 5.13135e-08, 1.26094e-27, 1.26094e-27, 1.26094e-27
0.436191, 0, 2.86478e-07, 5.15646e-27, 1.41421, -2.86478e-07, 5.15646e-27, 0, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 5.15646e-27, 2.16503e-07, 5.15646e-27, 6.99751e-08, 5.15646e-27, 5.15646e-27, 5.15646e-27
0.444053, 0, 4.25077e-07, 2.0115e-26, 1.41421, -4.25077e-07, 2.0115e-26, 0, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 2.0115e-26, 3.30188e-07, 2.0115e-26, 9.48883e-08, 2.0115e-26, 2.0115e-26, 2.0115e-26
0.451916, 0, 6.29836e-07, 7.49488e-26, 1.41421, -6.29836e-07, 7.49488e-26, 0, 7.49488e-26, 7.49488e-26, 7.49488e-26, 7.49488e-26, 7.49488e-26, 7.49488e-26, 6.4454e-13, 7.49488e-26, 7.49488e-26, 7.49488e-26, 7.49488e-26, 7.49488e-26, 7.49488e-26, 5.01878e-07, 7.49488e-26, 1.27957e-07, 7.49488e-26, 7.49488e-26, 7.49488e-26
0.459778, 0, 9.31597e-07, 2.67232e-25, 1.41421, -9.31597e-07, 2.67232e-25, 0, 2.67232e-25, 2.67232e-25, 2.67232e-25, 2.67232e-25, 2.67232e-25, 2.67232e-25, 2.06682e-12, 2.67232e-25, 2.67232e-25, 2.67232e-25, 2.67232e-25, 2.67232e-25, 2.67232e-25, 7.59994e-07, 2.67232e-25, 1.71601e-07, 2.67232e-25, 2.67232e-25, 2.67232e-25
0.46764, 0, 1.375e-06, 9.21598e-25, 1.41421, -1.375e-06, 9.21598e-25, 0, 9.21598e-25, 9.21598e-25, 9.21598e-25, 9.21598e-25, 9.21598e-25, 9.21598e-25, 5.12466e-12, 9.21598e-25, 9.21598e-25, 9.21598e-25, 9.21598e-25, 9.21598e-25, 9.21598e-25, 1.14611e-06, 9.21598e-25, 2.28881e-07, 9.21598e-25, 9.21598e-25, 9.21598e-25
0.475503, 0, 2.02578e-06, 8.96319e-11, 1.41421, -2.02578e-06, 1.29454e-10, 8.96319e-11, 1.30258e-10, 4.51185e-10, 1.03004e-10, 3.45045e-10, 1.3053e-10, 1.01221e-10, 1.30857e-10, 3.18865e-10, 1.20376e-10, 4.26789e-10, 1.02489e-10, 9.006e-11, 8.977e-11, 1.72069e-06, 8.96329e-11, 3.03771e-07, 8.96319e-11, 8.96319e-11, 9.01717e-11
0.483365, 0, 2.97604e-06, 2.79626e-10, 1.41421, -2.97604e-06, 4.06736e-10, 2.79626e-10, 4.093e-10, 1.43367e-09, 3.22309e-10, 1.09488e-09, 4.10168e-10, 3.16618e-10, 3.99127e-10, 1.01131e-09, 3.77758e-10, 1.3558e-09, 3.20665e-10, 2.80993e-10, 2.83215e-10, 2.57072e-06, 2.7963e-10, 4.01095e-07, 2.79626e-10, 2.79626e-10, 2.81349e-10
0.491227, 0, 4.35804e-06, 6.79525e-10, 1.41421, -4.35804e-06, 9.9345e-10, 6.79525e-10, 9.99782e-10, 3.52968e-09, 7.8494e-10, 2.69297e-09, 1.00193e-09, 7.70884e-10, 9.64941e-10, 2.48659e-09, 9.21884e-10, 3.33737e-09, 7.8088e-10, 6.829e-10, 6.90597e-10, 3.82052e-06, 6.79533e-10, 5.27069e-07, 6.79525e-10, 6.79525e-10, 6.83781e-10
0.49909, 0, 6.36005e-06, 1.544e-09, 1.41421, -6.36005e-06, 2.26856e-09, 1.544e-09, 2.28317e-09, 8.12231e-09, 1.7873e-09, 6.19114e-09, 2.28812e-09, 1.75486e-09, 2.18826e-09, 5.71479e-09, 2.10338e-09, 7.67844e-09, 1.77793e-09, 1.55179e-09, 1.57427e-09, 5.64641e-06, 1.54402e-09, 6.895e-07, 1.544e-09, 1.544e-09, 1.55382e-09
0.506952, 0, 9.25328e-06, 3.24349e-09, 1.41421, -9.25328e-06, 4.7718e-09, 3.24349e-09, 4.80262e-09, 1.71191e-08, 3.75669e-09, 1.30457e-08, 4.81306e-09, 3.68827e-09, 4.72092e-09, 1.20409e-08, 4.42339e-09, 1.61829e-08, 3.73693e-09, 3.25992e-09, 3.31048e-09, 8.30426e-06, 3.24353e-09, 8.97987e-07, 3.24349e-09, 3.24349e-09, 3.26421e-09
0.514814, 0, 1.34016e-05, 6.65621e-09, 1.41421, -1.34016e-05, 9.80187e-09, 6.65621e-09, 9.86531e-09, 3.52159e-08, 7.7125e-09, 2.68318e-08, 9.8868e-09, 7.57167e-09, 9.95884e-09, 2.47637e-08, 9.08474e-09, 3.32889e-08, 7.67182e-09, 6.69003e-09, 6.79922e-09, 1.2131e-05, 6.65629e-09, 1.16517e-06, 6.65621e-09, 6.65621e-09, 6.69885e-09
0.522677, 0, 1.93338e-05, 1.3378e-08, 1.41421, -1.93338e-05, 1.97159e-08, 1.3378e-08, 1.98437e-08, 7.09202e-08, 1.55062e-08, 5.40278e-08, 1.9887e-08, 1.52225e-08, 2.30271e-08, 4.98611e-08, 1.8271e-08, 6.70376e-08, 1.54243e-08, 1.34461e-08, 1.3675e-08, 1.76112e-05, 1.33782e-08, 1.50734e-06, 1.3378e-08, 1.3378e-08, 1.34639e-08
0.530539, 0, 2.77796e-05, 2.63641e-08, 1.41421, -2.77796e-05, 3.88823e-08, 2.63641e-08, 3.91348e-08, 1.40018e-07, 3.05676e-08, 1.06653e-07, 3.92203e-08, 3.00071e-08, 4.92455e-08, 9.84232e-08, 3.60285e-08, 1.32349e-07, 3.04057e-08, 2.64986e-08, 2.69668e-08, 2.54044e-05, 2.63644e-08, 1.94609e-06, 2.63641e-08, 2.63641e-08, 2.65338e-08
0.538401, 0, 3.97585e-05, 5.09746e-08, 1.41421, -3.97585e-05, 7.52315e-08, 5.09746e-08, 7.57207e-08, 2.71205e-07, 5.912e-08, 2.06553e-07, 7.58864e-08, 5.80339e-08, 1.0096e-07, 1.90605e-07, 6.97016e-08, 2.56345e-07, 5.88063e-08, 5.12354e-08, 5.21725e-08, 3.64104e-05, 5.09753e-08, 2.51089e-06, 5.09746e-08, 5.09746e-08, 5.13035e-08
0.546264, 0, 5.66922e-05, 9.67284e-08, 1.41421, -5.66922e-05, 1.42859e-07, 9.67284e-08, 1.43789e-07, 5.15552e-07, 1.12219e-07, 3.926e-07, 1.44104e-07, 1.10153e-07, 2.01032e-07, 3.62272e-07, 1.32342e-07, 4.87292e-07, 1.11622e-07, 9.72244e-08, 9.90629e-08, 5.18475e-05, 9.67296e-08, 3.24291e-06, 9.67284e-08, 9.67284e-08, 9.73538e-08
0.554126, 0, 8.05662e-05, 1.80179e-07, 1.41421, -8.05662e-05, 2.66302e-07, 1.80179e-07, 2.68039e-07, 9.6209e-07, 2.09099e-07, 7.32548e-07, 2.68627e-07, 2.05243e-07, 3.90975e-07, 6.75928e-07, 2.46668e-07, 9.09331e-07, 2.07985e-07, 1.81105e-07, 1.84645e-07, 7.33575e-05, 1.80182e-07, 4.20159e-06, 1.80179e-07, 1.80179e-07, 1.81347e-07
0.561988, 0, 0.000114159, 3.29511e-07, 1.41421, -0.000114159, 4.87375e-07, 3.29511e-07, 4.90559e-07, 1.76277e-06, 3.82521e-07, 1.34202e-06, 4.91637e-07, 3.75453e-07, 7.45867e-07, 1.23823e-06, 4.51386e-07, 1.66607e-06, 3.80479e-07, 3.31208e-07, 3.37896e-07, 0.000103141, 3.29515e-07, 5.47447e-06, 3.29511e-07, 3.29511e-07, 3.31651e-07
0.569851, 0, 0.000161375, 5.91705e-07, 1.41421, -0.000161375, 8.7586e-07, 5.91705e-07, 8.81591e-07, 3.17158e-06, 6.87123e-07, 2.41421e-06, 8.83532e-07, 6.744e-07, 1.4016e-06, 2.2274e-06, 8.1108e-07, 2.9975e-06, 6.83448e-07, 5.9476e-07, 6.07171e-07, 0.000144142, 5.91712e-07, 7.19294e-06, 5.91705e-07, 5.91705e-07, 5.95557e-07
0.577713, 0, 0.000227713, 1.04341e-06, 1.41421, -0.000227713, 1.54572e-06, 1.04341e-06, 1.55586e-06, 5.60399e-06, 1.21208e-06, 4.26516e-06, 1.55929e-06, 1.18959e-06, 2.59471e-06, 3.93492e-06, 1.43121e-06, 5.29627e-06, 1.20559e-06, 1.04881e-06, 1.07143e-06, 0.000200287, 1.04342e-06, 9.5557e-06, 1.04341e-06, 1.04341e-06, 1.05022e-06
0.585575, 0, 0.000320945, 1.80703e-06, 1.41421, -0.000320945, 2.67921e-06, 1.80703e-06, 2.6968e-06, 9.72561e-06, 2.09991e-06, 7.40098e-06, 2.70276e-06, 2.06086e-06, 4.73261e-06, 6.82758e-06, 2.48038e-06, 9.19131e-06, 2.08863e-06, 1.81641e-06, 1.85693e-06, 0.000276813, 1.80706e-06, 1.28658e-05, 1.80703e-06, 1.80703e-06, 1.81886e-06
0.593438, 0.00526634, 0.00045207, 3.07386e-06, 1.41607, 0.00481427, 4.56143e-06, 3.07386e-06, 4.59143e-06, 1.65796e-05, 3.57338e-06, 1.26148e-05, 4.60159e-06, 3.50677e-06, 8.50524e-06, 1.16368e-05, 4.2223e-06, 1.56683e-05, 3.55414e-06, 3.08985e-06, 3.16116e-06, 0.000380712, 3.0739e-06, 1.75789e-05, 3.07386e-06, 3.07386e-06, 3.09402e-06
0.6013, 0.994734, 0.000636662, 5.13639e-06, 1.73053, 0.994097, 7.62895e-06, 5.13639e-06, 7.67923e-06, 2.77666e-05, 5.97338e-06, 2.11232e-05, 7.69625e-06, 5.86178e-06, 1.50615e-05, 1.94844e-05, 7.06072e-06, 2.62397e-05, 5.94114e-06, 5.16318e-06, 5.28653e-06, 0.000521328, 5.13645e-06, 2.43795e-05, 5.13639e-06, 5.13639e-06, 5.17018e-06
0.609162, 0, 0.000896725, 8.43197e-06, 1.41421, -0.000896725, 1.25355e-05, 8.43197e-06, 1.26183e-05, 4.56884e-05, 9.80992e-06, 3.47512e-05, 1.26463e-05, 9.6262e-06, 2.62814e-05, 3.20533e-05, 1.16e-05, 4.31745e-05, 9.75685e-06, 8.47609e-06, 8.68582e-06, 0.000711164, 8.43208e-06, 3.42817e-05, 8.43197e-06, 8.43197e-06, 8.4876e-06
