   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_18.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00286632, 0, 7.80641e-17, 0, 1.41421, -7.80641e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54173e-18, 0, 0, 9.06763e-21, 0, 1.84686e-19, 0, 7.53286e-17, 0, 0, 0
0.0107035, 0, 1.36756e-16, 0, 1.41421, -1.36756e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45249e-18, 0, 0, 1.61575e-20, 0, 3.30239e-19, 0, 1.31957e-16, 0, 0, 0
0.0185407, 0, 2.38019e-16, 0, 1.41421, -2.38019e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74896e-18, 0, 0, 2.86073e-20, 0, 5.86912e-19, 0, 2.29654e-16, 0, 0, 0
0.0263778, 0, 4.11611e-16, 0, 1.41421, -4.11611e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33997e-17, 0, 0, 5.03326e-20, 0, 1.03687e-18, 0, 3.97124e-16, 0, 0, 0
0.034215, 0, 7.07328e-16, 0, 1.41421, -7.07328e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30252e-17, 0, 0, 8.80115e-20, 0, 1.82114e-18, 0, 6.82393e-16, 0, 0, 0
0.0420522, 0, 1.20795e-15, 0, 1.41421, -1.20795e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93193e-17, 0, 0, 1.52964e-19, 0, 3.18032e-18, 0, 1.1653e-15, 0, 0, 0
0.0498894, 0, 2.05027e-15, 0, 1.41421, -2.05027e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6733e-17, 0, 0, 2.64267e-19, 0, 5.52279e-18, 0, 1.97775e-15, 0, 0, 0
0.0577265, 0, 3.45891e-15, 0, 1.41421, -3.45891e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12574e-16, 0, 0, 4.53874e-19, 0, 9.53784e-18, 0, 3.33635e-15, 0, 0, 0
0.0655637, 0, 5.80052e-15, 0, 1.41421, -5.80052e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88772e-16, 0, 0, 7.75e-19, 0, 1.63828e-17, 0, 5.59459e-15, 0, 0, 0
0.0734009, 0, 9.66988e-15, 0, 1.41421, -9.66988e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14673e-16, 0, 0, 1.31576e-18, 0, 2.79905e-17, 0, 9.3259e-15, 0, 0, 0
0.0812381, 0, 1.60262e-14, 0, 1.41421, -1.60262e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21477e-16, 0, 0, 2.22122e-18, 0, 4.75724e-17, 0, 1.54549e-14, 0, 0, 0
0.0890753, 0, 2.6407e-14, 0, 1.41421, -2.6407e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5919e-16, 0, 0, 3.72894e-18, 0, 8.04365e-17, 0, 2.54637e-14, 0, 0, 0
0.0969124, 0, 4.32625e-14, 0, 1.41421, -4.32625e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40749e-15, 0, 0, 6.22572e-18, 0, 1.35313e-16, 0, 4.17134e-14, 0, 0, 0
0.10475, 0, 7.04737e-14, 0, 1.41421, -7.04737e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29258e-15, 0, 0, 1.03379e-17, 0, 2.26486e-16, 0, 6.79443e-14, 0, 0, 0
0.112587, 0, 1.14153e-13, 0, 1.41421, -1.14153e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71318e-15, 0, 0, 1.70744e-17, 0, 3.77215e-16, 0, 1.10045e-13, 0, 0, 0
0.120424, 0, 1.83869e-13, 0, 1.41421, -1.83869e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98038e-15, 0, 0, 2.80515e-17, 0, 6.25186e-16, 0, 1.77236e-13, 0, 0, 0
0.128261, 0, 2.94518e-13, 0, 1.41421, -2.94518e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.57837e-15, 0, 0, 4.58456e-17, 0, 1.03117e-15, 0, 2.83863e-13, 0, 0, 0
0.136098, 0, 4.69149e-13, 0, 1.41421, -4.69149e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52563e-14, 0, 0, 7.45416e-17, 0, 1.69272e-15, 0, 4.52126e-13, 0, 0, 0
0.143936, 0, 7.43223e-13, 0, 1.41421, -7.43223e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41667e-14, 0, 0, 1.20584e-16, 0, 2.76573e-15, 0, 7.1617e-13, 0, 0, 0
0.151773, 0, 1.17099e-12, 0, 1.41421, -1.17099e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80723e-14, 0, 0, 1.94094e-16, 0, 4.49801e-15, 0, 1.12822e-12, 0, 0, 0
0.15961, 0, 1.83494e-12, 0, 1.41421, -1.83494e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96539e-14, 0, 0, 3.10881e-16, 0, 7.28187e-15, 0, 1.76769e-12, 0, 0, 0
0.167447, 0, 2.85983e-12, 0, 1.41421, -2.85983e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.29649e-14, 0, 0, 4.95541e-16, 0, 1.17356e-14, 0, 2.75463e-12, 0, 0, 0
0.175284, 0, 4.43321e-12, 0, 1.41421, -4.43321e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44099e-13, 0, 0, 7.86198e-16, 0, 1.88293e-14, 0, 4.2695e-12, 0, 0, 0
0.183121, 0, 6.83545e-12, 0, 1.41421, -6.83545e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22167e-13, 0, 0, 1.24162e-15, 0, 3.00786e-14, 0, 6.58197e-12, 0, 0, 0
0.190959, 0, 1.04833e-11, 0, 1.41421, -1.04833e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40707e-13, 0, 0, 1.9521e-15, 0, 4.78421e-14, 0, 1.00928e-11, 0, 0, 0
0.198796, 0, 1.59925e-11, 0, 1.41421, -1.59925e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19732e-13, 0, 0, 3.05589e-15, 0, 7.57743e-14, 0, 1.53939e-11, 0, 0, 0
0.206633, 0, 2.4268e-11, 0, 1.41421, -2.4268e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88652e-13, 0, 0, 4.76389e-15, 0, 1.19517e-13, 0, 2.33551e-11, 0, 0, 0
0.21447, 0, 3.6632e-11, 0, 1.41421, -3.6632e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19044e-12, 0, 0, 7.3969e-15, 0, 1.87745e-13, 0, 3.52464e-11, 0, 0, 0
0.222307, 0, 5.50053e-11, 0, 1.41421, -5.50053e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78757e-12, 0, 0, 1.14416e-14, 0, 2.93753e-13, 0, 5.29126e-11, 0, 0, 0
0.230144, 0, 8.21623e-11, 0, 1.41421, -8.21623e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67028e-12, 0, 0, 1.76347e-14, 0, 4.57838e-13, 0, 7.90165e-11, 0, 0, 0
0.237982, 0, 1.22088e-10, 0, 1.41421, -1.22088e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96828e-12, 0, 0, 2.7089e-14, 0, 7.10896e-13, 0, 1.17382e-10, 0, 0, 0
0.245819, 0, 1.80475e-10, 0, 1.41421, -1.80475e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.86693e-12, 0, 0, 4.14832e-14, 0, 1.0998e-12, 0, 1.73467e-10, 0, 0, 0
0.253656, 0, 2.65405e-10, 0, 1.41421, -2.65405e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.62975e-12, 0, 0, 6.33475e-14, 0, 1.69546e-12, 0, 2.55017e-10, 0, 0, 0
0.261493, 0, 3.88296e-10, 2.57839e-43, 1.41421, -3.88296e-10, 0, 2.57839e-43, 2.57839e-43, 2.57839e-43, 2.57839e-43, 2.57839e-43, 2.57839e-43, 2.57839e-43, 2.57839e-43, 2.57839e-43, 2.57839e-43, 2.57839e-43, 1.26292e-11, 2.57839e-43, 2.57839e-43, 9.64925e-14, 2.57839e-43, 2.60489e-12, 2.57839e-43, 3.72965e-10, 2.57839e-43, 2.57839e-43, 2.57839e-43
