   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_661.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00185314, 0, 4.76618e-14, 0, 1.41421, -4.76618e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2666e-16, 0, 0, 4.09119e-16, 0, 2.99814e-17, 0, 4.6896e-14, 0, 0, 0
0.00970826, 0, 7.1895e-14, 0, 1.41421, -7.1895e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92658e-16, 0, 0, 6.28896e-16, 0, 4.6665e-17, 0, 7.07268e-14, 0, 0, 0
0.0175634, 0, 1.08003e-13, 0, 1.41421, -1.08003e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.39951e-16, 0, 0, 9.62959e-16, 0, 7.23591e-17, 0, 1.06228e-13, 0, 0, 0
0.0254185, 0, 1.61583e-13, 0, 1.41421, -1.61583e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10682e-15, 0, 0, 1.46878e-15, 0, 1.11785e-16, 0, 1.58896e-13, 0, 0, 0
0.0332736, 0, 2.40762e-13, 0, 1.41421, -2.40762e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64886e-15, 0, 0, 2.23179e-15, 0, 1.72059e-16, 0, 2.36709e-13, 0, 0, 0
0.0411287, 0, 3.57289e-13, 0, 1.41421, -3.57289e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44641e-15, 0, 0, 3.37844e-15, 0, 2.63866e-16, 0, 3.512e-13, 0, 0, 0
0.0489838, 0, 5.28083e-13, 0, 1.41421, -5.28083e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61513e-15, 0, 0, 5.09532e-15, 0, 4.03193e-16, 0, 5.1897e-13, 0, 0, 0
0.0568389, 0, 7.77401e-13, 0, 1.41421, -7.77401e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32078e-15, 0, 0, 7.65679e-15, 0, 6.13877e-16, 0, 7.6381e-13, 0, 0, 0
0.0646941, 0, 1.13987e-12, 0, 1.41421, -1.13987e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79997e-15, 0, 0, 1.14657e-14, 0, 9.31328e-16, 0, 1.11967e-12, 0, 0, 0
0.0725492, 0, 1.66472e-12, 0, 1.41421, -1.66472e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1389e-14, 0, 0, 1.71099e-14, 0, 1.40797e-15, 0, 1.63482e-12, 0, 0, 0
0.0804043, 0, 2.42166e-12, 0, 1.41421, -2.42166e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65637e-14, 0, 0, 2.54461e-14, 0, 2.12112e-15, 0, 2.37752e-12, 0, 0, 0
0.0882594, 0, 3.50891e-12, 0, 1.41421, -3.50891e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39948e-14, 0, 0, 3.77192e-14, 0, 3.18448e-15, 0, 3.44401e-12, 0, 0, 0
0.0961145, 0, 5.06441e-12, 0, 1.41421, -5.06441e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46237e-14, 0, 0, 5.57331e-14, 0, 4.76462e-15, 0, 4.96929e-12, 0, 0, 0
0.10397, 0, 7.28097e-12, 0, 1.41421, -7.28097e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97658e-14, 0, 0, 8.2096e-14, 0, 7.1048e-15, 0, 7.142e-12, 0, 0, 0
0.111825, 0, 1.0427e-11, 0, 1.41421, -1.0427e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12517e-14, 0, 0, 1.2057e-13, 0, 1.05591e-14, 0, 1.02246e-11, 0, 0, 0
0.11968, 0, 1.48746e-11, 0, 1.41421, -1.48746e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01619e-13, 0, 0, 1.76575e-13, 0, 1.56415e-14, 0, 1.45808e-11, 0, 0, 0
0.127535, 0, 2.11375e-11, 0, 1.41421, -2.11375e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44369e-13, 0, 0, 2.57897e-13, 0, 2.30953e-14, 0, 2.07121e-11, 0, 0, 0
0.13539, 0, 2.9922e-11, 0, 1.41421, -2.9922e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04315e-13, 0, 0, 3.75721e-13, 0, 3.39928e-14, 0, 2.93079e-11, 0, 0, 0
0.143245, 0, 4.2195e-11, 0, 1.41421, -4.2195e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88043e-13, 0, 0, 5.46082e-13, 0, 4.9876e-14, 0, 4.1311e-11, 0, 0, 0
0.1511, 0, 5.92752e-11, 0, 1.41421, -5.92752e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04532e-13, 0, 0, 7.91964e-13, 0, 7.29566e-14, 0, 5.80058e-11, 0, 0, 0
0.158955, 0, 8.29532e-11, 0, 1.41421, -8.29532e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6597e-13, 0, 0, 1.14629e-12, 0, 1.06397e-13, 0, 8.11345e-11, 0, 0, 0
0.166811, 0, 1.15651e-10, 0, 1.41421, -1.15651e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88835e-13, 0, 0, 1.65621e-12, 0, 1.54711e-13, 0, 1.13051e-10, 0, 0, 0
0.174666, 0, 1.60629e-10, 0, 1.41421, -1.60629e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09531e-12, 0, 0, 2.38926e-12, 0, 2.24319e-13, 0, 1.56921e-10, 0, 0, 0
0.182521, 0, 2.22265e-10, 0, 1.41421, -2.22265e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51514e-12, 0, 0, 3.44222e-12, 0, 3.24336e-13, 0, 2.16984e-10, 0, 0, 0
0.190376, 0, 3.06453e-10, 0, 1.41421, -3.06453e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08834e-12, 0, 0, 4.96473e-12, 0, 4.6823e-13, 0, 2.98932e-10, 0, 0, 0
