   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_77.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.89785, 1.99765, 4.54634, 4.53681, 1.99941, -2.54869, 4.53681, 0, 4.53682, 4.53683, 4.53689, 4.53714, 4.53713, 4.54557, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681, 4.53681
3.90577, 1.99765, 4.57915, 4.5653, 1.99941, -2.58151, 4.5653, 0, 4.56531, 4.56532, 4.56538, 4.56563, 4.56563, 4.57838, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653, 4.5653
3.9137, 6.99758, 4.61372, 4.59389, 2.9996, 2.38386, 4.59389, 0, 4.5939, 4.59391, 4.59397, 4.59422, 4.59423, 4.61295, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389, 4.59389
3.92162, 3.98786, 4.65037, 4.62257, 2.44701, -0.662516, 4.62257, 0, 4.62258, 4.62259, 4.62265, 4.6229, 4.62291, 4.64959, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257, 4.62257
3.92955, 4.01945, 4.68936, 4.65133, 2.45346, -0.669905, 4.65133, 0, 4.65134, 4.65135, 4.65141, 4.65166, 4.65168, 4.68858, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133, 4.65133
3.93747, 2.95632, 4.73081, 4.68014, 2.22628, -1.7745, 4.68014, 0, 4.68015, 4.68016, 4.68022, 4.68047, 4.6805, 4.73003, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014, 4.68014
3.9454, 5.00985, 4.77468, 4.70899, 2.64761, 0.235168, 4.70899, 0, 4.709, 4.70901, 4.70906, 4.70931, 4.70935, 4.77389, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899, 4.70899
3.95332, 4.99505, 4.82066, 4.73783, 2.64481, 0.174384, 4.73783, 0, 4.73784, 4.73785, 4.73791, 4.73816, 4.7382, 4.81986, 4.73783, 4.73783, 4.73783, 4.73783, 4.73783, 4.73783, 4.73783, 4.73783, 4.73784, 4.73783, 4.73783, 4.73783, 4.73783
3.96125, 3.01697, 4.86816, 4.76666, 2.23986, -1.85118, 4.76666, 0, 4.76667, 4.76668, 4.76673, 4.76698, 4.76703, 4.86735, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666, 4.76666
3.96917, 4.94932, 4.91631, 4.79542, 2.63616, 0.0330114, 4.79542, 0, 4.79543, 4.79544, 4.7955, 4.79575, 4.7958, 4.91549, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542, 4.79542
3.9771, 3.04588, 4.96399, 4.8241, 2.2463, -1.91811, 4.8241, 0, 4.82411, 4.82412, 4.82418, 4.82443, 4.82449, 4.96317, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241, 4.8241
3.98502, 3.02661, 5.00997, 4.85267, 2.24201, -1.98336, 4.85267, 0, 4.85268, 4.85269, 4.85275, 4.853, 4.85306, 5.00913, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267, 4.85267
3.99294, 4.96859, 5.05295, 4.8811, 2.63981, -0.0843663, 4.8811, 0, 4.88111, 4.88112, 4.88118, 4.88144, 4.88151, 5.05211, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811, 4.8811
4.00087, 3.99758, 5.0918, 4.90939, 2.449, -1.09422, 4.90939, 0, 4.9094, 4.90941, 4.90947, 4.90973, 4.9098, 5.09094, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939, 4.90939
4.00879, 4.9251, 5.12567, 4.93752, 2.63156, -0.200566, 4.93752, 0, 4.93753, 4.93754, 4.9376, 4.93788, 4.93794, 5.12479, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752, 4.93752
4.01672, 3.03141, 5.15406, 4.96551, 2.24308, -2.12265, 4.96551, 0, 4.96552, 4.96553, 4.96559, 4.96587, 4.96593, 5.15316, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551, 4.96551
4.02464, 5.07732, 5.17698, 4.99336, 2.66032, -0.0996585, 4.99336, 0, 4.99337, 4.99338, 4.99344, 4.99374, 4.99379, 5.17606, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336, 4.99336
4.03257, 3.86961, 5.19488, 5.02109, 2.42273, -1.32526, 5.02109, 0, 5.0211, 5.02111, 5.02117, 5.02149, 5.02153, 5.19392, 5.02109, 5.02109, 5.02109, 5.02109, 5.02109, 5.02109, 5.02109, 5.02109, 5.02109, 5.02109, 5.02109, 5.0211, 5.02109
4.04049, 7.80902, 5.20859, 5.04873, 3.13194, 2.60043, 5.04873, 0, 5.04874, 5.04875, 5.04881, 5.04916, 5.04918, 5.2076, 5.04873, 5.04873, 5.04873, 5.04873, 5.04873, 5.04873, 5.04873, 5.04873, 5.04873, 5.04873, 5.04873, 5.04874, 5.04873
4.04842, 3.22484, 5.21925, 5.07631, 2.28579, -1.99441, 5.07631, 0, 5.07632, 5.07633, 5.07639, 5.07678, 5.07676, 5.21821, 5.07631, 5.07631, 5.07631, 5.07631, 5.07631, 5.07631, 5.07631, 5.07631, 5.07631, 5.07631, 5.07631, 5.07632, 5.07631
4.05634, 7.8938, 5.22812, 5.10386, 3.14544, 2.66568, 5.10386, 0, 5.10387, 5.10388, 5.10393, 5.10437, 5.10431, 5.22703, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386, 5.10386
4.06427, 3.04326, 5.23647, 5.1314, 2.24572, -2.19321, 5.1314, 0, 5.13141, 5.13142, 5.13148, 5.13198, 5.13187, 5.2353, 5.1314, 5.1314, 5.1314, 5.1314, 5.1314, 5.1314, 5.1314, 5.1314, 5.1314, 5.1314, 5.1314, 5.13141, 5.1314
4.07219, 3.15947, 5.24541, 5.15897, 2.27145, -2.08594, 5.15897, 0, 5.15898, 5.15899, 5.15904, 5.15963, 5.15944, 5.24415, 5.15897, 5.15897, 5.15897, 5.15897, 5.15897, 5.15897, 5.15897, 5.15897, 5.15897, 5.15897, 5.15897, 5.15898, 5.15897
4.08012, 3.82621, 5.25584, 5.18658, 2.41375, -1.42963, 5.18658, 0, 5.18659, 5.1866, 5.18666, 5.18736, 5.18706, 5.25446, 5.18658, 5.18658, 5.18658, 5.18658, 5.18658, 5.18658, 5.18658, 5.18658, 5.18658, 5.18658, 5.18658, 5.18659, 5.18658
4.08804, 3.17379, 5.26838, 5.21426, 2.2746, -2.09458, 5.21426, 0, 5.21427, 5.21428, 5.21434, 5.21519, 5.21475, 5.26683, 5.21426, 5.21426, 5.21426, 5.21426, 5.21426, 5.21426, 5.21426, 5.21426, 5.21426, 5.21426, 5.21426, 5.21428, 5.21426
4.09596, 2.93724, 5.28335, 5.24202, 2.22199, -2.34612, 5.24202, 0, 5.24203, 5.24204, 5.2421, 5.24315, 5.24252, 5.2816, 5.24202, 5.24202, 5.24202, 5.24202, 5.24202, 5.24202, 5.24202, 5.24202, 5.24202, 5.24202, 5.24202, 5.24204, 5.24202
4.10389, 9.73686, 5.30087, 5.26989, 3.42591, 4.436, 5.26989, 0, 5.2699, 5.26991, 5.26996, 5.27127, 5.27039, 5.29885, 5.26989, 5.26989, 5.26989, 5.26989, 5.26989, 5.26989, 5.26989, 5.26989, 5.26989, 5.26989, 5.26989, 5.26991, 5.26989
4.11181, 3.19083, 5.3208, 5.29785, 2.27834, -2.12997, 5.29785, 0, 5.29786, 5.29787, 5.29792, 5.29955, 5.29836, 5.31845, 5.29785, 5.29785, 5.29785, 5.29785, 5.29785, 5.29785, 5.29785, 5.29785, 5.29785, 5.29785, 5.29785, 5.29787, 5.29785
4.11974, 4.92504, 5.34291, 5.32591, 2.63155, -0.41787, 5.32591, 0, 5.32592, 5.32593, 5.32599, 5.328, 5.32643, 5.34017, 5.32591, 5.32591, 5.32591, 5.32591, 5.32591, 5.32591, 5.32591, 5.32591, 5.32592, 5.32591, 5.32591, 5.32594, 5.32591
4.12766, 2.06517, 5.36691, 5.35409, 2.01623, -3.30174, 5.35409, 0, 5.3541, 5.35412, 5.35417, 5.35665, 5.35462, 5.36368, 5.35409, 5.35409, 5.35409, 5.35409, 5.35409, 5.35409, 5.35409, 5.35409, 5.3541, 5.35409, 5.35409, 5.35413, 5.35409
4.13559, 8.69616, 5.39244, 5.38239, 3.2705, 3.30372, 5.38239, 0, 5.3824, 5.38241, 5.38247, 5.38549, 5.38292, 5.38866, 5.38239, 5.38239, 5.38239, 5.38239, 5.38239, 5.38239, 5.38239, 5.38239, 5.38239, 5.38239, 5.38239, 5.38242, 5.38239
4.14351, 3.29419, 5.41918, 5.41079, 2.30091, -2.12499, 5.41079, 0, 5.4108, 5.41081, 5.41087, 5.4145, 5.41133, 5.41478, 5.41079, 5.41079, 5.41079, 5.41079, 5.41079, 5.41079, 5.41079, 5.41079, 5.41079, 5.41079, 5.41079, 5.41083, 5.41079
4.15144, 3.8358, 5.44684, 5.43931, 2.41574, -1.61104, 5.43931, 0, 5.43932, 5.43933, 5.43939, 5.44368, 5.43986, 5.44178, 5.43931, 5.43931, 5.43931, 5.43931, 5.43931, 5.43931, 5.43931, 5.43931, 5.43931, 5.43931, 5.43931, 5.43936, 5.43931
4.15936, 4.23668, 5.47519, 5.46795, 2.49733, -1.23851, 5.46795, 0, 5.46796, 5.46797, 5.46803, 5.47299, 5.46851, 5.46943, 5.46795, 5.46795, 5.46795, 5.46795, 5.46795, 5.46795, 5.46795, 5.46795, 5.46795, 5.46795, 5.46795, 5.468, 5.46795
4.16729, 5.82887, 5.504, 5.4967, 2.79801, 0.324871, 5.4967, 0, 5.49671, 5.49672, 5.49678, 5.50241, 5.49727, 5.49757, 5.4967, 5.4967, 5.4967, 5.4967, 5.4967, 5.4967, 5.4967, 5.4967, 5.4967, 5.4967, 5.4967, 5.49675, 5.4967
4.17521, 4.9924, 5.53312, 5.52557, 2.64431, -0.540726, 5.52557, 0, 5.52558, 5.52559, 5.52564, 5.53189, 5.52614, 5.52606, 5.52557, 5.52557, 5.52557, 5.52557, 5.52557, 5.52557, 5.52557, 5.52557, 5.52557, 5.52557, 5.52557, 5.52562, 5.52557
4.18314, 8.99292, 5.56242, 5.55455, 3.31556, 3.4305, 5.55455, 0, 5.55456, 5.55457, 5.55463, 5.5614, 5.55513, 5.55482, 5.55455, 5.55455, 5.55455, 5.55455, 5.55455, 5.55455, 5.55455, 5.55455, 5.55455, 5.55455, 5.55455, 5.55461, 5.55455
4.19106, 7.80967, 5.59182, 5.58365, 3.13204, 2.21785, 5.58365, 0, 5.58366, 5.58367, 5.58373, 5.59091, 5.58424, 5.5838, 5.58365, 5.58365, 5.58365, 5.58365, 5.58365, 5.58365, 5.58365, 5.58365, 5.58365, 5.58365, 5.58365, 5.58371, 5.58365
4.19899, 5.26984, 5.62123, 5.61287, 2.69626, -0.351388, 5.61287, 0, 5.61288, 5.61289, 5.61295, 5.62038, 5.61347, 5.61295, 5.61287, 5.61287, 5.61287, 5.61287, 5.61287, 5.61287, 5.61287, 5.61287, 5.61287, 5.61287, 5.61287, 5.61293, 5.61287
4.20691, 1.18834, 5.65062, 5.6422, 1.78559, -4.46228, 5.6422, 0, 5.64221, 5.64222, 5.64228, 5.64979, 5.64281, 5.64224, 5.6422, 5.6422, 5.6422, 5.6422, 5.6422, 5.6422, 5.6422, 5.6422, 5.64221, 5.6422, 5.6422, 5.64227, 5.6422
4.21483, 5.40669, 5.67997, 5.67166, 2.72152, -0.273278, 5.67166, 0, 5.67167, 5.67168, 5.67174, 5.67915, 5.67227, 5.67168, 5.67166, 5.67166, 5.67166, 5.67166, 5.67166, 5.67166, 5.67166, 5.67166, 5.67166, 5.67166, 5.67166, 5.67173, 5.67166
4.22276, 6.1881, 5.70929, 5.70123, 2.86149, 0.478814, 5.70123, 0, 5.70124, 5.70125, 5.70131, 5.70845, 5.70186, 5.70124, 5.70123, 5.70123, 5.70123, 5.70123, 5.70123, 5.70123, 5.70123, 5.70123, 5.70123, 5.70123, 5.70123, 5.70132, 5.70123
4.23068, 9.09389, 5.73859, 5.73092, 3.33075, 3.35529, 5.73092, 0, 5.73093, 5.73094, 5.731, 5.73773, 5.73155, 5.73093, 5.73092, 5.73092, 5.73092, 5.73092, 5.73092, 5.73092, 5.73092, 5.73092, 5.73092, 5.73092, 5.73092, 5.73104, 5.73092
4.23861, 6.88678, 5.76791, 5.76073, 2.98107, 1.11887, 5.76073, 0, 5.76074, 5.76075, 5.76081, 5.76699, 5.76137, 5.76073, 5.76073, 5.76073, 5.76073, 5.76073, 5.76073, 5.76073, 5.76073, 5.76073, 5.76073, 5.76073, 5.76073, 5.7609, 5.76073
4.24653, 6.88178, 5.7973, 5.79065, 2.98023, 1.08449, 5.79065, 0, 5.79066, 5.79067, 5.79073, 5.79629, 5.7913, 5.79065, 5.79065, 5.79065, 5.79065, 5.79065, 5.79065, 5.79065, 5.79065, 5.79065, 5.79065, 5.79065, 5.79065, 5.79089, 5.79065
4.25446, 5.20969, 5.82678, 5.82069, 2.68509, -0.617096, 5.82069, 0, 5.8207, 5.82071, 5.82077, 5.82567, 5.82135, 5.82069, 5.82069, 5.82069, 5.82069, 5.82069, 5.82069, 5.82069, 5.82069, 5.82069, 5.82069, 5.82069, 5.82069, 5.82103, 5.82069
4.26238, 4.99292, 5.85642, 5.85084, 2.64441, -0.863506, 5.85084, 0, 5.85085, 5.85086, 5.85092, 5.85515, 5.85151, 5.85084, 5.85084, 5.85084, 5.85084, 5.85084, 5.85084, 5.85084, 5.85084, 5.85084, 5.85084, 5.85084, 5.85084, 5.85133, 5.85084
4.27031, 5.22435, 5.88626, 5.8811, 2.68781, -0.661907, 5.8811, 0, 5.88111, 5.88112, 5.88118, 5.88476, 5.88179, 5.8811, 5.8811, 5.8811, 5.8811, 5.8811, 5.8811, 5.8811, 5.8811, 5.8811, 5.8811, 5.8811, 5.8811, 5.8818, 5.8811
4.27823, 9.52472, 5.91633, 5.91148, 3.39481, 3.60839, 5.91148, 0, 5.91149, 5.9115, 5.91156, 5.91455, 5.91218, 5.91148, 5.91148, 5.91148, 5.91148, 5.91148, 5.91148, 5.91148, 5.91148, 5.91148, 5.91148, 5.91148, 5.91148, 5.91245, 5.91148
4.28616, 7.34983, 5.94666, 5.94196, 3.05775, 1.40317, 5.94196, 0, 5.94197, 5.94198, 5.94204, 5.9445, 5.94268, 5.94196, 5.94196, 5.94196, 5.94196, 5.94196, 5.94196, 5.94196, 5.94196, 5.94196, 5.94196, 5.94196, 5.94196, 5.94328, 5.94196
4.29408, 3.11826, 5.97728, 5.97255, 2.26236, -2.85902, 5.97255, 0, 5.97256, 5.97257, 5.97263, 5.97465, 5.9733, 5.97255, 5.97255, 5.97255, 5.97255, 5.97255, 5.97255, 5.97255, 5.97255, 5.97255, 5.97255, 5.97255, 5.97255, 5.97432, 5.97255
4.30201, 6.74659, 6.00822, 6.00324, 2.95746, 0.738376, 6.00324, 0, 6.00325, 6.00326, 6.00332, 6.00497, 6.00405, 6.00324, 6.00324, 6.00324, 6.00324, 6.00324, 6.00324, 6.00324, 6.00324, 6.00324, 6.00325, 6.00324, 6.00324, 6.00557, 6.00324
4.30993, 4.24852, 6.03949, 6.03404, 2.4997, -1.79097, 6.03404, 0, 6.03405, 6.03406, 6.03412, 6.03548, 6.03495, 6.03404, 6.03404, 6.03404, 6.03404, 6.03404, 6.03404, 6.03404, 6.03404, 6.03404, 6.03404, 6.03404, 6.03404, 6.03703, 6.03404
4.31785, 2.8674, 6.07114, 6.06494, 2.20622, -3.20374, 6.06494, 0, 6.06495, 6.06496, 6.06502, 6.06616, 6.06602, 6.06494, 6.06494, 6.06494, 6.06494, 6.06494, 6.06494, 6.06494, 6.06494, 6.06494, 6.06494, 6.06494, 6.06494, 6.06873, 6.06494
4.32578, 6.12776, 6.10323, 6.09594, 2.85092, 0.0245275, 6.09594, 0, 6.09595, 6.09596, 6.09602, 6.097, 6.09734, 6.09594, 6.09594, 6.09594, 6.09594, 6.09594, 6.09594, 6.09594, 6.09594, 6.09594, 6.09594, 6.09594, 6.09594, 6.10066, 6.09594
4.3337, 8.99765, 6.13586, 6.12704, 3.31627, 2.86179, 6.12704, 0, 6.12705, 6.12706, 6.12712, 6.12798, 6.129, 6.12704, 6.12704, 6.12704, 6.12704, 6.12704, 6.12704, 6.12704, 6.12704, 6.12704, 6.12704, 6.12704, 6.12704, 6.13284, 6.12704
4.34163, 5.86012, 6.1692, 6.15824, 2.80359, -0.309085, 6.15824, 0, 6.15825, 6.15826, 6.15832, 6.1591, 6.1612, 6.15824, 6.15824, 6.15824, 6.15824, 6.15824, 6.15824, 6.15824, 6.15824, 6.15824, 6.15824, 6.15824, 6.15824, 6.16527, 6.15824
4.34955, 3.99515, 6.20353, 6.18954, 2.4485, -2.20838, 6.18954, 0, 6.18955, 6.18956, 6.18962, 6.19036, 6.1942, 6.18954, 6.18954, 6.18954, 6.18954, 6.18954, 6.18954, 6.18954, 6.18954, 6.18954, 6.18954, 6.18954, 6.18954, 6.19794, 6.18954
4.35748, 1.99517, 6.23925, 6.22094, 1.99879, -4.24408, 6.22094, 0, 6.22095, 6.22096, 6.22102, 6.22173, 6.22844, 6.22094, 6.22094, 6.22094, 6.22094, 6.22094, 6.22094, 6.22094, 6.22094, 6.22094, 6.22094, 6.22094, 6.22094, 6.23085, 6.22094
4.3654, 7.85046, 6.27698, 6.25245, 3.13854, 1.57348, 6.25245, 0, 6.25246, 6.25247, 6.25252, 6.25323, 6.26457, 6.25245, 6.25245, 6.25245, 6.25245, 6.25245, 6.25245, 6.25245, 6.25245, 6.25245, 6.25245, 6.25245, 6.25245, 6.26397, 6.25245
4.37333, 5.99272, 6.31755, 6.28405, 2.82714, -0.324829, 6.28405, 0, 6.28406, 6.28407, 6.28413, 6.28483, 6.30346, 6.28405, 6.28405, 6.28405, 6.28405, 6.28405, 6.28405, 6.28405, 6.28405, 6.28405, 6.28406, 6.28405, 6.28405, 6.29726, 6.28405
4.38125, 3.29188, 6.36212, 6.31578, 2.30041, -3.07024, 6.31578, 0, 6.31579, 6.3158, 6.31585, 6.31656, 6.34633, 6.31578, 6.31578, 6.31578, 6.31578, 6.31578, 6.31578, 6.31578, 6.31578, 6.31578, 6.31578, 6.31578, 6.31578, 6.33067, 6.31578
4.38918, 2.99765, 6.41212, 6.3476, 2.23554, -3.41448, 6.3476, 0, 6.34761, 6.34762, 6.34768, 6.3484, 6.3947, 6.3476, 6.3476, 6.3476, 6.3476, 6.3476, 6.3476, 6.3476, 6.3476, 6.3476, 6.3476, 6.3476, 6.3476, 6.36412, 6.3476
4.3971, 10.5344, 6.46931, 6.37954, 3.54039, 4.06506, 6.37954, 0, 6.37955, 6.37956, 6.37962, 6.38035, 6.4504, 6.37954, 6.37954, 6.37954, 6.37954, 6.37954, 6.37954, 6.37954, 6.37954, 6.37954, 6.37954, 6.37954, 6.37954, 6.39753, 6.37954
4.40503, 8.67667, 6.53564, 6.4116, 3.26752, 2.14102, 6.4116, 0, 6.41161, 6.41162, 6.41168, 6.41242, 6.51551, 6.4116, 6.4116, 6.4116, 6.4116, 6.4116, 6.4116, 6.4116, 6.4116, 6.4116, 6.4116, 6.4116, 6.4116, 6.4308, 6.4116
4.41295, 7.46338, 6.61314, 6.44376, 3.07626, 0.850241, 6.44376, 0, 6.44377, 6.44378, 6.44384, 6.4446, 6.59212, 6.44376, 6.44376, 6.44376, 6.44376, 6.44376, 6.44376, 6.44376, 6.44376, 6.44376, 6.44376, 6.44376, 6.44376, 6.46383, 6.44376
4.42088, 3.31593, 6.70367, 6.47604, 2.30563, -3.38773, 6.47604, 0, 6.47605, 6.47606, 6.47612, 6.47689, 6.68216, 6.47604, 6.47604, 6.47604, 6.47604, 6.47604, 6.47604, 6.47604, 6.47604, 6.47604, 6.47604, 6.47604, 6.47604, 6.49657, 6.47604
4.4288, 12.0131, 6.80854, 6.50842, 3.74341, 5.20458, 6.50842, 0, 6.50843, 6.50844, 6.50851, 6.50929, 6.78701, 6.50842, 6.50842, 6.50842, 6.50842, 6.50842, 6.50842, 6.50842, 6.50842, 6.50842, 6.50842, 6.50842, 6.50842, 6.52896, 6.50842
4.43672, 6.81561, 6.92822, 6.54092, 2.96911, -0.112611, 6.54092, 0, 6.54093, 6.54094, 6.54101, 6.54181, 6.90714, 6.54092, 6.54092, 6.54092, 6.54092, 6.54092, 6.54092, 6.54092, 6.54092, 6.54092, 6.54092, 6.54092, 6.54092, 6.56099, 6.54092
4.44465, 9.82652, 7.06191, 6.57352, 3.43897, 2.76461, 6.57352, 0, 6.57353, 6.57354, 6.57362, 6.57443, 7.04169, 6.57352, 6.57352, 6.57352, 6.57352, 6.57352, 6.57352, 6.57352, 6.57352, 6.57352, 6.57352, 6.57352, 6.57352, 6.5927, 6.57352
4.45257, 5.99241, 7.20721, 6.60622, 2.82709, -1.2148, 6.60622, 0, 6.60623, 6.60624, 6.60634, 6.60715, 7.18822, 6.60622, 6.60622, 6.60622, 6.60622, 6.60622, 6.60622, 6.60622, 6.60622, 6.60622, 6.60623, 6.60622, 6.60622, 6.62414, 6.60622
4.4605, 7.81924, 7.3601, 6.63903, 3.13357, 0.459133, 6.63903, 0, 6.63904, 6.63905, 6.63916, 6.63998, 7.3426, 6.63903, 6.63903, 6.63903, 6.63903, 6.63903, 6.63903, 6.63903, 6.63903, 6.63903, 6.63903, 6.63903, 6.63903, 6.65544, 6.63903
4.46842, 7.1666, 7.5149, 6.67194, 3.02764, -0.348298, 6.67194, 0, 6.67195, 6.67196, 6.67208, 6.6729, 7.49901, 6.67194, 6.67194, 6.67194, 6.67194, 6.67194, 6.67194, 6.67194, 6.67194, 6.67194, 6.67194, 6.67194, 6.67194, 6.68669, 6.67194
4.47635, 7.81411, 7.66468, 6.70494, 3.13275, 0.149427, 6.70494, 0, 6.70495, 6.70496, 6.70511, 6.70592, 7.65039, 6.70494, 6.70494, 6.70494, 6.70494, 6.70494, 6.70494, 6.70494, 6.70494, 6.70494, 6.70494, 6.70494, 6.70494, 6.71804, 6.70494
4.48427, 6.99029, 7.80189, 6.73803, 2.99838, -0.811595, 6.73803, 0, 6.73804, 6.73805, 6.73825, 6.73903, 7.78908, 6.73803, 6.73803, 6.73803, 6.73803, 6.73803, 6.73803, 6.73803, 6.73803, 6.73803, 6.73804, 6.73803, 6.73803, 6.7496, 6.73803
4.4922, 8.17385, 7.91908, 6.77122, 3.18965, 0.254769, 6.77122, 0, 6.77123, 6.77124, 6.77148, 6.77224, 7.90753, 6.77122, 6.77122, 6.77122, 6.77122, 6.77122, 6.77122, 6.77122, 6.77122, 6.77122, 6.77123, 6.77122, 6.77122, 6.78147, 6.77122
4.50012, 4.80706, 8.00986, 6.8045, 2.60904, -3.2028, 6.8045, 0, 6.80451, 6.80452, 6.80483, 6.80554, 7.99925, 6.8045, 6.8045, 6.8045, 6.8045, 6.8045, 6.8045, 6.8045, 6.8045, 6.8045, 6.8045, 6.8045, 6.8045, 6.81372, 6.8045
4.50805, 8.23752, 8.06966, 6.83787, 3.19961, 0.167859, 6.83787, 0, 6.83788, 6.83789, 6.83828, 6.83893, 8.05964, 6.83787, 6.83787, 6.83787, 6.83787, 6.83787, 6.83787, 6.83787, 6.83787, 6.83787, 6.83787, 6.83787, 6.83787, 6.84639, 6.83787
4.51597, 11.1716, 8.09631, 6.87133, 3.62927, 3.07528, 6.87133, 0, 6.87134, 6.87135, 6.87185, 6.87241, 8.08654, 6.87133, 6.87133, 6.87133, 6.87133, 6.87133, 6.87133, 6.87133, 6.87133, 6.87133, 6.87133, 6.87133, 6.87133, 6.87948, 6.87133
4.5239, 9.36871, 8.09041, 6.90488, 3.37175, 1.2783, 6.90488, 0, 6.90489, 6.9049, 6.90555, 6.90598, 8.08053, 6.90488, 6.90488, 6.90488, 6.90488, 6.90488, 6.90488, 6.90488, 6.90488, 6.90488, 6.90488, 6.90488, 6.90488, 6.91295, 6.90488
4.53182, 5.5741, 8.05515, 6.93851, 2.75211, -2.48105, 6.93851, 0, 6.93852, 6.93853, 6.93939, 6.93963, 8.04488, 6.93851, 6.93851, 6.93851, 6.93851, 6.93851, 6.93851, 6.93851, 6.93851, 6.93851, 6.93851, 6.93851, 6.93851, 6.94675, 6.93851
4.53975, 12.402, 7.99594, 6.97223, 3.79499, 4.40604, 6.97223, 0, 6.97224, 6.97225, 6.97337, 6.97337, 7.98505, 6.97223, 6.97223, 6.97223, 6.97223, 6.97223, 6.97223, 6.97223, 6.97223, 6.97223, 6.97223, 6.97223, 6.97223, 6.98081, 6.97223
4.54767, 5.98885, 7.91968, 7.00603, 2.82645, -1.93083, 7.00603, 0, 7.00604, 7.00605, 7.00752, 7.0072, 7.90802, 7.00603, 7.00603, 7.00603, 7.00603, 7.00603, 7.00603, 7.00603, 7.00603, 7.00603, 7.00604, 7.00603, 7.00603, 7.01502, 7.00603
4.55559, 9.78439, 7.83394, 7.03992, 3.43284, 1.95045, 7.03992, 0, 7.03993, 7.03994, 7.04184, 7.0411, 7.82141, 7.03992, 7.03992, 7.03992, 7.03992, 7.03992, 7.03992, 7.03992, 7.03992, 7.03992, 7.03992, 7.03992, 7.03992, 7.04931, 7.03992
4.56352, 6.39559, 7.74608, 7.07388, 2.89751, -1.35049, 7.07388, 0, 7.07389, 7.0739, 7.07636, 7.07509, 7.73265, 7.07388, 7.07388, 7.07388, 7.07388, 7.07388, 7.07388, 7.07388, 7.07388, 7.07388, 7.07388, 7.07388, 7.07388, 7.0836, 7.07388
4.57144, 9.57579, 7.66254, 7.10793, 3.40232, 1.91324, 7.10793, 0, 7.10794, 7.10795, 7.11108, 7.10916, 7.64823, 7.10793, 7.10793, 7.10793, 7.10793, 7.10793, 7.10793, 7.10793, 7.10793, 7.10793, 7.10793, 7.10793, 7.10793, 7.11784, 7.10793
4.57937, 8.98484, 7.5884, 7.14205, 3.31434, 1.39644, 7.14205, 0, 7.14206, 7.14207, 7.146, 7.1433, 7.57324, 7.14205, 7.14205, 7.14205, 7.14205, 7.14205, 7.14205, 7.14205, 7.14205, 7.14205, 7.14205, 7.14205, 7.14205, 7.15198, 7.14205
