   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_77.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.1727, 8.9138, 4.47247, 4.47247, 3.3036, 4.44133, 4.47247, 0, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247, 4.47247
11.1806, 3.7259, 4.4588, 4.45879, 2.39288, -0.732897, 4.45879, 0, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.45879, 4.4588, 4.45879, 4.45879, 4.45879, 4.45879
11.1885, 5.33866, 4.44043, 4.44042, 2.709, 0.898235, 4.44042, 0, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44042, 4.44043, 4.44042, 4.44042, 4.44042, 4.44042
11.1964, 9.54734, 4.41974, 4.41974, 3.39814, 5.12759, 4.41974, 0, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974, 4.41974
11.2044, 1.88885, 4.39911, 4.39911, 1.97202, -2.51026, 4.39911, 0, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911, 4.39911
11.2123, 2.54197, 4.39086, 4.39086, 2.13119, -1.8489, 4.39086, 0, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086, 4.39086
11.2202, 2.45308, 4.37739, 4.37738, 2.11023, -1.92431, 4.37738, 0, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37738, 4.37739, 4.37738, 4.37738, 4.37738, 4.37738
11.2281, 10.3002, 4.35914, 4.35914, 3.50717, 5.94111, 4.35914, 0, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914, 4.35914
11.2361, 4.99009, 4.33854, 4.33854, 2.64388, 0.651547, 4.33854, 0, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854, 4.33854
11.244, 5.22788, 4.31799, 4.31799, 2.68847, 0.909891, 4.31799, 0, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799, 4.31799
11.2519, 5.47224, 4.30979, 4.30978, 2.73354, 1.16246, 4.30978, 0, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30978, 4.30979, 4.30978, 4.30978, 4.30978, 4.30978
11.2598, 2.75539, 4.29632, 4.29632, 2.18069, -1.54093, 4.29632, 0, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632, 4.29632
11.2678, 3.99529, 4.27805, 4.27805, 2.44853, -0.282758, 4.27805, 0, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805, 4.27805
11.2757, 8.2543, 4.25741, 4.25741, 3.20223, 3.9969, 4.25741, 0, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741, 4.25741
11.2836, 10.2369, 4.23681, 4.23681, 3.49813, 6.00008, 4.23681, 0, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681, 4.23681
11.2915, 2.49418, 4.22884, 4.22884, 2.11995, -1.73467, 4.22884, 0, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884, 4.22884
11.2995, 5.74114, 4.21557, 4.21556, 2.78229, 1.52557, 4.21556, 0, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21556, 4.21557, 4.21556, 4.21556, 4.21556, 4.21556
11.3074, 10.4793, 4.19743, 4.19742, 3.53261, 6.28188, 4.19742, 0, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19742, 4.19743, 4.19742, 4.19742, 4.19742, 4.19742
11.3153, 6.47113, 4.17689, 4.17689, 2.91052, 2.29423, 4.17689, 0, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689, 4.17689
11.3232, 4.28916, 4.15641, 4.15641, 2.50782, 0.132751, 4.15641, 0, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641, 4.15641
11.3312, 9.41133, 4.14855, 4.14855, 3.37807, 5.26278, 4.14855, 0, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855, 4.14855
11.3391, 6.57918, 4.13537, 4.13536, 2.92902, 2.44382, 4.13536, 0, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13536, 4.13537, 4.13536, 4.13536, 4.13536, 4.13536
11.347, 5.72639, 4.11729, 4.11729, 2.77964, 1.6091, 4.11729, 0, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729, 4.11729
11.3549, 8.99257, 4.09681, 4.09681, 3.3155, 4.89576, 4.09681, 0, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681, 4.09681
11.3629, 4.99331, 4.07638, 4.07638, 2.64449, 0.916932, 4.07638, 0, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638, 4.07638
11.3708, 3.54424, 4.06872, 4.06872, 2.35462, -0.524482, 4.06872, 0, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872, 4.06872
11.3787, 3.44089, 4.05571, 4.05571, 2.33257, -0.614818, 4.05571, 0, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571, 4.05571
11.3866, 2.83494, 4.03778, 4.03778, 2.19885, -1.20284, 4.03778, 0, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778, 4.03778
11.3946, 3, 4.01743, 4.01742, 2.23607, -1.01743, 4.01742, 0, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01742, 4.01743, 4.01742, 4.01742, 4.01742, 4.01742
11.4025, 2.42875, 3.99712, 3.99712, 2.10446, -1.56837, 3.99712, 0, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712, 3.99712
11.4104, 6.99554, 3.98994, 3.98993, 2.99926, 3.0056, 3.98993, 0, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98993, 3.98994, 3.98993, 3.98993, 3.98993, 3.98993
11.4183, 5.70471, 3.97721, 3.97721, 2.77574, 1.7275, 3.97721, 0, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721, 3.97721
11.4263, 9.11413, 3.95936, 3.95935, 3.33379, 5.15477, 3.95935, 0, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95935, 3.95936, 3.95935, 3.95935, 3.95935, 3.95935
11.4342, 10.5764, 3.93897, 3.93897, 3.54632, 6.63738, 3.93897, 0, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897, 3.93897
11.4421, 1.88288, 3.91865, 3.91865, 1.9705, -2.03577, 3.91865, 0, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865, 3.91865
11.45, 2.29765, 3.91323, 3.91323, 2.07308, -1.61558, 3.91323, 0, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323, 3.91323
11.458, 3.09294, 3.90121, 3.90121, 2.25675, -0.808275, 3.90121, 0, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121, 3.90121
11.4659, 1.60223, 3.88311, 3.88311, 1.89795, -2.28088, 3.88311, 0, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311, 3.88311
11.4738, 3.69046, 3.862, 3.862, 2.38547, -0.17154, 3.862, 0, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862, 3.862
11.4817, 3.68575, 3.84095, 3.84095, 2.38448, -0.155198, 3.84095, 0, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095, 3.84095
11.4897, 5.99257, 3.84749, 3.84749, 2.82711, 2.14508, 3.84749, 0, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749, 3.84749
11.4976, 6.36376, 3.84758, 3.84758, 2.89202, 2.51618, 3.84758, 0, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758, 3.84758
11.5055, 5.25544, 3.84151, 3.84151, 2.69359, 1.41393, 3.84151, 0, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151, 3.84151
11.5134, 3.03953, 3.83236, 3.83236, 2.24489, -0.79283, 3.83236, 0, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236, 3.83236
11.5214, 5.34721, 3.82322, 3.82322, 2.71057, 1.52399, 3.82322, 0, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322, 3.82322
11.5293, 5.60607, 3.82566, 3.82566, 2.75791, 1.78041, 3.82566, 0, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566, 3.82566
11.5372, 8.34449, 3.82427, 3.82426, 3.21628, 4.52022, 3.82426, 0, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82426, 3.82427, 3.82426, 3.82426, 3.82426, 3.82426
11.5451, 3.99269, 3.81923, 3.81923, 2.448, 0.173458, 3.81923, 0, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923, 3.81923
11.5531, 6.66146, 3.81238, 3.81238, 2.94304, 2.84909, 3.81238, 0, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238, 3.81238
11.561, 4.99157, 3.80553, 3.80553, 2.64416, 1.18604, 3.80553, 0, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553, 3.80553
11.5689, 3.98959, 3.8054, 3.8054, 2.44736, 0.184187, 3.8054, 0, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054, 3.8054
11.5768, 4.66716, 3.80305, 3.80305, 2.58208, 0.864116, 3.80305, 0, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305, 3.80305
11.5848, 3.99504, 3.79853, 3.79852, 2.44848, 0.196518, 3.79852, 0, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79852, 3.79853, 3.79852, 3.79852, 3.79852, 3.79852
11.5927, 2.33879, 3.79293, 3.79293, 2.08298, -1.45414, 3.79293, 0, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293, 3.79293
11.6006, 6.96035, 3.78733, 3.78733, 2.99338, 3.17302, 3.78733, 0, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733, 3.78733
11.6085, 4.33805, 3.78612, 3.78612, 2.51755, 0.551927, 3.78612, 0, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612, 3.78612
11.6165, 1.04485, 3.78337, 3.78337, 1.74495, -2.73852, 3.78337, 0, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337, 3.78337
11.6244, 3, 3.77913, 3.77913, 2.23607, -0.77913, 3.77913, 0, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913, 3.77913
11.6323, 3.93346, 3.77415, 3.77415, 2.43587, 0.159307, 3.77415, 0, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415, 3.77415
11.6402, 3.7088, 3.76917, 3.76917, 2.38931, -0.0603762, 3.76917, 0, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917, 3.76917
11.6482, 4.27708, 3.76734, 3.76734, 2.50541, 0.509732, 3.76734, 0, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734, 3.76734
11.6561, 4.35511, 3.76425, 3.76425, 2.52093, 0.590857, 3.76425, 0, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425, 3.76425
11.664, 3.99545, 3.75997, 3.75997, 2.44856, 0.235474, 3.75997, 0, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997, 3.75997
11.6719, 5.25998, 3.75511, 3.75511, 2.69443, 1.50487, 3.75511, 0, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511, 3.75511
11.6798, 9.62007, 3.75024, 3.75024, 3.40882, 5.86983, 3.75024, 0, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024, 3.75024
11.6878, 6.98885, 3.74828, 3.74828, 2.99814, 3.24057, 3.74828, 0, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828, 3.74828
11.6957, 2.86121, 3.74514, 3.74514, 2.20482, -0.883922, 3.74514, 0, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514, 3.74514
11.7036, 5.11462, 3.7409, 3.7409, 2.66732, 1.37372, 3.7409, 0, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409, 3.7409
11.7115, 5.50595, 3.73613, 3.73613, 2.7397, 1.76982, 3.73613, 0, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613, 3.73613
11.7195, 6.23348, 3.73136, 3.73136, 2.8694, 2.50212, 3.73136, 0, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136, 3.73136
11.7274, 1.76157, 3.72916, 3.72916, 1.93948, -1.9676, 3.72916, 0, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916, 3.72916
11.7353, 4.99765, 3.72581, 3.72581, 2.64531, 1.27183, 3.72581, 0, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581, 3.72581
11.7432, 8.21908, 3.72138, 3.72138, 3.19673, 4.4977, 3.72138, 0, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138, 3.72138
11.7512, 2.77608, 3.71641, 3.71641, 2.18543, -0.94033, 3.71641, 0, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641, 3.71641
11.7591, 4.20979, 3.71145, 3.71145, 2.49194, 0.498337, 3.71145, 0, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145, 3.71145
11.767, 6.7853, 3.70929, 3.70929, 2.964, 3.07601, 3.70929, 0, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929, 3.70929
11.7749, 5.59871, 3.70596, 3.70595, 2.75658, 1.89276, 3.70595, 0, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70595, 3.70596, 3.70595, 3.70595, 3.70595, 3.70595
11.7829, 6.79157, 3.70153, 3.70153, 2.96506, 3.09004, 3.70153, 0, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153, 3.70153
11.7908, 2.0062, 3.69656, 3.69656, 2.00155, -1.69037, 3.69656, 0, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656, 3.69656
11.7987, 3.18786, 3.6916, 3.6916, 2.27769, -0.503744, 3.6916, 0, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916, 3.6916
11.8066, 5.99529, 3.68919, 3.68918, 2.82759, 2.30611, 3.68918, 0, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68918, 3.68919, 3.68918, 3.68918, 3.68918, 3.68918
11.8146, 7.99504, 3.6856, 3.6856, 3.16149, 4.30944, 3.6856, 0, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856, 3.6856
11.8225, 3.82181, 3.68093, 3.68092, 2.41284, 0.140884, 3.68092, 0, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68092, 3.68093, 3.68092, 3.68092, 3.68092, 3.68092
11.8304, 1.58431, 3.67571, 3.67571, 1.89323, -2.0914, 3.67571, 0, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571, 3.67571
11.8383, 6.32461, 3.6705, 3.6705, 2.88524, 2.65411, 3.6705, 0, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705, 3.6705
11.8463, 8.98885, 3.66812, 3.66812, 3.31494, 5.32073, 3.66812, 0, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812, 3.66812
11.8542, 4.83346, 3.66455, 3.66455, 2.61409, 1.1689, 3.66455, 0, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455, 3.66455
