   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_92.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
6.9109, 8.40652, 14.9773, 14.9451, 3.22591, -6.57075, 14.9451, 0, 14.9451, 14.9471, 14.9452, 14.9752, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451, 14.9451
6.91877, 12.5075, 14.9831, 14.9438, 3.80887, -2.47561, 14.9438, 0, 14.9438, 14.9458, 14.9439, 14.981, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438, 14.9438
6.92663, 9.99275, 14.9899, 14.9424, 3.46306, -4.99712, 14.9424, 0, 14.9424, 14.9443, 14.9425, 14.9879, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424, 14.9424
6.93449, 9.11691, 14.9977, 14.9408, 3.3342, -5.88074, 14.9408, 0, 14.9408, 14.9425, 14.9409, 14.9958, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408, 14.9408
6.94236, 11.9882, 15.0065, 14.939, 3.74008, -3.01825, 14.939, 0, 14.939, 14.9406, 14.9391, 15.0047, 14.939, 14.939, 14.939, 14.939, 14.939, 14.939, 14.939, 14.939, 14.939, 14.939, 14.939, 14.939, 14.939
6.95022, 10.2166, 15.0163, 14.937, 3.49523, -4.79963, 14.937, 0, 14.937, 14.9385, 14.9371, 15.0146, 14.937, 14.937, 14.937, 14.937, 14.937, 14.937, 14.937, 14.937, 14.937, 14.937, 14.937, 14.937, 14.937
6.95809, 17.7041, 15.027, 14.9348, 4.43893, 2.67712, 14.9348, 0, 14.9348, 14.9362, 14.9349, 15.0255, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348, 14.9348
6.96596, 11.148, 15.0385, 14.9325, 3.62602, -3.89047, 14.9325, 0, 14.9325, 14.9338, 14.9326, 15.0371, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325, 14.9325
6.97382, 15.9827, 15.0505, 14.9299, 4.2406, 0.932131, 14.9299, 0, 14.9299, 14.9311, 14.93, 15.0493, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299, 14.9299
6.98169, 13.9355, 15.063, 14.9272, 3.99193, -1.12745, 14.9272, 0, 14.9272, 14.9282, 14.9273, 15.0618, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272, 14.9272
6.98955, 9.94064, 15.3352, 15.1841, 3.45552, -5.39458, 15.1841, 0, 15.1841, 15.185, 15.1842, 15.3342, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841, 15.1841
6.99742, 12.1597, 15.6083, 15.442, 3.76294, -3.44859, 15.442, 0, 15.442, 15.4428, 15.4421, 15.6074, 15.442, 15.442, 15.442, 15.442, 15.442, 15.442, 15.442, 15.442, 15.442, 15.442, 15.442, 15.442, 15.442
7.00528, 12.8158, 15.6174, 15.4364, 3.84913, -2.80162, 15.4364, 0, 15.4364, 15.4371, 15.4365, 15.6166, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364, 15.4364
7.01315, 11.1401, 15.4965, 15.3017, 3.62493, -4.35639, 15.3017, 0, 15.3017, 15.3023, 15.3018, 15.4958, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017, 15.3017
7.02101, 12.8719, 15.3737, 15.1663, 3.85641, -2.50181, 15.1663, 0, 15.1664, 15.1669, 15.1664, 15.3731, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663, 15.1663
7.02888, 9.98477, 15.25, 15.0318, 3.4619, -5.26519, 15.0318, 0, 15.0318, 15.0322, 15.0319, 15.2494, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318, 15.0318
7.03674, 16.9859, 15.1234, 14.8964, 4.35728, 1.86251, 14.8964, 0, 14.8964, 14.8967, 14.8965, 15.1229, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964, 14.8964
7.04461, 11.9291, 14.9935, 14.76, 3.73217, -3.06441, 14.76, 0, 14.76, 14.7603, 14.7601, 14.9931, 14.76, 14.76, 14.76, 14.76, 14.76, 14.76, 14.76, 14.76, 14.76, 14.76, 14.76, 14.76, 14.76
7.05247, 12.9903, 14.8604, 14.6229, 3.87173, -1.87004, 14.6229, 0, 14.6229, 14.6231, 14.623, 14.86, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229, 14.6229
7.06034, 10.0371, 14.724, 14.4852, 3.46945, -4.68695, 14.4852, 0, 14.4852, 14.4854, 14.4853, 14.7237, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852, 14.4852
7.0682, 15.9014, 14.587, 14.3496, 4.231, 1.31441, 14.3496, 0, 14.3496, 14.3498, 14.3497, 14.5867, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496, 14.3496
7.07607, 8.03259, 14.446, 14.2127, 3.16743, -6.41339, 14.2127, 0, 14.2127, 14.2128, 14.2128, 14.4457, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127, 14.2127
7.08393, 6.07126, 14.3011, 14.0744, 2.841, -8.22989, 14.0744, 0, 14.0744, 14.0745, 14.0745, 14.3009, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744, 14.0744
7.0918, 13.9094, 14.153, 13.9351, 3.98866, -0.243614, 13.9351, 0, 13.9352, 13.9352, 13.9353, 14.1528, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351, 13.9351
7.09966, 11.0482, 14.0024, 13.7954, 3.61223, -2.95423, 13.7954, 0, 13.7954, 13.7955, 13.7955, 14.0022, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954, 13.7954
7.10753, 14.9415, 13.8528, 13.6583, 4.11601, 1.08871, 13.6583, 0, 13.6584, 13.6584, 13.6585, 13.8526, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583, 13.6583
7.11539, 9.98129, 13.7007, 13.5201, 3.4614, -3.71938, 13.5201, 0, 13.5201, 13.5201, 13.5202, 13.7005, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201, 13.5201
7.12326, 9.01196, 13.5463, 13.3805, 3.31843, -4.53438, 13.3805, 0, 13.3805, 13.3805, 13.3806, 13.5461, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805, 13.3805
7.13112, 12.9777, 13.3906, 13.24, 3.8701, -0.41293, 13.24, 0, 13.24, 13.24, 13.2401, 13.3904, 13.24, 13.24, 13.24, 13.24, 13.24, 13.24, 13.24, 13.24, 13.24, 13.24, 13.24, 13.24, 13.24
7.13899, 13.9783, 13.2344, 13.0992, 3.99728, 0.743809, 13.0992, 0, 13.0992, 13.0992, 13.0993, 13.2342, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992, 13.0992
7.14685, 12.9907, 13.0879, 12.9678, 3.87178, -0.0972433, 12.9678, 0, 12.9678, 12.9678, 12.968, 13.0877, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678, 12.9678
7.15472, 8.99331, 12.941, 12.8355, 3.31562, -3.94772, 12.8355, 0, 12.8355, 12.8355, 12.8357, 12.9408, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355, 12.8355
7.16258, 14.9513, 12.7936, 12.7019, 4.1172, 2.15769, 12.7019, 0, 12.7019, 12.702, 12.7022, 12.7933, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019, 12.7019
7.17045, 11.0089, 12.6447, 12.5659, 3.60679, -1.63576, 12.5659, 0, 12.5659, 12.5659, 12.5662, 12.6443, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659, 12.5659
7.17831, 7.01078, 12.4937, 12.4267, 3.0018, -5.48296, 12.4267, 0, 12.4267, 12.4267, 12.4271, 12.4932, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267, 12.4267
7.18618, 10.9903, 12.3409, 12.2844, 3.60421, -1.3506, 12.2844, 0, 12.2844, 12.2844, 12.285, 12.3403, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844, 12.2844
7.19404, 13.9205, 12.1866, 12.1394, 3.99004, 1.73382, 12.1394, 0, 12.1394, 12.1394, 12.1402, 12.1857, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394, 12.1394
7.20191, 5.09999, 12.0314, 11.9922, 2.66458, -6.93146, 11.9922, 0, 11.9922, 11.9922, 11.9933, 12.0302, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922, 11.9922
7.20977, 7.97286, 11.8761, 11.8435, 3.15798, -3.90319, 11.8435, 0, 11.8435, 11.8435, 11.8451, 11.8743, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435, 11.8435
7.21764, 10.9683, 11.7213, 11.6941, 3.60115, -0.752976, 11.6941, 0, 11.6941, 11.6941, 11.6964, 11.7189, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941, 11.6941
7.2255, 14.882, 11.5914, 11.5684, 4.10878, 3.29064, 11.5684, 0, 11.5684, 11.5684, 11.5717, 11.5881, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684, 11.5684
7.23337, 8.12793, 11.4636, 11.4436, 3.18244, -3.33567, 11.4436, 0, 11.4436, 11.4436, 11.4481, 11.459, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436, 11.4436
7.24123, 10.8334, 11.338, 11.3196, 3.58237, -0.504583, 11.3196, 0, 11.3197, 11.3197, 11.3259, 11.3316, 11.3196, 11.3196, 11.3196, 11.3196, 11.3196, 11.3196, 11.3196, 11.3196, 11.3196, 11.3197, 11.3196, 11.3196, 11.3196
7.2491, 11.0837, 11.2146, 11.1968, 3.61713, -0.130977, 11.1968, 0, 11.1968, 11.1968, 11.2054, 11.206, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968, 11.1968
7.25697, 6.0244, 11.0935, 11.0747, 2.83274, -5.06905, 11.0747, 0, 11.0747, 11.0747, 11.0864, 11.0817, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747, 11.0747
7.26483, 9.91227, 10.9747, 10.9536, 3.45142, -1.06241, 10.9536, 0, 10.9536, 10.9537, 10.9694, 10.9589, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536, 10.9536
7.2727, 14.9859, 10.8585, 10.8335, 4.12139, 4.12738, 10.8335, 0, 10.8335, 10.8336, 10.8545, 10.8374, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335, 10.8335
7.28056, 8.20508, 10.745, 10.7144, 3.19454, -2.53991, 10.7144, 0, 10.7144, 10.7144, 10.7421, 10.7172, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144, 10.7144
7.28843, 9.81195, 10.4194, 10.3811, 3.43685, -0.607433, 10.3811, 0, 10.3811, 10.3811, 10.4172, 10.3832, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811, 10.3811
7.29629, 12.7444, 10.0545, 10.0062, 3.83985, 2.68995, 10.0062, 0, 10.0062, 10.0063, 10.0529, 10.0077, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062
7.30416, 10.1802, 9.89588, 9.83514, 3.49001, 0.284315, 9.83514, 0, 9.83515, 9.83519, 9.89476, 9.83621, 9.83514, 9.83514, 9.83514, 9.83514, 9.83514, 9.83514, 9.83514, 9.83514, 9.83514, 9.83515, 9.83514, 9.83514, 9.83514
7.31202, 13.9318, 9.92178, 9.84566, 3.99147, 4.01005, 9.84566, 0, 9.84567, 9.84571, 9.92097, 9.84642, 9.84566, 9.84566, 9.84566, 9.84566, 9.84566, 9.84566, 9.84566, 9.84566, 9.84566, 9.84567, 9.84566, 9.84566, 9.84566
7.31989, 11.2076, 9.95094, 9.85627, 3.63422, 1.25662, 9.85627, 0, 9.85627, 9.85631, 9.95036, 9.85679, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627, 9.85627
7.32775, 12.759, 9.98348, 9.8668, 3.84175, 2.77556, 9.8668, 0, 9.86681, 9.86685, 9.98307, 9.86716, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668, 9.8668
7.33562, 12.8, 10.0197, 9.87734, 3.84707, 2.78025, 9.87734, 0, 9.87735, 9.87739, 10.0194, 9.87759, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734, 9.87734
7.34348, 10.2295, 10.0599, 9.88796, 3.49706, 0.169559, 9.88796, 0, 9.88796, 9.88801, 10.0597, 9.88812, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796, 9.88796
7.35135, 10.2482, 10.1039, 9.89851, 3.49974, 0.144301, 9.89851, 0, 9.89851, 9.89856, 10.1037, 9.89862, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851, 9.89851
7.35921, 8.72242, 10.1518, 9.90907, 3.27451, -1.42935, 9.90907, 0, 9.90907, 9.90912, 10.1516, 9.90914, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907, 9.90907
7.36708, 16.7743, 10.2033, 9.91969, 4.33294, 6.57103, 9.91969, 0, 9.9197, 9.91975, 10.2032, 9.91974, 9.91969, 9.91969, 9.91969, 9.91969, 9.91969, 9.91969, 9.91969, 9.91969, 9.91969, 9.9197, 9.91969, 9.91969, 9.91969
7.37494, 15.3431, 10.2581, 9.93027, 4.16451, 5.08506, 9.93027, 0, 9.93027, 9.93032, 10.258, 9.9303, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027, 9.93027
7.38281, 17.4627, 10.3155, 9.94085, 4.41165, 7.14719, 9.94085, 0, 9.94085, 9.9409, 10.3154, 9.94086, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085, 9.94085
7.39067, 13.2845, 10.3749, 9.95146, 3.90954, 2.90954, 9.95146, 0, 9.95146, 9.95151, 10.3749, 9.95147, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146, 9.95146
7.39854, 9.30393, 10.4353, 9.96189, 3.36213, -1.13134, 9.96189, 0, 9.9619, 9.96195, 10.4352, 9.9619, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189, 9.96189
7.4064, 14.2493, 10.4953, 9.972, 4.03104, 3.75403, 9.972, 0, 9.97201, 9.97206, 10.4952, 9.97201, 9.972, 9.972, 9.972, 9.972, 9.972, 9.972, 9.972, 9.972, 9.972, 9.97201, 9.972, 9.972, 9.972
7.41427, 4.821, 10.5538, 9.98174, 2.61171, -5.7328, 9.98174, 0, 9.98174, 9.98179, 10.5537, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174, 9.98174
7.42213, 13.4711, 10.6093, 9.99079, 3.93334, 2.86187, 9.99079, 0, 9.9908, 9.99085, 10.6092, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079, 9.99079
7.43, 7.16022, 10.6603, 9.99907, 3.02659, -3.50007, 9.99907, 0, 9.99907, 9.99912, 10.6602, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907, 9.99907
7.43786, 10.9855, 10.7056, 10.0065, 3.60354, 0.279887, 10.0065, 0, 10.0065, 10.0065, 10.7056, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065, 10.0065
7.44573, 11.8909, 10.7441, 10.0131, 3.72705, 1.1468, 10.0131, 0, 10.0131, 10.0131, 10.7441, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131, 10.0131
7.45359, 15.692, 10.775, 10.019, 4.20618, 4.91696, 10.019, 0, 10.019, 10.019, 10.7749, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019, 10.019
7.46146, 11.4728, 10.7975, 10.0243, 3.67053, 0.675232, 10.0243, 0, 10.0243, 10.0244, 10.7975, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243, 10.0243
7.46932, 10.1919, 10.8113, 10.0292, 3.49169, -0.619336, 10.0292, 0, 10.0292, 10.0292, 10.8112, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292, 10.0292
7.47719, 11.7845, 10.8157, 10.0333, 3.71275, 0.968853, 10.0333, 0, 10.0333, 10.0334, 10.8156, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333
7.48505, 7.20099, 10.8107, 10.0367, 3.03331, -3.6097, 10.0367, 0, 10.0367, 10.0368, 10.8106, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367, 10.0367
7.49292, 7.77485, 10.7968, 10.0395, 3.12647, -3.02198, 10.0395, 0, 10.0395, 10.0396, 10.7968, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395, 10.0395
7.50078, 6.32232, 10.7749, 10.0421, 2.88484, -4.45256, 10.0421, 0, 10.0421, 10.0421, 10.7748, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421, 10.0421
7.50865, 12.4253, 10.746, 10.0446, 3.79807, 1.67937, 10.0446, 0, 10.0446, 10.0446, 10.7459, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446, 10.0446
7.51651, 11.0995, 10.7298, 10.0658, 3.61932, 0.369716, 10.0658, 0, 10.0659, 10.0659, 10.7297, 10.0658, 10.0658, 10.0658, 10.0658, 10.0658, 10.0658, 10.0658, 10.0658, 10.0658, 10.0658, 10.0659, 10.0658, 10.0658, 10.0658
7.52438, 11.8671, 10.7086, 10.087, 3.72386, 1.1585, 10.087, 0, 10.087, 10.0871, 10.7086, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087, 10.087
7.53224, 11.1042, 10.6837, 10.1081, 3.61997, 0.420513, 10.1081, 0, 10.1081, 10.1082, 10.6836, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081, 10.1081
7.54011, 9.86196, 10.6562, 10.129, 3.44412, -0.794217, 10.129, 0, 10.1291, 10.1291, 10.6561, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129, 10.129
7.54797, 10.8576, 10.6272, 10.1497, 3.58575, 0.23043, 10.1497, 0, 10.1497, 10.1498, 10.6271, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497
7.55584, 11.4937, 10.5979, 10.1701, 3.67338, 0.895817, 10.1701, 0, 10.1701, 10.1701, 10.5978, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701, 10.1701
7.5637, 11.4671, 10.5692, 10.1901, 3.66976, 0.89791, 10.1901, 0, 10.1901, 10.1902, 10.5691, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901, 10.1901
7.57157, 10.9807, 10.542, 10.2097, 3.60288, 0.438691, 10.2097, 0, 10.2097, 10.2098, 10.542, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097
7.57943, 11.9806, 10.5171, 10.229, 3.73906, 1.46352, 10.229, 0, 10.229, 10.229, 10.517, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229, 10.229
7.5873, 9.67088, 10.4949, 10.2479, 3.41627, -0.824059, 10.2479, 0, 10.2479, 10.2479, 10.4949, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479, 10.2479
7.59517, 17.3082, 10.476, 10.2664, 4.39411, 6.83219, 10.2664, 0, 10.2664, 10.2665, 10.4759, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664, 10.2664
7.60303, 9.6777, 10.4605, 10.2846, 3.41726, -0.782783, 10.2846, 0, 10.2846, 10.2847, 10.4604, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846, 10.2846
7.6109, 13.266, 10.4485, 10.3026, 3.90717, 2.81748, 10.3026, 0, 10.3026, 10.3026, 10.4484, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026, 10.3026
7.61876, 12.2764, 10.4399, 10.3201, 3.77841, 1.83643, 10.3201, 0, 10.3201, 10.3202, 10.4399, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201, 10.3201
7.62663, 12.8355, 10.4346, 10.3373, 3.85169, 2.40093, 10.3373, 0, 10.3373, 10.3373, 10.4345, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373, 10.3373
7.63449, 5.74529, 10.4322, 10.354, 2.78304, -4.6869, 10.354, 0, 10.354, 10.3541, 10.4321, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354
7.64236, 14.7561, 10.4324, 10.3702, 4.09343, 4.32375, 10.3702, 0, 10.3703, 10.3703, 10.4323, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702, 10.3702
7.65022, 14.8192, 10.4348, 10.3859, 4.10112, 4.3844, 10.3859, 0, 10.386, 10.386, 10.4347, 10.3859, 10.3859, 10.3859, 10.3859, 10.3859, 10.3859, 10.3859, 10.3859, 10.3859, 10.3859, 10.386, 10.3859, 10.3859, 10.3859
7.65809, 10.6121, 10.4392, 10.4012, 3.55135, 0.172882, 10.4012, 0, 10.4012, 10.4013, 10.4391, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012, 10.4012
