   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_86.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.137821, 0, 2.79273e-13, 0, 1.41421, -2.79273e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41196e-15, 0, 5.86571e-18, 9.40796e-17, 0, 2.76761e-13, 0, 0
0.14569, 0, 4.43855e-13, 0, 1.41421, -4.43855e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83341e-15, 0, 9.51493e-18, 1.54513e-16, 0, 4.39857e-13, 0, 0
0.15356, 0, 7.01502e-13, 0, 1.41421, -7.01502e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05868e-15, 0, 1.53562e-17, 2.52573e-16, 0, 6.95175e-13, 0, 0
0.161429, 0, 1.10257e-12, 0, 1.41421, -1.10257e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.52273e-15, 0, 2.46598e-17, 4.10954e-16, 0, 1.09261e-12, 0, 0
0.169298, 0, 1.72338e-12, 0, 1.41421, -1.72338e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4885e-14, 0, 3.9406e-17, 6.65596e-16, 0, 1.70779e-12, 0, 0
0.177168, 0, 2.67898e-12, 0, 1.41421, -2.67898e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31394e-14, 0, 6.26686e-17, 1.07317e-15, 0, 2.6547e-12, 0, 0
0.185037, 0, 4.1417e-12, 0, 1.41421, -4.1417e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57752e-14, 0, 9.91976e-17, 1.72263e-15, 0, 4.1041e-12, 0, 0
0.192907, 0, 6.36821e-12, 0, 1.41421, -6.36821e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50109e-14, 0, 1.56301e-16, 2.75309e-15, 0, 6.31029e-12, 0, 0
0.200776, 0, 9.7386e-12, 0, 1.41421, -9.7386e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41323e-14, 0, 2.45184e-16, 4.3811e-15, 0, 9.64984e-12, 0, 0
0.208645, 0, 1.48124e-11, 0, 1.41421, -1.48124e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27978e-13, 0, 3.82961e-16, 6.94255e-15, 0, 1.46771e-11, 0, 0
0.216515, 0, 2.24083e-11, 0, 1.41421, -2.24083e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93632e-13, 0, 5.95691e-16, 1.09564e-14, 0, 2.22031e-11, 0, 0
0.224384, 0, 3.37177e-11, 0, 1.41421, -3.37177e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91405e-13, 0, 9.22935e-16, 1.72214e-14, 0, 3.34082e-11, 0, 0
0.232254, 0, 5.04637e-11, 0, 1.41421, -5.04637e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3622e-13, 0, 1.4246e-15, 2.69631e-14, 0, 4.99991e-11, 0, 0
0.240123, 0, 7.51244e-11, 0, 1.41421, -7.51244e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49553e-13, 0, 2.19121e-15, 4.20552e-14, 0, 7.44306e-11, 0, 0
0.247992, 0, 1.11242e-10, 0, 1.41421, -1.11242e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6213e-13, 0, 3.35932e-15, 6.53542e-14, 0, 1.10212e-10, 0, 0
0.255862, 0, 1.63853e-10, 0, 1.41421, -1.63853e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41767e-12, 0, 5.13467e-15, 1.01202e-13, 0, 1.62329e-10, 0, 0
0.263731, 0, 2.40072e-10, 9.66896e-44, 1.41421, -2.40072e-10, 9.66896e-44, 0, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 2.07803e-12, 9.66896e-44, 7.82693e-15, 1.56178e-13, 9.66896e-44, 2.3783e-10, 9.66896e-44, 9.66896e-44
0.271601, 0, 3.49896e-10, 1.59468e-42, 1.41421, -3.49896e-10, 1.59468e-42, 0, 1.59468e-42, 1.59468e-42, 1.59468e-42, 1.59468e-42, 1.59468e-42, 1.59468e-42, 1.59468e-42, 1.59468e-42, 1.59468e-42, 1.59468e-42, 1.59468e-42, 3.03022e-12, 1.59468e-42, 1.19021e-14, 2.40235e-13, 1.59468e-42, 3.46614e-10, 1.59468e-42, 1.59468e-42
0.27947, 0, 5.07288e-10, 2.19836e-41, 1.41421, -5.07288e-10, 2.19836e-41, 0, 2.19836e-41, 2.19836e-41, 2.19836e-41, 2.19836e-41, 2.19836e-41, 2.19836e-41, 2.19836e-41, 2.19836e-41, 2.19836e-41, 2.19836e-41, 2.19836e-41, 4.39599e-12, 2.19836e-41, 1.80611e-14, 3.68385e-13, 2.19836e-41, 5.02506e-10, 2.19836e-41, 2.19836e-41
0.28734, 0, 7.31638e-10, 2.6872e-40, 1.41421, -7.31638e-10, 2.6872e-40, 0, 2.6872e-40, 2.6872e-40, 2.6872e-40, 2.6872e-40, 2.6872e-40, 2.6872e-40, 2.6872e-40, 2.6872e-40, 2.6872e-40, 2.6872e-40, 2.6872e-40, 6.34477e-12, 2.6872e-40, 2.73593e-14, 5.63231e-13, 2.6872e-40, 7.24703e-10, 2.6872e-40, 2.6872e-40
0.295209, 0, 1.04972e-09, 2.95156e-39, 1.41421, -1.04972e-09, 2.95156e-39, 0, 2.95156e-39, 2.95156e-39, 2.95156e-39, 2.95156e-39, 2.95156e-39, 2.95156e-39, 2.95156e-39, 2.95156e-39, 2.95156e-39, 2.95156e-39, 2.95156e-39, 9.11099e-12, 2.95156e-39, 4.13853e-14, 8.58737e-13, 2.95156e-39, 1.03971e-09, 2.95156e-39, 2.95156e-39
0.303078, 0, 1.49828e-09, 2.93023e-38, 1.41421, -1.49828e-09, 2.93023e-38, 0, 2.93023e-38, 2.93023e-38, 2.93023e-38, 2.93023e-38, 2.93023e-38, 2.93023e-38, 2.93023e-38, 2.93023e-38, 2.93023e-38, 2.93023e-38, 2.93023e-38, 1.30174e-11, 2.93023e-38, 6.25339e-14, 1.30585e-12, 2.93023e-38, 1.48389e-09, 2.93023e-38, 2.93023e-38
0.310948, 0, 2.12749e-09, 2.64372e-37, 1.41421, -2.12749e-09, 2.64372e-37, 0, 2.64372e-37, 2.64372e-37, 2.64372e-37, 2.64372e-37, 2.64372e-37, 2.64372e-37, 2.64372e-37, 2.64372e-37, 2.64372e-37, 2.64372e-37, 2.64372e-37, 1.8506e-11, 2.64372e-37, 9.44166e-14, 1.98087e-12, 2.64372e-37, 2.10691e-09, 2.64372e-37, 2.64372e-37
0.318817, 0, 3.0054e-09, 2.17895e-36, 1.41421, -3.0054e-09, 2.17895e-36, 0, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.17895e-36, 2.61785e-11, 2.17895e-36, 1.42485e-13, 2.99788e-12, 2.17895e-36, 2.97609e-09, 2.17895e-36, 2.17895e-36
0.326687, 0, 4.22389e-09, 1.64881e-35, 1.41421, -4.22389e-09, 1.64881e-35, 0, 1.64881e-35, 1.64881e-35, 1.64881e-35, 1.64881e-35, 1.64881e-35, 1.64881e-35, 1.64881e-35, 1.64881e-35, 1.64881e-35, 1.64881e-35, 1.64881e-35, 3.68508e-11, 1.64881e-35, 2.14977e-13, 4.5272e-12, 1.64881e-35, 4.18229e-09, 1.64881e-35, 1.64881e-35
0.334556, 0, 5.90617e-09, 1.14797e-34, 1.41421, -5.90617e-09, 1.14797e-34, 0, 1.14797e-34, 1.14797e-34, 1.14797e-34, 1.14797e-34, 1.14797e-34, 1.14797e-34, 1.14797e-34, 1.14797e-34, 1.14797e-34, 1.14797e-34, 1.14797e-34, 5.16226e-11, 1.14797e-34, 3.24344e-13, 6.82276e-12, 1.14797e-34, 5.8474e-09, 1.14797e-34, 1.14797e-34
0.342425, 0, 8.21666e-09, 7.76138e-34, 1.41421, -8.21666e-09, 7.76138e-34, 0, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.76138e-34, 7.19698e-11, 7.76138e-34, 4.8941e-13, 1.02625e-11, 7.76138e-34, 8.13394e-09, 7.76138e-34, 7.76138e-34
0.350295, 0, 1.13735e-08, 5.09761e-33, 1.41421, -1.13735e-08, 5.09761e-33, 0, 5.09761e-33, 5.09761e-33, 5.09761e-33, 5.09761e-33, 5.09761e-33, 5.09761e-33, 5.09761e-33, 5.09761e-33, 5.09761e-33, 5.09761e-33, 5.09761e-33, 9.98625e-11, 5.09761e-33, 7.38638e-13, 1.54078e-11, 5.09761e-33, 1.12575e-08, 5.09761e-33, 5.09761e-33
0.358164, 0, 1.56644e-08, 3.1476e-32, 1.41421, -1.56644e-08, 3.1476e-32, 0, 3.1476e-32, 3.1476e-32, 3.1476e-32, 3.1476e-32, 3.1476e-32, 3.1476e-32, 3.1476e-32, 3.1476e-32, 3.1476e-32, 3.1476e-32, 3.1476e-32, 1.3792e-10, 3.1476e-32, 1.11503e-12, 2.30916e-11, 3.1476e-32, 1.55022e-08, 3.1476e-32, 3.1476e-32
0.366034, 0, 2.14668e-08, 1.81579e-31, 1.41421, -2.14668e-08, 1.81579e-31, 0, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.81579e-31, 1.89605e-10, 1.81579e-31, 1.68352e-12, 3.45462e-11, 1.81579e-31, 2.1241e-08, 1.81579e-31, 1.81579e-31
0.373903, 0, 2.92733e-08, 9.79517e-31, 1.41421, -2.92733e-08, 9.79517e-31, 0, 9.79517e-31, 9.79517e-31, 9.79517e-31, 9.79517e-31, 9.79517e-31, 9.79517e-31, 9.79517e-31, 9.79517e-31, 9.79517e-31, 9.79517e-31, 9.79517e-31, 2.5948e-10, 9.79517e-31, 2.54195e-12, 5.15912e-11, 9.79517e-31, 2.89597e-08, 9.79517e-31, 9.79517e-31
0.381773, 0, 3.97231e-08, 4.95463e-30, 1.41421, -3.97231e-08, 4.95463e-30, 0, 4.95463e-30, 4.95463e-30, 4.95463e-30, 4.95463e-30, 4.95463e-30, 4.95463e-30, 4.95463e-30, 4.95463e-30, 4.95463e-30, 4.95463e-30, 4.95463e-30, 3.53525e-10, 4.95463e-30, 3.83751e-12, 7.69058e-11, 4.95463e-30, 3.92888e-08, 4.95463e-30, 4.95463e-30
0.389642, 0, 5.36408e-08, 2.35749e-29, 1.41421, -5.36408e-08, 2.35749e-29, 0, 2.35749e-29, 2.35749e-29, 2.35749e-29, 2.35749e-29, 2.35749e-29, 2.35749e-29, 2.35749e-29, 2.35749e-29, 2.35749e-29, 2.35749e-29, 2.35749e-29, 4.7955e-10, 2.35749e-29, 5.79108e-12, 1.14423e-10, 2.35749e-29, 5.3041e-08, 2.35749e-29, 2.35749e-29
0.397511, 0, 7.20853e-08, 1.05845e-28, 1.41421, -7.20853e-08, 1.05845e-28, 0, 1.05845e-28, 1.05845e-28, 1.05845e-28, 1.05845e-28, 1.05845e-28, 1.05845e-28, 1.05845e-28, 1.05845e-28, 1.05845e-28, 1.05845e-28, 1.05845e-28, 6.47707e-10, 1.05845e-28, 8.73305e-12, 1.69897e-10, 1.05845e-28, 7.12589e-08, 1.05845e-28, 1.05845e-28
0.405381, 0, 9.64084e-08, 4.49803e-28, 1.41421, -9.64084e-08, 4.49803e-28, 0, 4.49803e-28, 4.49803e-28, 4.49803e-28, 4.49803e-28, 4.49803e-28, 4.49803e-28, 4.49803e-28, 4.49803e-28, 4.49803e-28, 4.49803e-28, 4.49803e-28, 8.71138e-10, 4.49803e-28, 1.3156e-11, 2.51713e-10, 4.49803e-28, 9.52724e-08, 4.49803e-28, 4.49803e-28
0.41325, 0, 1.28327e-07, 1.81432e-27, 1.41421, -1.28327e-07, 1.81432e-27, 0, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.81432e-27, 1.16679e-09, 1.81432e-27, 1.97913e-11, 3.7204e-10, 1.81432e-27, 1.26769e-07, 1.81432e-27, 1.81432e-27
0.42112, 0, 1.70011e-07, 6.96537e-27, 1.41421, -1.70011e-07, 6.96537e-27, 0, 6.96537e-27, 6.96537e-27, 6.96537e-27, 6.96537e-27, 6.96537e-27, 6.96537e-27, 6.96537e-27, 6.96537e-27, 6.96537e-27, 6.96537e-27, 6.96537e-27, 1.55644e-09, 6.96537e-27, 2.97206e-11, 5.48456e-10, 6.96537e-27, 1.67877e-07, 6.96537e-27, 6.96537e-27
0.428989, 0, 2.24187e-07, 2.55162e-26, 1.41421, -2.24187e-07, 2.55162e-26, 0, 2.55162e-26, 2.55162e-26, 2.55162e-26, 2.55162e-26, 2.55162e-26, 2.55162e-26, 2.55162e-26, 1.20007e-13, 2.55162e-26, 2.55162e-26, 2.55162e-26, 2.06794e-09, 2.55162e-26, 4.45353e-11, 8.06228e-10, 2.55162e-26, 2.21269e-07, 2.55162e-26, 2.55162e-26
0.436858, 0, 2.94266e-07, 8.94072e-26, 1.41421, -2.94266e-07, 8.94072e-26, 0, 8.94072e-26, 8.94072e-26, 8.94072e-26, 8.94072e-26, 8.94072e-26, 8.94072e-26, 8.94072e-26, 3.70201e-13, 8.94072e-26, 8.94072e-26, 8.94072e-26, 2.73676e-09, 8.94072e-26, 6.65658e-11, 1.18147e-09, 8.94072e-26, 2.90281e-07, 8.94072e-26, 8.94072e-26
0.444728, 0, 3.86174e-07, 3.03726e-25, 1.41421, -3.86174e-07, 2.43652e-12, 0, 2.43564e-14, 4.9348e-14, 9.38058e-14, 1.75221e-13, 3.42403e-11, 1.68087e-13, 1.52788e-13, 6.2173e-12, 1.08839e-11, 4.25504e-12, 1.56279e-09, 3.60806e-09, 4.65439e-14, 9.92067e-11, 1.72551e-09, 1.62673e-15, 3.79104e-07, 3.03726e-25, 1.54663e-11
0.452597, 0, 5.05887e-07, 5.97475e-10, 1.41421, -5.05887e-07, 6.04966e-10, 5.97475e-10, 5.97549e-10, 5.97626e-10, 5.97763e-10, 5.98013e-10, 7.02751e-10, 5.97991e-10, 5.97944e-10, 6.15788e-10, 6.30939e-10, 6.10557e-10, 5.40251e-09, 5.33623e-09, 5.97618e-10, 7.44856e-10, 3.10833e-09, 5.9748e-10, 4.93457e-07, 5.97475e-10, 6.45028e-10
0.460467, 0, 6.61735e-07, 1.82914e-09, 1.41421, -6.61735e-07, 1.84693e-09, 1.82914e-09, 1.82932e-09, 1.8295e-09, 1.82982e-09, 1.83042e-09, 2.07917e-09, 1.83037e-09, 1.83025e-09, 1.87203e-09, 1.90862e-09, 1.86021e-09, 1.32411e-08, 8.02974e-09, 1.82948e-09, 2.04732e-09, 5.46838e-09, 1.82915e-09, 6.39726e-07, 1.82914e-09, 1.94208e-09
0.468336, 0, 8.65904e-07, 4.33062e-09, 1.41421, -8.65904e-07, 4.36905e-09, 4.33062e-09, 4.33101e-09, 4.3314e-09, 4.3321e-09, 4.33339e-09, 4.87062e-09, 4.33327e-09, 4.33303e-09, 4.42263e-09, 4.50227e-09, 4.39773e-09, 2.89773e-08, 1.24142e-08, 4.33136e-09, 4.65236e-09, 9.58304e-09, 4.33065e-09, 8.26435e-07, 4.33062e-09, 4.57454e-09
0.476206, 0, 1.136e-06, 9.32932e-09, 1.41421, -1.136e-06, 9.4084e-09, 9.32932e-09, 9.33011e-09, 9.33092e-09, 9.33236e-09, 9.33501e-09, 1.04406e-08, 9.33477e-09, 9.33428e-09, 9.51784e-09, 9.68255e-09, 9.46742e-09, 6.00492e-08, 1.98295e-08, 9.33083e-09, 9.8018e-09, 1.6876e-08, 9.32937e-09, 1.06436e-06, 9.32932e-09, 9.83127e-09
0.484075, 0, 1.49873e-06, 1.91646e-08, 1.41421, -1.49873e-06, 1.93225e-08, 1.91646e-08, 1.91662e-08, 1.91678e-08, 1.91707e-08, 1.9176e-08, 2.13828e-08, 1.91755e-08, 1.91745e-08, 1.95396e-08, 1.98697e-08, 1.94403e-08, 1.20409e-07, 3.27549e-08, 1.91676e-08, 1.98555e-08, 2.99566e-08, 1.91647e-08, 1.36764e-06, 1.91646e-08, 2.01666e-08
0.491944, 0, 1.99601e-06, 3.82056e-08, 1.41421, -1.99601e-06, 3.85136e-08, 3.82056e-08, 3.82087e-08, 3.82119e-08, 3.82175e-08, 3.82278e-08, 4.25341e-08, 3.82269e-08, 3.8225e-08, 3.90264e-08, 3.95815e-08, 3.87435e-08, 2.35767e-07, 5.57327e-08, 3.82115e-08, 3.92111e-08, 5.35781e-08, 3.82058e-08, 1.75513e-06, 3.82056e-08, 4.01608e-08
0.499814, 0, 2.69483e-06, 7.44738e-08, 1.41421, -2.69483e-06, 7.50634e-08, 7.44738e-08, 7.44797e-08, 7.44857e-08, 7.44965e-08, 7.45162e-08, 8.27599e-08, 7.45145e-08, 7.45108e-08, 7.61477e-08, 7.71077e-08, 7.55035e-08, 4.52668e-07, 9.69981e-08, 7.44851e-08, 7.59303e-08, 9.62428e-08, 7.44742e-08, 2.25275e-06, 7.44738e-08, 7.82166e-08
0.507683, 0, 3.70583e-06, 1.42442e-07, 1.41421, -3.70583e-06, 1.43551e-07, 1.42442e-07, 1.42453e-07, 1.42464e-07, 1.42485e-07, 1.42522e-07, 1.5803e-07, 1.42518e-07, 1.42511e-07, 1.46865e-07, 1.47397e-07, 1.44379e-07, 8.5393e-07, 1.71287e-07, 1.42463e-07, 1.44542e-07, 1.73107e-07, 1.42443e-07, 2.89735e-06, 1.42442e-07, 1.49483e-07
0.515553, 0, 5.20912e-06, 2.67759e-07, 1.41421, -5.20912e-06, 2.69812e-07, 2.67759e-07, 2.67779e-07, 2.67801e-07, 2.67838e-07, 2.67907e-07, 2.96604e-07, 2.67901e-07, 2.67888e-07, 2.77541e-07, 2.76928e-07, 2.71344e-07, 1.58429e-06, 3.0457e-07, 2.67798e-07, 2.70771e-07, 3.10723e-07, 2.6776e-07, 3.74273e-06, 2.67759e-07, 2.80788e-07
0.523422, 0, 7.50231e-06, 4.95089e-07, 1.41421, -7.50231e-06, 4.98827e-07, 4.95089e-07, 4.95127e-07, 4.95165e-07, 4.95233e-07, 4.95358e-07, 5.47612e-07, 4.95347e-07, 4.95324e-07, 5.1516e-07, 5.11785e-07, 5.01616e-07, 2.89231e-06, 5.41903e-07, 4.95161e-07, 4.99389e-07, 5.54957e-07, 4.95092e-07, 4.86974e-06, 4.95089e-07, 5.18814e-07
0.531291, 0, 1.10731e-05, 9.00825e-07, 1.41421, -1.10731e-05, 9.07524e-07, 9.00825e-07, 9.00892e-07, 9.00961e-07, 9.01083e-07, 9.01307e-07, 9.94958e-07, 9.01287e-07, 9.01245e-07, 9.40329e-07, 9.30747e-07, 9.12523e-07, 5.19722e-06, 9.60157e-07, 9.00953e-07, 9.0693e-07, 9.83786e-07, 9.0083e-07, 6.4019e-06, 9.00825e-07, 9.43345e-07
0.539161, 0, 1.67135e-05, 1.61333e-06, 1.41421, -1.67135e-05, 1.62514e-06, 1.61333e-06, 1.61344e-06, 1.61356e-06, 1.61378e-06, 1.61418e-06, 1.77941e-06, 1.61414e-06, 1.61407e-06, 1.68798e-06, 1.66612e-06, 1.63396e-06, 9.19369e-06, 1.68827e-06, 1.61355e-06, 1.62195e-06, 1.72766e-06, 1.61333e-06, 8.53078e-06, 1.61333e-06, 1.68834e-06
0.54703, 0, 2.56973e-05, 2.84438e-06, 1.41421, -2.56973e-05, 2.86491e-06, 2.84438e-06, 2.84459e-06, 2.8448e-06, 2.84517e-06, 2.84586e-06, 3.13288e-06, 2.8458e-06, 2.84567e-06, 2.9837e-06, 2.93609e-06, 2.88024e-06, 1.6012e-05, 2.93873e-06, 2.84478e-06, 2.8565e-06, 3.00109e-06, 2.8444e-06, 1.15543e-05, 2.84438e-06, 2.9747e-06
0.5549, 0, 4.00428e-05, 4.93726e-06, 1.41421, -4.00428e-05, 4.97237e-06, 4.93726e-06, 4.93761e-06, 4.93797e-06, 4.93861e-06, 4.93978e-06, 5.4307e-06, 4.93968e-06, 4.93946e-06, 5.19393e-06, 5.0941e-06, 4.99858e-06, 2.74588e-05, 5.05566e-06, 4.93793e-06, 4.95421e-06, 5.15091e-06, 4.93728e-06, 1.59357e-05, 4.93726e-06, 5.16014e-06
0.562769, 0, 6.2899e-05, 8.43807e-06, 1.41421, -6.2899e-05, 8.4972e-06, 8.43807e-06, 8.43866e-06, 8.43926e-06, 8.44034e-06, 8.44232e-06, 9.2691e-06, 8.44215e-06, 8.44177e-06, 8.90489e-06, 8.70223e-06, 8.54134e-06, 4.63682e-05, 8.58618e-06, 8.4392e-06, 8.46165e-06, 8.72785e-06, 8.43811e-06, 2.23903e-05, 8.43807e-06, 8.81344e-06
0.570639, 0, 9.91065e-05, 1.42001e-05, 1.41421, -9.91065e-05, 1.42982e-05, 1.42001e-05, 1.42011e-05, 1.42021e-05, 1.42039e-05, 1.42072e-05, 1.55784e-05, 1.42069e-05, 1.42063e-05, 1.50382e-05, 1.46382e-05, 1.43714e-05, 7.71071e-05, 1.43849e-05, 1.4202e-05, 1.42328e-05, 1.45913e-05, 1.42002e-05, 3.2016e-05, 1.42001e-05, 1.48227e-05
0.578508, 0, 0.000155968, 2.3532e-05, 1.41421, -0.000155968, 2.36921e-05, 2.3532e-05, 2.35336e-05, 2.35352e-05, 2.35381e-05, 2.35435e-05, 2.57831e-05, 2.3543e-05, 2.3542e-05, 2.50169e-05, 2.42475e-05, 2.38117e-05, 0.000126278, 2.37617e-05, 2.3535e-05, 2.3577e-05, 2.40575e-05, 2.35321e-05, 4.64665e-05, 2.3532e-05, 2.45488e-05
