   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_447.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00115281, 0, 4.27816e-14, 0, 1.41421, -4.27816e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7146e-16, 0, 0, 3.34893e-16, 0, 0, 4.22753e-14, 0, 0, 0
0.00900899, 0, 6.50146e-14, 0, 1.41421, -6.50146e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60527e-16, 0, 0, 5.18638e-16, 0, 0, 6.42354e-14, 0, 0, 0
0.0168652, 0, 9.83846e-14, 0, 1.41421, -9.83846e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94188e-16, 0, 0, 7.99965e-16, 0, 0, 9.71904e-14, 0, 0, 0
0.0247214, 0, 1.48258e-13, 0, 1.41421, -1.48258e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9392e-16, 0, 0, 1.22899e-15, 0, 0, 1.46435e-13, 0, 0, 0
0.0325775, 0, 2.22483e-13, 0, 1.41421, -2.22483e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.91122e-16, 0, 0, 1.88068e-15, 0, 0, 2.19711e-13, 0, 0, 0
0.0404337, 0, 3.32485e-13, 0, 1.41421, -3.32485e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3315e-15, 0, 0, 2.8668e-15, 0, 0, 3.28286e-13, 0, 0, 0
0.0482899, 0, 4.94825e-13, 0, 1.41421, -4.94825e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9813e-15, 0, 0, 4.35327e-15, 0, 0, 4.8849e-13, 0, 0, 0
0.0561461, 0, 7.33411e-13, 0, 1.41421, -7.33411e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93612e-15, 0, 0, 6.58559e-15, 0, 0, 7.23889e-13, 0, 0, 0
0.0640023, 0, 1.0826e-12, 0, 1.41421, -1.0826e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33331e-15, 0, 0, 9.92568e-15, 0, 0, 1.06834e-12, 0, 0, 0
0.0718585, 0, 1.59154e-12, 0, 1.41421, -1.59154e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.36936e-15, 0, 0, 1.49064e-14, 0, 0, 1.57027e-12, 0, 0, 0
0.0797146, 0, 2.33028e-12, 0, 1.41421, -2.33028e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.32418e-15, 0, 0, 2.23073e-14, 0, 0, 2.29865e-12, 0, 0, 0
0.0875708, 0, 3.39818e-12, 0, 1.41421, -3.39818e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35948e-14, 0, 0, 3.32672e-14, 0, 0, 3.35131e-12, 0, 0, 0
0.095427, 0, 4.93556e-12, 0, 1.41421, -4.93556e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97417e-14, 0, 0, 4.94448e-14, 0, 0, 4.86637e-12, 0, 0, 0
0.103283, 0, 7.13982e-12, 0, 1.41421, -7.13982e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85533e-14, 0, 0, 7.32496e-14, 0, 0, 7.03802e-12, 0, 0, 0
0.111139, 0, 1.02874e-11, 0, 1.41421, -1.02874e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11335e-14, 0, 0, 1.08173e-13, 0, 0, 1.01381e-11, 0, 0, 0
0.118996, 0, 1.47637e-11, 0, 1.41421, -1.47637e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90211e-14, 0, 0, 1.59263e-13, 0, 0, 1.45454e-11, 0, 0, 0
0.126852, 0, 2.11041e-11, 0, 1.41421, -2.11041e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43526e-14, 0, 0, 2.33804e-13, 0, 0, 2.07859e-11, 0, 0, 0
0.134708, 0, 3.00485e-11, 0, 1.41421, -3.00485e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20081e-13, 0, 0, 3.42291e-13, 0, 0, 2.95861e-11, 0, 0, 0
0.142564, 0, 4.26158e-11, 0, 1.41421, -4.26158e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70272e-13, 0, 0, 4.99823e-13, 0, 0, 4.19457e-11, 0, 0, 0
0.15042, 0, 6.02028e-11, 0, 1.41421, -6.02028e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40498e-13, 0, 0, 7.28099e-13, 0, 0, 5.92342e-11, 0, 0, 0
0.158276, 0, 8.47164e-11, 0, 1.41421, -8.47164e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38364e-13, 0, 0, 1.05828e-12, 0, 0, 8.33197e-11, 0, 0, 0
0.166133, 0, 1.18749e-10, 0, 1.41421, -1.18749e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74207e-13, 0, 0, 1.5351e-12, 0, 0, 1.1674e-10, 0, 0, 0
0.173989, 0, 1.6581e-10, 0, 1.41421, -1.6581e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6202e-13, 0, 0, 2.22275e-12, 0, 0, 1.62925e-10, 0, 0, 0
0.181845, 0, 2.30631e-10, 0, 1.41421, -2.30631e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20663e-13, 0, 0, 3.21338e-12, 0, 0, 2.26497e-10, 0, 0, 0
0.189701, 0, 3.19566e-10, 0, 1.41421, -3.19566e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27545e-12, 0, 0, 4.63932e-12, 0, 0, 3.13651e-10, 0, 0, 0
0.197557, 0, 4.41108e-10, 0, 1.41421, -4.41108e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76023e-12, 0, 0, 6.69068e-12, 0, 0, 4.32657e-10, 0, 0, 0
0.205414, 0, 6.0657e-10, 5.74532e-44, 1.41421, -6.0657e-10, 0, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 2.42005e-12, 5.74532e-44, 5.74532e-44, 9.64086e-12, 5.74532e-44, 5.74532e-44, 5.94509e-10, 5.74532e-44, 5.74532e-44, 5.74532e-44
0.21327, 0, 8.30959e-10, 9.58488e-43, 1.41421, -8.30959e-10, 0, 9.58488e-43, 9.58488e-43, 9.58488e-43, 9.58488e-43, 9.58488e-43, 9.58488e-43, 9.58488e-43, 9.58488e-43, 9.58488e-43, 3.31467e-12, 9.58488e-43, 9.58488e-43, 1.38833e-11, 9.58488e-43, 9.58488e-43, 8.13761e-10, 9.58488e-43, 9.58488e-43, 9.58488e-43
0.221126, 0, 1.1341e-09, 1.38168e-41, 1.41421, -1.1341e-09, 0, 1.38168e-41, 1.38168e-41, 1.38168e-41, 1.38168e-41, 1.38168e-41, 1.38168e-41, 1.38168e-41, 1.38168e-41, 1.38168e-41, 4.52298e-12, 1.38168e-41, 1.38168e-41, 1.99847e-11, 1.38168e-41, 1.38168e-41, 1.10959e-09, 1.38168e-41, 1.38168e-41, 1.38168e-41
0.228982, 0, 1.54209e-09, 1.76747e-40, 1.41421, -1.54209e-09, 0, 1.76747e-40, 1.76747e-40, 1.76747e-40, 1.76747e-40, 1.76747e-40, 1.76747e-40, 1.76747e-40, 1.76747e-40, 1.76747e-40, 6.14879e-12, 1.76747e-40, 1.76747e-40, 2.87623e-11, 1.76747e-40, 1.76747e-40, 1.50718e-09, 1.76747e-40, 1.76747e-40, 1.76747e-40
0.236838, 0, 2.08913e-09, 2.02562e-39, 1.41421, -2.08913e-09, 0, 2.02562e-39, 2.02562e-39, 2.02562e-39, 2.02562e-39, 2.02562e-39, 2.02562e-39, 2.02562e-39, 2.02562e-39, 2.02562e-39, 8.3281e-12, 2.02562e-39, 2.02562e-39, 4.13953e-11, 2.02562e-39, 2.02562e-39, 2.03941e-09, 2.02562e-39, 2.02562e-39, 2.02562e-39
0.244694, 0, 2.81991e-09, 2.09383e-38, 1.41421, -2.81991e-09, 0, 2.09383e-38, 2.09383e-38, 2.09383e-38, 2.09383e-38, 2.09383e-38, 2.09383e-38, 2.09383e-38, 2.09383e-38, 2.09383e-38, 1.12384e-11, 2.09383e-38, 2.09383e-38, 5.95864e-11, 2.09383e-38, 2.09383e-38, 2.74908e-09, 2.09383e-38, 2.09383e-38, 2.09383e-38
0.252551, 0, 3.79258e-09, 1.96186e-37, 1.41421, -3.79258e-09, 0, 1.96186e-37, 1.96186e-37, 1.96186e-37, 1.96186e-37, 1.96186e-37, 1.96186e-37, 1.96186e-37, 1.96186e-37, 1.96186e-37, 1.51105e-11, 1.96186e-37, 1.96186e-37, 8.5796e-11, 1.96186e-37, 1.96186e-37, 3.69167e-09, 1.96186e-37, 1.96186e-37, 1.96186e-37
0.260407, 0, 5.08257e-09, 1.67439e-36, 1.41421, -5.08257e-09, 0, 1.67439e-36, 1.67439e-36, 1.67439e-36, 1.67439e-36, 1.67439e-36, 1.67439e-36, 1.67439e-36, 1.67439e-36, 1.67439e-36, 2.02433e-11, 1.67439e-36, 1.67439e-36, 1.2358e-10, 1.67439e-36, 1.67439e-36, 4.93875e-09, 1.67439e-36, 1.67439e-36, 1.67439e-36
0.268263, 0, 6.78733e-09, 1.30857e-35, 1.41421, -6.78733e-09, 0, 1.30857e-35, 1.30857e-35, 1.30857e-35, 1.30857e-35, 1.30857e-35, 1.30857e-35, 1.30857e-35, 1.30857e-35, 1.30857e-35, 2.70225e-11, 1.30857e-35, 1.30857e-35, 1.78076e-10, 1.30857e-35, 1.30857e-35, 6.58223e-09, 1.30857e-35, 1.30857e-35, 1.30857e-35
0.276119, 0, 9.03244e-09, 9.41227e-35, 1.41421, -9.03244e-09, 0, 9.41227e-35, 9.41227e-35, 9.41227e-35, 9.41227e-35, 9.41227e-35, 9.41227e-35, 9.41227e-35, 9.41227e-35, 9.41227e-35, 3.59443e-11, 9.41227e-35, 9.41227e-35, 2.5671e-10, 9.41227e-35, 9.41227e-35, 8.73979e-09, 9.41227e-35, 9.41227e-35, 9.41227e-35
0.283975, 0, 1.19791e-08, 6.20224e-34, 1.41421, -1.19791e-08, 0, 6.20224e-34, 6.20224e-34, 6.20224e-34, 6.20224e-34, 6.20224e-34, 6.20224e-34, 6.20224e-34, 6.20224e-34, 6.20224e-34, 4.76439e-11, 6.20224e-34, 6.20224e-34, 3.70197e-10, 6.20224e-34, 6.20224e-34, 1.15613e-08, 6.20224e-34, 6.20224e-34, 6.20224e-34
0.291832, 0, 1.58339e-08, 4.12844e-33, 1.41421, -1.58339e-08, 0, 4.12844e-33, 4.12844e-33, 4.12844e-33, 4.12844e-33, 4.12844e-33, 4.12844e-33, 4.12844e-33, 4.12844e-33, 4.12844e-33, 6.29327e-11, 4.12844e-33, 4.12844e-33, 5.33998e-10, 4.12844e-33, 4.12844e-33, 1.5237e-08, 4.12844e-33, 4.12844e-33, 4.12844e-33
0.299688, 0, 2.08603e-08, 2.61135e-32, 1.41421, -2.08603e-08, 0, 2.61135e-32, 2.61135e-32, 2.61135e-32, 2.61135e-32, 2.61135e-32, 2.61135e-32, 2.61135e-32, 2.61135e-32, 2.61135e-32, 8.28425e-11, 2.61135e-32, 2.61135e-32, 7.70376e-10, 2.61135e-32, 2.61135e-32, 2.00071e-08, 2.61135e-32, 2.61135e-32, 2.61135e-32
0.307544, 0, 2.73942e-08, 1.54013e-31, 1.41421, -2.73942e-08, 0, 1.54013e-31, 1.54013e-31, 1.54013e-31, 1.54013e-31, 1.54013e-31, 1.54013e-31, 1.54013e-31, 1.54013e-31, 1.54013e-31, 1.08682e-10, 1.54013e-31, 1.54013e-31, 1.11135e-09, 1.54013e-31, 1.54013e-31, 2.61741e-08, 1.54013e-31, 1.54013e-31, 1.54013e-31
0.3154, 0, 3.5862e-08, 8.49499e-31, 1.41421, -3.5862e-08, 0, 8.49499e-31, 8.49499e-31, 8.49499e-31, 8.49499e-31, 8.49499e-31, 8.49499e-31, 8.49499e-31, 8.49499e-31, 8.49499e-31, 1.42105e-10, 8.49499e-31, 8.49499e-31, 1.60284e-09, 8.49499e-31, 8.49499e-31, 3.41171e-08, 8.49499e-31, 8.49499e-31, 8.49499e-31
0.323256, 0, 4.68048e-08, 4.38727e-30, 1.41421, -4.68048e-08, 0, 4.38727e-30, 4.38727e-30, 4.38727e-30, 4.38727e-30, 4.38727e-30, 4.38727e-30, 4.38727e-30, 4.38727e-30, 4.38727e-30, 1.85193e-10, 4.38727e-30, 4.38727e-30, 2.3106e-09, 4.38727e-30, 4.38727e-30, 4.43091e-08, 4.38727e-30, 4.38727e-30, 4.38727e-30
0.331113, 0, 6.09071e-08, 2.12731e-29, 1.41421, -6.09071e-08, 0, 2.12731e-29, 2.12731e-29, 2.12731e-29, 2.12731e-29, 2.12731e-29, 2.12731e-29, 2.12731e-29, 2.12731e-29, 2.12731e-29, 2.40562e-10, 2.12731e-29, 2.12731e-29, 3.32847e-09, 2.12731e-29, 2.12731e-29, 5.7338e-08, 2.12731e-29, 2.12731e-29, 2.12731e-29
0.338969, 0, 7.90338e-08, 9.72299e-29, 1.41421, -7.90338e-08, 0, 9.72299e-29, 9.72299e-29, 9.72299e-29, 9.72299e-29, 9.72299e-29, 9.72299e-29, 9.72299e-29, 9.72299e-29, 9.72299e-29, 3.11485e-10, 9.72299e-29, 9.72299e-29, 4.79005e-09, 9.72299e-29, 9.72299e-29, 7.39323e-08, 9.72299e-29, 9.72299e-29, 9.72299e-29
