   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.7383, 3.2228, 4.07192, 3.78064, 2.28534, -0.849121, 3.78064, 0, 4.07192, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064, 3.78064
11.7462, 10.2796, 4.11298, 3.77525, 3.50422, 6.16657, 3.77525, 0, 4.11298, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525, 3.77525
11.754, 6.29998, 4.15809, 3.76922, 2.88097, 2.14189, 3.76922, 0, 4.15809, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922, 3.76922
11.7619, 7.57673, 4.207, 3.76238, 3.09463, 3.36973, 3.76238, 0, 4.207, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238, 3.76238
11.7698, 4.99331, 4.2597, 3.75487, 2.64449, 0.733607, 3.75487, 0, 4.2597, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487, 3.75487
11.7776, 3.83841, 4.31624, 3.74704, 2.41628, -0.477823, 3.74704, 0, 4.31624, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704, 3.74704
11.7855, 2.99752, 4.37651, 3.73922, 2.23551, -1.37899, 3.73922, 0, 4.37651, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922, 3.73922
11.7933, 5.1425, 4.4412, 3.73264, 2.67255, 0.7013, 3.73264, 0, 4.4412, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264, 3.73264
11.8012, 1.2829, 4.50783, 3.7255, 1.81188, -3.22493, 3.7255, 0, 4.50783, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255, 3.7255
11.8091, 3.56729, 4.57569, 3.71795, 2.35951, -1.0084, 3.71795, 0, 4.57568, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795, 3.71795
11.8169, 8.12788, 4.64351, 3.70962, 3.18243, 3.48437, 3.70962, 0, 4.64351, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962, 3.70962
11.8248, 3.86741, 4.71036, 3.70063, 2.42227, -0.842946, 3.70063, 0, 4.71035, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063, 3.70063
11.8327, 3.99752, 4.77522, 3.69109, 2.44898, -0.777702, 3.69109, 0, 4.77522, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109, 3.69109
11.8405, 4.11351, 4.83712, 3.68119, 2.47255, -0.723618, 3.68119, 0, 4.83712, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119, 3.68119
11.8484, 5.54796, 4.89504, 3.6711, 2.74735, 0.652911, 3.6711, 0, 4.89504, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711, 3.6711
11.8563, 8.64834, 4.94798, 3.66103, 3.26318, 3.70037, 3.66103, 0, 4.94798, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103, 3.66103
11.8641, 5.68065, 4.99551, 3.65168, 2.7714, 0.685146, 3.65168, 0, 4.99551, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168, 3.65168
11.872, 0.449442, 5.03483, 3.64134, 1.56507, -4.58538, 3.64134, 0, 5.03482, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64134, 3.64135, 3.64134, 3.64134, 3.64134, 3.64134
11.8798, 4.82007, 5.06513, 3.63017, 2.61153, -0.245058, 3.63017, 0, 5.06513, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017, 3.63017
11.8877, 8.81004, 5.08603, 3.6186, 3.28786, 3.72401, 3.6186, 0, 5.08603, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186, 3.6186
11.8956, 4.45167, 5.09729, 3.60704, 2.54001, -0.645621, 3.60704, 0, 5.09729, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704, 3.60704
11.9034, 4.61057, 5.10178, 3.59883, 2.5711, -0.491208, 3.59883, 0, 5.10178, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883, 3.59883
11.9113, 4.91582, 5.0941, 3.58883, 2.6298, -0.178277, 3.58883, 0, 5.0941, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883, 3.58883
11.9192, 6.59331, 5.07448, 3.57732, 2.93143, 1.51882, 3.57732, 0, 5.07448, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732, 3.57732
11.927, 7.92342, 5.04387, 3.56507, 3.15015, 2.87955, 3.56507, 0, 5.04387, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507, 3.56507
11.9349, 4.99058, 5.00342, 3.55284, 2.64397, -0.0128331, 3.55284, 0, 5.00341, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284, 3.55284
11.9428, 8.9373, 4.95875, 3.54571, 3.30716, 3.97855, 3.54571, 0, 4.95875, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571, 3.54571
11.9506, 5.51933, 4.90309, 3.53612, 2.74214, 0.616238, 3.53612, 0, 4.90309, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53612, 3.53613, 3.53612, 3.53612, 3.53612, 3.53612
11.9585, 2.47125, 4.83772, 3.52445, 2.11453, -2.36646, 3.52445, 0, 4.83771, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445, 3.52445
11.9663, 5.0332, 4.76469, 3.51174, 2.65202, 0.268507, 3.51174, 0, 4.76469, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174, 3.51174
11.9742, 6.47362, 4.68621, 3.49906, 2.91095, 1.78741, 3.49906, 0, 4.6862, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906, 3.49906
11.9821, 4.96419, 4.60973, 3.49269, 2.63897, 0.354455, 3.49269, 0, 4.60973, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269, 3.49269
11.9899, 3.50942, 4.5272, 3.48339, 2.34721, -1.01778, 3.48339, 0, 4.5272, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339, 3.48339
11.9978, 5.5052, 4.44017, 3.47152, 2.73956, 1.06504, 3.47152, 0, 4.44016, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152, 3.47152
12.0057, 6.99257, 4.35107, 3.45838, 2.99876, 2.64149, 3.45838, 0, 4.35107, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838, 3.45838
12.0135, 4.47844, 4.26229, 3.44527, 2.54528, 0.21615, 3.44527, 0, 4.26229, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527, 3.44527
12.0214, 6.00942, 4.18211, 3.43952, 2.83009, 1.82731, 3.43952, 0, 4.18211, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952, 3.43952
12.0293, 3.49021, 4.10077, 3.43049, 2.34312, -0.610561, 3.43049, 0, 4.10077, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049, 3.43049
12.0371, 6.49517, 4.01942, 3.41857, 2.91465, 2.47575, 3.41857, 0, 4.01942, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857, 3.41857
12.045, 2.99554, 3.94011, 3.40522, 2.23507, -0.944566, 3.40522, 0, 3.9401, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522, 3.40522
12.0529, 5.47311, 3.86478, 3.3919, 2.7337, 1.60833, 3.3919, 0, 3.86478, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.3919, 3.39191, 3.3919, 3.3919, 3.3919, 3.3919
12.0607, 5.02677, 3.8018, 3.38661, 2.6508, 1.22497, 3.38661, 0, 3.8018, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38661, 3.38662, 3.38661, 3.38661, 3.38661, 3.38661
12.0686, 3.99777, 3.73978, 3.37777, 2.44903, 0.257992, 3.37777, 0, 3.73978, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777, 3.37777
12.0764, 3.4829, 3.67925, 3.36579, 2.34156, -0.196351, 3.36579, 0, 3.67925, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579, 3.36579
12.0843, 3.51202, 3.62182, 3.35226, 2.34777, -0.109807, 3.35226, 0, 3.62182, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226, 3.35226
12.0922, 5.47844, 3.56897, 3.33875, 2.73467, 1.90947, 3.33875, 0, 3.56896, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875, 3.33875
12.1, 2.03866, 3.52918, 3.33393, 2.00964, -1.49052, 3.33393, 0, 3.52918, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393, 3.33393
12.1079, 2, 3.48976, 3.3253, 2, -1.48976, 3.3253, 0, 3.48976, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.3253, 3.32531, 3.3253, 3.3253, 3.3253, 3.3253
12.1158, 2.47348, 3.45088, 3.31331, 2.11506, -0.977394, 3.31331, 0, 3.45088, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331, 3.31331
12.1236, 3.99746, 3.41393, 3.29965, 2.44897, 0.583532, 3.29965, 0, 3.41393, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965, 3.29965
12.1315, 6.99758, 3.3803, 3.28602, 2.9996, 3.61728, 3.28602, 0, 3.3803, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602, 3.28602
12.1394, 5.99765, 3.35893, 3.28168, 2.82801, 2.63871, 3.28168, 0, 3.35893, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28168, 3.28169, 3.28168, 3.28168, 3.28168, 3.28168
12.1472, 3.92491, 3.33614, 3.27328, 2.43411, 0.588767, 3.27328, 0, 3.33614, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328, 3.27328
12.1551, 1.60892, 3.31207, 3.26127, 1.89972, -1.70314, 3.26127, 0, 3.31206, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127, 3.26127
12.1629, 4, 3.28824, 3.24748, 2.44949, 0.711758, 3.24748, 0, 3.28824, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748, 3.24748
12.1708, 1.45651, 3.2662, 3.23371, 1.85917, -1.8097, 3.23371, 0, 3.2662, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371, 3.23371
12.1787, 4.99765, 3.25612, 3.23041, 2.64531, 1.74152, 3.23041, 0, 3.25612, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041, 3.23041
12.1865, 2.99759, 3.24267, 3.22245, 2.23553, -0.245079, 3.22245, 0, 3.24267, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245, 3.22245
12.1944, 5.34504, 3.22607, 3.21028, 2.71017, 2.11897, 3.21028, 0, 3.22607, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028, 3.21028
12.2023, 5.65006, 3.20828, 3.19603, 2.76587, 2.44179, 3.19603, 0, 3.20827, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19603, 3.19604, 3.19603, 3.19603, 3.19603, 3.19603
12.2101, 1.99765, 3.19125, 3.18182, 1.99941, -1.1936, 3.18182, 0, 3.19124, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182, 3.18182
12.218, 3.55551, 3.19013, 3.18292, 2.35701, 0.365381, 3.18292, 0, 3.19013, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292, 3.18292
12.2259, 3.31933, 3.18457, 3.17909, 2.30637, 0.13476, 3.17909, 0, 3.18457, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909, 3.17909
12.2337, 1.68067, 3.17494, 3.1708, 1.91851, -1.49427, 3.1708, 0, 3.17493, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708, 3.1708
12.2416, 1.30409, 3.16339, 3.1603, 1.81772, -1.85931, 3.1603, 0, 3.16339, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603, 3.1603
12.2494, 2.69591, 3.15211, 3.14981, 2.16701, -0.456203, 3.14981, 0, 3.15211, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981, 3.14981
12.2573, 3.28996, 3.15187, 3.15016, 2.29999, 0.138092, 3.15016, 0, 3.15187, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15016, 3.15017, 3.15016, 3.15016, 3.15016, 3.15016
12.2652, 8.13755, 3.14732, 3.14606, 3.18395, 4.99023, 3.14606, 0, 3.14731, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606, 3.14606
12.273, 3.57249, 3.13892, 3.138, 2.36061, 0.433575, 3.138, 0, 3.13891, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138, 3.138
12.2809, 2.4228, 3.12864, 3.12797, 2.10305, -0.705835, 3.12797, 0, 3.12863, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797, 3.12797
12.2888, 4.83817, 3.11844, 3.11796, 2.61499, 1.71973, 3.11796, 0, 3.11844, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796, 3.11796
12.2966, 3.73903, 3.1183, 3.11795, 2.39563, 0.620738, 3.11795, 0, 3.11829, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795, 3.11795
12.3045, 3.41549, 3.11384, 3.11359, 2.32712, 0.301653, 3.11359, 0, 3.11383, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359, 3.11359
12.3124, 4.82354, 3.10555, 3.10538, 2.61219, 1.71799, 3.10538, 0, 3.10555, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538, 3.10538
12.3202, 4.99331, 3.09537, 3.09525, 2.64449, 1.89794, 3.09525, 0, 3.09537, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525, 3.09525
12.3281, 3.17596, 3.08523, 3.08514, 2.27507, 0.0907342, 3.08514, 0, 3.08522, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514, 3.08514
12.336, 5.02664, 3.08517, 3.08511, 2.65078, 1.94147, 3.08511, 0, 3.08517, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511, 3.08511
12.3438, 6.37214, 3.08081, 3.08076, 2.89347, 3.29134, 3.08076, 0, 3.08081, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076, 3.08076
12.3517, 4.5939, 3.07263, 3.0726, 2.56786, 1.52128, 3.0726, 0, 3.07263, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726, 3.0726
12.3595, 2.19356, 3.06256, 3.06254, 2.04782, -0.869004, 3.06254, 0, 3.06256, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254
12.3674, 7.80173, 3.05251, 3.05249, 3.13077, 4.74922, 3.05249, 0, 3.05251, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249, 3.05249
12.3753, 2.39133, 3.05209, 3.05208, 2.09555, -0.660765, 3.05208, 0, 3.05209, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208, 3.05208
12.3831, 3.60384, 3.04742, 3.0474, 2.36724, 0.556426, 3.0474, 0, 3.04741, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474, 3.0474
12.391, 3.99765, 3.03899, 3.03898, 2.44901, 0.958659, 3.03898, 0, 3.03899, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898, 3.03898
