   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_527.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.281471, 0, 1.35045e-08, 1.13154e-34, 1.41421, -1.35045e-08, 0, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.13154e-34, 1.57575e-10, 1.13154e-34, 2.16023e-09, 1.13154e-34, 1.11867e-08, 1.13154e-34, 1.13154e-34, 1.13154e-34
0.289344, 0, 1.81809e-08, 7.59656e-34, 1.41421, -1.81809e-08, 0, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 7.59656e-34, 2.28122e-10, 7.59656e-34, 3.06841e-09, 7.59656e-34, 1.48844e-08, 7.59656e-34, 7.59656e-34, 7.59656e-34
0.297217, 0, 2.44085e-08, 5.10074e-33, 1.41421, -2.44085e-08, 0, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 5.10074e-33, 3.30364e-10, 5.10074e-33, 4.35007e-09, 5.10074e-33, 1.9728e-08, 5.10074e-33, 5.10074e-33, 5.10074e-33
0.305089, 0, 3.26819e-08, 3.14948e-32, 1.41421, -3.26819e-08, 0, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 3.14948e-32, 4.78535e-10, 3.14948e-32, 6.15551e-09, 3.14948e-32, 2.60479e-08, 3.14948e-32, 3.14948e-32, 3.14948e-32
0.312962, 0, 4.36488e-08, 1.8193e-31, 1.41421, -4.36488e-08, 0, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 1.8193e-31, 6.93213e-10, 1.8193e-31, 8.69414e-09, 1.8193e-31, 3.42614e-08, 1.8193e-31, 1.8193e-31, 1.8193e-31
0.320835, 0, 5.81553e-08, 1.00112e-30, 1.41421, -5.81553e-08, 0, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00112e-30, 1.00408e-09, 1.00112e-30, 1.2257e-08, 1.00112e-30, 4.48943e-08, 1.00112e-30, 1.00112e-30, 1.00112e-30
0.328707, 0, 7.73072e-08, 5.18091e-30, 1.41421, -7.73072e-08, 0, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 5.18091e-30, 1.45386e-09, 5.18091e-30, 1.72478e-08, 5.18091e-30, 5.86056e-08, 5.18091e-30, 5.18091e-30, 5.18091e-30
0.33658, 0, 1.02547e-07, 2.51788e-29, 1.41421, -1.02547e-07, 0, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.51788e-29, 2.10389e-09, 2.51788e-29, 2.42246e-08, 2.51788e-29, 7.62184e-08, 2.51788e-29, 2.51788e-29, 2.51788e-29
0.344453, 0, 1.35755e-07, 1.15686e-28, 1.41421, -1.35755e-07, 0, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 1.15686e-28, 3.04195e-09, 1.15686e-28, 3.39575e-08, 1.15686e-28, 9.8756e-08, 1.15686e-28, 1.15686e-28, 1.15686e-28
0.352326, 0, 1.79384e-07, 5.05014e-28, 1.41421, -1.79384e-07, 0, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 5.05014e-28, 4.39328e-09, 5.05014e-28, 4.75051e-08, 5.05014e-28, 1.27486e-07, 5.05014e-28, 5.05014e-28, 5.05014e-28
0.360198, 0, 2.36624e-07, 2.09239e-27, 1.41421, -2.36624e-07, 0, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 2.09239e-27, 6.33595e-09, 2.09239e-27, 6.63183e-08, 2.09239e-27, 1.6397e-07, 2.09239e-27, 2.09239e-27, 2.09239e-27
0.368071, 0, 3.11628e-07, 8.24002e-27, 1.41421, -3.11628e-07, 0, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 8.24002e-27, 9.12214e-09, 8.24002e-27, 9.23782e-08, 8.24002e-27, 2.10127e-07, 8.24002e-27, 8.24002e-27, 8.24002e-27
0.375944, 0, 4.09794e-07, 3.09063e-26, 1.41421, -4.09794e-07, 0, 3.09063e-26, 3.09063e-26, 3.09063e-26, 3.09063e-26, 3.09063e-26, 3.09063e-26, 3.09063e-26, 3.81569e-13, 3.09063e-26, 3.09063e-26, 3.09063e-26, 3.09063e-26, 3.09063e-26, 1.31076e-08, 3.09063e-26, 1.2838e-07, 3.09063e-26, 2.68305e-07, 3.09063e-26, 3.09063e-26, 3.09063e-26
0.383816, 0, 5.38134e-07, 1.10656e-25, 1.41421, -5.38134e-07, 0, 1.10656e-25, 1.10656e-25, 1.10656e-25, 1.10656e-25, 1.10656e-25, 1.10656e-25, 1.10656e-25, 1.32757e-12, 1.10656e-25, 1.10656e-25, 1.10656e-25, 1.10656e-25, 1.10656e-25, 1.8792e-08, 1.10656e-25, 1.77978e-07, 1.10656e-25, 3.41363e-07, 1.10656e-25, 1.10656e-25, 1.10656e-25
0.391689, 0, 7.05745e-07, 3.79825e-25, 1.41421, -7.05745e-07, 0, 3.79825e-25, 3.79825e-25, 3.79825e-25, 3.79825e-25, 3.79825e-25, 3.79825e-25, 3.79825e-25, 3.10308e-12, 3.79825e-25, 3.79825e-25, 3.79825e-25, 3.79825e-25, 3.79825e-25, 2.68744e-08, 3.79825e-25, 2.46098e-07, 3.79825e-25, 4.32769e-07, 3.79825e-25, 3.79825e-25, 3.79825e-25
0.399562, 0, 9.25721e-07, 1.26642e-24, 1.41421, -9.25721e-07, 0, 5.98989e-12, 6.44467e-12, 7.12686e-11, 6.30835e-13, 1.06496e-10, 4.60636e-10, 9.43634e-12, 3.5498e-11, 1.10474e-10, 2.63299e-11, 3.71376e-10, 8.01785e-12, 3.70255e-13, 3.83277e-08, 1.55903e-13, 3.3936e-07, 1.08369e-15, 5.46786e-07, 1.26642e-24, 1.26642e-24, 3.38004e-11
0.407435, 0, 1.21338e-06, 2.13799e-10, 1.41421, -1.21338e-06, 2.13799e-10, 2.31107e-10, 2.32421e-10, 4.1973e-10, 2.15622e-10, 5.21521e-10, 1.54481e-09, 2.41066e-10, 3.10297e-10, 5.33015e-10, 2.8988e-10, 1.28689e-09, 2.36967e-10, 2.14869e-10, 5.47173e-08, 2.16134e-10, 4.66829e-07, 2.13802e-10, 6.88663e-07, 2.13799e-10, 2.13799e-10, 3.11466e-10
0.415307, 0, 1.58937e-06, 6.16148e-10, 1.41421, -1.58937e-06, 6.16148e-10, 6.54558e-10, 6.57474e-10, 1.07315e-09, 6.20194e-10, 1.29904e-09, 3.56992e-09, 6.76658e-10, 8.26002e-10, 1.32455e-09, 7.84986e-10, 2.99755e-09, 6.67562e-10, 6.18523e-10, 7.78784e-08, 6.23644e-10, 6.40247e-07, 6.16155e-10, 8.64491e-07, 6.16148e-10, 6.16148e-10, 8.3289e-10
0.42318, 0, 2.08108e-06, 1.3625e-09, 1.41421, -2.08108e-06, 1.3625e-09, 1.43974e-09, 1.44561e-09, 2.28159e-09, 1.37063e-09, 2.73589e-09, 7.30294e-09, 1.48419e-09, 1.78032e-09, 2.78719e-09, 1.70205e-09, 6.15182e-09, 1.4659e-09, 1.36727e-09, 1.10521e-07, 1.38052e-09, 8.75344e-07, 1.36251e-09, 1.08189e-06, 1.3625e-09, 1.3625e-09, 1.79839e-09
0.431053, 0, 2.72456e-06, 2.73037e-09, 1.41421, -2.72456e-06, 2.73037e-09, 2.87819e-09, 2.88941e-09, 4.48917e-09, 2.74593e-09, 5.35854e-09, 1.40982e-08, 2.96324e-09, 3.52494e-09, 5.4567e-09, 3.38015e-09, 1.18954e-08, 2.92823e-09, 2.7395e-09, 1.56415e-07, 2.76881e-09, 1.193e-06, 2.73039e-09, 1.34988e-06, 2.73037e-09, 2.73037e-09, 3.56451e-09
0.438925, 0, 3.56824e-06, 5.21128e-09, 1.41421, -3.56824e-06, 5.21128e-09, 5.48574e-09, 5.50658e-09, 8.47688e-09, 5.24019e-09, 1.00911e-08, 2.63181e-08, 5.64366e-09, 6.67924e-09, 1.02733e-08, 6.41774e-09, 2.22281e-08, 5.57867e-09, 5.22824e-09, 2.208e-07, 5.28805e-09, 1.62128e-06, 5.21133e-09, 1.67954e-06, 5.21128e-09, 5.21128e-09, 6.76005e-09
0.446798, 0, 4.67674e-06, 9.65887e-09, 1.41421, -4.67674e-06, 9.65887e-09, 1.01578e-08, 1.01956e-08, 1.55946e-08, 9.71141e-09, 1.85286e-08, 4.80239e-08, 1.04448e-08, 1.28614e-08, 1.88599e-08, 1.18518e-08, 4.05897e-08, 1.03267e-08, 9.68971e-09, 3.10951e-07, 9.80599e-09, 2.19642e-06, 9.65896e-09, 2.08445e-06, 9.65887e-09, 9.65887e-09, 1.2474e-08
0.454671, 0, 6.13625e-06, 1.75358e-08, 1.41421, -6.13625e-06, 1.75358e-08, 1.84274e-08, 1.84951e-08, 2.81444e-08, 1.76297e-08, 3.33881e-08, 8.6103e-08, 1.89404e-08, 2.54714e-08, 3.39802e-08, 2.14551e-08, 7.28163e-08, 1.87293e-08, 1.75909e-08, 4.36982e-07, 1.78097e-08, 2.9644e-06, 1.7536e-08, 2.58142e-06, 1.75358e-08, 1.75358e-08, 2.25671e-08
0.462544, 0, 8.06785e-06, 3.13131e-08, 1.41421, -8.06785e-06, 3.13131e-08, 3.28834e-08, 3.30027e-08, 4.99977e-08, 3.14785e-08, 5.92335e-08, 1.52079e-07, 3.3787e-08, 5.18858e-08, 6.02763e-08, 3.8216e-08, 1.28678e-07, 3.34151e-08, 3.14101e-08, 6.12968e-07, 3.18119e-08, 3.98733e-06, 3.13133e-08, 3.19154e-06, 3.13131e-08, 3.13131e-08, 4.01746e-08
0.470416, 0, 1.06321e-05, 5.51104e-08, 1.41421, -1.06321e-05, 5.51104e-08, 5.78394e-08, 5.80466e-08, 8.75801e-08, 5.53978e-08, 1.0363e-07, 2.64974e-07, 5.94096e-08, 9.87616e-08, 1.05442e-07, 6.71062e-08, 2.24308e-07, 5.87633e-08, 5.52791e-08, 8.58927e-07, 5.60029e-08, 5.34532e-06, 5.51109e-08, 3.94168e-06, 5.51104e-08, 5.51104e-08, 7.05098e-08
0.478289, 0, 1.40527e-05, 9.57049e-08, 1.41421, -1.40527e-05, 9.57049e-08, 1.00387e-07, 1.00742e-07, 1.51413e-07, 9.6198e-08, 1.78949e-07, 4.55766e-07, 1.03081e-07, 1.80642e-07, 1.82058e-07, 1.16286e-07, 3.85994e-07, 1.01972e-07, 9.59943e-08, 1.20172e-06, 9.72771e-08, 7.14228e-06, 9.57057e-08, 4.86676e-06, 9.57049e-08, 9.57049e-08, 1.22125e-07
0.486162, 0, 1.86429e-05, 1.64094e-07, 1.41421, -1.86429e-05, 1.64094e-07, 1.72028e-07, 1.7263e-07, 2.58491e-07, 1.6493e-07, 3.05151e-07, 7.74219e-07, 1.76593e-07, 3.2242e-07, 3.1042e-07, 1.98969e-07, 6.55991e-07, 1.74714e-07, 1.64585e-07, 1.67976e-06, 1.66825e-07, 9.51305e-06, 1.64096e-07, 6.0129e-06, 1.64094e-07, 1.64094e-07, 2.08864e-07
0.494034, 0, 2.48378e-05, 2.77879e-07, 1.41421, -2.48378e-05, 2.77879e-07, 2.9116e-07, 2.92168e-07, 4.35893e-07, 2.79278e-07, 5.13998e-07, 1.29918e-06, 2.98801e-07, 5.5956e-07, 5.22818e-07, 3.36257e-07, 1.10128e-06, 2.95656e-07, 2.787e-07, 2.34664e-06, 2.82562e-07, 1.26323e-05, 2.77882e-07, 7.4426e-06, 2.77879e-07, 2.77879e-07, 3.5282e-07
0.501907, 0, 3.32616e-05, 4.64855e-07, 1.41421, -3.32616e-05, 4.64855e-07, 4.86819e-07, 4.88486e-07, 7.26184e-07, 4.67168e-07, 8.55358e-07, 2.15392e-06, 4.99456e-07, 9.60599e-07, 8.69943e-07, 5.61402e-07, 1.82662e-06, 4.94255e-07, 4.66213e-07, 3.27739e-06, 4.72786e-07, 1.6727e-05, 4.64859e-07, 9.24176e-06, 4.64855e-07, 4.64855e-07, 5.88795e-07
0.50978, 0, 4.47963e-05, 7.68292e-07, 1.41421, -4.47963e-05, 7.68292e-07, 8.04183e-07, 8.06908e-07, 1.19533e-06, 7.72072e-07, 1.40642e-06, 3.52841e-06, 8.24834e-07, 1.63134e-06, 1.43025e-06, 9.2606e-07, 2.99357e-06, 8.16335e-07, 7.70511e-07, 4.57706e-06, 7.81561e-07, 2.20912e-05, 7.68299e-07, 1.15304e-05, 7.68292e-07, 7.68292e-07, 9.70823e-07
0.517653, 0, 6.07017e-05, 1.25465e-06, 1.41421, -6.07017e-05, 1.25465e-06, 1.3126e-06, 1.31701e-06, 1.9442e-06, 1.26075e-06, 2.28505e-06, 5.71149e-06, 1.34595e-06, 2.74082e-06, 2.32353e-06, 1.5094e-06, 4.84786e-06, 1.33223e-06, 1.25823e-06, 6.39276e-06, 1.27659e-06, 2.91082e-05, 1.25466e-06, 1.44824e-05, 1.25465e-06, 1.25465e-06, 1.58168e-06
0.525525, 0, 8.27608e-05, 2.02456e-06, 1.41421, -8.27608e-05, 2.02456e-06, 2.11704e-06, 2.12406e-06, 3.12485e-06, 2.0343e-06, 3.66871e-06, 9.13614e-06, 2.17024e-06, 4.5558e-06, 3.73012e-06, 2.43106e-06, 7.75808e-06, 2.14834e-06, 2.03028e-06, 8.92998e-06, 2.06041e-06, 3.82768e-05, 2.02458e-06, 1.83357e-05, 2.02456e-06, 2.02456e-06, 2.54639e-06
0.533398, 0, 0.00011351, 3.22827e-06, 1.41421, -0.00011351, 3.22827e-06, 3.37409e-06, 3.38517e-06, 4.96328e-06, 3.24363e-06, 5.82088e-06, 1.44423e-05, 3.458e-06, 7.49217e-06, 5.91772e-06, 3.86926e-06, 1.22693e-05, 3.42346e-06, 3.23729e-06, 1.24751e-05, 3.2862e-06, 5.02488e-05, 3.2283e-06, 2.34329e-05, 3.22827e-06, 3.22827e-06, 4.05113e-06
0.541271, 0, 0.000156538, 5.08701e-06, 1.41421, -0.000156538, 5.08701e-06, 5.31425e-06, 5.3315e-06, 7.7908e-06, 5.11094e-06, 9.12726e-06, 2.25626e-05, 5.445e-06, 1.21904e-05, 9.27817e-06, 6.08591e-06, 1.91763e-05, 5.39118e-06, 5.10105e-06, 1.74254e-05, 5.17952e-06, 6.58767e-05, 5.08705e-06, 3.02608e-05, 5.08701e-06, 5.08701e-06, 6.36933e-06
