   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_527.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00981936, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00194664, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00592607, 0, 4.22147e-14, 0, 1.41421, -4.22147e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59374e-16, 0, 1.70939e-15, 0, 4.03459e-14, 0, 0, 0
0.0137988, 0, 6.49428e-14, 0, 1.41421, -6.49428e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49531e-16, 0, 2.7104e-15, 0, 6.19828e-14, 0, 0, 0
0.0216715, 0, 9.9474e-14, 0, 1.41421, -9.9474e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89047e-16, 0, 4.28059e-15, 0, 9.48044e-14, 0, 0, 0
0.0295442, 0, 1.5171e-13, 0, 1.41421, -1.5171e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04051e-16, 0, 6.73388e-15, 0, 1.44372e-13, 0, 0, 0
0.0374169, 0, 2.30388e-13, 0, 1.41421, -2.30388e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34027e-16, 0, 1.05519e-14, 0, 2.18902e-13, 0, 0, 0
0.0452897, 0, 3.48384e-13, 0, 1.41421, -3.48384e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43841e-15, 0, 1.64709e-14, 0, 3.30475e-13, 0, 0, 0
0.0531624, 0, 5.24593e-13, 0, 1.41421, -5.24593e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20629e-15, 0, 2.56133e-14, 0, 4.96774e-13, 0, 0, 0
0.0610351, 0, 7.86621e-13, 0, 1.41421, -7.86621e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37077e-15, 0, 3.96796e-14, 0, 7.4357e-13, 0, 0, 0
0.0689078, 0, 1.17462e-12, 0, 1.41421, -1.17462e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12981e-15, 0, 6.12401e-14, 0, 1.10825e-12, 0, 0, 0
0.0767805, 0, 1.74673e-12, 0, 1.41421, -1.74673e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.77693e-15, 0, 9.41641e-14, 0, 1.64479e-12, 0, 0, 0
0.0846532, 0, 2.58682e-12, 0, 1.41421, -2.58682e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17465e-14, 0, 1.44256e-13, 0, 2.43081e-12, 0, 0, 0
0.0925259, 0, 3.81527e-12, 0, 1.41421, -3.81527e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76772e-14, 0, 2.20187e-13, 0, 3.57741e-12, 0, 0, 0
0.100399, 0, 5.60425e-12, 0, 1.41421, -5.60425e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65074e-14, 0, 3.34871e-13, 0, 5.24287e-12, 0, 0, 0
0.108271, 0, 8.19878e-12, 0, 1.41421, -8.19878e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96099e-14, 0, 5.07466e-13, 0, 7.6517e-12, 0, 0, 0
0.116144, 0, 1.19462e-11, 0, 1.41421, -1.19462e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.89891e-14, 0, 7.66299e-13, 0, 1.1121e-11, 0, 0, 0
0.124017, 0, 1.73371e-11, 0, 1.41421, -1.73371e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.75629e-14, 0, 1.15311e-12, 0, 1.60964e-11, 0, 0, 0
0.13189, 0, 2.50606e-11, 0, 1.41421, -2.50606e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2957e-13, 0, 1.72919e-12, 0, 2.32018e-11, 0, 0, 0
0.139762, 0, 3.60817e-11, 0, 1.41421, -3.60817e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91154e-13, 0, 2.58427e-12, 0, 3.33063e-11, 0, 0, 0
0.147635, 0, 5.17461e-11, 0, 1.41421, -5.17461e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81207e-13, 0, 3.84928e-12, 0, 4.76157e-11, 0, 0, 0
0.155508, 0, 7.39219e-11, 0, 1.41421, -7.39219e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12577e-13, 0, 5.71465e-12, 0, 6.77947e-11, 0, 0, 0
0.16338, 0, 1.05193e-10, 0, 1.41421, -1.05193e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03807e-13, 0, 8.4566e-12, 0, 9.61322e-11, 0, 0, 0
0.171253, 0, 1.49117e-10, 0, 1.41421, -1.49117e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.81646e-13, 0, 1.24746e-11, 0, 1.35761e-10, 0, 0, 0
0.179126, 0, 2.10579e-10, 0, 1.41421, -2.10579e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28464e-12, 0, 1.83448e-11, 0, 1.90949e-10, 0, 0, 0
0.186999, 0, 2.96252e-10, 0, 1.41421, -2.96252e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86837e-12, 0, 2.68958e-11, 0, 2.67488e-10, 0, 0, 0
0.194871, 0, 4.15225e-10, 0, 1.41421, -4.15225e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71292e-12, 0, 3.93167e-11, 0, 3.73196e-10, 0, 0, 0
0.202744, 0, 5.79829e-10, 0, 1.41421, -5.79829e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93379e-12, 0, 5.7309e-11, 0, 5.18586e-10, 0, 0, 0
0.210617, 0, 8.06733e-10, 5.46506e-44, 1.41421, -8.06733e-10, 0, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.69764e-12, 5.46506e-44, 8.33028e-11, 5.46506e-44, 7.17732e-10, 5.46506e-44, 5.46506e-44, 5.46506e-44
0.218489, 0, 1.11839e-09, 9.75304e-43, 1.41421, -1.11839e-09, 0, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 9.75304e-43, 8.24512e-12, 9.75304e-43, 1.20761e-10, 9.75304e-43, 9.89386e-10, 9.75304e-43, 9.75304e-43, 9.75304e-43
0.226362, 0, 1.54496e-09, 1.39443e-41, 1.41421, -1.54496e-09, 0, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.39443e-41, 1.19241e-11, 1.39443e-41, 1.74606e-10, 1.39443e-41, 1.35843e-09, 1.39443e-41, 1.39443e-41, 1.39443e-41
0.234235, 0, 2.12678e-09, 1.82962e-40, 1.41421, -2.12678e-09, 0, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.82962e-40, 1.72375e-11, 1.82962e-40, 2.51824e-10, 1.82962e-40, 1.85772e-09, 1.82962e-40, 1.82962e-40, 1.82962e-40
0.242108, 0, 2.91769e-09, 2.15598e-39, 1.41421, -2.91769e-09, 0, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.15598e-39, 2.49142e-11, 2.15598e-39, 3.62311e-10, 2.15598e-39, 2.53047e-09, 2.15598e-39, 2.15598e-39, 2.15598e-39
0.24998, 0, 3.98934e-09, 2.28995e-38, 1.41421, -3.98934e-09, 0, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 2.28995e-38, 3.601e-11, 2.28995e-38, 5.20058e-10, 2.28995e-38, 3.43327e-09, 2.28995e-38, 2.28995e-38, 2.28995e-38
0.257853, 0, 5.43671e-09, 2.20127e-37, 1.41421, -5.43671e-09, 0, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 2.20127e-37, 5.20559e-11, 2.20127e-37, 7.44805e-10, 2.20127e-37, 4.63985e-09, 2.20127e-37, 2.20127e-37, 2.20127e-37
0.265726, 0, 7.38559e-09, 1.92506e-36, 1.41421, -7.38559e-09, 0, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 1.92506e-36, 7.52738e-11, 1.92506e-36, 1.06437e-09, 1.92506e-36, 6.24594e-09, 1.92506e-36, 1.92506e-36, 1.92506e-36
0.273598, 0, 1.0002e-08, 1.53948e-35, 1.41421, -1.0002e-08, 0, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.53948e-35, 1.08887e-10, 1.53948e-35, 1.51787e-09, 1.53948e-35, 8.3752e-09, 1.53948e-35, 1.53948e-35, 1.53948e-35
