   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_25.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00546239, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00241488, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0102921, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0181694, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0260467, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0339239, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0418012, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0496785, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0575557, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.065433, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0733103, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0811875, 0, 4.81942e-30, 0, 1.41421, -4.81942e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85378e-32, 0, 0, 2.19517e-35, 2.15441e-35, 0, 4.79084e-30, 0, 0, 0
0.0890648, 0, 5.24579e-29, 0, 1.41421, -5.24579e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10594e-31, 0, 0, 2.38914e-34, 5.48051e-33, 0, 5.21416e-29, 0, 0, 0
0.0969421, 0, 3.58372e-28, 0, 1.41421, -3.58372e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12174e-30, 0, 0, 1.63207e-33, 5.71739e-32, 0, 3.56191e-28, 0, 0, 0
0.104819, 0, 1.95685e-27, 0, 1.41421, -1.95685e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15851e-29, 0, 0, 8.93066e-33, 3.82381e-31, 0, 1.94487e-27, 0, 0, 0
0.112697, 0, 9.30642e-27, 0, 1.41421, -9.30642e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50953e-29, 0, 0, 4.26721e-32, 2.05973e-30, 0, 9.24922e-27, 0, 0, 0
0.120574, 0, 4.01715e-26, 0, 1.41421, -4.01715e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37816e-28, 0, 0, 1.85386e-31, 9.69878e-30, 0, 3.99238e-26, 0, 0, 0
0.128451, 0, 1.61073e-25, 0, 1.41421, -1.61073e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5354e-28, 0, 0, 7.48928e-31, 4.15356e-29, 0, 1.60077e-25, 0, 0, 0
0.136328, 0, 6.08635e-25, 0, 1.41421, -6.08635e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60302e-27, 0, 0, 2.85303e-30, 1.65469e-28, 0, 6.04864e-25, 0, 0, 0
0.144206, 0, 2.1883e-24, 0, 1.41421, -2.1883e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29542e-26, 0, 0, 1.03459e-29, 6.2183e-28, 0, 2.17471e-24, 0, 0, 0
0.152083, 0, 7.53781e-24, 0, 1.41421, -7.53781e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46216e-26, 0, 0, 3.59551e-29, 2.22518e-27, 0, 7.49092e-24, 0, 0, 0
0.15996, 0, 2.50016e-23, 0, 1.41421, -2.50016e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48e-25, 0, 0, 1.20352e-28, 7.63285e-27, 0, 2.48458e-23, 0, 0, 0
0.167837, 0, 8.01612e-23, 0, 1.41421, -8.01612e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74521e-25, 0, 0, 3.89522e-28, 2.52227e-26, 0, 7.96611e-23, 0, 0, 0
0.175715, 0, 2.49211e-22, 0, 1.41421, -2.49211e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47521e-24, 0, 0, 1.22272e-27, 8.05996e-26, 0, 2.47654e-22, 0, 0, 0
0.183592, 0, 7.531e-22, 0, 1.41421, -7.531e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45796e-24, 0, 0, 3.73182e-27, 2.49818e-25, 0, 7.48389e-22, 0, 0, 0
0.191469, 0, 2.21671e-21, 0, 1.41421, -2.21671e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31217e-23, 0, 0, 1.10969e-26, 7.52883e-25, 0, 2.20283e-21, 0, 0, 0
0.199346, 0, 6.36618e-21, 0, 1.41421, -6.36618e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76839e-23, 0, 0, 3.22044e-26, 2.21066e-24, 0, 6.32626e-21, 0, 0, 0
0.207224, 0, 1.78644e-20, 0, 1.41421, -1.78644e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05746e-22, 0, 0, 9.13473e-26, 6.33491e-24, 0, 1.77522e-20, 0, 0, 0
0.215101, 0, 4.90425e-20, 0, 1.41421, -4.90425e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90297e-22, 0, 0, 2.5356e-25, 1.77422e-23, 0, 4.87342e-20, 0, 0, 0
0.222978, 0, 1.31854e-19, 0, 1.41421, -1.31854e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.80478e-22, 0, 0, 6.89511e-25, 4.86244e-23, 0, 1.31024e-19, 0, 0, 0
0.230856, 0, 3.47496e-19, 0, 1.41421, -3.47496e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05691e-21, 0, 0, 1.83858e-24, 1.3054e-22, 0, 3.45307e-19, 0, 0, 0
0.238733, 0, 8.98445e-19, 0, 1.41421, -8.98445e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31806e-21, 0, 0, 4.81123e-24, 3.43614e-22, 0, 8.92778e-19, 0, 0, 0
0.24661, 0, 2.28048e-18, 0, 1.41421, -2.28048e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34985e-20, 0, 0, 1.23647e-23, 8.87549e-22, 0, 2.26608e-18, 0, 0, 0
0.254487, 0, 5.8023e-18, 0, 1.41421, -5.8023e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43443e-20, 0, 0, 3.19754e-23, 2.30603e-21, 0, 5.76562e-18, 0, 0, 0
0.262365, 0, 1.41804e-17, 0, 1.41421, -1.41804e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.39344e-20, 0, 0, 7.91709e-23, 5.72929e-21, 0, 1.40907e-17, 0, 0, 0
