   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_148.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00230958, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00555489, 0, 6.36916e-18, 0, 1.41421, -6.36916e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11199e-20, 0, 0, 8.39371e-23, 8.81482e-20, 0, 6.24981e-18, 0, 0
0.0134194, 0, 1.17966e-17, 0, 1.41421, -1.17966e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76225e-20, 0, 0, 1.57898e-22, 1.66519e-19, 0, 1.15723e-17, 0, 0
0.0212838, 0, 2.16766e-17, 0, 1.41421, -2.16766e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05852e-19, 0, 0, 2.94724e-22, 3.12168e-19, 0, 2.12583e-17, 0, 0
0.0291483, 0, 3.95232e-17, 0, 1.41421, -3.95232e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92943e-19, 0, 0, 5.45936e-22, 5.80858e-19, 0, 3.87488e-17, 0, 0
0.0370128, 0, 7.1517e-17, 0, 1.41421, -7.1517e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49021e-19, 0, 0, 1.00376e-21, 1.07299e-18, 0, 7.0094e-17, 0, 0
0.0448773, 0, 1.28447e-16, 0, 1.41421, -1.28447e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26651e-19, 0, 0, 1.83208e-21, 1.96809e-18, 0, 1.2585e-16, 0, 0
0.0527417, 0, 2.29009e-16, 0, 1.41421, -2.29009e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11688e-18, 0, 0, 3.32008e-21, 3.58498e-18, 0, 2.24304e-16, 0, 0
0.0606062, 0, 4.05369e-16, 0, 1.41421, -4.05369e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9763e-18, 0, 0, 5.97446e-21, 6.48623e-18, 0, 3.969e-16, 0, 0
0.0684707, 0, 7.12471e-16, 0, 1.41421, -7.12471e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47224e-18, 0, 0, 1.06771e-20, 1.16581e-17, 0, 6.9733e-16, 0, 0
0.0763352, 0, 1.2435e-15, 0, 1.41421, -1.2435e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05789e-18, 0, 0, 1.89519e-20, 2.08188e-17, 0, 1.21661e-15, 0, 0
0.0841996, 0, 2.15544e-15, 0, 1.41421, -2.15544e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04962e-17, 0, 0, 3.34161e-20, 3.69428e-17, 0, 2.10796e-15, 0, 0
0.0920641, 0, 3.71083e-15, 0, 1.41421, -3.71083e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80628e-17, 0, 0, 5.8533e-20, 6.51491e-17, 0, 3.62756e-15, 0, 0
0.0999286, 0, 6.3459e-15, 0, 1.41421, -6.3459e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08754e-17, 0, 0, 1.01867e-19, 1.14194e-16, 0, 6.20073e-15, 0, 0
0.107793, 0, 1.07804e-14, 0, 1.41421, -1.07804e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24267e-17, 0, 0, 1.76153e-19, 1.98967e-16, 0, 1.05289e-14, 0, 0
0.115658, 0, 1.81942e-14, 0, 1.41421, -1.81942e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.84371e-17, 0, 0, 3.02705e-19, 3.44644e-16, 0, 1.77608e-14, 0, 0
0.123522, 0, 3.05081e-14, 0, 1.41421, -3.05081e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48214e-16, 0, 0, 5.16966e-19, 5.93549e-16, 0, 2.97658e-14, 0, 0
0.131387, 0, 5.08288e-14, 0, 1.41421, -5.08288e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.468e-16, 0, 0, 8.77511e-19, 1.01643e-15, 0, 4.95647e-14, 0, 0
0.139251, 0, 8.4148e-14, 0, 1.41421, -8.4148e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08345e-16, 0, 0, 1.48057e-18, 1.73091e-15, 0, 8.20073e-14, 0, 0
0.147115, 0, 1.38434e-13, 0, 1.41421, -1.38434e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71367e-16, 0, 0, 2.48328e-18, 2.93145e-15, 0, 1.34828e-13, 0, 0
0.15498, 0, 2.26322e-13, 0, 1.41421, -2.26322e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09689e-15, 0, 0, 4.14076e-18, 4.9378e-15, 0, 2.20283e-13, 0, 0
0.162844, 0, 3.67721e-13, 0, 1.41421, -3.67721e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78098e-15, 0, 0, 6.86482e-18, 8.27298e-15, 0, 3.5766e-13, 0, 0
0.170709, 0, 5.93801e-13, 0, 1.41421, -5.93801e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87388e-15, 0, 0, 1.13165e-17, 1.37891e-14, 0, 5.77127e-13, 0, 0
0.178573, 0, 9.53039e-13, 0, 1.41421, -9.53039e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.609e-15, 0, 0, 1.85512e-17, 2.28649e-14, 0, 9.25546e-13, 0, 0
0.186438, 0, 1.52036e-12, 0, 1.41421, -1.52036e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34669e-15, 0, 0, 3.02448e-17, 3.77218e-14, 0, 1.47526e-12, 0, 0
0.194302, 0, 2.4108e-12, 0, 1.41421, -2.4108e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16396e-14, 0, 0, 4.9045e-17, 6.19219e-14, 0, 2.33719e-12, 0, 0
0.202167, 0, 3.79995e-12, 0, 1.41421, -3.79995e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.833e-14, 0, 0, 7.91173e-17, 1.01149e-13, 0, 3.68039e-12, 0, 0
0.210031, 0, 5.95399e-12, 0, 1.41421, -5.95399e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86932e-14, 0, 0, 1.26979e-16, 1.64429e-13, 0, 5.76074e-12, 0, 0
0.217896, 0, 9.27403e-12, 0, 1.41421, -9.27403e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4648e-14, 0, 0, 2.02789e-16, 2.66036e-13, 0, 8.96314e-12, 0, 0
0.22576, 0, 1.43606e-11, 0, 1.41421, -1.43606e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.90627e-14, 0, 0, 3.22313e-16, 4.28437e-13, 0, 1.38628e-11, 0, 0
0.233625, 0, 2.21074e-11, 0, 1.41421, -2.21074e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06199e-13, 0, 0, 5.09936e-16, 6.86859e-13, 0, 2.13138e-11, 0, 0
0.241489, 0, 3.3836e-11, 0, 1.41421, -3.3836e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62346e-13, 0, 0, 8.03248e-16, 1.0963e-12, 0, 3.25765e-11, 0, 0
0.249354, 0, 5.14885e-11, 0, 1.41421, -5.14885e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4673e-13, 0, 0, 1.26003e-15, 1.74233e-12, 0, 4.94982e-11, 0, 0
0.257218, 0, 7.79024e-11, 0, 1.41421, -7.79024e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72802e-13, 0, 0, 1.96889e-15, 2.75758e-12, 0, 7.477e-11, 0, 0
0.265083, 0, 1.17197e-10, 0, 1.41421, -1.17197e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60043e-13, 0, 0, 3.06545e-15, 4.34692e-12, 0, 1.12287e-10, 0, 0
0.272947, 0, 1.75355e-10, 1.28919e-43, 1.41421, -1.75355e-10, 1.28919e-43, 0, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 8.36663e-13, 1.28919e-43, 1.28919e-43, 4.76538e-15, 6.83695e-12, 1.28919e-43, 1.67677e-10, 1.28919e-43, 1.28919e-43
0.280812, 0, 2.60842e-10, 1.88895e-42, 1.41421, -2.60842e-10, 1.88895e-42, 0, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.88895e-42, 1.24252e-12, 1.88895e-42, 1.88895e-42, 7.37326e-15, 1.06961e-11, 1.88895e-42, 2.48896e-10, 1.88895e-42, 1.88895e-42
0.288676, 0, 3.85853e-10, 2.54111e-41, 1.41421, -3.85853e-10, 2.54111e-41, 0, 2.54111e-41, 2.54111e-41, 2.54111e-41, 2.54111e-41, 2.54111e-41, 2.54111e-41, 2.54111e-41, 2.54111e-41, 1.83483e-12, 2.54111e-41, 2.54111e-41, 1.13785e-14, 1.66747e-11, 2.54111e-41, 3.67333e-10, 2.54111e-41, 2.54111e-41
0.29654, 0, 5.67642e-10, 3.07173e-40, 1.41421, -5.67642e-10, 3.07173e-40, 0, 3.07173e-40, 3.07173e-40, 3.07173e-40, 3.07173e-40, 3.07173e-40, 3.07173e-40, 3.07173e-40, 3.07173e-40, 2.69426e-12, 3.07173e-40, 3.07173e-40, 1.75202e-14, 2.59086e-11, 3.07173e-40, 5.39022e-10, 3.07173e-40, 3.07173e-40
