   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_615.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0656414, 0, 1.91646e-13, 0, 1.41421, -1.91646e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89027e-16, 0, 0, 4.94699e-16, 0, 4.15756e-17, 0, 1.90921e-13, 0, 0, 0
0.07352, 0, 2.93937e-13, 0, 1.41421, -2.93937e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89905e-16, 0, 0, 7.74031e-16, 0, 6.60217e-17, 0, 2.92807e-13, 0, 0, 0
0.0813985, 0, 4.48718e-13, 0, 1.41421, -4.48718e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42543e-16, 0, 0, 1.20585e-15, 0, 1.04419e-16, 0, 4.46965e-13, 0, 0, 0
0.089277, 0, 6.81819e-13, 0, 1.41421, -6.81819e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72406e-16, 0, 0, 1.87056e-15, 0, 1.64478e-16, 0, 6.79111e-13, 0, 0, 0
0.0971555, 0, 1.03122e-12, 0, 1.41421, -1.03122e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01694e-15, 0, 0, 2.88949e-15, 0, 2.58041e-16, 0, 1.02705e-12, 0, 0, 0
0.105034, 0, 1.55249e-12, 0, 1.41421, -1.55249e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53093e-15, 0, 0, 4.44504e-15, 0, 4.03219e-16, 0, 1.54611e-12, 0, 0, 0
0.112913, 0, 2.32655e-12, 0, 1.41421, -2.32655e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29417e-15, 0, 0, 6.81046e-15, 0, 6.27597e-16, 0, 2.31682e-12, 0, 0, 0
0.120791, 0, 3.47065e-12, 0, 1.41421, -3.47065e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42226e-15, 0, 0, 1.03936e-14, 0, 9.73036e-16, 0, 3.45586e-12, 0, 0, 0
0.12867, 0, 5.15384e-12, 0, 1.41421, -5.15384e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08189e-15, 0, 0, 1.58007e-14, 0, 1.50281e-15, 0, 5.13145e-12, 0, 0, 0
0.136548, 0, 7.61871e-12, 0, 1.41421, -7.61871e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.51229e-15, 0, 0, 2.39306e-14, 0, 2.3122e-15, 0, 7.58495e-12, 0, 0, 0
0.144427, 0, 1.12116e-11, 0, 1.41421, -1.12116e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10551e-14, 0, 0, 3.6112e-14, 0, 3.5442e-15, 0, 1.11609e-11, 0, 0, 0
0.152305, 0, 1.64249e-11, 0, 1.41421, -1.64249e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61959e-14, 0, 0, 5.43031e-14, 0, 5.41261e-15, 0, 1.6349e-11, 0, 0, 0
0.160184, 0, 2.39545e-11, 0, 1.41421, -2.39545e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36214e-14, 0, 0, 8.13832e-14, 0, 8.23597e-15, 0, 2.38412e-11, 0, 0, 0
0.168062, 0, 3.478e-11, 0, 1.41421, -3.478e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42984e-14, 0, 0, 1.21577e-13, 0, 1.24874e-14, 0, 3.46116e-11, 0, 0, 0
0.175941, 0, 5.02733e-11, 0, 1.41421, -5.02733e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95813e-14, 0, 0, 1.81073e-13, 0, 1.88672e-14, 0, 5.00238e-11, 0, 0, 0
0.183819, 0, 7.23465e-11, 0, 1.41421, -7.23465e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13587e-14, 0, 0, 2.68918e-13, 0, 2.84088e-14, 0, 7.19778e-11, 0, 0, 0
0.191698, 0, 1.03651e-10, 0, 1.41421, -1.03651e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02251e-13, 0, 0, 3.98331e-13, 0, 4.26328e-14, 0, 1.03108e-10, 0, 0, 0
0.199576, 0, 1.47849e-10, 0, 1.41421, -1.47849e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45878e-13, 0, 0, 5.88604e-13, 0, 6.37697e-14, 0, 1.4705e-10, 0, 0, 0
0.207455, 0, 2.09967e-10, 0, 1.41421, -2.09967e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07217e-13, 0, 0, 8.67884e-13, 0, 9.50833e-14, 0, 2.08797e-10, 0, 0, 0
0.215333, 0, 2.96881e-10, 0, 1.41421, -2.96881e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93075e-13, 0, 0, 1.27724e-12, 0, 1.41337e-13, 0, 2.95169e-10, 0, 0, 0
0.223212, 0, 4.17945e-10, 0, 1.41421, -4.17945e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12728e-13, 0, 0, 1.87658e-12, 0, 2.09463e-13, 0, 4.15447e-10, 0, 0, 0
0.23109, 0, 5.85826e-10, 2.42425e-43, 1.41421, -5.85826e-10, 0, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 5.7875e-13, 2.42425e-43, 2.42425e-43, 2.7534e-12, 2.42425e-43, 3.09532e-13, 2.42425e-43, 5.82184e-10, 2.42425e-43, 2.42425e-43, 2.42425e-43
0.238969, 0, 8.17597e-10, 3.9923e-42, 1.41421, -8.17597e-10, 0, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 3.9923e-42, 8.08112e-13, 3.9923e-42, 3.9923e-42, 4.03552e-12, 3.9923e-42, 4.5614e-13, 3.9923e-42, 8.12297e-10, 3.9923e-42, 3.9923e-42, 3.9923e-42
0.246847, 0, 1.13616e-09, 5.55265e-41, 1.41421, -1.13616e-09, 0, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 5.55265e-41, 1.12362e-12, 5.55265e-41, 5.55265e-41, 5.90984e-12, 5.55265e-41, 6.70392e-13, 5.55265e-41, 1.12846e-09, 5.55265e-41, 5.55265e-41, 5.55265e-41
0.254726, 0, 1.57209e-09, 6.84571e-40, 1.41421, -1.57209e-09, 0, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 6.84571e-40, 1.55577e-12, 6.84571e-40, 6.84571e-40, 8.6499e-12, 6.84571e-40, 9.82751e-13, 6.84571e-40, 1.5609e-09, 6.84571e-40, 6.84571e-40, 6.84571e-40
0.262604, 0, 2.16601e-09, 7.57855e-39, 1.41421, -2.16601e-09, 0, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 7.57855e-39, 2.14518e-12, 7.57855e-39, 7.57855e-39, 1.26565e-11, 7.57855e-39, 1.43711e-12, 7.57855e-39, 2.14977e-09, 7.57855e-39, 7.57855e-39, 7.57855e-39
0.270483, 0, 2.97168e-09, 7.57629e-38, 1.41421, -2.97168e-09, 0, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 7.57629e-38, 2.94571e-12, 7.57629e-38, 7.57629e-38, 1.85175e-11, 7.57629e-38, 2.09659e-12, 7.57629e-38, 2.94812e-09, 7.57629e-38, 7.57629e-38, 7.57629e-38
0.278361, 0, 4.05987e-09, 6.87811e-37, 1.41421, -4.05987e-09, 0, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 6.87811e-37, 4.0285e-12, 6.87811e-37, 6.87811e-37, 2.70952e-11, 6.87811e-37, 3.05181e-12, 6.87811e-37, 4.0257e-09, 6.87811e-37, 6.87811e-37, 6.87811e-37
0.28624, 0, 5.52335e-09, 5.69924e-36, 1.41421, -5.52335e-09, 0, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.69924e-36, 5.48704e-12, 5.69924e-36, 5.69924e-36, 3.96561e-11, 5.69924e-36, 4.43263e-12, 5.69924e-36, 5.47377e-09, 5.69924e-36, 5.69924e-36, 5.69924e-36
0.294118, 0, 7.48317e-09, 4.33279e-35, 1.41421, -7.48317e-09, 0, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 4.33279e-35, 7.44378e-12, 4.33279e-35, 4.33279e-35, 5.80601e-11, 4.33279e-35, 6.42483e-12, 4.33279e-35, 7.41124e-09, 4.33279e-35, 4.33279e-35, 4.33279e-35
0.301997, 0, 1.00966e-08, 3.03624e-34, 1.41421, -1.00966e-08, 0, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 3.03624e-34, 1.00584e-11, 3.03624e-34, 3.03624e-34, 8.50384e-11, 3.03624e-34, 9.2937e-12, 3.03624e-34, 9.99223e-09, 3.03624e-34, 3.03624e-34, 3.03624e-34
0.309875, 0, 1.35672e-08, 2.04148e-33, 1.41421, -1.35672e-08, 0, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 2.04148e-33, 1.35384e-11, 2.04148e-33, 2.04148e-33, 1.246e-10, 2.04148e-33, 1.34174e-11, 2.04148e-33, 1.34156e-08, 2.04148e-33, 2.04148e-33, 2.04148e-33
0.317754, 0, 1.81569e-08, 1.31074e-32, 1.41421, -1.81569e-08, 0, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.31074e-32, 1.81521e-11, 1.31074e-32, 1.31074e-32, 1.82625e-10, 1.31074e-32, 1.93338e-11, 1.31074e-32, 1.79368e-08, 1.31074e-32, 1.31074e-32, 1.31074e-32
0.325632, 0, 2.42019e-08, 8.02998e-32, 1.41421, -2.42019e-08, 0, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 8.02998e-32, 2.42456e-11, 8.02998e-32, 8.02998e-32, 2.67726e-10, 8.02998e-32, 2.78065e-11, 8.02998e-32, 2.38821e-08, 8.02998e-32, 8.02998e-32, 8.02998e-32
0.333511, 0, 3.21318e-08, 4.53724e-31, 1.41421, -3.21318e-08, 0, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 4.53724e-31, 3.22633e-11, 4.53724e-31, 4.53724e-31, 3.92497e-10, 4.53724e-31, 3.99168e-11, 4.53724e-31, 3.16672e-08, 4.53724e-31, 4.53724e-31, 4.53724e-31
0.341389, 0, 4.24932e-08, 2.41962e-30, 1.41421, -4.24932e-08, 0, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 2.41962e-30, 4.2774e-11, 2.41962e-30, 2.41962e-30, 5.75314e-10, 2.41962e-30, 5.7192e-11, 2.41962e-30, 4.18179e-08, 2.41962e-30, 2.41962e-30, 2.41962e-30
0.349268, 0, 5.59789e-08, 1.21248e-29, 1.41421, -5.59789e-08, 0, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 1.21248e-29, 5.65029e-11, 1.21248e-29, 1.21248e-29, 8.42929e-10, 1.21248e-29, 8.17841e-11, 1.21248e-29, 5.49976e-08, 1.21248e-29, 1.21248e-29, 1.21248e-29
0.357146, 0, 7.34641e-08, 5.71884e-29, 1.41421, -7.34641e-08, 0, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 5.71884e-29, 7.43718e-11, 5.71884e-29, 5.71884e-29, 1.23417e-09, 5.71884e-29, 1.16715e-10, 5.71884e-29, 7.20389e-08, 5.71884e-29, 5.71884e-29, 5.71884e-29
0.365025, 0, 9.60504e-08, 2.5583e-28, 1.41421, -9.60504e-08, 0, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 2.5583e-28, 9.75477e-11, 2.5583e-28, 2.5583e-28, 1.80521e-09, 2.5583e-28, 1.66215e-10, 2.5583e-28, 9.39814e-08, 2.5583e-28, 2.5583e-28, 2.5583e-28
0.372903, 0, 1.25119e-07, 1.08489e-27, 1.41421, -1.25119e-07, 0, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.08489e-27, 1.27504e-10, 1.08489e-27, 1.08489e-27, 2.63703e-09, 1.08489e-27, 2.36186e-10, 1.08489e-27, 1.22119e-07, 1.08489e-27, 1.08489e-27, 1.08489e-27
0.380782, 0, 1.624e-07, 4.36797e-27, 1.41421, -1.624e-07, 0, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 4.36797e-27, 1.66094e-10, 4.36797e-27, 4.36797e-27, 3.84593e-09, 4.36797e-27, 3.34828e-10, 4.36797e-27, 1.58053e-07, 4.36797e-27, 4.36797e-27, 4.36797e-27
0.38866, 0, 2.10045e-07, 1.67332e-26, 1.41421, -2.10045e-07, 0, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 1.67332e-26, 2.15642e-10, 1.67332e-26, 1.67332e-26, 5.59825e-09, 1.67332e-26, 4.73488e-10, 1.67332e-26, 2.03757e-07, 1.67332e-26, 1.67332e-26, 1.67332e-26
0.396539, 0, 2.70734e-07, 6.11387e-26, 1.41421, -2.70734e-07, 0, 6.11387e-26, 6.11387e-26, 6.11387e-26, 6.11387e-26, 6.11387e-26, 6.11387e-26, 6.11387e-26, 6.11387e-26, 7.91093e-13, 6.11387e-26, 6.11387e-26, 6.11387e-26, 2.79052e-10, 6.11387e-26, 6.11387e-26, 8.13083e-09, 6.11387e-26, 6.67801e-10, 6.11387e-26, 2.61655e-07, 6.11387e-26, 6.11387e-26, 6.11387e-26
0.404418, 0, 3.47788e-07, 2.13553e-25, 1.41421, -3.47788e-07, 0, 2.13553e-25, 2.13553e-25, 2.13553e-25, 2.13553e-25, 2.13553e-25, 2.13553e-25, 2.13553e-25, 2.13553e-25, 2.3321e-12, 2.13553e-25, 2.13553e-25, 2.13553e-25, 3.59942e-10, 2.13553e-25, 2.13553e-25, 1.17794e-08, 2.13553e-25, 9.39207e-10, 2.13553e-25, 3.34707e-07, 2.13553e-25, 2.13553e-25, 2.13553e-25
0.412296, 0, 4.47028e-07, 7.22848e-25, 1.41421, -4.47028e-07, 0, 2.04857e-15, 4.11697e-12, 3.40848e-14, 6.7307e-11, 5.41837e-11, 4.93502e-10, 1.70292e-10, 1.22837e-12, 4.02741e-11, 5.18008e-11, 3.19607e-11, 6.62278e-10, 4.62817e-10, 2.19691e-11, 7.18382e-13, 1.70176e-08, 4.61109e-13, 1.31696e-09, 1.02915e-15, 4.26574e-07, 7.22848e-25, 7.22848e-25, 5.63281e-11
0.420175, 0, 5.73641e-07, 2.17616e-10, 1.41421, -5.73641e-07, 2.17616e-10, 2.17623e-10, 2.29713e-10, 2.17717e-10, 4.15372e-10, 3.76814e-10, 1.66758e-09, 7.17951e-10, 2.21226e-10, 3.31272e-10, 3.69813e-10, 3.1152e-10, 2.16346e-09, 8.10849e-10, 2.82164e-10, 2.19727e-10, 2.47289e-08, 2.22124e-10, 2.0584e-09, 2.1762e-10, 5.41831e-07, 2.17616e-10, 2.17616e-10, 3.83114e-10
0.428053, 0, 7.35293e-07, 6.38401e-10, 1.41421, -7.35293e-07, 6.38401e-10, 6.38414e-10, 6.65733e-10, 6.38627e-10, 1.08524e-09, 9.98115e-10, 3.91466e-09, 1.76893e-09, 6.46556e-10, 8.91893e-10, 9.82296e-10, 8.50582e-10, 5.03513e-09, 1.39645e-09, 7.84249e-10, 6.4317e-10, 3.58287e-08, 6.55437e-10, 3.20268e-09, 6.38408e-10, 6.85783e-07, 6.38401e-10, 6.38401e-10, 1.01235e-09
0.435932, 0, 9.42554e-07, 1.43991e-09, 1.41421, -9.42554e-07, 1.43991e-09, 1.43994e-09, 1.49592e-09, 1.44037e-09, 2.35562e-09, 2.17708e-09, 8.15403e-09, 3.75674e-09, 1.45662e-09, 1.95612e-09, 2.14466e-09, 1.87474e-09, 1.04502e-08, 2.40562e-09, 1.7388e-09, 1.44968e-09, 5.17858e-08, 1.48353e-09, 4.99931e-09, 1.43992e-09, 8.65141e-07, 1.43991e-09, 1.43991e-09, 2.20626e-09
0.44381, 0, 1.20983e-06, 2.94683e-09, 1.41421, -1.20983e-06, 2.94683e-09, 2.94688e-09, 3.05608e-09, 2.94773e-09, 4.73296e-09, 4.3847e-09, 1.60429e-08, 7.46586e-09, 2.97943e-09, 3.94982e-09, 4.32147e-09, 3.79497e-09, 2.05217e-08, 4.17336e-09, 3.52982e-09, 2.96589e-09, 7.47107e-08, 3.04362e-09, 7.86902e-09, 2.94686e-09, 1.08794e-06, 2.94683e-09, 2.94683e-09, 4.44161e-09
0.451689, 0, 1.5576e-06, 5.74171e-09, 1.41421, -1.5576e-06, 5.74171e-09, 5.74181e-09, 5.94845e-09, 5.74342e-09, 9.12158e-09, 8.46259e-09, 3.05233e-08, 1.4293e-08, 5.80339e-09, 7.63349e-09, 8.34293e-09, 7.34664e-09, 3.89985e-08, 7.29487e-09, 6.8449e-09, 5.77778e-09, 1.07643e-07, 5.94102e-09, 1.25218e-08, 5.74176e-09, 1.36414e-06, 5.74171e-09, 5.74171e-09, 8.57027e-09
0.459567, 0, 2.01599e-06, 1.08559e-08, 1.41421, -2.01599e-06, 1.08559e-08, 1.08561e-08, 1.12388e-08, 1.08591e-08, 1.71144e-08, 1.58942e-08, 5.67438e-08, 2.66904e-08, 1.09702e-08, 1.46765e-08, 1.56726e-08, 1.38278e-08, 7.24373e-08, 1.28169e-08, 1.28987e-08, 1.09227e-08, 1.54978e-07, 1.1248e-08, 2.01678e-08, 1.0856e-08, 1.70615e-06, 1.08559e-08, 1.08559e-08, 1.60936e-08
0.467446, 0, 2.62947e-06, 2.00873e-08, 1.41421, -2.62947e-06, 2.00873e-08, 2.00876e-08, 2.07838e-08, 2.00931e-08, 3.14748e-08, 2.92545e-08, 1.03581e-07, 4.88984e-08, 2.02951e-08, 2.77099e-08, 2.88513e-08, 2.54946e-08, 1.32136e-07, 2.25558e-08, 2.38042e-08, 2.02088e-08, 2.23089e-07, 2.08346e-08, 3.28124e-08, 2.00875e-08, 2.12955e-06, 2.00873e-08, 2.00873e-08, 2.96173e-08
0.475324, 0, 3.47219e-06, 3.65275e-08, 1.41421, -3.47219e-06, 3.65275e-08, 3.65281e-08, 3.77755e-08, 3.65379e-08, 5.69306e-08, 5.29525e-08, 1.86125e-07, 8.81488e-08, 3.68999e-08, 5.80689e-08, 5.22301e-08, 4.62159e-08, 2.37287e-07, 3.96258e-08, 4.31871e-08, 3.67453e-08, 3.21276e-07, 3.79187e-08, 5.38428e-08, 3.65278e-08, 2.65432e-06, 3.65275e-08, 3.65275e-08, 5.36025e-08
0.483203, 0, 4.64675e-06, 6.54123e-08, 1.41421, -4.64675e-06, 6.54123e-08, 6.54134e-08, 6.76166e-08, 6.54305e-08, 1.01449e-07, 9.44231e-08, 3.2964e-07, 1.56589e-07, 6.607e-08, 1.12853e-07, 9.31472e-08, 8.25245e-08, 4.20006e-07, 6.92898e-08, 7.71749e-08, 6.57969e-08, 4.63201e-07, 6.7953e-08, 8.88706e-08, 6.54129e-08, 3.30656e-06, 6.54123e-08, 6.54123e-08, 9.55712e-08
0.491081, 0, 6.31775e-06, 1.15479e-07, 1.41421, -6.31775e-06, 1.15479e-07, 1.1548e-07, 1.19319e-07, 1.1551e-07, 1.78262e-07, 1.66021e-07, 5.75816e-07, 2.74326e-07, 1.16624e-07, 2.105e-07, 1.63798e-07, 1.45291e-07, 7.33249e-07, 1.20317e-07, 1.35971e-07, 1.16149e-07, 6.6893e-07, 1.20043e-07, 1.47118e-07, 1.1548e-07, 4.12109e-06, 1.15479e-07, 1.15479e-07, 1.68021e-07
0.49896, 0, 8.74001e-06, 2.01095e-07, 1.41421, -8.74001e-06, 2.01095e-07, 2.01098e-07, 2.07697e-07, 2.0115e-07, 3.09024e-07, 2.8798e-07, 9.92439e-07, 4.74162e-07, 2.03065e-07, 3.81808e-07, 2.84159e-07, 2.52345e-07, 1.26308e-06, 2.07116e-07, 2.36323e-07, 2.02247e-07, 9.67626e-07, 2.09172e-07, 2.43578e-07, 2.01097e-07, 5.14534e-06, 2.01095e-07, 2.01095e-07, 2.91419e-07
0.506838, 0, 1.23046e-05, 3.45537e-07, 1.41421, -1.23046e-05, 3.45537e-07, 3.45542e-07, 3.56737e-07, 3.45629e-07, 5.28641e-07, 4.9294e-07, 1.68808e-06, 8.08804e-07, 3.48878e-07, 6.73772e-07, 4.86457e-07, 4.32484e-07, 2.14722e-06, 3.53007e-07, 4.05302e-07, 3.47491e-07, 1.40263e-06, 3.59632e-07, 4.02323e-07, 3.4554e-07, 6.44548e-06, 3.45537e-07, 3.45537e-07, 4.98774e-07
0.514717, 0, 1.76233e-05, 5.85954e-07, 1.41421, -1.76233e-05, 5.85954e-07, 5.85964e-07, 6.04709e-07, 5.86109e-07, 8.92567e-07, 8.32784e-07, 2.83407e-06, 1.36171e-06, 5.9155e-07, 1.17317e-06, 8.21929e-07, 7.31549e-07, 3.60291e-06, 5.95197e-07, 6.86033e-07, 5.89227e-07, 2.03758e-06, 6.10223e-07, 6.6152e-07, 5.85959e-07, 8.11508e-06, 5.85954e-07, 5.85954e-07, 8.42553e-07
