   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_261.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00200814, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00585533, 0, 2.93093e-23, 0, 1.41421, -2.93093e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86322e-24, 0, 2.44461e-23, 0, 0
0.0137188, 0, 7.60537e-23, 0, 1.41421, -7.60537e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29296e-23, 0, 6.31241e-23, 0, 0
0.0215823, 0, 1.93051e-22, 0, 1.41421, -1.93051e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35648e-23, 0, 1.59486e-22, 0, 0
0.0294457, 0, 4.80139e-22, 0, 1.41421, -4.80139e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52461e-23, 0, 3.94893e-22, 0, 0
0.0373092, 0, 1.17168e-21, 0, 1.41421, -1.17168e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12169e-22, 0, 9.59508e-22, 0, 0
0.0451727, 0, 2.80868e-21, 0, 1.41421, -2.80868e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18206e-22, 0, 2.29048e-21, 0, 0
0.0530361, 0, 6.62051e-21, 0, 1.41421, -6.62051e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24352e-21, 0, 5.377e-21, 0, 0
0.0608996, 0, 1.53686e-20, 0, 1.41421, -1.53686e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93773e-21, 0, 1.24308e-20, 0, 0
0.0687631, 0, 3.51349e-20, 0, 1.41421, -3.51349e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83056e-21, 0, 2.83044e-20, 0, 0
0.0766266, 0, 7.91617e-20, 0, 1.41421, -7.91617e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56437e-20, 0, 6.3518e-20, 0, 0
0.08449, 0, 1.75885e-19, 0, 1.41421, -1.75885e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5316e-20, 0, 1.40569e-19, 0, 0
0.0923535, 0, 3.85588e-19, 0, 1.41421, -3.85588e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.86377e-20, 0, 3.06951e-19, 0, 0
0.100217, 0, 8.34461e-19, 0, 1.41421, -8.34461e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72805e-19, 0, 6.61657e-19, 0, 0
0.10808, 0, 1.82485e-18, 0, 1.41421, -1.82485e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85311e-19, 0, 1.43954e-18, 0, 0
0.115944, 0, 3.84369e-18, 0, 1.41421, -3.84369e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.23523e-19, 0, 3.02016e-18, 0, 0
0.123807, 0, 8.00352e-18, 0, 1.41421, -8.00352e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73989e-18, 0, 6.26364e-18, 0, 0
0.131671, 0, 1.648e-17, 0, 1.41421, -1.648e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63492e-18, 0, 1.28451e-17, 0, 0
0.139534, 0, 3.35651e-17, 0, 1.41421, -3.35651e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.51155e-18, 0, 2.60536e-17, 0, 0
0.147398, 0, 6.76369e-17, 0, 1.41421, -6.76369e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53586e-17, 0, 5.22783e-17, 0, 0
0.155261, 0, 1.34878e-16, 0, 1.41421, -1.34878e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10796e-17, 0, 1.03799e-16, 0, 0
0.163125, 0, 2.6623e-16, 0, 1.41421, -2.6623e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.22605e-17, 0, 2.0397e-16, 0, 0
0.170988, 0, 5.20253e-16, 0, 1.41421, -5.20253e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.235e-16, 0, 3.96753e-16, 0, 0
0.178852, 0, 1.00669e-15, 0, 1.41421, -1.00669e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42626e-16, 0, 7.64064e-16, 0, 0
0.186715, 0, 1.9292e-15, 0, 1.41421, -1.9292e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72187e-16, 0, 1.45701e-15, 0, 0
0.194579, 0, 3.6621e-15, 0, 1.41421, -3.6621e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10521e-16, 0, 2.75158e-15, 0, 0
0.202442, 0, 6.88691e-15, 0, 1.41421, -6.88691e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73999e-15, 0, 5.14691e-15, 0, 0
0.210306, 0, 1.28329e-14, 0, 1.41421, -1.28329e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29587e-15, 0, 9.537e-15, 0, 0
0.218169, 0, 2.36968e-14, 0, 1.41421, -2.36968e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.1892e-15, 0, 1.75076e-14, 0, 0
0.226032, 0, 4.33695e-14, 0, 1.41421, -4.33695e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15244e-14, 0, 3.18451e-14, 0, 0
0.233896, 0, 7.86791e-14, 0, 1.41421, -7.86791e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1281e-14, 0, 5.73981e-14, 0, 0
0.241759, 0, 1.41505e-13, 0, 1.41421, -1.41505e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89785e-14, 0, 1.02526e-13, 0, 0
0.249623, 0, 2.52331e-13, 0, 1.41421, -2.52331e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0825e-14, 0, 1.81506e-13, 0, 0
0.257486, 0, 4.46182e-13, 0, 1.41421, -4.46182e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27686e-13, 0, 3.18496e-13, 0, 0
0.26535, 0, 7.82439e-13, 0, 1.41421, -7.82439e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28451e-13, 0, 5.53989e-13, 0, 0
0.273213, 0, 1.36093e-12, 0, 1.41421, -1.36093e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05688e-13, 0, 9.55243e-13, 0, 0
0.281077, 0, 2.34813e-12, 0, 1.41421, -2.34813e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.15183e-13, 0, 1.63294e-12, 0, 0
0.28894, 0, 4.01942e-12, 0, 1.41421, -4.01942e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25184e-12, 0, 2.76758e-12, 0, 0
0.296804, 0, 6.82685e-12, 0, 1.41421, -6.82685e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17607e-12, 0, 4.65079e-12, 0, 0
