   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_15.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00909845, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00120636, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00668574, 0, 3.07272e-17, 0, 1.41421, -3.07272e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04543e-19, 0, 0, 6.44913e-22, 0, 3.13999e-20, 0, 3.05906e-17, 0, 0
0.0145778, 0, 5.75003e-17, 0, 1.41421, -5.75003e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95629e-19, 0, 0, 1.22782e-21, 0, 5.98873e-20, 0, 5.72435e-17, 0, 0
0.0224699, 0, 1.06743e-16, 0, 1.41421, -1.06743e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63154e-19, 0, 0, 2.31918e-21, 0, 1.13345e-19, 0, 1.06264e-16, 0, 0
0.030362, 0, 1.96606e-16, 0, 1.41421, -1.96606e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68869e-19, 0, 0, 4.34688e-21, 0, 2.12918e-19, 0, 1.9572e-16, 0, 0
0.0382541, 0, 3.5935e-16, 0, 1.41421, -3.5935e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22251e-18, 0, 0, 8.08607e-21, 0, 3.97054e-19, 0, 3.57722e-16, 0, 0
0.0461462, 0, 6.51865e-16, 0, 1.41421, -6.51865e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21759e-18, 0, 0, 1.49306e-20, 0, 7.35167e-19, 0, 6.48897e-16, 0, 0
0.0540383, 0, 1.17375e-15, 0, 1.41421, -1.17375e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99291e-18, 0, 0, 2.7369e-20, 0, 1.35174e-18, 0, 1.16838e-15, 0, 0
0.0619304, 0, 2.09808e-15, 0, 1.41421, -2.09808e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13716e-18, 0, 0, 4.98126e-20, 0, 2.46852e-18, 0, 2.08843e-15, 0, 0
0.0698225, 0, 3.72345e-15, 0, 1.41421, -3.72345e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26659e-17, 0, 0, 9.00262e-20, 0, 4.47788e-18, 0, 3.70622e-15, 0, 0
0.0777146, 0, 6.56133e-15, 0, 1.41421, -6.56133e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23188e-17, 0, 0, 1.61584e-19, 0, 8.0698e-18, 0, 6.53078e-15, 0, 0
0.0856067, 0, 1.14815e-14, 0, 1.41421, -1.14815e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9054e-17, 0, 0, 2.88054e-19, 0, 1.44497e-17, 0, 1.14277e-14, 0, 0
0.0934988, 0, 1.9953e-14, 0, 1.41421, -1.9953e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78674e-17, 0, 0, 5.10076e-19, 0, 2.57104e-17, 0, 1.98589e-14, 0, 0
0.101391, 0, 3.44393e-14, 0, 1.41421, -3.44393e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17136e-16, 0, 0, 8.97269e-19, 0, 4.54635e-17, 0, 3.42758e-14, 0, 0
0.109283, 0, 5.90429e-14, 0, 1.41421, -5.90429e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00813e-16, 0, 0, 1.56811e-18, 0, 7.99037e-17, 0, 5.87606e-14, 0, 0
0.117175, 0, 1.0055e-13, 0, 1.41421, -1.0055e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41971e-16, 0, 0, 2.72294e-18, 0, 1.39592e-16, 0, 1.00065e-13, 0, 0
0.125067, 0, 1.70107e-13, 0, 1.41421, -1.70107e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.78517e-16, 0, 0, 4.69839e-18, 0, 2.42429e-16, 0, 1.69281e-13, 0, 0
0.132959, 0, 2.859e-13, 0, 1.41421, -2.859e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.72287e-16, 0, 0, 8.05632e-18, 0, 4.18575e-16, 0, 2.84501e-13, 0, 0
