   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_252.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0392552, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0312274, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0231997, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.015172, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00714426, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000883465, 0, 1.17315e-25, 0, 1.41421, -1.17315e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71952e-28, 0, 0, 4.79031e-31, 4.35823e-30, 0, 1.17038e-25, 0, 0
0.00891119, 0, 4.29062e-25, 0, 1.41421, -4.29062e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.94619e-28, 0, 0, 1.76393e-30, 1.74265e-29, 0, 4.28048e-25, 0, 0
0.0169389, 0, 1.46575e-24, 0, 1.41421, -1.46575e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39779e-27, 0, 0, 6.07573e-30, 6.36502e-29, 0, 1.46228e-24, 0, 0
0.0249666, 0, 4.74488e-24, 0, 1.41421, -4.74488e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09992e-26, 0, 0, 1.98474e-29, 2.17334e-28, 0, 4.73365e-24, 0, 0
0.0329944, 0, 1.46947e-23, 0, 1.41421, -1.46947e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4064e-26, 0, 0, 6.2056e-29, 7.03605e-28, 0, 1.46599e-23, 0, 0
