   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_689.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0170096, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00912517, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00124073, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00664371, 0, 8.80848e-17, 0, 1.41421, -8.80848e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75496e-19, 0, 0, 1.14198e-19, 0, 2.61809e-18, 0, 8.50771e-17, 0, 0, 0
0.0145282, 0, 1.54182e-16, 0, 1.41421, -1.54182e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81905e-19, 0, 0, 2.03253e-19, 0, 4.6781e-18, 0, 1.48819e-16, 0, 0, 0
0.0224126, 0, 2.68142e-16, 0, 1.41421, -2.68142e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.37515e-19, 0, 0, 3.59461e-19, 0, 8.30842e-18, 0, 2.58636e-16, 0, 0, 0
0.030297, 0, 4.63383e-16, 0, 1.41421, -4.63383e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4463e-18, 0, 0, 6.31761e-19, 0, 1.46687e-17, 0, 4.46636e-16, 0, 0, 0
0.0381815, 0, 7.95797e-16, 0, 1.41421, -7.95797e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48196e-18, 0, 0, 1.10353e-18, 0, 2.57475e-17, 0, 7.66464e-16, 0, 0, 0
0.0460659, 0, 1.35829e-15, 0, 1.41421, -1.35829e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23297e-18, 0, 0, 1.916e-18, 0, 4.49368e-17, 0, 1.3072e-15, 0, 0, 0
0.0539504, 0, 2.30433e-15, 0, 1.41421, -2.30433e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.17538e-18, 0, 0, 3.30688e-18, 0, 7.79898e-17, 0, 2.21586e-15, 0, 0, 0
0.0618348, 0, 3.88596e-15, 0, 1.41421, -3.88596e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.209e-17, 0, 0, 5.6741e-18, 0, 1.34613e-16, 0, 3.73358e-15, 0, 0, 0
0.0697193, 0, 6.51449e-15, 0, 1.41421, -6.51449e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02499e-17, 0, 0, 9.6797e-18, 0, 2.31091e-16, 0, 6.25346e-15, 0, 0, 0
0.0776037, 0, 1.08573e-14, 0, 1.41421, -1.08573e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37179e-17, 0, 0, 1.64191e-17, 0, 3.94613e-16, 0, 1.04126e-14, 0, 0, 0
0.0854882, 0, 1.79909e-14, 0, 1.41421, -1.79909e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58169e-17, 0, 0, 2.7694e-17, 0, 6.70321e-16, 0, 1.72371e-14, 0, 0, 0
0.0933726, 0, 2.96413e-14, 0, 1.41421, -2.96413e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.18678e-17, 0, 0, 4.64533e-17, 0, 1.1328e-15, 0, 2.83702e-14, 0, 0, 0
0.101257, 0, 4.85599e-14, 0, 1.41421, -4.85599e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50341e-16, 0, 0, 7.74947e-17, 0, 1.90463e-15, 0, 4.64274e-14, 0, 0, 0
0.109141, 0, 7.91074e-14, 0, 1.41421, -7.91074e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44639e-16, 0, 0, 1.28582e-16, 0, 3.18628e-15, 0, 7.55479e-14, 0, 0, 0
0.117026, 0, 1.28155e-13, 0, 1.41421, -1.28155e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95849e-16, 0, 0, 2.12212e-16, 0, 5.30399e-15, 0, 1.22243e-13, 0, 0, 0
0.12491, 0, 2.06469e-13, 0, 1.41421, -2.06469e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3695e-16, 0, 0, 3.48395e-16, 0, 8.78605e-15, 0, 1.96697e-13, 0, 0, 0
0.132795, 0, 3.30819e-13, 0, 1.41421, -3.30819e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01923e-15, 0, 0, 5.69008e-16, 0, 1.44839e-14, 0, 3.14747e-13, 0, 0, 0
0.140679, 0, 5.27183e-13, 0, 1.41421, -5.27183e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62197e-15, 0, 0, 9.24567e-16, 0, 2.37639e-14, 0, 5.00872e-13, 0, 0, 0
0.148564, 0, 8.35571e-13, 0, 1.41421, -8.35571e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56703e-15, 0, 0, 1.49475e-15, 0, 3.88077e-14, 0, 7.92702e-13, 0, 0, 0
0.156448, 0, 1.31726e-12, 0, 1.41421, -1.31726e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04067e-15, 0, 0, 2.40458e-15, 0, 6.30822e-14, 0, 1.24774e-12, 0, 0, 0
0.164333, 0, 2.06558e-12, 0, 1.41421, -2.06558e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32586e-15, 0, 0, 3.84938e-15, 0, 1.02073e-13, 0, 1.95333e-12, 0, 0, 0
0.172217, 0, 3.22187e-12, 0, 1.41421, -3.22187e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.85011e-15, 0, 0, 6.13287e-15, 0, 1.64421e-13, 0, 3.04146e-12, 0, 0, 0
0.180101, 0, 4.999e-12, 0, 1.41421, -4.999e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52556e-14, 0, 0, 9.72581e-15, 0, 2.63682e-13, 0, 4.71033e-12, 0, 0, 0
0.187986, 0, 7.71581e-12, 0, 1.41421, -7.71581e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35016e-14, 0, 0, 1.53538e-14, 0, 4.21028e-13, 0, 7.25593e-12, 0, 0, 0
0.19587, 0, 1.18472e-11, 0, 1.41421, -1.18472e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60122e-14, 0, 0, 2.41317e-14, 0, 6.69395e-13, 0, 1.11177e-11, 0, 0, 0
0.203755, 0, 1.80969e-11, 0, 1.41421, -1.80969e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48911e-14, 0, 0, 3.77669e-14, 0, 1.05982e-12, 0, 1.69444e-11, 0, 0, 0
0.211639, 0, 2.75015e-11, 0, 1.41421, -2.75015e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.32262e-14, 0, 0, 5.88646e-14, 0, 1.6711e-12, 0, 2.56883e-11, 0, 0, 0
0.219524, 0, 4.15803e-11, 0, 1.41421, -4.15803e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25526e-13, 0, 0, 9.13893e-14, 0, 2.62442e-12, 0, 3.87389e-11, 0, 0, 0
0.227408, 0, 6.25481e-11, 0, 1.41421, -6.25481e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88336e-13, 0, 0, 1.41359e-13, 0, 4.10557e-12, 0, 5.81129e-11, 0, 0, 0
0.235293, 0, 9.36167e-11, 0, 1.41421, -9.36167e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81104e-13, 0, 0, 2.17888e-13, 0, 6.39841e-12, 0, 8.67193e-11, 0, 0, 0
