   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_294.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00155328, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00630415, 0, 2.40485e-14, 0, 1.41421, -2.40485e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02628e-16, 0, 0, 2.79742e-16, 0, 2.44448e-17, 0, 2.34417e-14, 0, 0
0.0141616, 0, 3.66278e-14, 0, 1.41421, -3.66278e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60812e-16, 0, 0, 4.34061e-16, 0, 3.84528e-17, 0, 3.56945e-14, 0, 0
0.022019, 0, 5.55505e-14, 0, 1.41421, -5.55505e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98697e-16, 0, 0, 6.70801e-16, 0, 6.02574e-17, 0, 5.41207e-14, 0, 0
0.0298765, 0, 8.38939e-14, 0, 1.41421, -8.38939e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05491e-15, 0, 0, 1.03254e-15, 0, 9.40691e-17, 0, 8.17124e-14, 0, 0
0.0377339, 0, 1.26167e-13, 0, 1.41421, -1.26167e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58603e-15, 0, 0, 1.58312e-15, 0, 1.4631e-16, 0, 1.22852e-13, 0, 0
0.0455913, 0, 1.8895e-13, 0, 1.41421, -1.8895e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3746e-15, 0, 0, 2.41785e-15, 0, 2.26719e-16, 0, 1.8393e-13, 0, 0
0.0534488, 0, 2.81798e-13, 0, 1.41421, -2.81798e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54044e-15, 0, 0, 3.67858e-15, 0, 3.50025e-16, 0, 2.74229e-13, 0, 0
0.0613062, 0, 4.18535e-13, 0, 1.41421, -4.18535e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2568e-15, 0, 0, 5.57559e-15, 0, 5.38418e-16, 0, 4.07164e-13, 0, 0
0.0691637, 0, 6.19064e-13, 0, 1.41421, -6.19064e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.77307e-15, 0, 0, 8.41982e-15, 0, 8.25207e-16, 0, 6.02046e-13, 0, 0
0.0770211, 0, 9.11919e-13, 0, 1.41421, -9.11919e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14466e-14, 0, 0, 1.26689e-14, 0, 1.26021e-15, 0, 8.86544e-13, 0, 0
0.0848785, 0, 1.33783e-12, 0, 1.41421, -1.33783e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67873e-14, 0, 0, 1.89945e-14, 0, 1.91764e-15, 0, 1.30013e-12, 0, 0
0.092736, 0, 1.95469e-12, 0, 1.41421, -1.95469e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45195e-14, 0, 0, 2.83795e-14, 0, 2.90776e-15, 0, 1.89888e-12, 0, 0
0.100593, 0, 2.84441e-12, 0, 1.41421, -2.84441e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56678e-14, 0, 0, 4.2258e-14, 0, 4.39366e-15, 0, 2.76209e-12, 0, 0
0.108451, 0, 4.1224e-12, 0, 1.41421, -4.1224e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16752e-14, 0, 0, 6.27171e-14, 0, 6.61589e-15, 0, 4.0014e-12, 0, 0
0.116308, 0, 5.9506e-12, 0, 1.41421, -5.9506e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45647e-14, 0, 0, 9.27857e-14, 0, 9.92796e-15, 0, 5.77332e-12, 0, 0
0.124166, 0, 8.55517e-12, 0, 1.41421, -8.55517e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07161e-13, 0, 0, 1.36852e-13, 0, 1.48478e-14, 0, 8.29631e-12, 0, 0
0.132023, 0, 1.22507e-11, 0, 1.41421, -1.22507e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53391e-13, 0, 0, 2.01256e-13, 0, 2.21315e-14, 0, 1.18739e-11, 0, 0
0.139881, 0, 1.74729e-11, 0, 1.41421, -1.74729e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1869e-13, 0, 0, 2.95152e-13, 0, 3.28799e-14, 0, 1.69262e-11, 0, 0
0.147738, 0, 2.48225e-11, 0, 1.41421, -2.48225e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10547e-13, 0, 0, 4.31726e-13, 0, 4.86902e-14, 0, 2.40316e-11, 0, 0
0.155595, 0, 3.51246e-11, 0, 1.41421, -3.51246e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39241e-13, 0, 0, 6.29961e-13, 0, 7.18732e-14, 0, 3.39835e-11, 0, 0
0.163453, 0, 4.95073e-11, 0, 1.41421, -4.95073e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.18819e-13, 0, 0, 9.17163e-13, 0, 1.05763e-13, 0, 4.78656e-11, 0, 0
0.17131, 0, 6.95068e-11, 0, 1.41421, -6.95068e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.68388e-13, 0, 0, 1.33259e-12, 0, 1.55157e-13, 0, 6.71507e-11, 0, 0
0.179168, 0, 9.72065e-11, 0, 1.41421, -9.72065e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21384e-12, 0, 0, 1.93267e-12, 0, 2.26938e-13, 0, 9.3833e-11, 0, 0
0.187025, 0, 1.35419e-10, 0, 1.41421, -1.35419e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69011e-12, 0, 0, 2.79853e-12, 0, 3.30956e-13, 0, 1.30599e-10, 0, 0
0.194883, 0, 1.87928e-10, 0, 1.41421, -1.87928e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34413e-12, 0, 0, 4.04685e-12, 0, 4.81277e-13, 0, 1.81056e-10, 0, 0
0.20274, 0, 2.59803e-10, 1.54143e-44, 1.41421, -2.59803e-10, 0, 1.54143e-44, 1.54143e-44, 1.54143e-44, 1.54143e-44, 1.54143e-44, 1.54143e-44, 1.54143e-44, 1.54143e-44, 1.54143e-44, 1.54143e-44, 3.23869e-12, 1.54143e-44, 1.54143e-44, 5.84558e-12, 1.54143e-44, 6.97936e-13, 1.54143e-44, 2.50021e-10, 1.54143e-44, 1.54143e-44
0.210598, 0, 3.57805e-10, 2.78858e-43, 1.41421, -3.57805e-10, 0, 2.78858e-43, 2.78858e-43, 2.78858e-43, 2.78858e-43, 2.78858e-43, 2.78858e-43, 2.78858e-43, 2.78858e-43, 2.78858e-43, 2.78858e-43, 4.45746e-12, 2.78858e-43, 2.78858e-43, 8.43659e-12, 2.78858e-43, 1.00941e-12, 2.78858e-43, 3.43902e-10, 2.78858e-43, 2.78858e-43
