   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_135.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00250953, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00535606, 0, 6.43358e-18, 0, 1.41421, -6.43358e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32701e-20, 0, 0, 1.45007e-22, 2.26255e-20, 0, 6.34754e-18, 0, 0
0.0132217, 0, 1.18527e-17, 0, 1.41421, -1.18527e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16555e-19, 0, 0, 2.71301e-22, 4.25109e-20, 0, 1.16933e-17, 0, 0
0.0210872, 0, 2.16663e-17, 0, 1.41421, -2.16663e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13044e-19, 0, 0, 5.03711e-22, 7.92733e-20, 0, 2.13735e-17, 0, 0
0.0289528, 0, 3.93039e-17, 0, 1.41421, -3.93039e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86444e-19, 0, 0, 9.28238e-22, 1.46747e-19, 0, 3.87697e-17, 0, 0
0.0368184, 0, 7.07676e-17, 0, 1.41421, -7.07676e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.95747e-19, 0, 0, 1.69808e-21, 2.69723e-19, 0, 6.98004e-17, 0, 0
0.044684, 0, 1.26487e-16, 0, 1.41421, -1.26487e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24345e-18, 0, 0, 3.08425e-21, 4.92321e-19, 0, 1.24748e-16, 0, 0
0.0525496, 0, 2.24455e-16, 0, 1.41421, -2.24455e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20635e-18, 0, 0, 5.56284e-21, 8.92566e-19, 0, 2.21351e-16, 0, 0
0.0604152, 0, 3.95493e-16, 0, 1.41421, -3.95493e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88727e-18, 0, 0, 9.96454e-21, 1.60754e-18, 0, 3.89989e-16, 0, 0
0.0682808, 0, 6.92029e-16, 0, 1.41421, -6.92029e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80127e-18, 0, 0, 1.77291e-20, 2.8766e-18, 0, 6.82334e-16, 0, 0
0.0761464, 0, 1.20263e-15, 0, 1.41421, -1.20263e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18183e-17, 0, 0, 3.13356e-20, 5.11512e-18, 0, 1.18567e-15, 0, 0
0.084012, 0, 2.07591e-15, 0, 1.41421, -2.07591e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0398e-17, 0, 0, 5.50249e-20, 9.03959e-18, 0, 2.04642e-15, 0, 0
0.0918776, 0, 3.5595e-15, 0, 1.41421, -3.5595e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4972e-17, 0, 0, 9.60045e-20, 1.58786e-17, 0, 3.50855e-15, 0, 0
0.0997432, 0, 6.06333e-15, 0, 1.41421, -6.06333e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95654e-17, 0, 0, 1.66448e-19, 2.77264e-17, 0, 5.97588e-15, 0, 0
0.107609, 0, 1.02615e-14, 0, 1.41421, -1.02615e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00796e-16, 0, 0, 2.86785e-19, 4.81332e-17, 0, 1.01123e-14, 0, 0
0.115474, 0, 1.72551e-14, 0, 1.41421, -1.72551e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6947e-16, 0, 0, 4.91102e-19, 8.30822e-17, 0, 1.7002e-14, 0, 0
0.12334, 0, 2.8831e-14, 0, 1.41421, -2.8831e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83126e-16, 0, 0, 8.35916e-19, 1.42602e-16, 0, 2.84044e-14, 0, 0
0.131206, 0, 4.78701e-14, 0, 1.41421, -4.78701e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.7003e-16, 0, 0, 1.41437e-18, 2.43409e-16, 0, 4.71553e-14, 0, 0
0.139071, 0, 7.89869e-14, 0, 1.41421, -7.89869e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7545e-16, 0, 0, 2.37907e-18, 4.13215e-16, 0, 7.77958e-14, 0, 0
0.146937, 0, 1.29525e-13, 0, 1.41421, -1.29525e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27141e-15, 0, 0, 3.97859e-18, 6.97714e-16, 0, 1.27552e-13, 0, 0
0.154802, 0, 2.11096e-13, 0, 1.41421, -2.11096e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07179e-15, 0, 0, 6.61552e-18, 1.17186e-15, 0, 2.07845e-13, 0, 0
0.162668, 0, 3.41943e-13, 0, 1.41421, -3.41943e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35544e-15, 0, 0, 1.09382e-17, 1.95792e-15, 0, 3.36618e-13, 0, 0
