   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_321.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0755027, 0, 4.98977e-19, 0, 1.41421, -4.98977e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.54689e-20, 0, 4.23508e-19, 0, 0, 0
0.0833682, 0, 1.05327e-18, 0, 1.41421, -1.05327e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61965e-19, 0, 8.91309e-19, 0, 0, 0
0.0912337, 0, 2.1979e-18, 0, 1.41421, -2.1979e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43566e-19, 0, 1.85433e-18, 0, 0, 0
0.0990991, 0, 4.53578e-18, 0, 1.41421, -4.53578e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.20738e-19, 0, 3.81504e-18, 0, 0, 0
0.106965, 0, 9.42472e-18, 0, 1.41421, -9.42472e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52887e-18, 0, 7.89585e-18, 0, 0, 0
0.11483, 0, 1.9001e-17, 0, 1.41421, -1.9001e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13232e-18, 0, 1.58687e-17, 0, 0, 0
0.122696, 0, 3.79221e-17, 0, 1.41421, -3.79221e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.35334e-18, 0, 3.15688e-17, 0, 0, 0
0.130561, 0, 7.49399e-17, 0, 1.41421, -7.49399e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27613e-17, 0, 6.21786e-17, 0, 0, 0
0.138427, 0, 1.46664e-16, 0, 1.41421, -1.46664e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53889e-17, 0, 1.21275e-16, 0, 0, 0
0.146292, 0, 2.8432e-16, 0, 1.41421, -2.8432e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00437e-17, 0, 2.34276e-16, 0, 0, 0
0.154158, 0, 5.46056e-16, 0, 1.41421, -5.46056e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.77472e-17, 0, 4.48309e-16, 0, 0, 0
0.162023, 0, 1.03916e-15, 0, 1.41421, -1.03916e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8923e-16, 0, 8.49932e-16, 0, 0, 0
0.169889, 0, 1.9598e-15, 0, 1.41421, -1.9598e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63155e-16, 0, 1.59665e-15, 0, 0, 0
0.177754, 0, 3.66337e-15, 0, 1.41421, -3.66337e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.91005e-16, 0, 2.97237e-15, 0, 0, 0
0.185619, 0, 6.78811e-15, 0, 1.41421, -6.78811e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30386e-15, 0, 5.48425e-15, 0, 0, 0
0.193485, 0, 1.24701e-14, 0, 1.41421, -1.24701e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44012e-15, 0, 1.00299e-14, 0, 0, 0
0.20135, 0, 2.27139e-14, 0, 1.41421, -2.27139e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5299e-15, 0, 1.8184e-14, 0, 0, 0
0.209216, 0, 4.10263e-14, 0, 1.41421, -4.10263e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.34304e-15, 0, 3.26833e-14, 0, 0, 0
0.217081, 0, 7.34906e-14, 0, 1.41421, -7.34906e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52469e-14, 0, 5.82436e-14, 0, 0, 0
0.224947, 0, 1.30569e-13, 0, 1.41421, -1.30569e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76516e-14, 0, 1.02918e-13, 0, 0, 0
0.232812, 0, 2.30109e-13, 0, 1.41421, -2.30109e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97733e-14, 0, 1.80336e-13, 0, 0, 0
0.240678, 0, 4.02301e-13, 0, 1.41421, -4.02301e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8934e-14, 0, 3.13367e-13, 0, 0, 0
0.248543, 0, 6.97819e-13, 0, 1.41421, -6.97819e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57771e-13, 0, 5.40048e-13, 0, 0, 0
0.256409, 0, 1.20102e-12, 0, 1.41421, -1.20102e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77921e-13, 0, 9.23095e-13, 0, 0, 0
0.264274, 0, 2.05121e-12, 0, 1.41421, -2.05121e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86199e-13, 0, 1.56501e-12, 0, 0, 0
0.27214, 0, 3.47676e-12, 0, 1.41421, -3.47676e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44844e-13, 0, 2.63192e-12, 0, 0, 0
0.280005, 0, 5.84907e-12, 0, 1.41421, -5.84907e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45842e-12, 0, 4.39065e-12, 0, 0, 0
0.287871, 0, 9.76786e-12, 0, 1.41421, -9.76786e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50158e-12, 0, 7.26628e-12, 0, 0, 0
0.295736, 0, 1.61945e-11, 0, 1.41421, -1.61945e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26443e-12, 0, 1.193e-11, 0, 0, 0
0.303602, 0, 2.66591e-11, 0, 1.41421, -2.66591e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.22629e-12, 0, 1.94328e-11, 0, 0, 0
0.311467, 0, 4.35815e-11, 0, 1.41421, -4.35815e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21755e-11, 0, 3.14061e-11, 0, 0, 0
0.319333, 0, 7.07639e-11, 6.85235e-43, 1.41421, -7.07639e-11, 6.85235e-43, 0, 6.85235e-43, 6.85235e-43, 6.85235e-43, 6.85235e-43, 6.85235e-43, 6.85235e-43, 6.85235e-43, 6.85235e-43, 6.85235e-43, 6.85235e-43, 6.85235e-43, 2.04028e-11, 6.85235e-43, 5.03611e-11, 6.85235e-43, 6.85235e-43, 6.85235e-43
0.327198, 0, 1.14144e-10, 1.15355e-41, 1.41421, -1.14144e-10, 1.15355e-41, 0, 1.15355e-41, 1.15355e-41, 1.15355e-41, 1.15355e-41, 1.15355e-41, 1.15355e-41, 1.15355e-41, 1.15355e-41, 1.15355e-41, 1.15355e-41, 1.15355e-41, 3.40137e-11, 1.15355e-41, 8.01307e-11, 1.15355e-41, 1.15355e-41, 1.15355e-41
0.335064, 0, 1.82947e-10, 1.60541e-40, 1.41421, -1.82947e-10, 1.60541e-40, 0, 1.60541e-40, 1.60541e-40, 1.60541e-40, 1.60541e-40, 1.60541e-40, 1.60541e-40, 1.60541e-40, 1.60541e-40, 1.60541e-40, 1.60541e-40, 1.60541e-40, 5.64316e-11, 1.60541e-40, 1.26515e-10, 1.60541e-40, 1.60541e-40, 1.60541e-40
0.342929, 0, 2.91426e-10, 1.9866e-39, 1.41421, -2.91426e-10, 1.9866e-39, 0, 1.9866e-39, 1.9866e-39, 1.9866e-39, 1.9866e-39, 1.9866e-39, 1.9866e-39, 1.9866e-39, 1.9866e-39, 1.9866e-39, 1.9866e-39, 1.9866e-39, 9.32065e-11, 1.9866e-39, 1.98219e-10, 1.9866e-39, 1.9866e-39, 1.9866e-39
0.350795, 0, 4.61512e-10, 2.20071e-38, 1.41421, -4.61512e-10, 2.20071e-38, 0, 2.20071e-38, 2.20071e-38, 2.20071e-38, 2.20071e-38, 2.20071e-38, 2.20071e-38, 2.20071e-38, 2.20071e-38, 2.20071e-38, 2.20071e-38, 2.20071e-38, 1.53317e-10, 2.20071e-38, 3.08195e-10, 2.20071e-38, 2.20071e-38, 2.20071e-38
0.35866, 0, 7.2682e-10, 2.20813e-37, 1.41421, -7.2682e-10, 2.20813e-37, 0, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.20813e-37, 2.51263e-10, 2.20813e-37, 4.75557e-10, 2.20813e-37, 2.20813e-37, 2.20813e-37
0.366526, 0, 1.13871e-09, 2.01597e-36, 1.41421, -1.13871e-09, 2.01597e-36, 0, 2.01597e-36, 2.01597e-36, 2.01597e-36, 2.01597e-36, 2.01597e-36, 2.01597e-36, 2.01597e-36, 2.01597e-36, 2.01597e-36, 2.01597e-36, 2.01597e-36, 4.10434e-10, 2.01597e-36, 7.28273e-10, 2.01597e-36, 2.01597e-36, 2.01597e-36
0.374391, 0, 1.77546e-09, 1.68452e-35, 1.41421, -1.77546e-09, 1.68452e-35, 0, 1.68452e-35, 1.68452e-35, 1.68452e-35, 1.68452e-35, 1.68452e-35, 1.68452e-35, 1.68452e-35, 1.68452e-35, 1.68452e-35, 1.68452e-35, 1.68452e-35, 6.68529e-10, 1.68452e-35, 1.10694e-09, 1.68452e-35, 1.68452e-35, 1.68452e-35
0.382257, 0, 2.75624e-09, 1.29343e-34, 1.41421, -2.75624e-09, 1.29343e-34, 0, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.29343e-34, 1.08628e-09, 1.29343e-34, 1.66996e-09, 1.29343e-34, 1.29343e-34, 1.29343e-34
0.390122, 0, 4.26224e-09, 8.98456e-34, 1.41421, -4.26224e-09, 8.98456e-34, 0, 8.98456e-34, 8.98456e-34, 8.98456e-34, 8.98456e-34, 8.98456e-34, 8.98456e-34, 8.98456e-34, 8.98456e-34, 8.98456e-34, 8.98456e-34, 8.98456e-34, 1.76149e-09, 8.98456e-34, 2.50075e-09, 8.98456e-34, 8.98456e-34, 8.98456e-34
0.397988, 0, 6.57295e-09, 1.44422e-32, 1.41421, -6.57295e-09, 1.44422e-32, 0, 1.44422e-32, 1.44422e-32, 1.44422e-32, 1.44422e-32, 1.44422e-32, 1.44422e-32, 1.44422e-32, 1.44422e-32, 1.44422e-32, 1.44422e-32, 1.44422e-32, 2.85547e-09, 1.44422e-32, 3.71748e-09, 1.44422e-32, 1.44422e-32, 1.44422e-32
0.405853, 0, 1.01017e-08, 7.70382e-32, 1.41421, -1.01017e-08, 7.70382e-32, 0, 7.70382e-32, 7.70382e-32, 7.70382e-32, 7.70382e-32, 7.70382e-32, 7.70382e-32, 7.70382e-32, 7.70382e-32, 7.70382e-32, 7.70382e-32, 7.70382e-32, 4.61596e-09, 7.70382e-32, 5.48571e-09, 7.70382e-32, 7.70382e-32, 7.70382e-32
0.413718, 0, 1.54898e-08, 4.1234e-31, 1.41421, -1.54898e-08, 4.1234e-31, 0, 4.1234e-31, 4.1234e-31, 4.1234e-31, 4.1234e-31, 4.1234e-31, 4.1234e-31, 4.1234e-31, 4.1234e-31, 4.1234e-31, 4.1234e-31, 4.1234e-31, 7.45336e-09, 4.1234e-31, 8.03649e-09, 4.1234e-31, 4.1234e-31, 4.1234e-31
0.421584, 0, 2.37119e-08, 2.12539e-30, 1.41421, -2.37119e-08, 2.12539e-30, 0, 2.12539e-30, 2.12539e-30, 2.12539e-30, 2.12539e-30, 2.12539e-30, 2.12539e-30, 2.12539e-30, 2.12539e-30, 2.12539e-30, 2.12539e-30, 2.12539e-30, 1.20229e-08, 2.12539e-30, 1.16889e-08, 2.12539e-30, 2.12539e-30, 2.12539e-30
0.429449, 0, 3.62562e-08, 1.03912e-29, 1.41421, -3.62562e-08, 1.03912e-29, 0, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.03912e-29, 1.93757e-08, 1.03912e-29, 1.68804e-08, 1.03912e-29, 1.03912e-29, 1.03912e-29
0.437315, 0, 5.53994e-08, 4.83098e-29, 1.41421, -5.53994e-08, 4.83098e-29, 0, 4.83098e-29, 4.83098e-29, 4.83098e-29, 4.83098e-29, 4.83098e-29, 4.83098e-29, 4.83098e-29, 4.83098e-29, 4.83098e-29, 4.83098e-29, 4.83098e-29, 3.11935e-08, 4.83098e-29, 2.4206e-08, 4.83098e-29, 4.83098e-29, 4.83098e-29
0.44518, 0, 8.4627e-08, 2.17103e-28, 1.41421, -8.4627e-08, 2.17103e-28, 0, 2.17103e-28, 2.17103e-28, 2.17103e-28, 2.17103e-28, 2.17103e-28, 2.17103e-28, 2.17103e-28, 2.17103e-28, 2.17103e-28, 2.17103e-28, 2.17103e-28, 5.01587e-08, 2.17103e-28, 3.44683e-08, 2.17103e-28, 2.17103e-28, 2.17103e-28
0.453046, 0, 1.29276e-07, 9.34212e-28, 1.41421, -1.29276e-07, 9.34212e-28, 0, 9.34212e-28, 9.34212e-28, 9.34212e-28, 9.34212e-28, 9.34212e-28, 9.34212e-28, 9.34212e-28, 9.34212e-28, 9.34212e-28, 9.34212e-28, 9.34212e-28, 8.0534e-08, 9.34212e-28, 4.87422e-08, 9.34212e-28, 9.34212e-28, 9.34212e-28
0.460911, 0, 1.97516e-07, 3.83543e-27, 1.41421, -1.97516e-07, 3.83543e-27, 0, 3.83543e-27, 3.83543e-27, 3.83543e-27, 3.83543e-27, 3.83543e-27, 3.83543e-27, 3.83543e-27, 3.83543e-27, 3.83543e-27, 3.83543e-27, 3.83543e-27, 1.2906e-07, 3.83543e-27, 6.8456e-08, 3.83543e-27, 3.83543e-27, 3.83543e-27
0.468777, 0, 3.01828e-07, 1.50398e-26, 1.41421, -3.01828e-07, 1.50398e-26, 0, 1.50398e-26, 1.50398e-26, 1.50398e-26, 1.50398e-26, 1.50398e-26, 1.50398e-26, 1.50398e-26, 1.50398e-26, 1.50398e-26, 1.50398e-26, 1.50398e-26, 2.06335e-07, 1.50398e-26, 9.54925e-08, 1.50398e-26, 1.50398e-26, 1.50398e-26
0.476642, 0, 4.61239e-07, 5.63963e-26, 1.41421, -4.61239e-07, 5.63963e-26, 0, 5.63963e-26, 5.63963e-26, 5.63963e-26, 5.63963e-26, 5.63963e-26, 5.63963e-26, 5.63963e-26, 5.63963e-26, 5.63963e-26, 5.63963e-26, 5.63963e-26, 3.28923e-07, 5.63963e-26, 1.32316e-07, 5.63963e-26, 5.63963e-26, 5.63963e-26
0.484508, 0, 7.04637e-07, 2.02572e-25, 1.41421, -7.04637e-07, 2.02572e-25, 0, 2.02572e-25, 2.02572e-25, 2.02572e-25, 2.02572e-25, 2.02572e-25, 2.02572e-25, 2.02572e-25, 2.02572e-25, 2.02572e-25, 2.02572e-25, 2.02572e-25, 5.2251e-07, 2.02572e-25, 1.82127e-07, 2.02572e-25, 2.02572e-25, 2.02572e-25
0.492373, 0, 1.07642e-06, 7.04742e-25, 1.41421, -1.07642e-06, 3.1867e-11, 0, 2.83637e-11, 2.37248e-10, 1.02508e-11, 1.87461e-10, 9.06045e-11, 5.07767e-11, 2.62482e-12, 5.90877e-11, 1.68686e-12, 4.41129e-14, 5.85216e-14, 8.26636e-07, 9.61123e-16, 2.49078e-07, 7.04742e-25, 7.04742e-25, 4.33927e-12
0.500239, 0, 1.64255e-06, 7.42067e-11, 1.41421, -1.64255e-06, 1.82551e-10, 7.42067e-11, 1.70641e-10, 8.80827e-10, 1.09059e-10, 7.11558e-10, 3.82253e-10, 2.46843e-10, 8.31309e-11, 2.75099e-10, 7.99419e-11, 7.43567e-11, 7.4897e-11, 1.3017e-06, 7.421e-11, 3.38531e-07, 7.42067e-11, 7.42067e-11, 8.89599e-11
0.508104, 0, 2.50231e-06, 2.48561e-10, 1.41421, -2.50231e-06, 5.35138e-10, 2.48561e-10, 5.03633e-10, 2.38211e-09, 3.40746e-10, 1.93438e-09, 1.06336e-09, 7.05191e-10, 2.72166e-10, 7.7993e-10, 2.63731e-10, 2.48958e-10, 2.51319e-10, 2.03895e-06, 2.4857e-10, 4.57275e-07, 2.48561e-10, 2.48561e-10, 2.87584e-10
0.51597, 0, 3.80373e-06, 6.49212e-10, 1.41421, -3.80373e-06, 1.34053e-09, 6.49212e-10, 1.26453e-09, 5.796e-09, 8.71591e-10, 4.71595e-09, 2.61476e-09, 1.75075e-09, 7.06154e-10, 1.93104e-09, 6.85806e-10, 6.50169e-10, 6.57148e-10, 3.17504e-06, 6.49233e-10, 6.14054e-07, 6.49212e-10, 6.49212e-10, 7.43347e-10
0.523835, 0, 5.76632e-06, 1.55368e-09, 1.41421, -5.76632e-06, 3.14185e-09, 1.55368e-09, 2.96726e-09, 1.33776e-08, 2.06456e-09, 1.08963e-08, 6.06919e-09, 4.08427e-09, 1.68449e-09, 4.49847e-09, 1.63775e-09, 1.55588e-09, 1.57383e-09, 4.91277e-06, 1.55373e-09, 8.19981e-07, 1.55368e-09, 1.55368e-09, 1.76994e-09
0.531701, 0, 8.71395e-06, 3.55115e-09, 1.41421, -8.71395e-06, 7.07992e-09, 3.55115e-09, 6.69198e-09, 2.98226e-08, 4.68627e-09, 2.43095e-08, 1.35842e-08, 9.17387e-09, 3.84181e-09, 1.00942e-08, 3.73795e-09, 3.55604e-09, 3.599e-09, 7.55008e-06, 3.55126e-09, 1.08938e-06, 3.55115e-09, 3.55115e-09, 4.03166e-09
0.539566, 0, 1.31347e-05, 7.86154e-09, 1.41421, -1.31347e-05, 1.54918e-08, 7.86154e-09, 1.4653e-08, 6.46683e-08, 1.0316e-08, 5.27474e-08, 2.95559e-08, 2.00195e-08, 8.49002e-09, 2.20095e-08, 8.26544e-09, 7.8721e-09, 7.97033e-09, 1.15329e-05, 7.86177e-09, 1.44089e-06, 7.86154e-09, 7.86154e-09, 8.90054e-09
0.547432, 0, 1.97108e-05, 1.69481e-08, 1.41421, -1.97108e-05, 3.30472e-08, 1.69481e-08, 3.12774e-08, 1.36806e-07, 2.21268e-08, 1.11653e-07, 6.27214e-08, 4.26004e-08, 1.82741e-08, 4.67991e-08, 1.78003e-08, 1.69703e-08, 1.71875e-08, 1.74724e-05, 1.69485e-08, 1.89927e-06, 1.69481e-08, 1.69481e-08, 1.91403e-08
0.555297, 0, 2.94656e-05, 3.5662e-08, 1.41421, -2.94656e-05, 6.88481e-08, 3.5662e-08, 6.51998e-08, 2.82731e-07, 4.63371e-08, 2.30883e-07, 1.30017e-07, 8.85406e-08, 3.83954e-08, 9.71955e-08, 3.74186e-08, 3.57079e-08, 3.61748e-08, 2.6269e-05, 3.5663e-08, 2.49825e-06, 3.5662e-08, 3.5662e-08, 4.01809e-08
0.563163, 0, 4.38799e-05, 7.33198e-08, 1.41421, -4.38799e-05, 1.40195e-07, 7.33198e-08, 1.32843e-07, 5.71202e-07, 9.4832e-08, 4.66722e-07, 2.6346e-07, 1.79879e-07, 7.88282e-08, 1.9732e-07, 7.68598e-08, 7.34124e-08, 7.43918e-08, 3.91886e-05, 7.33218e-08, 3.2854e-06, 7.33198e-08, 7.33198e-08, 8.24261e-08
0.571028, 0, 6.51073e-05, 1.4737e-07, 1.41421, -6.51073e-05, 2.79163e-07, 1.4737e-07, 2.64674e-07, 1.12856e-06, 1.89765e-07, 9.22654e-07, 5.22083e-07, 3.57368e-07, 1.58226e-07, 3.91739e-07, 1.54347e-07, 1.47553e-07, 1.4956e-07, 5.80094e-05, 1.47374e-07, 4.33013e-06, 1.4737e-07, 1.4737e-07, 1.65316e-07
0.578894, 0, 9.62784e-05, 2.89674e-07, 1.41421, -9.62784e-05, 5.43732e-07, 2.89674e-07, 5.15802e-07, 2.18112e-06, 3.71399e-07, 1.7842e-06, 1.01201e-06, 6.94489e-07, 3.10601e-07, 7.60747e-07, 3.03123e-07, 2.90026e-07, 2.94049e-07, 8.52113e-05, 2.89682e-07, 5.73688e-06, 2.89674e-07, 2.89674e-07, 3.24269e-07
0.586759, 0, 0.000141946, 5.56955e-07, 1.41421, -0.000141946, 1.03611e-06, 5.56955e-07, 9.83436e-07, 4.12425e-06, 7.11088e-07, 3.37566e-06, 1.9193e-06, 1.32044e-06, 5.96422e-07, 1.44541e-06, 5.82319e-07, 5.57618e-07, 5.65508e-07, 0.000124237, 5.56969e-07, 7.66691e-06, 5.56955e-07, 5.56955e-07, 6.22201e-07
0.594625, 0, 0.000208734, 1.04766e-06, 1.41421, -0.000208734, 1.93195e-06, 1.04766e-06, 1.83474e-06, 7.6312e-06, 1.33211e-06, 6.24964e-06, 3.5619e-06, 2.45669e-06, 1.12049e-06, 2.68732e-06, 1.09447e-06, 1.04888e-06, 1.06403e-06, 0.000179847, 1.04768e-06, 1.03726e-05, 1.04766e-06, 1.04766e-06, 1.16807e-06
0.60249, 0, 0.000306275, 1.92831e-06, 1.41421, -0.000306275, 3.52553e-06, 1.92831e-06, 3.34994e-06, 1.38195e-05, 2.4421e-06, 1.13241e-05, 6.46953e-06, 4.47331e-06, 2.05987e-06, 4.88986e-06, 2.01286e-06, 1.93052e-06, 1.959e-06, 0.000258618, 1.92836e-06, 1.42513e-05, 1.92831e-06, 1.92831e-06, 2.1458e-06
0.610356, 0, 0.000448551, 3.47346e-06, 1.41421, -0.000448551, 6.29729e-06, 3.47346e-06, 5.98685e-06, 2.44967e-05, 4.38182e-06, 2.0085e-05, 1.15022e-05, 7.97294e-06, 3.70605e-06, 8.7094e-06, 3.62293e-06, 3.47737e-06, 3.52979e-06, 0.000369627, 3.47354e-06, 1.9926e-05, 3.47346e-06, 3.47346e-06, 3.85797e-06
0.618221, 0, 0.000655798, 6.12408e-06, 1.41421, -0.000655798, 1.10117e-05, 6.12408e-06, 1.04744e-05, 4.2512e-05, 7.6963e-06, 3.4876e-05, 2.00206e-05, 1.3912e-05, 6.52666e-06, 1.51867e-05, 6.3828e-06, 6.13084e-06, 6.2254e-06, 0.000525423, 6.12422e-06, 2.83669e-05, 6.12408e-06, 6.12408e-06, 6.78961e-06
0.626087, 0, 0.000957129, 1.05702e-05, 1.41421, -0.000957129, 1.88535e-05, 1.05702e-05, 1.79429e-05, 7.22391e-05, 1.32347e-05, 5.92979e-05, 3.41214e-05, 2.37688e-05, 1.12525e-05, 2.59291e-05, 1.10087e-05, 1.05817e-05, 1.07488e-05, 0.000743379, 1.05704e-05, 4.10556e-05, 1.05702e-05, 1.05702e-05, 1.16981e-05
0.633952, 0.993216, 0.0013941, 1.78631e-05, 1.73009, 0.991822, 3.16111e-05, 1.78631e-05, 3.00997e-05, 0.000120216, 2.22855e-05, 9.8737e-05, 5.69514e-05, 3.9769e-05, 1.89955e-05, 4.33545e-05, 1.85908e-05, 1.78821e-05, 1.81716e-05, 0.00104756, 1.78635e-05, 6.02208e-05, 1.78631e-05, 1.78631e-05, 1.97351e-05
0.641818, 0.00678423, 0.00202541, 2.95622e-05, 1.41661, 0.00475882, 5.19119e-05, 2.95622e-05, 4.94549e-05, 0.000195954, 3.67516e-05, 0.000161037, 9.31069e-05, 6.5174e-05, 3.14031e-05, 7.10028e-05, 3.07453e-05, 2.95932e-05, 3.00848e-05, 0.00147131, 2.95629e-05, 8.91451e-05, 2.95622e-05, 2.95622e-05, 3.26055e-05
0.649683, 0, 0.0029329, 4.79177e-05, 1.41421, -0.0029329, 8.35119e-05, 4.79177e-05, 7.95989e-05, 0.000312915, 5.93675e-05, 0.000257305, 0.000149119, 0.000104633, 5.08495e-05, 0.000113916, 4.98019e-05, 4.7967e-05, 4.87855e-05, 0.00206065, 4.79188e-05, 0.000132553, 4.79177e-05, 4.79177e-05, 5.27645e-05
0.657549, 0, 0.0042289, 7.60876e-05, 1.41421, -0.0042289, 0.000131633, 7.60876e-05, 0.000125527, 0.00048962, 9.39552e-05, 0.00040284, 0.000234015, 0.000164593, 8.06628e-05, 0.00017908, 7.90279e-05, 7.61645e-05, 7.75011e-05, 0.00287876, 7.60893e-05, 0.000197089, 7.60876e-05, 7.60876e-05, 8.36512e-05
0.665414, 0, 0.00606488, 0.000118378, 1.41421, -0.00606488, 0.000203328, 0.000118378, 0.000193989, 0.000750823, 0.000145705, 0.000618104, 0.000359908, 0.000253736, 0.000125376, 0.000275891, 0.000122875, 0.000118496, 0.000120637, 0.0040115, 0.000118381, 0.000291858, 0.000118378, 0.000118378, 0.000129946
